week,game_id,away_team,home_team,sportsbook,provider_event_id,game_row_present,raw_provider_book_present,raw_provider_spread_pair,raw_provider_total_pair,archive_spread_observations,archive_spread_last_seen_file,archive_spread_last_update,archive_total_observations,archive_total_last_seen_file,archive_total_last_update,normalized_spread_pair,normalized_total_pair,current_market_spread_pair,current_market_total_pair,war_room_spread_pair,war_room_total_pair,spread_rejection_reason,total_rejection_reason
0,g8,NC State,Virginia,DraftKings,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,FanDuel,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,BetMGM,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,30,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,False,True,True,True,NONE,NONE
0,g8,NC State,Virginia,Caesars,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,Pinnacle,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,Novig,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,ProphetX,123a238486098cc9e8f71fea0cf4e7b0,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g8,NC State,Virginia,Kalshi,123a238486098cc9e8f71fea0cf4e7b0,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
0,g3,Jacksonville State,North Dakota State,DraftKings,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,FanDuel,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,BetMGM,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:29:16Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:29:16Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,Caesars,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,False,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,Pinnacle,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,Novig,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,ProphetX,b9d8d9eeb4afdebe9f91de7f8253eb07,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,32,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g3,Jacksonville State,North Dakota State,Kalshi,b9d8d9eeb4afdebe9f91de7f8253eb07,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
0,g1,Sacramento State,Eastern Michigan,DraftKings,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,FanDuel,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,BetMGM,7fd4a16a262295143f08276821b259a4,True,False,False,False,30,theodds_ncaaf_20260826T133151Z.json,2026-08-26T13:29:47Z,30,theodds_ncaaf_20260826T133151Z.json,2026-08-26T13:29:47Z,False,False,True,True,False,False,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED
0,g1,Sacramento State,Eastern Michigan,Caesars,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,Pinnacle,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,Novig,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:30:57Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:30:57Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,ProphetX,7fd4a16a262295143f08276821b259a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g1,Sacramento State,Eastern Michigan,Kalshi,7fd4a16a262295143f08276821b259a4,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
0,g4,Hawaii,Stanford,DraftKings,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,FanDuel,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,BetMGM,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,Caesars,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,Pinnacle,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,Novig,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,ProphetX,24941bb5e2e6f79d944530b0b8ea4be5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g4,Hawaii,Stanford,Kalshi,24941bb5e2e6f79d944530b0b8ea4be5,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
0,g2,New Mexico State,Florida State,DraftKings,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,FanDuel,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,BetMGM,9bbc04340f2b3f77756a22bc44e1a4a4,True,False,False,False,32,theodds_ncaaf_20260826T153221Z.json,2026-08-26T15:31:09Z,32,theodds_ncaaf_20260826T153221Z.json,2026-08-26T15:31:09Z,False,False,True,True,False,False,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED
0,g2,New Mexico State,Florida State,Caesars,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,Pinnacle,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,Novig,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,ProphetX,9bbc04340f2b3f77756a22bc44e1a4a4,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g2,New Mexico State,Florida State,Kalshi,9bbc04340f2b3f77756a22bc44e1a4a4,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
0,g6,Memphis,UNLV,DraftKings,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,FanDuel,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,BetMGM,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,Caesars,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,Pinnacle,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,Novig,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,ProphetX,90d9b4e9c9485143021eb1535e792164,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
0,g6,Memphis,UNLV,Kalshi,90d9b4e9c9485143021eb1535e792164,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g16,Massachusetts,Rutgers,DraftKings,e564afb0a5ab84ab43befa56bdb90522,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g16,Massachusetts,Rutgers,FanDuel,e564afb0a5ab84ab43befa56bdb90522,True,False,False,False,0,,,0,,,False,False,True,True,False,False,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED,FRESH_CANONICAL_CURRENT_PAIR_NOT_SELECTED
1,g16,Massachusetts,Rutgers,BetMGM,e564afb0a5ab84ab43befa56bdb90522,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
1,g16,Massachusetts,Rutgers,Caesars,e564afb0a5ab84ab43befa56bdb90522,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
1,g16,Massachusetts,Rutgers,Pinnacle,e564afb0a5ab84ab43befa56bdb90522,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
1,g16,Massachusetts,Rutgers,Novig,e564afb0a5ab84ab43befa56bdb90522,True,True,True,True,17,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,22,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
1,g16,Massachusetts,Rutgers,ProphetX,e564afb0a5ab84ab43befa56bdb90522,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g16,Massachusetts,Rutgers,Kalshi,e564afb0a5ab84ab43befa56bdb90522,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g18,Akron,Wake Forest,DraftKings,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,FanDuel,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,BetMGM,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,Caesars,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,Pinnacle,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,Novig,f089e3d943a34a9c4fe1808568b96529,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
1,g18,Akron,Wake Forest,ProphetX,f089e3d943a34a9c4fe1808568b96529,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g18,Akron,Wake Forest,Kalshi,f089e3d943a34a9c4fe1808568b96529,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g12,Colorado,Georgia Tech,DraftKings,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,FanDuel,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,BetMGM,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,Caesars,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:34Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,Pinnacle,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:18Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,Novig,1d6daad1c93bf7e5ae16be1db12e27d5,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:32:08Z,False,True,True,True,True,True,NONE,NONE
1,g12,Colorado,Georgia Tech,ProphetX,1d6daad1c93bf7e5ae16be1db12e27d5,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g12,Colorado,Georgia Tech,Kalshi,1d6daad1c93bf7e5ae16be1db12e27d5,True,False,False,False,0,,,0,,,False,False,False,False,False,False,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR,PROVIDER_SOURCE_DID_NOT_SUPPLY_PAIR
1,g44,UAB,Illinois,DraftKings,1697069330d0343bdf7930ac0b0c3863,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g44,UAB,Illinois,FanDuel,1697069330d0343bdf7930ac0b0c3863,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:48Z,False,True,True,True,True,True,NONE,NONE
1,g44,UAB,Illinois,BetMGM,1697069330d0343bdf7930ac0b0c3863,True,True,True,True,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,33,theodds_ncaaf_20260826T163246Z.json,2026-08-26T16:31:47Z,False,True,True,True,True,True,NONE,NONE
