run_date,category,title,team,grade,score,reason,action,source,research_query,book,current_line,projected_line,opening_line,last_move_date,game_date,game_week,ev_pct
2026-07-17,Game line edge,ATS: Penn State -23.5 (-108),Penn State,ATS,91.09,Marshall at Penn State · edge Penn State +3.2 · EV +10.6%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,Penn State -23.5,Proj: Penn State -26.7,Penn State -23.5,,2026-09-05,1.0,10.63
2026-07-17,Game line edge,ATS: Colorado +7.5 (+100),Colorado,ATS,82.27,Colorado at Georgia Tech · edge Colorado +2.1 · EV +9.7%,Confirm current sportsbook price before betting.,Market Lab,,BetMGM,Colorado +7.5,Proj: Colorado +5.4,,,2026-09-03,1.0,9.75
2026-07-17,Game line edge,ATS: Ohio +23.5 (-108),Ohio,ATS,87.1,Ohio at Nebraska · edge Ohio +2.9 · EV +9.2%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,Ohio +23.5,Proj: Ohio +20.6,Ohio +23.5,,2026-09-05,1.0,9.19
2026-07-17,Game line edge,ATS: Ohio State -12.5 (-114),Ohio State,ATS,86.91,Michigan at Ohio State · edge Ohio State +3.5 · EV +9.1%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Ohio State -12.5,Proj: Ohio State -16,Ohio State -12.5,,2026-11-28,13.0,9.14
2026-07-17,Game line edge,ATS: Ohio State +1.5 (-110),Ohio State,ATS,86.55,Ohio State at Texas · edge Ohio State +2.9 · EV +8.5%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,Ohio State +1.5,Proj: Ohio State -1.4,Ohio State +1.5,,2026-09-12,2.0,8.45
2026-07-17,Game line edge,ATS: Texas Tech -12.5 (-115),Texas Tech,ATS,84.34,Houston at Texas Tech · edge Texas Tech +3.3 · EV +8.0%,Confirm current sportsbook price before betting.,Market Lab,,fanduel,Texas Tech -12.5,Proj: Texas Tech -15.8,,,2026-09-18,3.0,7.97
2026-07-17,Game line edge,ATS: NC State +5.5 (-110),NC State,ATS,84.79,NC State at Virginia · edge NC State +2.8 · EV +7.8%,Confirm current sportsbook price before betting.,Market Lab,,BetMGM,NC State +5.5,Proj: NC State +2.7,NC State +3,,2026-08-29,0.0,7.82
2026-07-17,Game line edge,ATS: Fresno State +23.5 (-102),Fresno State,ATS,76.34,Fresno State at USC · edge Fresno State +1.7 · EV +7.0%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,Fresno State +23.5,Proj: Fresno State +21.8,Fresno State +23.5,,2026-09-05,1.0,6.96
2026-07-17,Game line edge,ATS: Sacramento State +7.5 (-108),Sacramento State,ATS,80.52,Sacramento State at Eastern Michigan · edge Sacramento State +2.3 · EV +6.8%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Sacramento State +7.5,Proj: Sacramento State +5.2,Sacramento State +8.5,,2026-08-29,0.0,6.82
2026-07-17,Game line edge,ATS: Washington State +21.5 (-105),Washington State,ATS,77.68,Washington State at Washington · edge Washington State +2.0 · EV +6.6%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Washington State +21.5,Proj: Washington State +19.5,Washington State +21.5,,2026-09-05,1.0,6.6
2026-07-17,Game line edge,ATS: James Madison -6 (-110),James Madison,ATS,80.82,Liberty at James Madison · edge James Madison +2.4 · EV +6.4%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,James Madison -6,Proj: James Madison -8.4,James Madison -6,,2026-09-05,1.0,6.39
2026-07-17,Game line edge,ATS: Texas A&M -14.5 (-110),Texas A&M,ATS,75.79,Arizona State at Texas A&M · edge Texas A&M +2.4 · EV +6.2%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Texas A&M -14.5,Proj: Texas A&M -16.9,Texas A&M -14.5,,2026-09-12,2.0,6.2
2026-07-17,Game line edge,ATS: Cincinnati -7.5 (-100),Cincinnati,ATS,71.81,Boston College at Cincinnati · edge Cincinnati +1.3 · EV +5.9%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Cincinnati -7.5,Proj: Cincinnati -8.8,Cincinnati -9.5,,2026-09-05,1.0,5.87
2026-07-17,Arbitrage,Fresno State Over 7.5 / Under 7.5,Fresno State,ARB,8.07,DraftKings 190 vs BetMGM -135 on same total 7.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Kennesaw State Over 6.5 / Under 6.5,Kennesaw State,ARB,4.55,DraftKings 120 vs FanDuel 100 on same total 6.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Indiana Over 10.5 / Under 10.5,Indiana,ARB,4.34,Caesars 125 vs FanDuel -105 on same total 10.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Florida Over 7.5 / Under 7.5,Florida,ARB,3.03,DraftKings 130 vs Caesars -115 on same total 7.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Missouri Over 6.5 / Under 6.5,Missouri,ARB,1.57,FanDuel -108 vs DraftKings 115 on same total 6.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Oklahoma Over 7.5 / Under 7.5,Oklahoma,ARB,1.44,FanDuel -132 vs Caesars 140 on same total 7.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Arbitrage,Colorado Over 4.5 / Under 4.5,Colorado,ARB,0.93,BetMGM 135 vs Caesars -130 on same total 4.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-17,Market move,Arkansas State 5.5 win total moved at BetMGM,Arkansas State,MOVE,21.2%,line 6.5 → 5.5; Over 5.5: 120.0 → -200.0 (implied probability 45.5% → 66.7% (+21.2%)); Under 5.5: -150.0 → 155.0 (implied probability 60.0% → 39.2% (-20.8%)) on 2026-07-11.,Review move / search news,daily_market_movement_report.csv,Arkansas State football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Florida State 5.5 win total moved at FanDuel,Florida State,MOVE,18.0%,line 6.5 → 5.5; Over 5.5: 138.0 → -150.0 (implied probability 42.0% → 60.0% (+18.0%)); Under 5.5: -170.0 → 122.0 (implied probability 63.0% → 45.0% (-17.9%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Florida State football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Houston 8.5 win total moved at BetMGM,Houston,MOVE,18.2%,line 7.5 → 8.5; Over 8.5: -175.0 → 120.0 (implied probability 63.6% → 45.5% (-18.2%)); Under 8.5: 135.0 → -155.0 (implied probability 42.6% → 60.8% (+18.2%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,Houston football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Houston 8.5 win total moved at FanDuel,Houston,MOVE,16.7%,line 7.5 → 8.5; Over 8.5: -172.0 → 114.0 (implied probability 63.2% → 46.7% (-16.5%)); Under 8.5: 140.0 → -140.0 (implied probability 41.7% → 58.3% (+16.7%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,Houston football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Illinois 6.5 win total moved at FanDuel,Illinois,MOVE,19.0%,line 7.5 → 6.5; Over 6.5: 146.0 → -148.0 (implied probability 40.7% → 59.7% (+19.0%)); Under 6.5: -180.0 → 120.0 (implied probability 64.3% → 45.5% (-18.8%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Illinois football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Iowa State Cyclones 4.5 win total moved at DraftKings,Iowa State Cyclones,MOVE,18.5%,line 5.5 → 4.5; Over 4.5: 125.0 → -170.0 (implied probability 44.4% → 63.0% (+18.5%)); Under 4.5: -150.0 → 134.0 (implied probability 60.0% → 42.7% (-17.3%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Iowa State Cyclones football 2026 win total 4.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Kansas 6.5 win total moved at FanDuel,Kansas,MOVE,16.8%,line 5.5 → 6.5; Over 6.5: -168.0 → 118.0 (implied probability 62.7% → 45.9% (-16.8%)); Under 6.5: 136.0 → -144.0 (implied probability 42.4% → 59.0% (+16.6%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Kansas football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Louisville 8.5 win total moved at BetMGM,Louisville,MOVE,24.1%,line 7.5 → 8.5; Over 8.5: -200.0 → 135.0 (implied probability 66.7% → 42.6% (-24.1%)); Under 8.5: 150.0 → -175.0 (implied probability 40.0% → 63.6% (+23.6%)) on 2026-07-11.,Review move / search news,daily_market_movement_report.csv,Louisville football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Louisville 8.5 win total moved at FanDuel,Louisville,MOVE,17.0%,line 7.5 → 8.5; Over 8.5: -176.0 → 114.0 (implied probability 63.8% → 46.7% (-17.0%)); Under 8.5: 142.0 → -140.0 (implied probability 41.3% → 58.3% (+17.0%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Louisville football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Maryland 5.5 win total moved at BetMGM,Maryland,MOVE,20.0%,line 4.5 → 5.5; Over 5.5: -200.0 → 110.0 (implied probability 66.7% → 47.6% (-19.0%)); Under 5.5: 155.0 → -145.0 (implied probability 39.2% → 59.2% (+20.0%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,Maryland football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Maryland 5.5 win total moved at FanDuel,Maryland,MOVE,17.7%,line 4.5 → 5.5; Over 5.5: -192.0 → 108.0 (implied probability 65.8% → 48.1% (-17.7%)); Under 5.5: 154.0 → -132.0 (implied probability 39.4% → 56.9% (+17.5%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Maryland football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Minnesota 6.5 win total moved at DraftKings,Minnesota,MOVE,16.5%,line 5.5 → 6.5; Over 6.5: -150.0 → 130.0 (implied probability 60.0% → 43.5% (-16.5%)); Under 6.5: 125.0 → -150.0 (implied probability 44.4% → 60.0% (+15.6%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,Minnesota football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,North Texas 5.5 win total moved at BetMGM,North Texas,MOVE,16.7%,line 6.5 → 5.5; Over 5.5: 150.0 → -130.0 (implied probability 40.0% → 56.5% (+16.5%)); Under 5.5: -200.0 → 100.0 (implied probability 66.7% → 50.0% (-16.7%)) on 2026-07-11.,Review move / search news,daily_market_movement_report.csv,North Texas football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,OK State 6.5 win total moved at BetMGM,OK State,MOVE,19.2%,line 5.5 → 6.5; Over 6.5: -175.0 → 125.0 (implied probability 63.6% → 44.4% (-19.2%)); Under 6.5: 135.0 → -160.0 (implied probability 42.6% → 61.5% (+19.0%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,OK State football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Oklahoma State 6.5 win total moved at FanDuel,Oklahoma State,MOVE,17.5%,line 5.5 → 6.5; Over 6.5: -176.0 → 116.0 (implied probability 63.8% → 46.3% (-17.5%)); Under 6.5: 142.0 → -142.0 (implied probability 41.3% → 58.7% (+17.4%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Oklahoma State football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Ole Miss 8.5 win total moved at FanDuel,Ole Miss,MOVE,18.2%,line 7.5 → 8.5; Over 8.5: -172.0 → 122.0 (implied probability 63.2% → 45.0% (-18.2%)); Under 8.5: 138.0 → -150.0 (implied probability 42.0% → 60.0% (+18.0%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Ole Miss football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Southern Miss 3.5 win total moved at BetMGM,Southern Miss,MOVE,18.2%,line 4.5 → 3.5; Over 3.5: 155.0 → -135.0 (implied probability 39.2% → 57.4% (+18.2%)); Under 3.5: -200.0 → 105.0 (implied probability 66.7% → 48.8% (-17.9%)) on 2026-07-11.,Review move / search news,daily_market_movement_report.csv,Southern Miss football 2026 win total 3.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Virginia 8.5 win total moved at FanDuel,Virginia,MOVE,16.8%,line 7.5 → 8.5; Over 8.5: -168.0 → 118.0 (implied probability 62.7% → 45.9% (-16.8%)); Under 8.5: 136.0 → -144.0 (implied probability 42.4% → 59.0% (+16.6%)) on 2026-07-16.,Review move / search news,daily_market_movement_report.csv,Virginia football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Hawai'i 7.5 win total moved at Caesars,Hawai'i,MOVE,6.9%,Over 7.5: 120.0 → -110.0 (implied probability 45.5% → 52.4% (+6.9%)); Under 7.5: -140.0 → -120.0 (implied probability 58.3% → 54.5% (-3.8%)) on 2026-07-17.,Review move / search news,daily_market_movement_report.csv,Hawai'i football 2026 win total 7.5 line move injury roster depth chart news,,,,,,,,
2026-07-17,Market move,Hawaii Title Odds moved,Hawaii,MOVE,5.7%,BetMGM Title Odds: price 400.0 → 600.0; implied probability 20.0% → 14.3% (-5.7%) on 2026-07-14.,Review move / search news,daily_market_movement_report.csv,Hawaii football 2026 win total Title Odds line move injury roster depth chart news,,,,,,,,
