path,file_type,size_bytes,read_ok,rows,columns,season_column,game_id_column,home_team_column,away_team_column,team_column,opponent_column,first_half_spread_column,first_half_home_score_column,first_half_away_score_column,ats_result_column,seasons,error
/Users/jameslindesmith/NCAAF_AUTO/2026_ncaa_football_cfbd_sgo_1h_odds_compare_ready.html,.html,1401347,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/2026_ncaa_football_logos_selective_badges_final_coach_halves.html,.html,1058877,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/2026_NCAA _Season_with_halves_summaries.xlsm,.xlsm,2170377,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/backups/sgo_ncaaf_2024_2025_halves_odds_before_2025_resume_20260606_210846.csv,.csv,561026,True,1743.0,season_year | event_id | starts_at | away_team | home_team | away_team_id | home_team_id | completed | odds_present | odds_available | away_final_points | home_final_points | home_final_margin | final_total_points | away_1h_points | home_1h_points | home_1h_margin | one_h_total_points | away_2h_points_incl_ot | home_2h_points_incl_ot | home_2h_margin_incl_ot | two_h_total_points_incl_ot | home_game_spread | home_game_spread_book | home_game_spread_price | away_game_spread | away_game_spread_book | away_game_spread_price | game_total | game_over_book | game_over_price | game_under_price | home_game_ats_result | game_total_result | home_1h_spread | home_1h_spread_book | home_1h_spread_price | away_1h_spread | away_1h_spread_book | away_1h_spread_price | one_h_total | one_h_over_book | one_h_over_price | one_h_under_price | home_1h_ats_result | one_h_total_result | home_2h_spread | home_2h_spread_book | home_2h_spread_price | away_2h_spread | away_2h_spread_book | away_2h_spread_price | two_h_total | two_h_over_book | two_h_over_price | two_h_under_price | home_2h_ats_result | two_h_total_result,,event_id,home_team,away_team,,,home_1h_spread,,,,,
/Users/jameslindesmith/NCAAF_AUTO/SGO/backups/sgo_ncaaf_2024_2025_halves_odds_before_2025_resume_20260606_210846.xlsx,.xlsx,507551,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/build_coach_halves_summary.py,.py,23067,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/coach_halves_summary.csv,.csv,2508879,False,,,,,,,,,,,,,,'utf-8' codec can't decode byte 0xad in position 11: invalid start byte
/Users/jameslindesmith/NCAAF_AUTO/SGO/coach_halves_summary.xlsx,.xlsx,2508880,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/pull_sgo_ncaaf_halves_history.py,.py,16285,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/pull_sgo_ncaaf_halves_history_backup_20260504_215641.py,.py,14254,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/pull_sgo_ncaaf_halves_history_before_fast_log_20260606_212144.py,.py,15179,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/pull_sgo_ncaaf_halves_history_before_resume_20260606_210835.py,.py,15179,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/sgo_ncaaf_2024_2025_halves_odds.csv,.csv,934803,True,2863.0,season_year | event_id | starts_at | away_team | home_team | away_team_id | home_team_id | completed | odds_present | odds_available | away_final_points | home_final_points | home_final_margin | final_total_points | away_1h_points | home_1h_points | home_1h_margin | one_h_total_points | away_2h_points_incl_ot | home_2h_points_incl_ot | home_2h_margin_incl_ot | two_h_total_points_incl_ot | home_game_spread | home_game_spread_book | home_game_spread_price | away_game_spread | away_game_spread_book | away_game_spread_price | game_total | game_over_book | game_over_price | game_under_price | home_game_ats_result | game_total_result | home_1h_spread | home_1h_spread_book | home_1h_spread_price | away_1h_spread | away_1h_spread_book | away_1h_spread_price | one_h_total | one_h_over_book | one_h_over_price | one_h_under_price | home_1h_ats_result | one_h_total_result | home_2h_spread | home_2h_spread_book | home_2h_spread_price | away_2h_spread | away_2h_spread_book | away_2h_spread_price | two_h_total | two_h_over_book | two_h_over_price | two_h_under_price | home_2h_ats_result | two_h_total_result,,event_id,home_team,away_team,,,home_1h_spread,,,,,
/Users/jameslindesmith/NCAAF_AUTO/SGO/sgo_ncaaf_2024_2025_halves_odds.xlsx,.xlsx,819240,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/SGO/sgo_ncaaf_2024_2025_halves_odds_BACKUP_20260504_220507.csv,.csv,561026,True,1743.0,season_year | event_id | starts_at | away_team | home_team | away_team_id | home_team_id | completed | odds_present | odds_available | away_final_points | home_final_points | home_final_margin | final_total_points | away_1h_points | home_1h_points | home_1h_margin | one_h_total_points | away_2h_points_incl_ot | home_2h_points_incl_ot | home_2h_margin_incl_ot | two_h_total_points_incl_ot | home_game_spread | home_game_spread_book | home_game_spread_price | away_game_spread | away_game_spread_book | away_game_spread_price | game_total | game_over_book | game_over_price | game_under_price | home_game_ats_result | game_total_result | home_1h_spread | home_1h_spread_book | home_1h_spread_price | away_1h_spread | away_1h_spread_book | away_1h_spread_price | one_h_total | one_h_over_book | one_h_over_price | one_h_under_price | home_1h_ats_result | one_h_total_result | home_2h_spread | home_2h_spread_book | home_2h_spread_price | away_2h_spread | away_2h_spread_book | away_2h_spread_price | two_h_total | two_h_over_book | two_h_over_price | two_h_under_price | home_2h_ats_result | two_h_total_result,,event_id,home_team,away_team,,,home_1h_spread,,,,,
/Users/jameslindesmith/NCAAF_AUTO/SGO/sgo_ncaaf_2024_2025_halves_odds_BACKUP_20260504_220507.xlsx,.xlsx,507551,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/backups/html/index_auto_market_before_coach_halves_front_20260606_223511.html,.html,5667070,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/backups/html/index_before_coach_halves_front_20260606_223511.html,.html,5667070,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/backups/html/index_before_sgo_halves_update_20260606_215214.html,.html,5512405,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/backups/html/index_publish_before_coach_halves_front_20260606_223511.html,.html,5667070,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/build_site_from_workbook_safe_with_movement_before_coach_halves_alias_20260606_215101.py,.py,30500,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/daily_market_update_before_coach_halves_inject_20260606_215440.sh,.sh,8783,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/data/coach/opening_receiver_1h_ats_2024_2025_combined_cleaned.csv,.csv,275129,True,1097.0,espn_game_id | date_espn | away | home | toss_winner_raw | decision | away_is_fbs | home_is_fbs | both_fbs | opening_receiver_side | opening_receiver_team | matched_sgo | event_id | home_1h_spread | away_1h_spread | away_1h_points | home_1h_points | home_1h_margin | opening_receiver_1h_spread | opening_receiver_1h_ats_result | opening_receiver_1h_ats_margin | coin_text | season,season,event_id,home,away,,,home_1h_spread,,,,"2024,2025",
/Users/jameslindesmith/NCAAF_AUTO/data/coach/opening_receiver_1h_ats_summary_2024_2025_combined_cleaned.csv,.csv,386,True,7.0,group | games | wins | losses | pushes | cover_pct | avg_ats_margin,,,,,,,,,,,,
/Users/jameslindesmith/NCAAF_AUTO/data/import/coach_1h_betting_current_2026.csv,.csv,13272,True,117.0,ATS Rank | Current Coach | Current Team | Historical Team(s) | Games | ATS Games | ATS W | ATS L | ATS Push | ATS Win % | Avg ATS +/- | Over Games | Overs | Unders | Total Push | Over % | Avg Total +/- | Seasons Covered,,,,,,,,,,,,
/Users/jameslindesmith/NCAAF_AUTO/data/import/coach_halves_missing_teams.csv,.csv,13552,True,138.0,Current Coach | Current Team | Coach Start Year | Matched Team-Game Rows | Status | Reason,,,,,,,,,,,,
/Users/jameslindesmith/NCAAF_AUTO/data/import/coach_halves_team_games_2024_2025.csv,.csv,438321,True,2503.0,Season | Date | Current Coach | Current Team | Historical Team | Opponent | Home/Away | Game Team Points | Game Opp Points | Game Spread | Game ATS +/- | Game ATS Result | Game Total Line | Game Total Points | Game Total +/- | Game Total Result | 1H Team Points | 1H Opp Points | 1H Spread | 1H ATS +/- | 1H ATS Result | 1H Total Line | 1H Total Points | 1H Total +/- | 1H Total Result | 2H Team Points | 2H Opp Points | 2H Spread | 2H ATS +/- | 2H ATS Result | 2H Total Line | 2H Total Points | 2H Total +/- | 2H Total Result,Season,,,,,Opponent,1H Spread,,,1H ATS Result,"2024,2025",
/Users/jameslindesmith/NCAAF_AUTO/data/research/realignment_travel_1h_signal_games.csv,.csv,26758,True,55.0,season_year | event_id | starts_at | away_team | home_team | away_team_id | home_team_id | completed | odds_present | odds_available | away_final_points | home_final_points | home_final_margin | final_total_points | away_1h_points | home_1h_points | home_1h_margin | one_h_total_points | away_2h_points_incl_ot | home_2h_points_incl_ot | home_2h_margin_incl_ot | two_h_total_points_incl_ot | home_game_spread | home_game_spread_book | home_game_spread_price | away_game_spread | away_game_spread_book | away_game_spread_price | game_total | game_over_book | game_over_price | game_under_price | home_game_ats_result | game_total_result | home_1h_spread | home_1h_spread_book | home_1h_spread_price | away_1h_spread | away_1h_spread_book | away_1h_spread_price | one_h_total | one_h_over_book | one_h_over_price | one_h_under_price | home_1h_ats_result | one_h_total_result | home_2h_spread | home_2h_spread_book | home_2h_spread_price | away_2h_spread | away_2h_spread_book | away_2h_spread_price | two_h_total | two_h_over_book | two_h_over_price | two_h_under_price | home_2h_ats_result | two_h_total_result | away_team_clean | home_team_clean | away_tz | home_tz | tz_delta | tz_abs | travel_direction | away_1h_margin | traveler_1h_ats_margin | traveler_1h_ats_result | one_h_total_margin | one_h_total_result_calc | traveler_role | conference_family_2024 | in_2024_alignment_conf_game | involves_western_realignment_team,,event_id,home_team,away_team,,,home_1h_spread,,,,,
/Users/jameslindesmith/NCAAF_AUTO/data/research/realignment_travel_1h_signal_summary.csv,.csv,1273,True,8.0,bucket | games | traveler_1h_ats | traveler_1h_ats_win_pct | avg_traveler_1h_ats_margin | traveler_fav_1h_ats | traveler_fav_1h_ats_win_pct | avg_traveler_fav_1h_ats_margin | traveler_dog_1h_ats | traveler_dog_1h_ats_win_pct | avg_traveler_dog_1h_ats_margin | one_h_ou_record | one_h_over_pct | avg_one_h_total_margin,,,,,,,,,,,,
/Users/jameslindesmith/NCAAF_AUTO/data/signals/travel_1h_signals_2026.csv,.csv,12795,True,30.0,game_id | date | away_team | home_team | away_clean | home_clean | conference_family | away_tz | home_tz | tz_delta | tz_abs | travel_direction | away_role_basis | away_role | spread_badge | spread_side | spread_title | total_badge | total_side | total_title,,game_id,home_team,away_team,,,,,,,,
/Users/jameslindesmith/NCAAF_AUTO/scripts/research/analyze_realignment_travel_1h_signal.py,.py,8791,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/research/audit_openers_rp_and_1h_data.py,.py,12637,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/signals/build_travel_1h_signals_2026.py,.py,8266,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/site/inject_coach_halves_from_csv.py,.py,4538,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/site/inject_coach_halves_from_csv_before_alias_fix_20260606_215846.py,.py,2923,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/site/inject_coach_halves_from_csv_before_ats_margin_alias_20260606_221635.py,.py,4238,False,,,,,,,,,,,,,,Unsupported audit type
/Users/jameslindesmith/NCAAF_AUTO/scripts/site/inject_travel_1h_badges.py,.py,6221,False,,,,,,,,,,,,,,Unsupported audit type
