hfa,games,mae,rmse,mean_error,median_error,within_1_point_pct,within_2_points_pct,distance_from_2_5,holdout_season,training_seasons
1.87,899,3.4080867630700777,4.423394815158095,-0.6655951056729696,-0.8299999999999983,19.021134593993324,38.26473859844272,0.6299999999999999,2023,"2021,2022"
3.36,899,3.4090545050055616,4.450061603603041,0.8244048943270297,0.6600000000000001,20.57842046718576,39.59955506117909,0.8599999999999999,2023,"2021,2022"
1.86,899,3.4095216907675194,4.424910574563172,-0.6755951056729701,-0.8399999999999999,19.021134593993324,38.26473859844272,0.6399999999999999,2023,"2021,2022"
3.37,899,3.410489432703003,4.451925018882125,0.8344048943270302,0.6700000000000017,20.57842046718576,39.59955506117909,0.8700000000000001,2023,"2021,2022"
1.85,899,3.4109566184649607,4.426448406453467,-0.6855951056729698,-0.8499999999999996,19.021134593993324,38.26473859844272,0.6499999999999999,2023,"2021,2022"
3.38,899,3.4119243604004446,4.4538101072716545,0.8444048943270299,0.6799999999999997,20.57842046718576,39.59955506117909,0.8799999999999999,2023,"2021,2022"
1.84,899,3.4123915461624024,4.428008287831889,-0.6955951056729699,-0.8599999999999994,19.021134593993324,38.26473859844272,0.6599999999999999,2023,"2021,2022"
3.39,899,3.4133592880978867,4.455716841263781,0.8544048943270304,0.6900000000000013,20.57842046718576,39.59955506117909,0.8900000000000001,2023,"2021,2022"
1.83,899,3.413826473859844,4.429590195404238,-0.7055951056729702,-0.8699999999999992,19.021134593993324,38.26473859844272,0.6699999999999999,2023,"2021,2022"
3.4,899,3.4147942157953284,4.457645193082131,0.8644048943270298,0.7000000000000011,21.357063403781982,39.93325917686318,0.8999999999999999,2023,"2021,2022"
1.82,899,3.4152614015572857,4.431194105580889,-0.7155951056729697,-0.879999999999999,19.021134593993324,38.26473859844272,0.6799999999999999,2023,"2021,2022"
3.41,899,3.41642936596218,4.4595951346837275,0.8744048943270302,0.7100000000000009,20.689655172413794,39.265850945494996,0.9100000000000001,2023,"2021,2022"
1.81,899,3.4166963292547274,4.432819994478489,-0.7255951056729699,-0.8899999999999988,19.021134593993324,38.26473859844272,0.69,2023,"2021,2022"
3.42,899,3.4180645161290326,4.4615666377609235,0.8844048943270302,0.7200000000000006,20.689655172413794,39.265850945494996,0.9199999999999999,2023,"2021,2022"
1.8,899,3.418131256952169,4.434467837921675,-0.7355951056729698,-0.8999999999999986,19.13236929922136,38.26473859844272,0.7,2023,"2021,2022"
3.43,899,3.4196996662958843,4.463559673743351,0.8944048943270299,0.7300000000000004,20.689655172413794,39.265850945494996,0.9300000000000002,2023,"2021,2022"
1.79,899,3.4198331479421578,4.436137611444803,-0.7455951056729703,-0.9100000000000001,18.5761957730812,37.04115684093437,0.71,2023,"2021,2022"
3.44,899,3.421334816462736,4.465574213799878,0.90440489432703,0.7400000000000002,20.689655172413794,39.265850945494996,0.94,2023,"2021,2022"
1.78,899,3.421535038932147,4.437829290293696,-0.7555951056729697,-0.9199999999999999,18.5761957730812,37.04115684093437,0.72,2023,"2021,2022"
3.45,899,3.4229699666295885,4.4676102288405755,0.9144048943270301,0.75,20.689655172413794,39.265850945494996,0.9500000000000002,2023,"2021,2022"
1.77,899,3.4232369299221355,4.439542849427418,-0.7655951056729701,-0.9299999999999997,18.5761957730812,37.04115684093437,0.73,2023,"2021,2022"
3.46,899,3.42460511679644,4.469667689518705,0.9244048943270302,0.7600000000000016,20.689655172413794,39.265850945494996,0.96,2023,"2021,2022"
1.76,899,3.4249388209121245,4.441278263520039,-0.7755951056729699,-0.9399999999999995,18.5761957730812,37.04115684093437,0.74,2023,"2021,2022"
3.47,899,3.4262402669632923,4.471746566232708,0.93440489432703,0.7700000000000014,20.689655172413794,39.265850945494996,0.9700000000000002,2023,"2021,2022"
1.75,899,3.426640711902113,4.4430355069624445,-0.78559510567297,-0.9499999999999993,18.5761957730812,37.04115684093437,0.75,2023,"2021,2022"
3.48,899,3.4278754171301444,4.473846829128211,0.9444048943270301,0.7800000000000011,20.689655172413794,39.265850945494996,0.98,2023,"2021,2022"
1.74,899,3.4283426028921022,4.444814553864142,-0.7955951056729702,-0.9599999999999991,18.5761957730812,37.04115684093437,0.76,2023,"2021,2022"
3.49,899,3.429510567296997,4.4759684481000415,0.9544048943270306,0.7900000000000009,20.689655172413794,39.265850945494996,0.9900000000000002,2023,"2021,2022"
1.73,899,3.4300444938820913,4.446615378055083,-0.8055951056729698,-0.9699999999999989,18.5761957730812,37.04115684093437,0.77,2023,"2021,2022"
3.5,899,3.431145717463849,4.478111392794248,0.96440489432703,0.8000000000000007,21.46829810901001,40.266963292547274,1.0,2023,"2021,2022"
1.72,899,3.43174638487208,4.448437953087512,-0.8155951056729702,-0.9799999999999986,18.5761957730812,37.04115684093437,0.78,2023,"2021,2022"
1.71,899,3.433448275862069,4.450282252237814,-0.8255951056729698,-0.9899999999999984,18.5761957730812,37.04115684093437,0.79,2023,"2021,2022"
