provider,provider_event_id,canonical_game_id,season,canonical_site_week,kickoff,away_team,home_team,neutral_site,game_classification,sportsbook,market_type,side,line,price,paired_market_id,available,suspended,source_updated_at,ingestion_timestamp,quote_age_seconds,stale_flag,source_run_id,source_page,coverage_status,mapping_status,market_eligibility,acceptance_eligibility,exclusion_reason,payload_hash
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,spread,away,8.5,-110,abbfca31dcc926a09db9e0250fc8d1da55da9aed6602c62bc29852af6cf8e902,True,False,2026-07-30T03:49:17.000Z,2026-07-30T13:23:09.432257+00:00,289.08,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,spread,home,-8.5,-110,abbfca31dcc926a09db9e0250fc8d1da55da9aed6602c62bc29852af6cf8e902,True,False,2026-07-30T03:49:17.000Z,2026-07-30T13:23:09.432257+00:00,289.08,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,total,over,52.5,-110,5cb395191c9af47a1cd546c19e915521c21f1c37596043d9f22ddba455e1383e,True,False,2026-07-30T03:49:17.000Z,2026-07-30T13:23:09.432257+00:00,289.08,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,total,under,52.5,-110,5cb395191c9af47a1cd546c19e915521c21f1c37596043d9f22ddba455e1383e,True,False,2026-07-30T03:49:17.000Z,2026-07-30T13:23:09.432257+00:00,289.08,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,moneyline,away,,265,41e6010a333f07c621d0b5dbf858190339404b9f11adae1a9e573cbeb147fd84,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,moneyline,home,,-330,41e6010a333f07c621d0b5dbf858190339404b9f11adae1a9e573cbeb147fd84,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,spread,away,8.5,-110,f86a18bc457a0bae56c11604c8daf2d8840cc7b8ebad8fb188c48d0477b07730,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,spread,home,-8.5,-110,f86a18bc457a0bae56c11604c8daf2d8840cc7b8ebad8fb188c48d0477b07730,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,total,over,53.5,-110,0d204b55c3a657d44206e0159599875f8b924c29fdf94926d76013a29219573b,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,total,under,53.5,-110,0d204b55c3a657d44206e0159599875f8b924c29fdf94926d76013a29219573b,True,False,2026-07-30T03:48:31.000Z,2026-07-30T13:23:09.432257+00:00,335.16,False,replay-20260730T035405Z-85165416-corrected,1,PARTIAL,canonical_mapped,True,False,coverage_partial,132b902a730c8fff6561083136a4992a257446758de16e9711fa2475a371e483
