season,team,overall,overall_rank,offense,offense_rank,defense,defense_rank,source
2025,California,52,83,56,74,49,91,Bill Connelly/SP+ returning production 2025
2025,Washington,52,84,48,91,55,65,Bill Connelly/SP+ returning production 2025
2025,Maryland,51,85,48,89,54,71,Bill Connelly/SP+ returning production 2025
2025,Army,51,86,34,119,67,21,Bill Connelly/SP+ returning production 2025
2025,Temple,51,87,59,62,43,109,Bill Connelly/SP+ returning production 2025
2025,Wake Forest,50,88,43,101,57,58,Bill Connelly/SP+ returning production 2025
2025,Colorado,50,89,44,99,55,66,Bill Connelly/SP+ returning production 2025
2025,Syracuse,50,90,37,115,62,34,Bill Connelly/SP+ returning production 2025
2025,Akron,49,91,60,58,38,116,Bill Connelly/SP+ returning production 2025
2025,Colorado St.,48,92,60,57,36,119,Bill Connelly/SP+ returning production 2025
2025,La. Tech,48,93,50,84,45,102,Bill Connelly/SP+ returning production 2025
2025,Tulsa,47,94,42,104,52,76,Bill Connelly/SP+ returning production 2025
2025,East. Mich.,47,95,43,102,51,82,Bill Connelly/SP+ returning production 2025
2025,Coastal Caro.,47,96,63,49,31,125,Bill Connelly/SP+ returning production 2025
2025,USC,46,97,50,85,43,108,Bill Connelly/SP+ returning production 2025
2025,W. Virginia,46,98,38,113,55,68,Bill Connelly/SP+ returning production 2025
2025,Georgia St.,46,99,53,79,40,115,Bill Connelly/SP+ returning production 2025
2025,Arkansas St.,46,100,67,33,26,130,Bill Connelly/SP+ returning production 2025
2025,Ohio St.,46,101,47,92,45,103,Bill Connelly/SP+ returning production 2025
2025,FIU,45,102,44,98,46,98,Bill Connelly/SP+ returning production 2025
2025,Texas,45,103,29,126,61,44,Bill Connelly/SP+ returning production 2025
2025,Oklahoma St.,45,104,32,124,57,57,Bill Connelly/SP+ returning production 2025
2025,Georgia,45,105,41,108,48,93,Bill Connelly/SP+ returning production 2025
2025,UCF,45,106,41,106,48,94,Bill Connelly/SP+ returning production 2025
2025,East Carolina,44,107,57,72,31,126,Bill Connelly/SP+ returning production 2025
2025,App. St.,43,108,34,120,52,77,Bill Connelly/SP+ returning production 2025
2025,Oregon,43,109,41,109,46,101,Bill Connelly/SP+ returning production 2025
2025,Kent St.,43,110,36,118,50,84,Bill Connelly/SP+ returning production 2025
2025,UCLA,43,111,53,78,33,124,Bill Connelly/SP+ returning production 2025
2025,FAU,42,112,50,86,34,120,Bill Connelly/SP+ returning production 2025
2025,Ole Miss,42,113,39,111,45,104,Bill Connelly/SP+ returning production 2025
2025,Louisiana,41,114,41,107,41,113,Bill Connelly/SP+ returning production 2025
2025,Texas St.,40,115,40,110,41,112,Bill Connelly/SP+ returning production 2025
2025,Fresno St.,40,116,36,116,44,105,Bill Connelly/SP+ returning production 2025
2025,Sam Houston,40,117,60,61,20,135,Bill Connelly/SP+ returning production 2025
2025,Rice,39,118,29,127,50,86,Bill Connelly/SP+ returning production 2025
2025,Memphis,39,119,45,96,33,121,Bill Connelly/SP+ returning production 2025
2025,UAB,39,120,38,112,40,114,Bill Connelly/SP+ returning production 2025
2025,Bowling Green,38,121,45,95,30,127,Bill Connelly/SP+ returning production 2025
2025,UMass,37,122,45,97,28,129,Bill Connelly/SP+ returning production 2025
2025,West. Mich.,37,123,24,132,49,90,Bill Connelly/SP+ returning production 2025
2025,Utah St.,36,124,22,133,50,85,Bill Connelly/SP+ returning production 2025
2025,West. Kent.,34,125,36,117,33,122,Bill Connelly/SP+ returning production 2025
2025,Ball St.,32,126,21,134,44,106,Bill Connelly/SP+ returning production 2025
2025,Purdue,32,127,27,130,37,118,Bill Connelly/SP+ returning production 2025
2025,Miami-OH,32,128,15,136,49,87,Bill Connelly/SP+ returning production 2025
2025,UNLV,32,129,34,121,30,128,Bill Connelly/SP+ returning production 2025
2025,Marshall,32,130,31,125,33,123,Bill Connelly/SP+ returning production 2025
2025,Charlotte,30,131,18,135,41,111,Bill Connelly/SP+ returning production 2025
2025,Nevada,29,132,33,122,26,132,Bill Connelly/SP+ returning production 2025
2025,J'ville St.,28,133,37,114,19,136,Bill Connelly/SP+ returning production 2025
2025,Wash. St.,27,134,29,129,26,131,Bill Connelly/SP+ returning production 2025
2025,New Mexico,27,135,29,128,25,133,Bill Connelly/SP+ returning production 2025
2025,N. Illinois,23,136,25,131,22,134,Bill Connelly/SP+ returning production 2025
