market,edge_threshold,probability_threshold,bets,positive_clv_rate,average_clv,median_clv,direction_accuracy,average_predicted_move,average_actual_move,record,win_rate,roi,maximum_drawdown_units,longest_losing_streak
spread,0.25,0.525,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.25,0.55,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.25,0.575,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.25,0.6,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.25,0.625,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.25,0.65,403,0.5235732009925558,0.40198511166253104,0.5,0.5235732009925558,0.6589350081259581,0.40198511166253104,197-200-6,0.49622166246851385,-0.05188360027069705,28.0,12
spread,0.5,0.525,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.5,0.55,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.5,0.575,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.5,0.6,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.5,0.625,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.5,0.65,261,0.5057471264367817,0.39272030651340994,0.5,0.5057471264367817,0.8195987176722662,0.39272030651340994,122-134-5,0.4765625,-0.08847091605712297,26.545454545454554,10
spread,0.75,0.525,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,0.75,0.55,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,0.75,0.575,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,0.75,0.6,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,0.75,0.625,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,0.75,0.65,128,0.5234375,0.46875,0.5,0.5234375,1.034794739323301,0.46875,54-72-2,0.42857142857142855,-0.17897727272727273,25.54545454545455,10
spread,1.0,0.525,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.0,0.55,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.0,0.575,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.0,0.6,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.0,0.625,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.0,0.65,58,0.5862068965517241,0.8103448275862069,0.5,0.5862068965517241,1.2330831326266374,0.8103448275862069,24-33-1,0.42105263157894735,-0.19278996865203762,12.818181818181827,6
spread,1.5,0.525,8,0.625,0.5625,0.75,0.625,1.739851574902064,0.5625,2-6-0,0.25,-0.5227272727272727,4.181818181818182,3
spread,1.5,0.55,8,0.625,0.5625,0.75,0.625,1.739851574902064,0.5625,2-6-0,0.25,-0.5227272727272727,4.181818181818182,3
spread,1.5,0.575,8,0.625,0.5625,0.75,0.625,1.739851574902064,0.5625,2-6-0,0.25,-0.5227272727272727,4.181818181818182,3
