season,week,game_id,home_team,away_team,away_previous_game_id,home_previous_game_id,frozen_away_rating,frozen_home_rating,predicted_away_movement,predicted_home_movement,updated_away_rating,updated_home_rating,hfa,neutral_site_status,projected_close,no_movement_projection,current_lambda_050_projection,repeatable_projection,boosted_projection,actual_opener,actual_close,predicted_direction,actual_direction,clv,actual_margin,bet_side,bet_line,ats_result,confidence_tier,model_provenance
2021,8,401310728,Hawai'i,New Mexico State,401310717,401310722,-19.340943543417293,-5.864163526361356,-1.3597515256944657,-0.5658721166662887,-20.70069506911176,-6.430035643027645,2.5,unknown; historical source has no neutral flag,-16.770659426084116,-15.976780017055937,-13.726780017055937,-17.078046386226255,-15.976780017055937,-18.0,-19.0,1.0,-1.0,-1.0,14,away,18.0,W,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525507,Clemson,Florida State,401525500,401525501,5.993995204289607,4.853571418526436,1.734748113888366,0.7720622829441214,7.728743318177973,5.625633701470558,2.5,unknown; historical source has no neutral flag,-0.3968903832925843,-1.3595762142368288,-17.609576214236828,-2.4915884817456515,-1.3595762142368288,-3.0,2.0,1.0,1.0,5.0,-7,away,3.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520274,Vanderbilt,Kentucky,401520228,401520247,3.9291433055372873,1.4520594517319123,1.463584375769077,0.025981874590412908,5.392727681306364,1.4780413263223253,2.5,unknown; historical source has no neutral flag,1.4146863549840387,-0.022916146194624787,7.227083853805375,1.3306568725994223,1.1578207169825498,14.0,13.5,-1.0,-1.0,0.5,-17,home,14.0,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520271,Troy,Western Kentucky,401520240,401531848,2.9121428511216587,-4.00000000000036,-1.8219814457164212,0.030480399747242672,1.0901614054052375,-3.969519600253117,2.5,unknown; historical source has no neutral flag,2.559681005658355,4.412142851122018,-5.0878571488779825,2.520630581345115,2.915592690907552,-3.5,-3.5,1.0,0.0,0.0,3,away,3.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520268,Syracuse,Army,401531396,401520242,3.7210714208713394,7.5000000000025695,-0.6389373176416117,0.17144819596668978,3.082134103229728,7.671448195969259,2.5,unknown; historical source has no neutral flag,-7.0893140927395315,-6.278928579131231,-5.778928579131229,-6.764963960558978,-6.901736554663426,-13.5,-13.0,1.0,1.0,0.5,13,away,13.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520260,Michigan,Rutgers,401520243,401520232,3.1846517837264297,16.92167576070761,0.6316548318919635,1.8247890826643984,3.816306615618393,18.74646484337201,2.5,unknown; historical source has no neutral flag,-17.430158227753616,-16.23702397698118,-2.237023976981181,-17.349478773911287,-17.150325042289822,-24.0,-24.0,1.0,0.0,0.0,24,away,24.0,P,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520270,Texas A&M,Auburn,401520186,401520245,12.99999999999739,11.192329671029336,0.16803363435718985,1.677860786460922,13.16803363435458,12.870190457490258,2.5,unknown; historical source has no neutral flag,-2.2021568231356774,-0.6923296710319455,-4.6923296710319455,-1.583188894538747,-1.873066534209121,-7.5,-8.5,1.0,-1.0,-1.0,17,away,7.5,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525849,TCU,SMU,401525830,401525836,7.500000000000074,6.591941188210058,-1.0165099452552444,-0.00582790809120745,6.483490054744829,6.58611328011885,2.5,unknown; historical source has no neutral flag,-2.602623225374021,-1.5919411882099839,-9.591941188209983,-3.5205692368263257,-3.3559271462929843,-6.5,-6.5,1.0,0.0,0.0,17,away,6.5,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531338,Northern Illinois,Tulsa,401525842,401520237,-9.835743288419868,-2.4267857092643457,-1.4324687677318964,-0.4216660182412398,-11.268212056151764,-2.8484517275055854,2.5,unknown; historical source has no neutral flag,-10.919760328646179,-9.908957579155523,-14.158957579155524,-9.772771898197673,-10.782699763837794,-3.5,-4.0,-1.0,-1.0,0.5,-8,home,-3.5,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525845,Cincinnati,Oklahoma,401525842,401525835,12.514140221631967,-1.3333333333336936,1.6991172656557891,0.8800680934974293,14.213257487287756,-0.4532652398362643,2.5,unknown; historical source has no neutral flag,12.16652272712402,11.34747355496566,32.59747355496566,12.35851060555041,11.347473554965662,14.5,14.0,-1.0,-1.0,0.5,-14,home,14.5,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401532406,Toledo,Western Michigan,401520227,401532403,-7.499999999994503,-2.8410728516964485,-1.7479282590469143,0.6665079245015855,-9.247928259041418,-2.1745649271948633,2.5,unknown; historical source has no neutral flag,-9.573363331846554,-7.158927148298055,-5.908927148298055,-8.170500379917096,-8.922913106381056,-21.0,-21.5,1.0,-1.0,-0.5,18,away,21.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531871,Ball State,Georgia Southern,401520249,401520191,1.4999999999996438,-8.000000000002792,-1.0861929553093277,-2.232851662995402,0.41380704469031615,-10.232851662998193,2.5,unknown; historical source has no neutral flag,8.146658707688509,7.000000000002437,6.750000000002437,7.514190704783083,7.000000000002437,6.5,6.0,1.0,-1.0,-0.5,-37,away,-6.5,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520250,Alabama,Ole Miss,401520241,401520244,4.593541497716085,12.270406395439611,1.060640364895542,1.6011754038949717,5.654181862611628,13.871581799334583,2.5,unknown; historical source has no neutral flag,-10.717399936722956,-10.176864897723526,3.823135102276474,-9.957432691769462,-10.176864897723526,-15.5,-7.0,1.0,1.0,8.5,14,away,15.5,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401524017,Utah,UCLA,401524001,401523999,4.000000000002358,1.833333333333501,0.7781836077879448,0.5161424545928616,4.778183607790303,2.3494757879263624,2.5,unknown; historical source has no neutral flag,-0.07129218013605954,-0.3333333333311428,5.166666666668858,0.8917186201589722,0.5799677319774981,-8.0,-5.5,1.0,1.0,2.5,7,away,8.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401532405,Bowling Green,Ohio,401525838,401520232,-1.6628546753167912,-1.965691830955452,-0.010200370848149832,-2.0656412540397415,-1.673055046164941,-4.031333084995193,2.5,unknown; historical source has no neutral flag,-0.14172196116974778,-2.197162844361339,-7.69716284436134,-1.4846907008033359,-1.0729866906593049,13.0,13.0,-1.0,0.0,0.0,-31,home,13.0,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525506,Louisville,Boston College,401525500,401520230,2.426785709261816,3.3974999929684047,-1.4640575273772332,0.29725189564903415,0.962728181884583,3.694751888617439,2.5,unknown; historical source has no neutral flag,-5.232023706732856,-3.4707142837065885,9.779285716293412,-4.270502151681327,-5.234700241789589,-14.0,-14.0,1.0,0.0,0.0,28,away,14.0,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520263,Nebraska,Louisiana Tech,401520229,401520237,-4.910283154501214,-1.347050757333332,0.3687477419234644,0.571844462842647,-4.541535412577749,-0.7752062944906849,2.5,unknown; historical source has no neutral flag,-6.266329118087064,-6.063232397167882,-16.063232397167884,-7.215356470813169,-6.330668195036416,-19.5,-20.5,1.0,-1.0,-1.0,14,away,19.5,W,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525509,Temple,Miami,401520201,401520210,4.666666666666741,2.500000000000104,0.19983604478675732,-0.731540539473185,4.8665027114534976,1.7684594605269188,2.5,unknown; historical source has no neutral flag,0.5980432509265787,-0.33333333333336324,19.166666666666636,1.0255293926468623,-0.08289936431360001,23.0,23.5,-1.0,1.0,-0.5,-34,home,23.0,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520272,UConn,Duke,401520223,401520246,-4.853571418527159,-5.83530202585489,1.6671694232074914,0.3288604982127845,-3.1864019953196676,-5.506441527642106,2.5,unknown; historical source has no neutral flag,-0.1799604676775619,-1.518269392672269,8.98173060732773,0.35859171546978263,-0.6049683273636282,21.5,22.5,-1.0,1.0,-1.0,-34,home,21.5,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525850,West Virginia,Texas Tech,401524002,401525503,5.3333333333297155,-5.824285702226572,-0.6813539168060317,0.2743677947622793,4.651979416523684,-5.549917907464293,2.5,unknown; historical source has no neutral flag,7.701897323987977,8.657619035556287,3.407619035556287,8.715831100897864,8.285245029043855,6.0,6.0,1.0,0.0,0.0,7,away,-6.0,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525847,Kansas,BYU,401520220,401525837,4.412730173911616,1.280357617231674,-0.5037651612678715,1.4444159429292724,3.908965012643744,2.7247735601609464,2.5,unknown; historical source has no neutral flag,-1.3158085475172023,0.6323725566799414,19.38237255667994,-0.38677415814944727,-1.1711722820294286,-9.0,-9.5,1.0,-1.0,-0.5,11,away,9.0,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520255,Illinois,Florida Atlantic,401525501,401520226,-0.3314273376585762,1.5607152344637008,-1.5170683738398794,-0.9540687326237934,-1.8484957114984555,0.6066465018399073,2.5,unknown; historical source has no neutral flag,-4.9551422133383625,-4.392142572122276,-7.392142572122277,-5.728226067985,-4.392142572122276,-15.0,-15.5,1.0,-1.0,-0.5,6,away,15.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401524015,Oregon,Colorado,401524007,401524008,-3.7194959727720502,5.110221505260684,1.7402529871997325,2.119054034117527,-1.9792429855723177,7.229275539378211,2.5,unknown; historical source has no neutral flag,-11.708518524950529,-11.329717478032734,-22.079717478032734,-13.617018888915963,-11.329717478032734,-21.0,-21.0,1.0,0.0,0.0,36,away,21.0,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401526835,Massachusetts,New Mexico,401520238,401526834,-11.627639519888673,-11.148026361213352,0.14105137604283596,-0.25736399664698806,-11.486588143845838,-11.405390357860341,2.5,unknown; historical source has no neutral flag,-2.5811977859854967,-2.9796131586753205,-11.729613158675322,-3.462438086363912,-2.356805183143125,-3.5,-3.5,1.0,0.0,0.0,-3,away,3.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520261,Michigan State,Maryland,401520231,401520233,7.333333333332979,4.044642848771982,0.7453847722712608,-0.9314228524404118,8.078718105604239,3.11321999633157,2.5,unknown; historical source has no neutral flag,2.4654981092726684,0.7886904845609966,16.288690484560995,3.131833859615462,3.4659775079526387,7.5,7.5,-1.0,0.0,0.0,-22,home,7.5,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525846,Iowa State,Oklahoma State,401525839,401525838,1.666666666665905,0.297037624775166,0.3576983871632912,0.13732327898673527,2.024365053829196,0.4343609037619013,2.5,unknown; historical source has no neutral flag,-0.909995849932705,-1.1303709581092611,-15.380370958109262,-2.0586046135647216,-0.8629351602407276,-3.5,-3.5,1.0,0.0,0.0,7,away,3.5,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531423,South Florida,Rice,401525831,401520244,-10.833333333333254,-2.9121428511136003,0.030665207331847032,-1.8418553406363207,-10.802668126001407,-4.753998191749921,2.5,unknown; historical source has no neutral flag,-8.548669934251485,-10.421190482219654,-15.921190482219654,-9.39627351411625,-9.547448297537382,2.5,2.5,-1.0,0.0,0.0,13,home,2.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520269,Tennessee,UTSA,401531396,401520224,0.8530187167092248,8.22097676235422,0.36589933657464463,0.1556005615685715,1.2189180532838695,8.37657732392279,2.5,unknown; historical source has no neutral flag,-9.65765927063892,-9.867958045644993,-8.367958045644993,-9.384685819398161,-9.60052224777646,-20.5,-21.5,1.0,-1.0,-1.0,31,away,20.5,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520257,Jacksonville State,Eastern Michigan,401526834,401520187,-6.341798152702274,-1.3333333333332626,0.48713999130307156,-0.5304906566112828,-5.854658161399202,-1.8638239899445455,2.5,unknown; historical source has no neutral flag,-6.490834171454656,-7.508464819369011,-9.758464819369012,-7.86682830254607,-6.618221045968282,-6.5,-6.5,1.0,0.0,0.0,21,away,6.5,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531876,South Alabama,Central Michigan,401525437,401525839,-4.044642848772686,-2.7806244931497117,-1.8488063540530753,-0.3949722605361116,-5.893449202825762,-3.175596753685823,2.5,unknown; historical source has no neutral flag,-5.217852449139938,-3.7640183556229747,-15.014018355622973,-4.857386342710534,-4.637760540305246,-15.0,-16.0,1.0,-1.0,-1.0,-4,away,15.0,W,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525508,Wake Forest,Georgia Tech,401520241,401525504,-3.397499992969116,4.476029725865584,-0.9417515765286457,0.7768780786526023,-4.339251569497762,5.252907804518187,2.5,unknown; historical source has no neutral flag,-12.09215937401595,-10.3735297188347,-9.1235297188347,-11.358954218708178,-13.050816742226342,-4.0,-4.0,-1.0,0.0,0.0,-14,home,-4.0,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520275,Florida International,Liberty,401520222,401520246,2.8907060273531413,-8.62365596710381,0.18032235422435022,0.029456851713046902,3.0710283815774915,-8.594199115390763,2.5,unknown; historical source has no neutral flag,9.165227496968255,9.014361994456952,14.764361994456952,8.848547998828618,9.637169969989147,10.5,10.0,-1.0,-1.0,0.5,-32,home,10.5,L,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520258,LSU,Arkansas,401520220,401520235,9.593682978313849,5.259007193564692,-0.06909656328586838,0.11780111082801586,9.524586415027981,5.376808304392708,2.5,unknown; historical source has no neutral flag,1.6477781106352731,1.834675784749157,-14.915324215250843,0.7548586990792296,1.8346757847491562,-13.5,-17.5,1.0,-1.0,-4.0,3,away,13.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520251,Florida,Charlotte,401531403,401520224,-7.3333333333336865,0.3840856955432454,-0.03221763813183747,-0.2881126633670961,-7.365550971465524,0.09597303217614928,2.5,unknown; historical source has no neutral flag,-9.961524003641674,-10.217419028876932,-23.967419028876932,-10.803897649473184,-10.217419028876932,-28.0,-28.0,1.0,0.0,0.0,15,away,28.0,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531870,Wyoming,App State,401531412,401525840,-6.95623164899691,-6.8306645157747115,0.8207527969128993,-1.228063689196548,-6.135478852084011,-8.05872820497126,2.5,unknown; historical source has no neutral flag,-0.5767506471127515,-2.625567133222199,-3.875567133222199,-1.7953221983687815,-0.8615811751391993,-2.5,-3.0,1.0,-1.0,-0.5,3,away,2.5,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401524016,Stanford,Arizona,401520219,401524003,-2.0000000000011613,0.1250000000000897,1.066766868789522,-1.6072883663694273,-0.9332331312116393,-1.4822883663693376,2.5,unknown; historical source has no neutral flag,-1.9509447648423017,-4.6250000000012506,5.3749999999987494,-2.3843717403751015,-1.9477129766096095,11.5,12.5,-1.0,1.0,-1.0,-1,home,11.5,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520262,Middle Tennessee,Colorado State,401524007,401520206,-5.1124089150501115,-12.333333333332366,-1.2620895355334394,-1.023090348968542,-6.374498450583551,-13.356423682300907,2.5,unknown; historical source has no neutral flag,4.481925231717356,4.720924418282254,3.7209244182822543,5.187537843113287,4.720924418282254,-3.0,-3.0,1.0,0.0,0.0,-8,away,3.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531877,Texas State,Nevada,401525837,401531395,-8.816958996977629,-8.333333333334696,-1.6128346194739156,0.025690982694161566,-10.429793616451544,-8.307642350640535,2.5,unknown; historical source has no neutral flag,-4.622151265811009,-2.9836256636429326,4.266374336357067,-3.6761091460976836,-2.9836256636429326,-17.5,-17.0,1.0,1.0,0.5,11,away,17.5,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401524019,Washington State,Oregon State,401524009,401520217,5.271772145630381,4.500000000000169,1.227424338985716,-0.06905369789279073,6.499196484616097,4.430946302107378,2.5,unknown; historical source has no neutral flag,-0.43174981749128083,-1.7282278543697878,-12.728227854369788,-1.4338526458456329,-0.175116984680181,3.0,3.0,-1.0,0.0,0.0,3,home,3.0,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520254,Houston,Sam Houston,401520211,401525836,-5.833333333334689,-0.9730312064081924,-0.4166147767099828,-0.4565789267935319,-6.249948110044672,-1.4296101332017244,2.5,unknown; historical source has no neutral flag,-7.320337976842947,-7.360302126926497,2.1396978730735032,-6.751980388804887,-7.360302126926497,-12.5,-11.5,1.0,1.0,1.0,31,away,12.5,L,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401531874,Arkansas State,Southern Miss,401531348,401531427,-11.253002397855372,-11.166666666665757,-0.5748576170931583,-1.6259216201798494,-11.82786001494853,-12.792588286845605,2.5,unknown; historical source has no neutral flag,-1.5352717281029253,-2.5863357311896156,-0.8363357311896173,-2.191682830325936,-1.7125935465073443,7.0,6.0,-1.0,-1.0,1.0,7,home,7.0,W,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401521330,Notre Dame,Ohio State,401520240,401525437,9.707142837053246,8.781370830946852,1.4908349717582507,2.046254738910655,11.197977808811496,10.827625569857506,2.5,unknown; historical source has no neutral flag,-2.1296477610460105,-1.5742279938936061,15.425772006106396,-0.8052983289395534,-1.5742279938936061,7.0,3.5,-1.0,-1.0,3.5,-3,home,7.0,W,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401525844,Baylor,Texas,401525840,401523999,9.476735061911986,8.33333333333054,1.7234061620567664,-1.2748595142290873,11.200141223968753,7.058473819101453,2.5,unknown; historical source has no neutral flag,1.6416674048673006,-1.3565982714185534,-6.356598271418553,-0.7765194330931173,0.4469465672908175,8.0,14.5,-1.0,1.0,-6.5,-32,home,8.0,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520256,Indiana,Akron,401520228,401520230,-3.3420761493848996,-9.707142837053954,-1.30360546960663,-0.2038956402814801,-4.64568161899153,-9.911038477335435,2.5,unknown; historical source has no neutral flag,2.765356858343905,3.8650666876690547,-1.1349333123309453,3.3327967168596597,2.9913245029867834,-16.0,-16.5,1.0,-1.0,-0.5,2,away,16.0,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520252,Georgia,UAB,401531379,401520225,-1.5000000000003588,11.856952231487666,-0.2189162826992293,1.1336647789857084,-1.718916282699588,12.990617010473375,2.5,unknown; historical source has no neutral flag,-17.209533293172964,-15.856952231488025,-18.356952231488023,-17.006563142367206,-17.0376890946652,-42.0,-41.5,1.0,1.0,0.5,28,away,42.0,W,Low,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520264,Northwestern,Minnesota,401520239,401520223,4.8164036945958175,-0.9271933291325604,-0.5086236604598129,-0.7235853950663591,4.307780034136004,-1.6507787241989194,2.5,unknown; historical source has no neutral flag,3.4585587583349238,3.2435970237283778,1.2435970237283778,3.745650859420947,4.117339208410649,12.0,11.5,-1.0,-1.0,0.5,3,home,12.0,W,Medium,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
2023,4,401520265,Penn State,Iowa,401520227,401520226,6.594075249550683,5.824285702234654,1.4826756474154066,0.5867695245065355,8.07675089696609,6.4110552267411895,2.5,unknown; historical source has no neutral flag,-0.8343043297751,-1.7302104526839708,-1.9802104526839708,-0.8076560258669749,-1.7302104526839708,-14.5,-14.5,1.0,0.0,0.0,31,away,14.5,L,High,frozen pre-previous-game ratings plus two-stage team movement; opener/close evaluation-only
