method,n,mae,median_absolute_error,rmse,signed_bias,correlation,overshoot_rate,undershoot_rate
raw_ats,1385,11.990627808021603,10.21198527476082,15.200466124175879,-0.03813379362471791,-0.02497884802739768,0.9249097472924188,0.07509025270758123
raw_pbp,1385,3.321390790007988,2.461682807181969,4.578625654282202,-0.020789562845653083,0.41515385206799,0.8093862815884476,0.19061371841155234
rules_cleanup,1385,3.7051238365767016,2.7081747874641455,5.095581321129096,-0.019764209441013807,0.4130924132659301,0.8397111913357401,0.16028880866425993
regularized_repeatable,1385,1.055636851168506,0.7004693553653665,1.6490848908392595,-0.005967795641165383,0.4307444173104572,0.348014440433213,0.651985559566787
residualized,1385,11.668723720813498,9.535794917605804,14.878507998814706,-0.3822984257679061,-0.06944913767219016,0.9285198555956679,0.07148014440433213
selected_huber,1385,0.840494539327848,0.5162090432232076,1.4060445410852094,-0.02094501925056912,0.6867281278185365,0.35018050541516244,0.6498194945848376
gradient_boosted_stumps,1385,0.903971300896847,0.5638527038304577,1.4900921990657527,0.004983014663913325,0.609262629607394,0.35090252707581226,0.6490974729241877
