season,week,game_id,team,opponent,team_margin,team_closing_spread,team_ats_margin,abs_team_closing_spread,market_innovation,next_week,target_next_market_innovation,weeks_to_next_game,off_success_rate,off_ppa,off_explosiveness,off_rush_success_rate,off_pass_success_rate,off_neutral_pass_rate,off_qb_run_share,def_success_allowed,def_ppa_allowed,def_explosiveness_allowed,def_havoc_rate,off_drive_elapsed_seconds_per_play,off_plays
2021,6,401282103,Alabama,Texas A&M,-3,-18.5,-21.5,18.5,19.29822252619858,7.0,11.904953857083619,1.0,0.4390243902439024,0.1695244831914621,1.4261155786963486,0.4,0.4615384615384615,0.6140350877192983,0.1,0.5,0.3163091564035516,1.1502690356321044,0.1206896551724138,23.694117647058825,82
2021,7,401282107,Alabama,Mississippi State,40,-17.5,22.5,17.5,11.904953857083619,8.0,13.266773838039551,1.0,0.4615384615384615,0.3938777460453976,1.5761197030162173,0.4615384615384615,0.4615384615384615,0.5517241379310345,0.1153846153846153,0.423728813559322,-0.1461238645615527,0.9881633980757698,0.1891891891891892,24.16949152542373,52
2021,8,401282111,Alabama,Tennessee,28,-25.5,2.5,25.5,13.266773838039551,10.0,16.789583591422076,2.0,0.4597701149425287,0.3433316866662513,1.3746596464753982,0.3953488372093023,0.5227272727272727,0.5675675675675675,0.1860465116279069,0.4489795918367347,0.2421118952783483,1.2921820205183616,0.1203703703703703,25.233333333333334,87
2021,10,401282120,Alabama,LSU,6,-29.0,-23.0,29.0,16.789583591422076,11.0,33.28284416813105,1.0,0.4444444444444444,0.0939044437854569,1.3009237693903444,0.3181818181818182,0.5121951219512195,0.673469387755102,0.2272727272727272,0.3611111111111111,0.000561830331261,1.362470511529975,0.2222222222222222,26.9375,63
2021,11,401282127,Alabama,New Mexico State,56,-50.5,5.5,50.5,33.28284416813105,12.0,8.54912772157795,1.0,0.5925925925925926,0.837582301740956,1.7923387607350088,0.5833333333333334,0.6,0.6666666666666666,0.25,0.2333333333333333,-0.2168518004987494,1.1839476632697998,0.3275862068965517,21.071428571428573,27
2021,12,401282135,Alabama,Arkansas,7,-20.5,-13.5,20.5,8.54912772157795,13.0,14.308906438393747,1.0,0.5526315789473685,0.3769279764770267,1.4623097151750823,0.5,0.5909090909090909,0.5967741935483871,0.0625,0.4383561643835616,0.3315533334846301,1.6196401868326828,0.1917808219178082,23.164556962025316,76
2021,13,401282146,Alabama,Auburn,2,-20.5,-18.5,20.5,14.308906438393747,14.0,-9.962826728314546,1.0,0.345679012345679,0.0002570725616807,1.3239425078063662,0.2962962962962963,0.3703703703703703,0.673469387755102,0.1481481481481481,0.2982456140350877,-0.2864272649769928,1.0544888533852057,0.2686567164179104,21.52439024390244,81
2021,1,401300993,App State,East Carolina,14,-9.0,5.0,9.0,6.5,2.0,-7.85,1.0,0.5333333333333333,0.4036972908405724,1.337785374356709,0.4848484848484848,0.5925925925925926,0.5454545454545454,0.1212121212121212,0.3454545454545454,0.1838911172327859,1.7990367937770495,0.1692307692307692,29.50793650793651,60
2021,2,401282620,App State,Miami,-2,7.5,5.5,7.5,-7.85,4.0,5.614351645100153,2.0,0.4657534246575342,0.16655909330042,1.0075283715197674,0.4210526315789473,0.5142857142857142,0.4285714285714285,0.0789473684210526,0.4210526315789473,0.0312205366780034,1.1217796438577043,0.1578947368421052,25.95945945945946,73
2021,4,401282208,App State,Marshall,1,-7.0,-6.0,7.0,5.614351645100153,5.0,9.022228216766043,1.0,0.4891304347826087,0.2458812032560462,1.2831921231205343,0.4807692307692308,0.5,0.4794520547945205,0.0961538461538461,0.4262295081967213,0.2162791458109287,1.2910332138456295,0.1475409836065573,23.27906976744186,92
2021,5,401309612,App State,Georgia State,29,-10.0,19.0,10.0,9.022228216766043,7.0,8.545046235662435,2.0,0.4406779661016949,0.2797256460846313,1.3740906099604628,0.3333333333333333,0.5517241379310345,0.5102040816326531,0.0666666666666666,0.3559322033898305,0.002670017923958,1.0318049334616772,0.2467532467532467,24.516666666666666,59
2021,7,401309620,App State,Louisiana,-28,-4.0,-32.0,4.0,8.545046235662435,8.0,-1.4239876126250657,1.0,0.4038461538461538,-0.0315016358380577,1.021576193519493,0.3461538461538461,0.4615384615384615,0.5652173913043478,0.1153846153846153,0.5084745762711864,0.3302215558437509,1.312130063719383,0.1739130434782608,24.25925925925926,52
2021,8,401309623,App State,Coastal Carolina,3,4.5,7.5,4.5,-1.4239876126250657,9.0,13.42354701797483,1.0,0.5362318840579711,0.2464368616814911,1.3092143098789566,0.5365853658536586,0.5357142857142857,0.4081632653061224,0.1219512195121951,0.5,0.2559618193889719,1.201871858312225,0.1923076923076923,26.11428571428571,69
2021,9,401309628,App State,UL Monroe,31,-27.0,4.0,27.0,13.42354701797483,10.0,16.628078195866898,1.0,0.5925925925925926,0.4215404145797421,1.1355632190779814,0.5666666666666667,0.625,0.4615384615384615,0.0666666666666666,0.1923076923076923,-0.2004267036207924,1.4997574425288942,0.1971830985915492,23.333333333333332,54
2021,10,401309633,App State,Arkansas State,34,-21.5,12.5,21.5,16.628078195866898,11.0,14.380979406685213,1.0,0.5087719298245614,0.3721457249838611,1.292373839284402,0.5142857142857142,0.5,0.392156862745098,0.1428571428571428,0.3409090909090909,-0.0880314004444113,1.2559338362767396,0.3214285714285714,25.62295081967213,58
2021,11,401309637,App State,South Alabama,24,-21.5,2.5,21.5,14.380979406685213,12.0,6.580772326603092,1.0,0.3492063492063492,0.1280606670084924,1.3477251702624289,0.2972972972972973,0.4230769230769231,0.4166666666666667,0.1081081081081081,0.3692307692307692,-0.1244276686094858,0.8885713648892989,0.2253521126760563,27.9375,63
2021,12,401309642,App State,Troy,38,-9.5,28.5,9.5,6.580772326603092,13.0,13.147543182098737,1.0,0.4666666666666667,0.3222562296259038,1.2175470041677168,0.4166666666666667,0.5416666666666666,0.4,0.1111111111111111,0.28125,-0.0953004292991283,1.35268302242173,0.282051282051282,29.74242424242424,60
2021,13,401309646,App State,Georgia Southern,24,-24.5,-0.5,24.5,13.147543182098737,14.0,3.86006844946941,1.0,0.3695652173913043,0.1866273450978697,1.7122398760893365,0.3181818181818182,0.4166666666666667,0.5405405405405406,0.0454545454545454,0.365079365079365,-0.0827428470667545,1.048969464309978,0.2753623188405797,25.12,46
2021,1,401309841,Arizona,BYU,-8,13.5,5.5,13.5,-16.0,2.0,3.3575757575757574,1.0,0.5,0.1062166286733837,0.93304862230498,0.5161290322580645,0.490566037735849,0.6,0.2580645161290322,0.4590163934426229,0.282302374116083,1.3662758542181417,0.2258064516129032,21.21590909090909,84
2021,2,401309846,Arizona,San Diego State,-24,-1.5,-25.5,1.5,3.3575757575757574,4.0,-24.633675695200026,2.0,0.303030303030303,-0.0571353224609425,0.8587735692155111,0.3636363636363636,0.2727272727272727,0.5454545454545454,0.0909090909090909,0.4680851063829787,0.4219271295485946,1.512499966597849,0.1470588235294117,28.696969696969695,33
2021,4,401309859,Arizona,Oregon,-22,29.5,7.5,29.5,-24.633675695200026,6.0,-12.764057621091055,2.0,0.4719101123595505,-0.0009698268500889,1.0239129836200962,0.4615384615384615,0.4864864864864865,0.4,0.1538461538461538,0.3703703703703703,0.3525541063059303,1.7788927936197716,0.2,25.032967032967033,89
2021,6,401309870,Arizona,UCLA,-18,16.0,-2.0,16.0,-12.764057621091055,7.0,-1.5235690470913141,1.0,0.475,0.0833987616167653,0.9393458486698724,0.3846153846153846,0.5609756097560976,0.4923076923076923,0.1538461538461538,0.4696969696969697,0.274612069016283,1.3350664922571294,0.106060606060606,21.96385542168675,80
2021,7,401309875,Arizona,Colorado,-34,6.0,-28.0,6.0,-1.5235690470913141,8.0,-14.427296374677434,1.0,0.3454545454545454,-0.2558132690309656,1.3186073038931565,0.3846153846153846,0.3103448275862069,0.5,0.0769230769230769,0.325,0.2099727109697092,1.8535711310594576,0.1785714285714285,28.672727272727272,55
2021,8,401309877,Arizona,Washington,-5,17.0,12.0,17.0,-14.427296374677434,9.0,-12.081868249360808,1.0,0.4590163934426229,0.0792846494927999,0.8888620254358278,0.5,0.391304347826087,0.3404255319148936,0.2105263157894736,0.3833333333333333,0.1222547405177305,1.332993211739982,0.1666666666666666,27.625,61
2021,9,401309886,Arizona,USC,-7,21.5,14.5,21.5,-12.081868249360808,10.0,-4.029518054711827,1.0,0.4571428571428571,0.3602418303476816,1.4662078022090654,0.4230769230769231,0.4772727272727273,0.6190476190476191,0.2692307692307692,0.5061728395061729,0.2404995749014014,1.2140266067758592,0.1604938271604938,21.83783783783784,70
2021,10,401309889,Arizona,California,7,7.0,14.0,7.0,-4.029518054711827,11.0,-19.08374713657161,1.0,0.3924050632911392,-0.0347777405716042,0.9558224906074776,0.3829787234042553,0.40625,0.4375,0.2127659574468085,0.28,-0.1631780174932923,0.6581260775056583,0.24,25.43373493975903,79
2021,11,401309896,Arizona,Utah,-9,24.0,15.0,24.0,-19.08374713657161,12.0,-7.667460000327798,1.0,0.3709677419354839,0.1150027405176858,1.276827693240442,0.3461538461538461,0.3888888888888889,0.5882352941176471,0.3461538461538461,0.4852941176470588,0.405048709018833,1.3640006042467017,0.1014492753623188,23.17910447761194,62
2021,12,401309899,Arizona,Washington State,-26,14.5,-11.5,14.5,-7.667460000327798,13.0,-7.848987874156906,1.0,0.4363636363636363,0.2325875620981922,1.284721309278373,0.4347826086956521,0.4375,0.5135135135135135,0.1304347826086956,0.5,0.3715976620029411,1.3931060866279696,0.2096774193548387,23.654545454545456,55
2021,2,401309847,Arizona State,UNLV,27,-34.5,-7.5,34.5,32.0,3.0,2.9217528483290884,1.0,0.5671641791044776,0.2349139265752255,1.0357431460139988,0.625,0.4814814814814814,0.4035087719298245,0.3,0.3333333333333333,0.0588178910433942,1.0208815266237905,0.2549019607843137,26.058823529411764,67
2021,3,401309854,Arizona State,BYU,-10,-3.0,-13.0,3.0,2.9217528483290884,4.0,6.970956849202297,1.0,0.4838709677419355,0.2677672464844257,1.39810117761342,0.4333333333333333,0.53125,0.4901960784313725,0.2333333333333333,0.3880597014925373,0.2012313487318815,1.6165761809058865,0.1940298507462686,30.92063492063492,62
2021,4,401309862,Arizona State,Colorado,22,-14.0,8.0,14.0,6.970956849202297,5.0,-1.985021098545547,1.0,0.5964912280701754,0.3766262554886073,1.0237725079268516,0.5333333333333333,0.6666666666666666,0.5581395348837209,0.2333333333333333,0.392156862745098,0.0852028406938048,1.0708082086633797,0.1864406779661017,31.35593220338983,57
2021,5,401309866,Arizona State,UCLA,19,3.0,22.0,3.0,-1.985021098545547,6.0,6.474598464562963,1.0,0.5102040816326531,0.5375215435105237,1.5474050474775802,0.4516129032258064,0.6111111111111112,0.46875,0.1935483870967742,0.524390243902439,0.2164583985368587,0.9901482980974132,0.1325301204819277,28.433962264150946,49
2021,6,401309868,Arizona State,Stanford,18,-13.5,4.5,13.5,6.474598464562963,7.0,0.18890241694708543,1.0,0.5522388059701493,0.2112062788645667,1.15660253272699,0.5714285714285714,0.52,0.3958333333333333,0.238095238095238,0.4153846153846154,-0.0728706975668374,1.3434615827484324,0.2615384615384615,28.147058823529413,67
2021,7,401309876,Arizona State,Utah,-14,1.5,-12.5,1.5,0.18890241694708543,9.0,8.883572113986476,2.0,0.4848484848484848,0.2391827412554761,1.3178651070822816,0.5483870967741935,0.4285714285714285,0.4693877551020408,0.3225806451612903,0.5072463768115942,0.3433826095732042,1.368557485728456,0.1304347826086956,25.19402985074627,66
2021,9,401309885,Arizona State,Washington State,-13,-16.5,-29.5,16.5,8.883572113986476,10.0,6.6242478120681305,1.0,0.5,0.353734791331057,1.313437648960454,0.4615384615384615,0.5277777777777778,0.4782608695652174,0.2307692307692307,0.4137931034482758,0.2561684641067491,1.3189184452912006,0.1617647058823529,22.129032258064516,62
2021,10,401309892,Arizona State,USC,15,-9.5,5.5,9.5,6.6242478120681305,11.0,6.598735370117199,1.0,0.4838709677419355,0.2939645359678928,1.3400469056105455,0.4761904761904761,0.5,0.4,0.119047619047619,0.3472222222222222,-0.0277734347662978,1.3476504518753307,0.1944444444444444,27.396825396825395,62
2021,11,401309897,Arizona State,Washington,5,-6.0,-1.0,6.0,6.598735370117199,12.0,4.159328202997617,1.0,0.5833333333333334,0.261716106247676,0.9271654125955112,0.6538461538461539,0.4,0.3777777777777777,0.1923076923076923,0.5483870967741935,0.1330879249271011,0.8162964654794103,0.1774193548387097,26.91780821917808,72
2021,12,401309902,Arizona State,Oregon State,-14,-3.0,-17.0,3.0,4.159328202997617,13.0,7.848987874156906,1.0,0.4385964912280701,0.1375747231038359,0.9065337232461432,0.5185185185185185,0.3666666666666666,0.5416666666666666,0.2592592592592592,0.484375,0.1938644496173847,0.9434925024486484,0.09375,27.1,57
2021,1,401281943,Arkansas,Rice,21,-19.5,1.5,19.5,17.0,2.0,-9.6,1.0,0.5238095238095238,0.2493223892528142,1.0476340274127756,0.625,0.3478260869565217,0.3469387755102041,0.0,0.3424657534246575,-0.0669983890739903,1.063742313331816,0.18,,63
2021,2,401282057,Arkansas,Texas,19,6.0,25.0,6.0,-9.6,3.0,19.11904972594349,1.0,0.5384615384615384,0.3100272147143404,0.9646689112772492,0.5652173913043478,0.4736842105263157,0.4,0.217391304347826,0.4468085106382978,0.0563677396293766,0.8619190676467448,0.238095238095238,26.61428571428571,65
2021,3,401282069,Arkansas,Georgia Southern,35,-23.0,12.0,23.0,19.11904972594349,4.0,-3.2017922467243904,1.0,0.4528301886792453,0.5798208470253088,1.7629292696659398,0.4,0.5217391304347826,0.4186046511627907,0.1666666666666666,0.3508771929824561,-0.0498198791179123,1.113894811377427,0.1746031746031746,25.369230769230768,53
2021,4,401282082,Arkansas,Texas A&M,10,4.5,14.5,4.5,-3.2017922467243904,5.0,-9.063414611186953,1.0,0.3823529411764705,0.0796172213847268,1.3475085547381036,0.3829787234042553,0.3809523809523809,0.2413793103448276,0.2553191489361702,0.3728813559322034,-0.0286063871301761,1.1867562039870263,0.2203389830508474,26.142857142857142,68
2021,5,401282090,Arkansas,Georgia,-37,16.5,-20.5,16.5,-9.063414611186953,6.0,-3.0527302519406683,1.0,0.2352941176470588,-0.0828876194454754,0.8303322384652461,0.1111111111111111,0.375,0.5,0.2777777777777778,0.5283018867924528,0.1539016904788559,0.7218641978347186,0.0746268656716417,30.457142857142856,34
2021,6,401282100,Arkansas,Ole Miss,-1,5.0,4.0,5.0,-3.0527302519406683,7.0,4.133152980471856,1.0,0.5698924731182796,0.4462382370740261,1.345284731770586,0.5964912280701754,0.5277777777777778,0.3230769230769231,0.2807017543859649,0.5285714285714286,0.5679381802265001,1.595270227653342,0.1285714285714285,22.473684210526315,93
2021,7,401282104,Arkansas,Auburn,-15,-4.5,-19.5,4.5,4.133152980471856,10.0,1.8851134917783412,3.0,0.4382022471910112,0.1463070885916821,1.3202795416013964,0.4509803921568627,0.4210526315789473,0.4050632911392405,0.2941176470588235,0.4918032786885246,0.3355898321810118,1.2983038136858738,0.0983606557377049,19.747252747252748,89
2021,10,401282121,Arkansas,Mississippi State,3,-4.0,-1.0,4.0,1.8851134917783412,11.0,3.1632191721386027,1.0,0.4776119402985074,0.2772909661646682,1.1384835675990477,0.4358974358974359,0.5357142857142857,0.3043478260869565,0.25,0.4520547945205479,0.3548890059996141,1.3897973312269378,0.136986301369863,22.513513513513512,68
2021,11,401282130,Arkansas,LSU,3,-3.0,0.0,3.0,3.1632191721386027,12.0,-8.54912772157795,1.0,0.35,-0.0065021672324786,1.1847312713698477,0.375,0.3214285714285714,0.4629629629629629,0.3125,0.3835616438356164,-0.0192338052968783,0.9673763598964094,0.1891891891891892,25.296875,60
2021,12,401282135,Arkansas,Alabama,-7,20.5,13.5,20.5,-8.54912772157795,13.0,8.407298002772682,1.0,0.4383561643835616,0.3315533334846301,1.6196401868326828,0.3333333333333333,0.5588235294117647,0.4285714285714285,0.2564102564102564,0.5526315789473685,0.3769279764770267,1.4623097151750823,0.1447368421052631,24.246575342465754,73
2021,2,401301003,Arkansas State,Memphis,-5,5.5,0.5,5.5,-8.0,3.0,-14.462626262626262,1.0,0.4795918367346938,0.4019428555197915,1.3992924115180974,0.3666666666666666,0.5294117647058824,0.6666666666666666,0.1666666666666666,0.4411764705882353,0.6234575306978876,2.160268681133179,0.1911764705882352,20.524752475247524,98
2021,3,401309605,Arkansas State,Washington,-49,17.5,-31.5,17.5,-14.462626262626262,4.0,-12.46452317609524,1.0,0.3846153846153846,-0.0395806615478276,0.618134643354288,0.5,0.32,0.6153846153846154,0.2142857142857142,0.55,0.4417787472697975,1.282808421686874,0.1,22.365853658536587,39
2021,4,401301011,Arkansas State,Tulsa,-7,14.5,7.5,14.5,-12.46452317609524,5.0,0.0995101627555921,1.0,0.4918032786885246,0.1911330184986719,1.2957926805517657,0.5555555555555556,0.4651162790697674,0.6222222222222222,0.0,0.5373134328358209,0.5145146117619623,1.626238903632864,0.1617647058823529,21.887096774193548,62
2021,5,401309613,Arkansas State,Georgia Southern,-26,2.0,-24.0,2.0,0.0995101627555921,6.0,-12.878516950218394,1.0,0.4098360655737705,-0.0396548530269104,1.382030619412768,0.2727272727272727,0.44,0.8222222222222222,0.0,0.5510204081632653,0.5763094807320254,1.4070992556787287,0.0806451612903225,22.11764705882353,61
2021,6,401309616,Arkansas State,Coastal Carolina,-32,20.0,-12.0,20.0,-12.878516950218394,8.0,-13.442436105450165,2.0,0.3333333333333333,0.2457795573356191,2.0729580020517,0.25,0.3636363636363636,0.7222222222222222,0.0,0.5319148936170213,0.5634151059178161,1.5251438611291983,0.0952380952380952,29.37037037037037,30
2021,8,401309624,Arkansas State,Louisiana,-1,18.0,17.0,18.0,-13.442436105450165,9.0,-2.143103781276812,1.0,0.4090909090909091,0.2291410902645945,1.352009523029491,0.3939393939393939,0.4242424242424242,0.5087719298245614,0.2424242424242424,0.5616438356164384,0.2562535772235019,1.1838416165034258,0.136986301369863,24.014705882352946,66
2021,9,401309629,Arkansas State,South Alabama,-18,9.0,-9.0,9.0,-2.143103781276812,10.0,-16.628078195866898,1.0,0.3333333333333333,-0.1431197507208407,1.1425883688010114,0.3181818181818182,0.3414634146341463,0.6666666666666666,0.1363636363636363,0.5,0.1821322138166528,1.071220401316524,0.1756756756756756,34.2,63
2021,10,401309633,Arkansas State,App State,-34,21.5,-12.5,21.5,-16.628078195866898,11.0,-3.82791216471864,1.0,0.3409090909090909,-0.0880314004444113,1.2559338362767396,0.25,0.375,0.7142857142857143,0.0,0.5087719298245614,0.3721457249838611,1.292373839284402,0.1267605633802817,24.46808510638298,44
2021,11,401309638,Arkansas State,UL Monroe,3,3.0,6.0,3.0,-3.82791216471864,12.0,-7.015531026740611,1.0,0.419753086419753,0.1710266683662885,1.24088743904803,0.2580645161290322,0.52,0.6,0.0,0.3066666666666666,0.0571563002115347,1.836920744072965,0.2666666666666666,22.49411764705882,81
2021,12,401309643,Arkansas State,Georgia State,-8,15.5,7.5,15.5,-7.015531026740611,13.0,0.11587909013241138,1.0,0.3623188405797101,-0.1634458890039688,1.0528642260206935,0.2777777777777778,0.392156862745098,0.7272727272727273,0.0,0.484375,0.364759337207172,1.2649844792007543,0.1969696969696969,21.957142857142856,69
2021,1,401309601,Army,Georgia State,33,2.5,35.5,2.5,-0.0,2.0,3.5,1.0,0.4893617021276595,0.3519623256021879,1.178526732030577,0.4772727272727273,0.6666666666666666,0.0263157894736842,0.4318181818181818,0.4827586206896552,0.1656937680087905,0.9521392709100864,0.3448275862068966,33.779661016949156,47
2021,2,401282193,Army,Western Kentucky,3,-6.0,-3.0,6.0,3.5,3.0,26.037200408106496,1.0,0.4931506849315068,0.2431270874427576,1.0651005745008262,0.4696969696969697,0.7142857142857143,0.109090909090909,0.3181818181818182,0.5254237288135594,0.4290042954789343,1.5654842131363502,0.1864406779661017,41.391891891891895,73
