season,model,identical_sample,n,mae,median_absolute_error,rmse,signed_bias,correlation,within_1,within_2,within_3
2024,no_total_update,True,278,3.4884167341451513,2.8374999999999986,4.651018103829318,0.7382620526955057,0.7976635349717153,0.1906474820143885,0.39568345323741005,0.5287769784172662
2024,frozen_market_total_baseline,True,278,3.4884167341451513,2.8374999999999986,4.651018103829318,0.7382620526955057,0.7976635349717153,0.1906474820143885,0.39568345323741005,0.5287769784172662
2024,current_production_shadow_total,True,278,3.767676676456675,2.862640667503154,5.199134976825077,0.5561505253170568,0.7831086123831761,0.17985611510791366,0.3597122302158273,0.5323741007194245
2024,current_lambda_0.85,True,278,9.041273020544603,7.1874999999999964,11.484314372755957,1.3910498224796783,0.5686980703061295,0.06474820143884892,0.11151079136690648,0.18705035971223022
2024,predicted_combined_market_total_movement,True,278,3.767676676456675,2.862640667503154,5.199134976825077,0.5561505253170568,0.7831086123831761,0.17985611510791366,0.3597122302158273,0.5323741007194245
2024,raw_final_score_total_adjustment,True,278,3.9100716180302513,2.912499999999998,5.2724918029594425,0.8534598944221246,0.7687743585809276,0.18345323741007194,0.3273381294964029,0.5071942446043165
2024,raw_PBP_total_adjustment,True,278,3.512621919625358,2.730640869417037,4.794800510826811,0.652562510399765,0.7965031238901735,0.19424460431654678,0.3669064748201439,0.539568345323741
2024,predicted_SP_components,True,278,3.4990485769099746,2.972727420978188,4.465182682385041,1.5579921007025164,0.8232388433638156,0.19784172661870503,0.3669064748201439,0.5071942446043165
2024,market_plus_SP_residual,True,278,3.2482864464283625,2.5977449273798783,4.352768254129216,0.4210310619175518,0.8208995504116321,0.2014388489208633,0.420863309352518,0.5719424460431655
2024,simple_50_50_blend,True,278,2.7350731911024275,2.3554647004430223,3.5028211516308416,1.0570713130097862,0.8890193182621464,0.2302158273381295,0.42805755395683454,0.658273381294964
2024,optimized_fixed_blend,True,278,2.722069729652573,2.3653223528877128,3.4654044764455416,1.1572554705483324,0.8936327751062524,0.23381294964028776,0.45323741007194246,0.6223021582733813
2024,selected_blended_total,True,278,2.722069729652573,2.3653223528877128,3.4654044764455416,1.1572554705483324,0.8936327751062524,0.23381294964028776,0.45323741007194246,0.6223021582733813
2024,historical_ESPN_Bet_opening_total,True,278,1.4928057553956835,1.0,1.9388122151862455,0.4856115107913669,0.9661743073903388,0.5827338129496403,0.841726618705036,0.9316546762589928
2025,no_total_update,True,392,3.0327209319875137,2.4330357142857117,3.95536048687002,0.6703200463085665,0.8265134501080151,0.21428571428571427,0.43112244897959184,0.5918367346938775
2025,frozen_market_total_baseline,True,392,3.0327209319875137,2.4330357142857117,3.95536048687002,0.6703200463085665,0.8265134501080151,0.21428571428571427,0.43112244897959184,0.5918367346938775
2025,current_production_shadow_total,True,392,3.407006774890766,2.7480227135496307,4.614171823143438,0.5762619423076722,0.8182818029345869,0.25,0.3903061224489796,0.5510204081632653
2025,current_lambda_0.85,True,392,8.74868708035162,7.317857142857136,10.952063873118869,1.05412106671673,0.5964119648072723,0.06377551020408163,0.14795918367346939,0.22704081632653061
2025,predicted_combined_market_total_movement,True,392,3.407006774890766,2.7480227135496307,4.614171823143438,0.5762619423076722,0.8182818029345869,0.25,0.3903061224489796,0.5510204081632653
2025,raw_final_score_total_adjustment,True,392,3.4781215489442534,2.700000000000003,4.564865693483402,0.738049638145301,0.8020400713968698,0.20408163265306123,0.375,0.5433673469387755
2025,raw_PBP_total_adjustment,True,392,3.0791275060738728,2.3367208253039884,4.132814697017634,0.6260574091316751,0.8290541791442325,0.22959183673469388,0.45153061224489793,0.5816326530612245
2025,predicted_SP_components,True,392,2.8743880163636035,2.306462957492368,3.6818199911309724,1.431803654928805,0.850311021040581,0.22704081632653061,0.45408163265306123,0.5969387755102041
2025,market_plus_SP_residual,True,392,3.0485796650295165,2.341371520428414,4.036240867296208,0.5724192317892071,0.826364805959784,0.23469387755102042,0.42857142857142855,0.6045918367346939
2025,simple_50_50_blend,True,392,2.627095346105792,2.1578626105590892,3.401300730567933,1.004032798618239,0.8747456480308897,0.2423469387755102,0.4719387755102041,0.6658163265306123
2025,optimized_fixed_blend,True,392,2.5595028116706646,2.107322012481756,3.3210754399656754,1.089586969880352,0.8791208810232898,0.25510204081632654,0.4744897959183674,0.6862244897959183
2025,selected_blended_total,True,392,2.5595028116706646,2.107322012481756,3.3210754399656754,1.089586969880352,0.8791208810232898,0.25510204081632654,0.4744897959183674,0.6862244897959183
2025,historical_ESPN_Bet_opening_total,True,392,1.9591836734693877,1.0,2.7747035142221472,0.6020408163265306,0.9088007279944739,0.548469387755102,0.7168367346938775,0.8494897959183674
