pulled_at,headless,clicked,attempts,dom_rows_seen,parsed_rows,body_has_regular_season,body_has_total_wins,body_has_alabama
2026-07-29T12:36:04.490070+00:00,True,True,"[""select_option={'selected': True, 'value': 'ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins', 'option_text': '2026 NCAAF Regular Season - Total Wins', 'selected_text': '2026 NCAAF Regular Season - Total Wins'}""]",138,138,True,True,True
