source_file,rows,columns,team_col,coach_col,season_col,spread_col,ats_margin_col,ats_result_col,total_line_col,total_points_col,total_result_col
data/import/coach_halves_team_games_2024_2025.csv,2503,"Season, Date, Current Coach, Current Team, Historical Team, Opponent, Home/Away, Game Team Points, Game Opp Points, Game Spread, Game ATS +/-, Game ATS Result, Game Total Line, Game Total Points, Game Total +/-, Game Total Result, 1H Team Points, 1H Opp Points, 1H Spread, 1H ATS +/-, 1H ATS Result, 1H Total Line, 1H Total Points, 1H Total +/-, 1H Total Result, 2H Team Points, 2H Opp Points, 2H Spread, 2H ATS +/-, 2H ATS Result, 2H Total Line, 2H Total Points, 2H Total +/-, 2H Total Result",Current Team,Current Coach,Season,Game Spread,Game ATS +/-,Game ATS Result,Game Total Line,Game Total Points,Game Total Result
