game_id_example,week_example,away_team_example,home_team_example,team,coach,segment,role,ats_record,ats_pct,ats_sample_size,ou_record,over_pct,ou_sample_size,ats_margin,total_margin
g21,1.0,LIU,Kansas,Kansas,Lance Leipold,Full game role,Underdog,5-2-0,71.43,7.0,4-3-0,57.14,7.0,3.29,2.21
g21,1.0,LIU,Kansas,Kansas,Lance Leipold,Full game role,Favorite,8-6-0,57.14,14.0,4-10-0,28.57,14.0,-2.36,-2.04
g21,1.0,LIU,Kansas,Kansas,Lance Leipold,Full game role,Underdog,0-8-0,0.0,8.0,5-3-0,62.5,8.0,-5.25,1.5
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Favorite,30-39-1,43.480000000000004,70.0,34-33-1,50.74999999999999,68.0,-1.34,-0.8
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Underdog,10-12-0,45.45,22.0,10-11-0,47.620000000000005,21.0,-0.98,0.95
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Favorite,10-14-0,41.67,24.0,11-13-0,45.83,24.0,-1.0,-0.58
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Underdog,3-2-0,60.0,5.0,0-5-0,0.0,5.0,3.9,-10.5
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Favorite,14-9-0,60.870000000000005,23.0,12-10-1,54.55,23.0,2.57,2.54
g22,1.0,Miami-FL,Stanford,Miami-FL,Mario Cristobal,Full game role,Underdog,4-2-0,66.67,6.0,3-3-0,50.0,6.0,2.75,0.58
g23,1.0,Duquesne,Air Force,Duquesne,,Full game role,Favorite,,,,,,,,
g23,1.0,Duquesne,Air Force,Duquesne,,Full game role,Underdog,,,,,,,,
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Favorite,44-51-0,46.32,95.0,35-36-0,49.3,71.0,-0.55,0.41
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Underdog,28-25-2,52.83,55.0,14-17-1,45.16,32.0,1.92,2.77
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Favorite,3-6-0,33.33,9.0,5-4-0,55.559999999999995,9.0,-1.94,-1.11
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Underdog,7-6-0,53.849999999999994,13.0,3-10-0,23.080000000000002,13.0,3.19,-4.62
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Favorite,3-5-0,37.5,8.0,5-3-0,62.5,8.0,-5.69,5.56
g23,1.0,Duquesne,Air Force,Air Force,Troy Calhoun,Full game role,Underdog,10-3-0,76.92,13.0,6-6-1,50.0,13.0,4.04,4.77
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Favorite,10-6-0,62.5,16.0,10-6-0,62.5,16.0,5.09,4.03
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Underdog,5-2-1,71.43,8.0,2-6-0,25.0,8.0,1.31,-6.31
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Favorite,6-2-0,75.0,8.0,5-3-0,62.5,8.0,5.81,3.81
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Underdog,1-4-0,20.0,5.0,2-3-0,40.0,5.0,-3.9,-6.3
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Favorite,4-4-0,50.0,8.0,4-4-0,50.0,8.0,3.56,-2.19
g24,1.0,East Carolina,Alabama,East Carolina,Blake Harrell,Full game role,Underdog,3-1-0,75.0,4.0,3-1-0,75.0,4.0,7.0,2.62
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Favorite,31-24-4,56.36,59.0,28-28-1,50.0,57.0,0.39,-0.59
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Underdog,7-2-0,77.78,9.0,3-6-0,33.33,9.0,7.5,0.28
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Favorite,13-8-0,61.9,21.0,8-13-0,38.1,21.0,0.71,-0.52
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Underdog,4-3-0,57.14,7.0,5-2-0,71.43,7.0,1.36,3.79
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Favorite,9-16-0,36.0,25.0,11-14-0,44.0,25.0,-1.66,-0.78
g24,1.0,East Carolina,Alabama,Alabama,Kalen DeBoer,Full game role,Underdog,1-2-0,33.33,3.0,2-1-0,66.67,3.0,-4.83,0.5
g25,1.0,Maine,Appalachian State,Maine,,Full game role,Favorite,,,,,,,,
g25,1.0,Maine,Appalachian State,Maine,,Full game role,Underdog,,,,,,,,
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Favorite,3-4-0,42.86,7.0,3-4-0,42.86,7.0,-4.79,-0.86
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Underdog,3-2-0,60.0,5.0,3-2-0,60.0,5.0,-5.3,-0.7
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Favorite,4-1-0,80.0,5.0,3-2-0,60.0,5.0,3.9,-0.5
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Underdog,3-4-0,42.86,7.0,2-5-0,28.57,7.0,-1.43,-4.0
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Favorite,2-2-0,50.0,4.0,3-1-0,75.0,4.0,-3.38,6.62
g25,1.0,Maine,Appalachian State,Appalachian State,Dowell Loggains,Full game role,Underdog,4-4-0,50.0,8.0,3-4-1,42.86,8.0,-0.94,0.31
g26,1.0,Northern Arizona,Arizona,Northern Arizona,,Full game role,Favorite,,,,,,,,
g26,1.0,Northern Arizona,Arizona,Northern Arizona,,Full game role,Underdog,,,,,,,,
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Favorite,7-7-0,50.0,14.0,4-10-0,28.57,14.0,2.07,-3.75
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Underdog,3-7-0,30.0,10.0,6-4-0,60.0,10.0,-10.35,0.95
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Favorite,5-5-0,50.0,10.0,5-5-0,50.0,10.0,-1.2,1.5
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Underdog,3-10-0,23.080000000000002,13.0,7-6-0,53.849999999999994,13.0,-3.23,-1.0
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Favorite,8-4-0,66.67,12.0,3-9-0,25.0,12.0,4.46,-2.88
g26,1.0,Northern Arizona,Arizona,Arizona,Brent Brennan,Full game role,Underdog,4-7-0,36.36,11.0,5-6-0,45.45,11.0,-1.09,-0.09
g27,1.0,Morgan State,Arizona State,Morgan State,,Full game role,Favorite,,,,,,,,
g27,1.0,Morgan State,Arizona State,Morgan State,,Full game role,Underdog,,,,,,,,
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Favorite,10-5-1,66.67,16.0,10-6-0,62.5,16.0,2.22,0.28
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Underdog,12-9-0,57.14,21.0,6-13-0,31.580000000000002,19.0,1.14,-4.39
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Favorite,7-5-0,58.330000000000005,12.0,7-5-0,58.330000000000005,12.0,1.21,-0.04
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Underdog,8-5-0,61.53999999999999,13.0,7-6-0,53.849999999999994,13.0,1.08,1.85
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Favorite,6-8-0,42.86,14.0,5-9-0,35.709999999999994,14.0,-2.14,0.29
g27,1.0,Morgan State,Arizona State,Arizona State,Kenny Dillingham,Full game role,Underdog,7-4-0,63.63999999999999,11.0,5-6-0,45.45,11.0,1.95,0.41
g28,1.0,North Alabama,Arkansas,North Alabama,,Full game role,Favorite,,,,,,,,
g28,1.0,North Alabama,Arkansas,North Alabama,,Full game role,Underdog,,,,,,,,
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Favorite,20-26-1,43.480000000000004,47.0,23-21-1,52.27,45.0,0.15,0.84
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Underdog,11-12-0,47.83,23.0,13-10-0,56.52,23.0,-0.41,-0.74
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Favorite,5-12-0,29.409999999999997,17.0,10-7-0,58.81999999999999,17.0,-3.29,2.82
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Underdog,4-3-0,57.14,7.0,4-3-0,57.14,7.0,0.79,2.0
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Favorite,8-11-0,42.11,19.0,9-10-0,47.370000000000005,19.0,0.47,0.13
g28,1.0,North Alabama,Arkansas,Arkansas,Ryan Silverfield,Full game role,Underdog,2-2-0,50.0,4.0,2-2-0,50.0,4.0,0.88,-1.5
g29,1.0,Bryant,Army,Bryant,,Full game role,Favorite,,,,,,,,
g29,1.0,Bryant,Army,Bryant,,Full game role,Underdog,,,,,,,,
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Favorite,34-42-1,44.74,77.0,33-28-2,54.1,63.0,-0.25,-0.57
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Underdog,36-26-2,58.06,64.0,17-26-0,39.53,43.0,3.21,0.26
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Favorite,12-5-0,70.59,17.0,7-10-0,41.18,17.0,3.65,-1.09
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Underdog,5-4-0,55.559999999999995,9.0,5-3-1,62.5,9.0,-0.28,0.5
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Favorite,7-8-1,46.67,16.0,10-6-0,62.5,16.0,0.47,2.53
g29,1.0,Bryant,Army,Army,Jeff Monken,Full game role,Underdog,4-5-0,44.440000000000005,9.0,5-4-0,55.559999999999995,9.0,2.56,0.44
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Favorite,16-18-0,47.06,34.0,17-16-1,51.519999999999996,34.0,-0.71,1.78
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Underdog,17-17-2,50.0,36.0,19-15-1,55.879999999999995,35.0,-0.18,3.06
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Favorite,2-9-0,18.18,11.0,7-4-0,63.63999999999999,11.0,-3.05,4.73
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Underdog,7-5-0,58.330000000000005,12.0,7-5-0,58.330000000000005,12.0,1.0,3.62
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Favorite,4-9-0,30.769999999999996,13.0,5-8-0,38.46,13.0,-1.73,-3.58
g30,1.0,Baylor,Auburn,Baylor,Dave Aranda,Full game role,Underdog,5-4-0,55.559999999999995,9.0,6-3-0,66.67,9.0,1.17,2.5
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Favorite,11-8-0,57.89,19.0,12-6-0,66.67,18.0,2.18,7.89
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Underdog,9-7-0,56.25,16.0,8-8-0,50.0,16.0,4.59,-1.47
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Favorite,8-3-0,72.72999999999999,11.0,5-5-1,50.0,11.0,3.27,1.55
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Underdog,9-5-0,64.29,14.0,6-8-0,42.86,14.0,0.11,-2.89
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Favorite,8-5-0,61.53999999999999,13.0,8-5-0,61.53999999999999,13.0,2.42,4.69
g30,1.0,Baylor,Auburn,Auburn,Alex Golesh,Full game role,Underdog,5-4-0,55.559999999999995,9.0,4-5-0,44.440000000000005,9.0,0.78,1.39
g31,1.0,Utah Tech,BYU,Utah Tech,,Full game role,Favorite,,,,,,,,
g31,1.0,Utah Tech,BYU,Utah Tech,,Full game role,Underdog,,,,,,,,
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Favorite,32-34-1,48.480000000000004,67.0,31-30-0,50.82,61.0,0.7,-0.51
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Underdog,30-20-0,60.0,50.0,20-23-0,46.51,43.0,2.63,-0.55
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Favorite,8-3-0,72.72999999999999,11.0,7-4-0,63.63999999999999,11.0,1.59,2.27
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Underdog,7-5-0,58.330000000000005,12.0,6-6-0,50.0,12.0,3.42,0.96
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Favorite,9-5-0,64.29,14.0,8-6-0,57.14,14.0,2.46,1.18
g31,1.0,Utah Tech,BYU,BYU,Kalani Sitake,Full game role,Underdog,5-3-0,62.5,8.0,1-6-1,14.29,8.0,4.0,-3.44
g32,1.0,Tarleton State,Bowling Green,Tarleton State,,Full game role,Favorite,,,,,,,,
g32,1.0,Tarleton State,Bowling Green,Tarleton State,,Full game role,Underdog,,,,,,,,
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Favorite,1-5-0,16.669999999999998,6.0,1-5-0,16.669999999999998,6.0,-8.75,-7.42
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Underdog,4-2-0,66.67,6.0,4-2-0,66.67,6.0,5.33,1.33
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Favorite,3-3-0,50.0,6.0,3-2-1,60.0,6.0,-4.83,1.0
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Underdog,2-3-0,40.0,5.0,2-2-1,50.0,5.0,-2.3,2.0
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Favorite,1-4-0,20.0,5.0,1-4-0,20.0,5.0,-6.0,-5.0
g32,1.0,Tarleton State,Bowling Green,Bowling Green,Eddie George,Full game role,Underdog,4-2-0,66.67,6.0,5-1-0,83.33,6.0,6.25,3.5
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Favorite,12-11-0,52.17,23.0,9-14-0,39.129999999999995,23.0,3.7,-0.74
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Underdog,2-0-0,100.0,2.0,1-1-0,50.0,2.0,16.0,28.25
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Favorite,8-13-0,38.1,21.0,11-10-0,52.38,21.0,-3.21,2.29
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Underdog,2-1-0,66.67,3.0,2-1-0,66.67,3.0,10.83,16.67
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Favorite,12-6-0,66.67,18.0,6-12-0,33.33,18.0,8.39,-0.28
g33,1.0,UCLA,California,UCLA,Bob Chesney,Full game role,Underdog,2-4-0,33.33,6.0,4-2-0,66.67,6.0,-1.08,9.08
g33,1.0,UCLA,California,California,Tosh Lupoi,Full game role,Favorite,,,,,,,,
g33,1.0,UCLA,California,California,Tosh Lupoi,Full game role,Underdog,,,,,,,,
g34,1.0,The Citadel,Charlotte,The Citadel,,Full game role,Favorite,,,,,,,,
g34,1.0,The Citadel,Charlotte,The Citadel,,Full game role,Underdog,,,,,,,,
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Favorite,14-12-0,53.849999999999994,26.0,12-13-0,48.0,25.0,0.23,-0.1
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Underdog,19-17-0,52.78,36.0,15-21-0,41.67,36.0,1.29,-4.35
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Favorite,5-4-0,55.559999999999995,9.0,5-4-0,55.559999999999995,9.0,4.67,0.83
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Underdog,5-11-0,31.25,16.0,5-10-1,33.33,16.0,-3.06,-0.91
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Favorite,4-5-0,44.440000000000005,9.0,2-7-0,22.220000000000002,9.0,0.11,-1.94
g34,1.0,The Citadel,Charlotte,Charlotte,Tim Albin,Full game role,Underdog,9-7-0,56.25,16.0,9-7-0,56.25,16.0,0.12,-1.22
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Favorite,8-8-0,50.0,16.0,5-4-0,55.559999999999995,9.0,1.88,3.72
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Underdog,12-8-0,60.0,20.0,10-6-0,62.5,16.0,0.68,2.16
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Favorite,3-10-0,23.080000000000002,13.0,7-6-0,53.849999999999994,13.0,-3.5,2.65
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Underdog,7-5-0,58.330000000000005,12.0,7-5-0,58.330000000000005,12.0,-2.21,2.08
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Favorite,5-5-0,50.0,10.0,6-4-0,60.0,10.0,-0.6,-0.75
g35,1.0,Boston College,Cincinnati,Boston College,Bill O'Brien,Full game role,Underdog,8-6-0,57.14,14.0,8-6-0,57.14,14.0,-0.5,1.57
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Favorite,47-35-3,57.32000000000001,85.0,29-31-2,48.33,62.0,3.85,-1.06
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Underdog,23-32-2,41.82,57.0,21-23-1,47.73,45.0,-1.09,-0.92
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Favorite,9-5-0,64.29,14.0,5-8-1,38.46,14.0,2.82,-0.64
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Underdog,2-7-0,22.220000000000002,9.0,5-4-0,55.559999999999995,9.0,-3.72,-0.61
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Favorite,2-9-0,18.18,11.0,4-7-0,36.36,11.0,-4.82,-4.82
g35,1.0,Boston College,Cincinnati,Cincinnati,Scott Satterfield,Full game role,Underdog,5-6-0,45.45,11.0,5-6-0,45.45,11.0,-1.32,-0.23
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Favorite,3-3-0,50.0,6.0,1-5-0,16.669999999999998,6.0,1.17,-14.75
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Underdog,7-10-1,41.18,18.0,7-11-0,38.89,18.0,-2.42,-2.61
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Favorite,3-3-0,50.0,6.0,3-3-0,50.0,6.0,2.25,-2.42
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Underdog,4-14-0,22.220000000000002,18.0,10-8-0,55.559999999999995,18.0,-3.92,-0.78
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Favorite,4-4-0,50.0,8.0,1-7-0,12.5,8.0,3.44,-6.69
g36,1.0,Wyoming,Colorado State,Wyoming,Jay Sawvel,Full game role,Underdog,9-6-0,60.0,15.0,4-11-0,26.669999999999998,15.0,3.2,-2.57
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Favorite,20-22-0,47.620000000000005,42.0,5-4-0,55.559999999999995,9.0,-1.13,3.06
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Underdog,4-13-1,23.53,18.0,3-1-0,75.0,4.0,-2.67,8.0
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Favorite,7-8-0,46.67,15.0,8-7-0,53.33,15.0,5.3,5.1
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Underdog,6-5-0,54.55,11.0,7-4-0,63.63999999999999,11.0,2.5,-1.23
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Favorite,6-9-1,40.0,16.0,11-4-0,73.33,15.0,-0.22,3.97
g36,1.0,Wyoming,Colorado State,Colorado State,Jim Mora,Full game role,Underdog,6-3-0,66.67,9.0,7-2-0,77.78,9.0,2.22,5.56
g37,1.0,Lafayette,Connecticut,Lafayette,,Full game role,Favorite,,,,,,,,
g37,1.0,Lafayette,Connecticut,Lafayette,,Full game role,Underdog,,,,,,,,
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Favorite,53-52-0,50.480000000000004,105.0,45-40-0,52.94,85.0,0.27,0.41
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Underdog,12-11-0,52.17,23.0,11-6-1,64.71000000000001,18.0,1.8,5.78
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Favorite,9-11-0,45.0,20.0,12-8-0,60.0,20.0,1.05,-0.12
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Underdog,3-1-0,75.0,4.0,1-3-0,25.0,4.0,8.5,-5.75
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Favorite,5-12-0,29.409999999999997,17.0,10-6-1,62.5,17.0,-2.44,-0.82
g37,1.0,Lafayette,Connecticut,Connecticut,Jason Candle,Full game role,Underdog,4-2-0,66.67,6.0,5-1-0,83.33,6.0,1.58,7.92
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Favorite,8-4-0,66.67,12.0,5-7-0,41.67,12.0,1.88,-3.12
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Underdog,13-23-0,36.11,36.0,19-16-0,54.290000000000006,35.0,-5.14,1.63
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Favorite,0-1-0,0.0,1.0,0-1-0,0.0,1.0,-3.5,-3.5
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Underdog,4-6-0,40.0,10.0,4-6-0,40.0,10.0,-0.5,2.15
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Favorite,1-0-0,100.0,1.0,0-1-0,0.0,1.0,11.0,-3.0
g38,1.0,Tulane,Duke,Tulane,Will Hall,Full game role,Underdog,5-5-0,50.0,10.0,2-8-0,20.0,10.0,-4.2,-2.5
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Favorite,18-20-1,47.370000000000005,39.0,20-18-1,52.629999999999995,39.0,-0.95,2.05
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Underdog,14-5-1,73.68,20.0,10-10-0,50.0,20.0,2.92,2.92
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Favorite,7-8-0,46.67,15.0,8-7-0,53.33,15.0,-0.67,1.03
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Underdog,4-6-0,40.0,10.0,6-3-1,66.67,10.0,-1.0,2.35
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Favorite,6-8-0,42.86,14.0,8-6-0,57.14,14.0,0.36,-0.68
g38,1.0,Tulane,Duke,Duke,Manny Diaz,Full game role,Underdog,8-3-0,72.72999999999999,11.0,6-5-0,54.55,11.0,3.09,3.23
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Favorite,3-0-0,100.0,3.0,3-0-0,100.0,3.0,17.0,13.0
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Underdog,4-5-0,44.440000000000005,9.0,4-5-0,44.440000000000005,9.0,-6.78,1.72
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Favorite,2-2-0,50.0,4.0,2-2-0,50.0,4.0,4.75,3.12
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Underdog,3-5-0,37.5,8.0,5-3-0,62.5,8.0,-2.62,2.62
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Favorite,0-2-0,0.0,2.0,2-0-0,100.0,2.0,-3.5,7.0
g39,1.0,Florida Atlantic,Florida,Florida Atlantic,Zach Kittley,Full game role,Underdog,4-5-0,44.440000000000005,9.0,3-5-1,37.5,9.0,-4.17,-3.72
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Favorite,24-15-1,61.53999999999999,40.0,16-21-0,43.24,37.0,4.0,-0.24
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Underdog,9-3-0,75.0,12.0,6-6-0,50.0,12.0,4.58,-4.96
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Favorite,15-5-0,75.0,20.0,9-11-0,45.0,20.0,2.75,-0.1
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Underdog,4-4-0,50.0,8.0,5-3-0,62.5,8.0,2.31,2.75
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Favorite,8-12-0,40.0,20.0,10-10-0,50.0,20.0,-2.95,-1.32
g39,1.0,Florida Atlantic,Florida,Florida,Jon Sumrall,Full game role,Underdog,3-5-0,37.5,8.0,6-2-0,75.0,8.0,-3.62,4.12
g40,1.0,Tennessee State,Georgia,Tennessee State,,Full game role,Favorite,,,,,,,,
g40,1.0,Tennessee State,Georgia,Tennessee State,,Full game role,Underdog,,,,,,,,
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Favorite,56-57-1,49.559999999999995,114.0,46-55-0,45.540000000000006,101.0,0.23,-0.22
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Underdog,6-5-0,54.55,11.0,2-5-0,28.57,7.0,-0.27,-11.43
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Favorite,4-7-0,36.36,11.0,4-6-1,40.0,11.0,-2.64,-2.05
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Underdog,1-4-0,20.0,5.0,2-3-0,40.0,5.0,2.5,-4.5
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Favorite,5-5-0,50.0,10.0,4-6-0,40.0,10.0,-1.0,0.95
g40,1.0,Tennessee State,Georgia,Georgia,Kirby Smart,Full game role,Underdog,3-3-0,50.0,6.0,3-3-0,50.0,6.0,2.67,3.5
g41,1.0,Charleston So.,Georgia Southern,Charleston So.,,Full game role,Favorite,,,,,,,,
g41,1.0,Charleston So.,Georgia Southern,Charleston So.,,Full game role,Underdog,,,,,,,,
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Favorite,46-40-3,53.49,89.0,32-27-2,54.24,61.0,0.63,1.04
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Underdog,20-31-1,39.22,52.0,16-23-0,41.03,39.0,-2.91,-2.18
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Favorite,2-9-0,18.18,11.0,4-7-0,36.36,11.0,-2.41,-0.45
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Underdog,7-6-0,53.849999999999994,13.0,7-6-0,53.849999999999994,13.0,3.77,0.73
