game_id_example,week_example,away_team_example,home_team_example,team,coach,segment,role,ats_record,ats_pct,ats_sample_size,ou_record,over_pct,ou_sample_size,ats_margin,total_margin
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Favorite,6-1-0,85.71,7.0,5-2-0,71.43,7.0,4.21,0.29
g41,1.0,Charleston So.,Georgia Southern,Georgia Southern,Clay Helton,Full game role,Underdog,11-6-0,64.71000000000001,17.0,6-11-0,35.29,17.0,-0.5,-3.18
g43,1.0,Oregon State,Houston,Oregon State,JaMarcus Shephard,Full game role,Favorite,,,,,,,,
g43,1.0,Oregon State,Houston,Oregon State,JaMarcus Shephard,Full game role,Underdog,,,,,,,,
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Favorite,50-29-0,63.29,79.0,26-31-0,45.61,57.0,2.94,0.7
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Underdog,38-28-0,57.58,66.0,19-29-0,39.58,48.0,2.1,-3.11
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Favorite,6-6-0,50.0,12.0,7-4-1,63.63999999999999,12.0,-0.46,4.58
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Underdog,7-5-0,58.330000000000005,12.0,6-6-0,50.0,12.0,-0.54,-1.46
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Favorite,6-6-0,50.0,12.0,7-5-0,58.330000000000005,12.0,0.12,1.21
g43,1.0,Oregon State,Houston,Houston,Willie Fritz,Full game role,Underdog,5-5-0,50.0,10.0,3-7-0,30.0,10.0,1.3,-5.2
g44,1.0,UAB,Illinois,UAB,Alex Mortensen,Full game role,Favorite,,,,,,,,
g44,1.0,UAB,Illinois,UAB,Alex Mortensen,Full game role,Underdog,,,,,,,,
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Favorite,25-25-4,50.0,54.0,18-16-0,52.94,34.0,-0.31,4.06
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Underdog,36-30-0,54.55,66.0,15-21-2,41.67,38.0,1.12,-1.46
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Favorite,8-3-0,72.72999999999999,11.0,4-7-0,36.36,11.0,2.68,-1.95
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Underdog,7-7-0,50.0,14.0,7-7-0,50.0,14.0,-0.36,0.18
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Favorite,9-5-0,64.29,14.0,8-6-0,57.14,14.0,1.5,0.21
g44,1.0,UAB,Illinois,Illinois,Bret Bielema,Full game role,Underdog,7-4-0,63.63999999999999,11.0,7-4-0,63.63999999999999,11.0,2.27,4.14
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Favorite,30-25-3,54.55,58.0,25-16-0,60.980000000000004,41.0,1.59,1.5
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Underdog,30-26-3,53.56999999999999,59.0,19-30-1,38.78,50.0,0.54,-2.01
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Favorite,4-3-0,57.14,7.0,5-2-0,71.43,7.0,0.5,1.93
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Underdog,1-5-0,16.669999999999998,6.0,4-2-0,66.67,6.0,-5.83,9.25
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Favorite,1-2-0,33.33,3.0,1-2-0,33.33,3.0,-0.5,-2.5
g45,1.0,North Texas,Indiana,North Texas,Neal Brown,Full game role,Underdog,3-7-0,30.0,10.0,5-5-0,50.0,10.0,-3.0,0.65
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Favorite,29-13-0,69.05,42.0,28-12-0,70.0,40.0,10.21,6.35
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Underdog,4-2-0,66.67,6.0,2-3-0,40.0,5.0,1.58,-5.9
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Favorite,17-8-0,68.0,25.0,13-12-0,52.0,25.0,4.26,1.8
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Underdog,1-3-0,25.0,4.0,0-4-0,0.0,4.0,-1.0,-5.62
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Favorite,17-7-0,70.83,24.0,16-7-1,69.57,24.0,5.44,3.65
g45,1.0,North Texas,Indiana,Indiana,Curt Cignetti,Full game role,Underdog,5-0-0,100.0,5.0,3-2-0,60.0,5.0,6.4,2.0
g46,1.0,Northern Illinois,Iowa,Northern Illinois,Rob Harley (interim),Full game role,Favorite,,,,,,,,
g46,1.0,Northern Illinois,Iowa,Northern Illinois,Rob Harley (interim),Full game role,Underdog,,,,,,,,
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Favorite,56-46-6,54.900000000000006,108.0,37-38-0,49.33,75.0,4.05,-0.41
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Underdog,22-21-1,51.160000000000004,44.0,9-21-0,30.0,30.0,1.8,-4.1
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Favorite,7-9-0,43.75,16.0,9-7-0,56.25,16.0,-0.09,3.03
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Underdog,4-5-0,44.440000000000005,9.0,4-5-0,44.440000000000005,9.0,2.28,-1.5
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Favorite,12-5-1,70.59,18.0,10-8-0,55.559999999999995,18.0,2.25,2.81
g46,1.0,Northern Illinois,Iowa,Iowa,Kirk Ferentz,Full game role,Underdog,4-3-0,57.14,7.0,2-5-0,28.57,7.0,-3.5,-1.21
g47,1.0,Southeast Missouri,Iowa State,Southeast Missouri,,Full game role,Favorite,,,,,,,,
g47,1.0,Southeast Missouri,Iowa State,Southeast Missouri,,Full game role,Underdog,,,,,,,,
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Favorite,3-2-0,60.0,5.0,1-4-0,20.0,5.0,5.2,-14.1
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Underdog,5-2-0,71.43,7.0,2-5-0,28.57,7.0,6.29,-2.93
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Favorite,4-1-0,80.0,5.0,0-5-0,0.0,5.0,4.1,-7.1
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Underdog,5-2-0,71.43,7.0,4-3-0,57.14,7.0,6.0,1.93
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Favorite,1-3-0,25.0,4.0,1-3-0,25.0,4.0,-1.88,-5.62
g47,1.0,Southeast Missouri,Iowa State,Iowa State,Jimmy Rogers,Full game role,Underdog,3-4-0,42.86,7.0,2-4-1,33.33,7.0,-0.21,-7.64
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Favorite,27-35-3,43.55,65.0,33-30-1,52.38,64.0,-0.99,2.01
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Underdog,17-13-0,56.67,30.0,15-14-0,51.72,29.0,1.85,3.19
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Favorite,8-8-0,50.0,16.0,7-9-0,43.75,16.0,-1.09,-2.59
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Underdog,6-2-0,75.0,8.0,4-4-0,50.0,8.0,0.5,-0.5
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Favorite,7-11-0,38.89,18.0,14-4-0,77.78,18.0,-2.06,2.33
g48,1.0,Liberty,James Madison,Liberty,Jamey Chadwell,Full game role,Underdog,1-4-0,20.0,5.0,3-2-0,60.0,5.0,-5.4,5.4
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Favorite,23-27-0,46.0,50.0,18-32-0,36.0,50.0,-0.8,-2.82
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Underdog,30-16-0,65.22,46.0,25-19-0,56.82000000000001,44.0,4.86,0.0
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Favorite,7-6-0,53.849999999999994,13.0,6-7-0,46.150000000000006,13.0,-0.12,-1.12
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Underdog,5-6-0,45.45,11.0,5-6-0,45.45,11.0,-4.77,-0.59
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Favorite,3-5-0,37.5,8.0,5-3-0,62.5,8.0,-3.75,1.44
g48,1.0,Liberty,James Madison,James Madison,Billy Napier,Full game role,Underdog,8-7-0,53.33,15.0,7-8-0,46.67,15.0,3.27,-1.7
g49,1.0,Eastern Kentucky,Jacksonville State,Eastern Kentucky,,Full game role,Favorite,,,,,,,,
g49,1.0,Eastern Kentucky,Jacksonville State,Eastern Kentucky,,Full game role,Underdog,,,,,,,,
g50,1.0,Nicholls,Kansas State,Nicholls,,Full game role,Favorite,,,,,,,,
g50,1.0,Nicholls,Kansas State,Nicholls,,Full game role,Underdog,,,,,,,,
g50,1.0,Nicholls,Kansas State,Kansas State,Collin Klein,Full game role,Favorite,,,,,,,,
g50,1.0,Nicholls,Kansas State,Kansas State,Collin Klein,Full game role,Underdog,,,,,,,,
g51,1.0,Youngstown State,Kentucky,Youngstown State,,Full game role,Favorite,,,,,,,,
g51,1.0,Youngstown State,Kentucky,Youngstown State,,Full game role,Underdog,,,,,,,,
g51,1.0,Youngstown State,Kentucky,Kentucky,Will Stein,Full game role,Favorite,,,,,,,,
g51,1.0,Youngstown State,Kentucky,Kentucky,Will Stein,Full game role,Underdog,,,,,,,,
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Favorite,77-70-3,52.38,150.0,45-57-2,44.12,104.0,1.44,-0.38
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Underdog,5-6-0,45.45,11.0,3-4-1,42.86,8.0,-3.18,-0.19
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Favorite,9-10-0,47.370000000000005,19.0,9-10-0,47.370000000000005,19.0,1.87,4.37
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Underdog,5-2-0,71.43,7.0,4-3-0,57.14,7.0,3.5,1.5
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Favorite,5-12-1,29.409999999999997,18.0,8-9-1,47.06,18.0,-4.22,-0.89
g52,1.0,Clemson,LSU,Clemson,Dabo Swinney,Full game role,Underdog,6-1-0,85.71,7.0,4-3-0,57.14,7.0,3.29,0.0
g52,1.0,Clemson,LSU,LSU,Lane Kiffin,Full game role,Favorite,48-39-3,55.169999999999995,90.0,31-48-0,39.24,79.0,2.94,-3.32
g52,1.0,Clemson,LSU,LSU,Lane Kiffin,Full game role,Underdog,14-14-0,50.0,28.0,11-11-1,50.0,23.0,1.16,2.54
g52,1.0,Clemson,LSU,LSU,Lane Kiffin,Full game role,Favorite,12-10-0,54.55,22.0,7-15-0,31.819999999999997,22.0,0.61,-0.25
g52,1.0,Clemson,LSU,LSU,Lane Kiffin,Full game role,Underdog,3-2-0,60.0,5.0,4-1-0,80.0,5.0,2.3,5.7
g52,1.0,Clemson,LSU,LSU,Lane Kiffin,Full game role,Favorite,9-13-0,40.910000000000004,22.0,8-14-0,36.36,22.0,-0.09,-2.2
g53,1.0,Lamar,Louisiana,Lamar,,Full game role,Favorite,,,,,,,,
g53,1.0,Lamar,Louisiana,Lamar,,Full game role,Underdog,,,,,,,,
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Favorite,16-21-1,43.24,38.0,16-21-0,43.24,37.0,-2.42,-2.41
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Underdog,15-7-1,68.17999999999999,23.0,13-10-0,56.52,23.0,6.74,4.24
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Favorite,3-4-0,42.86,7.0,7-0-0,100.0,7.0,1.36,2.79
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Underdog,1-3-0,25.0,4.0,2-2-0,50.0,4.0,-6.75,2.0
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Favorite,3-2-0,60.0,5.0,3-2-0,60.0,5.0,1.7,0.5
g53,1.0,Lamar,Louisiana,Louisiana,Michael Desormeaux,Full game role,Underdog,3-2-1,60.0,6.0,4-2-0,66.67,6.0,-0.42,2.75
g54,1.0,Northwestern State,Louisiana Tech,Northwestern State,,Full game role,Favorite,,,,,,,,
g54,1.0,Northwestern State,Louisiana Tech,Northwestern State,,Full game role,Underdog,,,,,,,,
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Favorite,12-14-0,46.150000000000006,26.0,11-14-0,44.0,25.0,0.92,-0.06
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Underdog,18-14-1,56.25,33.0,17-16-0,51.519999999999996,33.0,0.0,2.02
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Favorite,6-10-0,37.5,16.0,6-10-0,37.5,16.0,-2.28,-2.22
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Underdog,4-4-0,50.0,8.0,2-6-0,25.0,8.0,3.62,-2.31
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Favorite,6-10-0,37.5,16.0,7-9-0,43.75,16.0,-0.44,-0.34
g54,1.0,Northwestern State,Louisiana Tech,Louisiana Tech,Sonny Cumbie,Full game role,Underdog,4-3-0,57.14,7.0,2-5-0,28.57,7.0,2.57,-0.29
g55,1.0,Hampton,Maryland,Hampton,,Full game role,Favorite,,,,,,,,
g55,1.0,Hampton,Maryland,Hampton,,Full game role,Underdog,,,,,,,,
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Favorite,17-19-0,47.22,36.0,18-15-1,54.55,34.0,2.44,-1.46
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Underdog,15-25-1,37.5,41.0,21-20-0,51.22,41.0,-6.24,1.4
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Favorite,3-4-0,42.86,7.0,4-2-1,66.67,7.0,3.07,1.29
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Underdog,2-13-0,13.33,15.0,7-8-0,46.67,15.0,-2.0,1.13
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Favorite,2-5-0,28.57,7.0,3-4-0,42.86,7.0,-2.21,-3.43
g55,1.0,Hampton,Maryland,Maryland,Mike Locksley,Full game role,Underdog,5-9-1,35.709999999999994,15.0,8-7-0,53.33,15.0,-1.93,1.1
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Favorite,24-24-1,50.0,49.0,10-10-0,50.0,20.0,-0.12,0.62
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Underdog,37-33-0,52.86,70.0,21-29-0,42.0,50.0,-2.06,-1.01
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Favorite,6-3-0,66.67,9.0,5-4-0,55.559999999999995,9.0,-0.17,5.0
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Underdog,8-7-0,53.33,15.0,6-8-1,42.86,15.0,-0.57,0.1
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Favorite,7-4-0,63.63999999999999,11.0,3-8-0,27.27,11.0,-0.23,-4.18
g56,1.0,Arkansas State,Memphis,Arkansas State,Butch Jones,Full game role,Underdog,9-4-0,69.23,13.0,7-6-0,53.849999999999994,13.0,3.88,-0.73
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Favorite,14-4-1,77.78,19.0,12-7-0,63.160000000000004,19.0,6.74,5.89
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Underdog,7-11-0,38.89,18.0,8-10-0,44.440000000000005,18.0,-3.67,-3.39
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Favorite,8-6-0,57.14,14.0,9-5-0,64.29,14.0,2.5,1.89
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Underdog,7-5-0,58.330000000000005,12.0,4-8-0,33.33,12.0,-0.04,-5.0
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Favorite,5-9-0,35.709999999999994,14.0,7-7-0,50.0,14.0,-0.25,-0.57
g57,1.0,Western Michigan,Michigan,Western Michigan,Lance Taylor,Full game role,Underdog,6-6-0,50.0,12.0,7-5-0,58.330000000000005,12.0,-1.08,-0.79
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Favorite,59-49-3,54.63,111.0,41-43-0,48.809999999999995,84.0,2.23,0.63
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Underdog,24-17-1,58.540000000000006,42.0,11-9-0,55.00000000000001,20.0,4.23,0.82
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Favorite,9-7-0,56.25,16.0,11-5-0,68.75,16.0,1.38,2.06
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Underdog,2-4-0,33.33,6.0,1-5-0,16.669999999999998,6.0,0.83,-6.33
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Favorite,9-8-0,52.94,17.0,12-5-0,70.59,17.0,0.24,2.15
g57,1.0,Western Michigan,Michigan,Michigan,Kyle Whittingham,Full game role,Underdog,1-4-0,20.0,5.0,1-4-0,20.0,5.0,0.5,2.9
g58,1.0,Toledo,Michigan State,Toledo,Mike Jacobs,Full game role,Favorite,,,,,,,,
g58,1.0,Toledo,Michigan State,Toledo,Mike Jacobs,Full game role,Underdog,,,,,,,,
g58,1.0,Toledo,Michigan State,Michigan State,Pat Fitzgerald,Full game role,Favorite,,,,,,,,
g58,1.0,Toledo,Michigan State,Michigan State,Pat Fitzgerald,Full game role,Underdog,,,,,,,,
g59,1.0,Murray State,Middle Tennessee,Murray State,,Full game role,Favorite,,,,,,,,
g59,1.0,Murray State,Middle Tennessee,Murray State,,Full game role,Underdog,,,,,,,,
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Favorite,13-13-0,50.0,26.0,3-13-0,18.75,16.0,-5.02,-5.5
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Underdog,35-41-2,46.050000000000004,78.0,25-26-0,49.02,51.0,-1.47,1.42
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Favorite,1-2-0,33.33,3.0,0-3-0,0.0,3.0,-8.83,-3.67
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Underdog,11-9-0,55.00000000000001,20.0,10-9-1,52.629999999999995,20.0,-0.78,2.55
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Favorite,2-2-0,50.0,4.0,2-2-0,50.0,4.0,-2.5,6.0
g59,1.0,Murray State,Middle Tennessee,Middle Tennessee,Derek Mason,Full game role,Underdog,12-7-0,63.160000000000004,19.0,6-13-0,31.580000000000002,19.0,1.53,-1.92
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Favorite,7-7-0,50.0,14.0,5-9-0,35.709999999999994,14.0,0.75,-3.39
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Underdog,7-15-0,31.819999999999997,22.0,13-9-0,59.089999999999996,22.0,-4.2,1.68
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Favorite,2-4-0,33.33,6.0,0-6-0,0.0,6.0,-5.67,-5.67
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Underdog,12-6-0,66.67,18.0,10-7-1,58.81999999999999,18.0,0.25,-1.28
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Favorite,2-4-0,33.33,6.0,2-3-0,40.0,5.0,1.0,-1.5
g60,1.0,UL-Monroe,Mississippi State,UL-Monroe,Bryant Vincent,Full game role,Underdog,8-10-0,44.440000000000005,18.0,12-6-0,66.67,18.0,-2.83,2.89
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Favorite,5-1-0,83.33,6.0,3-3-0,50.0,6.0,3.58,0.5
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Underdog,10-8-0,55.559999999999995,18.0,10-8-0,55.559999999999995,18.0,0.61,2.81
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Favorite,2-4-0,33.33,6.0,2-4-0,33.33,6.0,-6.08,0.33
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Underdog,9-9-0,50.0,18.0,7-11-0,38.89,18.0,1.19,-1.06
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Favorite,4-3-0,57.14,7.0,5-1-1,83.33,7.0,1.21,5.0
g60,1.0,UL-Monroe,Mississippi State,Mississippi State,Jeff Lebby,Full game role,Underdog,7-10-0,41.18,17.0,9-8-0,52.94,17.0,-0.41,2.76
g61,1.0,Towson,Navy,Towson,,Full game role,Favorite,,,,,,,,
g61,1.0,Towson,Navy,Towson,,Full game role,Underdog,,,,,,,,
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Favorite,9-12-0,42.86,21.0,13-8-0,61.9,21.0,-1.07,-1.07
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Underdog,8-7-0,53.33,15.0,6-6-1,50.0,13.0,0.77,2.58
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Favorite,12-6-0,66.67,18.0,11-7-0,61.11,18.0,1.89,1.83
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Underdog,2-6-0,25.0,8.0,2-5-1,28.57,8.0,-2.0,-2.69
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Favorite,11-7-0,61.11,18.0,11-6-1,64.71000000000001,18.0,-0.14,2.17
g61,1.0,Towson,Navy,Navy,Brian Newberry,Full game role,Underdog,3-4-0,42.86,7.0,4-3-0,57.14,7.0,-0.71,3.64
g62,1.0,Ohio,Nebraska,Ohio,John Hauser,Full game role,Favorite,,,,,,,,
g62,1.0,Ohio,Nebraska,Ohio,John Hauser,Full game role,Underdog,,,,,,,,
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Favorite,28-28-3,50.0,59.0,20-16-0,55.559999999999995,36.0,0.86,-1.31
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Underdog,36-25-2,59.019999999999996,63.0,14-20-0,41.18,34.0,2.71,-1.35
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Favorite,13-3-0,81.25,16.0,6-9-1,40.0,16.0,5.47,-1.66
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Underdog,4-4-0,50.0,8.0,6-2-0,75.0,8.0,1.44,6.0
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Favorite,4-10-0,28.57,14.0,7-7-0,50.0,14.0,-2.86,2.54
g62,1.0,Ohio,Nebraska,Nebraska,Matt Rhule,Full game role,Underdog,3-7-0,30.0,10.0,3-7-0,30.0,10.0,-2.7,-2.65
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Favorite,29-23-0,55.769999999999996,52.0,22-28-0,44.0,50.0,1.51,-4.24
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Underdog,20-13-1,60.61,34.0,20-14-0,58.81999999999999,34.0,0.78,-1.07
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Favorite,6-4-0,60.0,10.0,2-8-0,20.0,10.0,1.7,-2.25
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Underdog,6-8-0,42.86,14.0,5-9-0,35.709999999999994,14.0,-1.68,-1.32
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Favorite,9-3-0,75.0,12.0,8-4-0,66.67,12.0,1.0,2.21
g63,1.0,Western Kentucky,Nevada,Western Kentucky,Tyson Helton,Full game role,Underdog,4-7-0,36.36,11.0,5-6-0,45.45,11.0,-1.14,-2.36
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Favorite,1-4-0,20.0,5.0,1-4-0,20.0,5.0,-1.2,-11.4
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Underdog,10-8-2,55.559999999999995,20.0,9-11-0,45.0,20.0,1.82,0.72
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Favorite,5-2-0,71.43,7.0,3-4-0,42.86,7.0,1.29,-1.79
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Underdog,8-9-0,47.06,17.0,8-8-1,50.0,17.0,-2.35,2.15
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Favorite,3-5-0,37.5,8.0,2-6-0,25.0,8.0,-3.5,-6.0
g63,1.0,Western Kentucky,Nevada,Nevada,Jeff Choate,Full game role,Underdog,13-3-0,81.25,16.0,6-10-0,37.5,16.0,4.81,-1.19
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Favorite,5-1-0,83.33,6.0,4-2-0,66.67,6.0,5.67,1.17
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Underdog,3-3-0,50.0,6.0,3-3-0,50.0,6.0,-0.83,-2.5
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Favorite,3-1-0,75.0,4.0,3-0-1,100.0,4.0,5.0,4.62
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Underdog,4-3-0,57.14,7.0,4-3-0,57.14,7.0,2.29,-0.21
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Favorite,1-2-0,33.33,3.0,1-2-0,33.33,3.0,-1.5,-0.67
g64,1.0,Central Michigan,New Mexico,Central Michigan,Matt Drinkall,Full game role,Underdog,4-4-0,50.0,8.0,2-5-1,28.57,8.0,-1.44,-3.81
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Favorite,3-3-0,50.0,6.0,1-5-0,16.669999999999998,6.0,-0.17,-10.92
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Underdog,4-2-0,66.67,6.0,3-3-0,50.0,6.0,11.5,2.5
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Favorite,2-4-0,33.33,6.0,4-2-0,66.67,6.0,-1.5,-1.33
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Underdog,4-2-0,66.67,6.0,4-2-0,66.67,6.0,5.83,4.25
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Favorite,2-3-0,40.0,5.0,3-2-0,60.0,5.0,-1.5,-0.1
