run_date,category,title,team,grade,score,reason,action,source,research_query,book,current_line,projected_line,opening_line,last_move_date,game_date,game_week,ev_pct,audit_game_line_move,audit_price_only,audit_malformed_or_nan
2026-07-28,Game line move,Indiana State Sycamores at Purdue Boilermakers — FanDuel Total Under Price -105 → -110,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Indiana State at Purdue — FanDuel Total Over Price -115 → -110,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Indiana State at Purdue — FanDuel Total Under Price -105 → -110,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Kent State at South Carolin — Caesars Total Under Price +105 → +100,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Lafayette Leopards at UConn — FanDuel Total Over Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Lafayette Leopards at UConn — FanDuel Total Under Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Lafayette at UConn — FanDuel Total Over Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Lafayette at UConn — FanDuel Total Under Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Liberty at James Madison — Caesars Total Over Price -104 → -109,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Alabama Lions at Arkansas Razorbacks — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Alabama Lions at Arkansas Razorbacks — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Carolina A&T at Georgia State Panthers — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Carolina A&T at Georgia State Panthers — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Carolina A&T at Georgia State — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,North Carolina A&T at Georgia State — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Northwestern State Demons at Louisiana Tech — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Northwestern State Demons at Louisiana Tech — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Northwestern State at Louisiana Tech — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Northwestern State at Louisiana Tech — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Sacramento State at Eastern Michigan — Caesars Total Over Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,San Jose State at Eastern Michigan — Caesars Total Over Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,UT Rio Grande Valley at UTSA — FanDuel Total Over Price -110 → -115,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,UT Rio Grande Valley at UTSA — FanDuel Total Under Price -110 → -105,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Utah Tech Trailblazers at BYU — FanDuel Total Over Price -115 → -110,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Utah Tech Trailblazers at BYU — FanDuel Total Under Price -105 → -110,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Utah Tech at BYU — FanDuel Total Over Price -115 → -110,,LINE MOVE,5.0,Moved +5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Utah Tech at BYU — FanDuel Total Under Price -105 → -110,,LINE MOVE,5.0,Moved -5 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Baylor at Auburn — Caesars Total Over Price -113 → -117,,LINE MOVE,4.0,Moved -4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Kent State Golden Flashes at South Carolina Gamecocks — Bally Bet Total Over Price -113 → -109,,LINE MOVE,4.0,Moved +4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Kent State Golden Flashes at South Carolina Gamecocks — Bally Bet Total Under Price -108 → -112,,LINE MOVE,4.0,Moved -4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Lafayette Leopards at UConn — FanDuel Spread -21.5 → -17.5,,LINE MOVE,4.0,Moved +4 point(s) · price -114 → -115 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Lafayette at UConn — FanDuel Spread -21.5 → -17.5,,LINE MOVE,4.0,Moved +4 point(s) · price -114 → -115 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Maine Black at Appalachian State Mountaineers — FanDuel Spread -22.5 → -18.5,,LINE MOVE,4.0,Moved +4 point(s) · price -105 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Maine at Appalachian State — FanDuel Spread -22.5 → -18.5,,LINE MOVE,4.0,Moved +4 point(s) · price -105 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Memphis at UNLV — Caesars Total Under Price -105 → -109,,LINE MOVE,4.0,Moved -4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Tennessee State at Georgi — FanDuel Spread -50.5 → -46.5,,LINE MOVE,4.0,Moved +4 point(s) · price -110 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Tennessee State at Georgi — FanDuel Spread -50.5 → -46.5,,LINE MOVE,4.0,Moved +4 point(s) · price -110 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Towson at Navy Midshipmen — FanDuel Total Over Price -108 → -112,,LINE MOVE,4.0,Moved -4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Towson at Navy Midshipmen — FanDuel Total Under Price -112 → -108,,LINE MOVE,4.0,Moved +4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Towson at Navy — FanDuel Total Over Price -108 → -112,,LINE MOVE,4.0,Moved -4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Towson at Navy — FanDuel Total Under Price -112 → -108,,LINE MOVE,4.0,Moved +4 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Austin Peay Governors at Vanderbilt Commodores — FanDuel Spread -35.5 → -32.5,,LINE MOVE,3.0,Moved +3 point(s) · price -105 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Austin Peay at Vanderbil — FanDuel Spread -35.5 → -32.5,,LINE MOVE,3.0,Moved +3 point(s) · price -105 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Baylor at Auburn — Caesars Total Under Price -108 → -105,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Duquesne Dukes at Air Force Falcons — FanDuel Total +53.5 → +56.5,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Duquesne at Air Force — FanDuel Total +53.5 → +56.5,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Mississippi Valley State Delta Devils at Sacramento State — FanDuel Spread -32.5 → -35.5,,LINE MOVE,3.0,Moved -3 point(s) · price -122 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Mississippi Valley State Delta Devils at Sacramento State — FanDuel Total Over Price -112 → -115,,LINE MOVE,3.0,Moved -3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Mississippi Valley State Delta Devils at Sacramento State — FanDuel Total Under Price -108 → -105,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Mississippi Valley State at Sacramento State — FanDuel Spread -32.5 → -35.5,,LINE MOVE,3.0,Moved -3 point(s) · price -122 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Mississippi Valley State at Sacramento State — FanDuel Total Over Price -112 → -115,,LINE MOVE,3.0,Moved -3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Mississippi Valley State at Sacramento State — FanDuel Total Under Price -108 → -105,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Rhode Island Rams at Temple Owls — FanDuel Total +50.5 → +53.5,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Rhode Island at Temple — FanDuel Total +50.5 → +53.5,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Southeastern Louisiana Lions at South Alabama Jaguars — FanDuel Spread -14.5 → -11.5,,LINE MOVE,3.0,Moved +3 point(s) · price -110 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Southeastern Louisiana at South Alabam — FanDuel Spread -14.5 → -11.5,,LINE MOVE,3.0,Moved +3 point(s) · price -110 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Tarleton State Texans at Bowling Green Falcons — FanDuel Spread -1.5 → +1.5,,LINE MOVE,3.0,Moved +3 point(s) · price +100 → -114 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,Tarleton State at Bowling Green — FanDuel Spread -1.5 → +1.5,,LINE MOVE,3.0,Moved +3 point(s) · price -100 → -106 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
2026-07-28,Game line move,VMI Keydets at Virginia Tech Hokies — FanDuel Total Over Price -115 → -112,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,VMI Keydets at Virginia Tech Hokies — FanDuel Total Under Price -105 → -108,,LINE MOVE,3.0,Moved -3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,VMI at Virginia Tech — FanDuel Total Over Price -115 → -112,,LINE MOVE,3.0,Moved +3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,VMI at Virginia Tech — FanDuel Total Under Price -105 → -108,,LINE MOVE,3.0,Moved -3 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Arkansas Pine Bluff Golden Lions at Missouri — FanDuel Total Over Price -110 → -112,,LINE MOVE,2.0,Moved -2 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Arkansas Pine Bluff Golden Lions at Missouri — FanDuel Total Under Price -110 → -108,,LINE MOVE,2.0,Moved +2 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Arkansas-Pine Bluff at Missouri — FanDuel Total Over Price -110 → -112,,LINE MOVE,2.0,Moved -2 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Arkansas-Pine Bluff at Missouri — FanDuel Total Under Price -110 → -108,,LINE MOVE,2.0,Moved +2 point(s) · price nan → nan · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,True
2026-07-28,Game line move,Citadel at Charlotte 49ers — FanDuel Spread -14.5 → -12.5,,LINE MOVE,2.0,Moved +2 point(s) · price +100 → -110 · moved between 2026-07-27 8:16 AM EDT and 2026-07-28 8:01 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,,True,True,False
