game_id,week,date,away_team,home_team,away_rp_found,home_rp_found,spread_like_field_count,spread_like_fields,away_overall,away_offense,away_defense,home_overall,home_offense,home_defense,away_off_vs_def,away_def_vs_off,home_off_vs_def,home_def_vs_off,away_candidate_a_rp_only,home_candidate_a_rp_only,away_candidate_b_rp_only,home_candidate_b_rp_only
g182,2.0,2026-09-12,UT Martin,West Virginia,False,True,0,{},,,,,,,,,,,,,,
g183,2.0,2026-09-12,Monmouth,Western Michigan,False,True,0,{},,,,,,,,,,,,,,
g184,2.0,2026-09-12,Western Illinois,Wisconsin,False,True,0,{},,,,,,,,,,,,,,
g185,2.0,2026-09-12,Northern Colorado,Wyoming,False,True,0,{},,,,,,,,,,,,,,
g186,3.0,2026-09-17,Syracuse,Pittsburgh,True,True,4,"{""blend_spread_home"": 12.8775, ""projected_margin_home"": 12.877, ""projection_spread_home"": 12.8775, ""site_spread_home"": 12.8775}",62.0,,,58.0,,,,,,,False,False,False,False
g187,3.0,2026-09-18,Houston,Texas Tech,True,True,12,"{""blend_spread_home"": 17.9375, ""market_best_away_spread_home"": -13.5, ""market_best_away_spread_price"": -105.0, ""market_best_home_spread_home"": -13.5, ""market_best_home_spread_price"": -115.0, ""market_spread_hold_pct"": 5.87, ""market_spread_home"": -13.5, ""market_spread_open_home"": -12.5, ""market_spread_price"": -115.0, ""projected_margin_home"": 17.938, ""projection_spread_home"": 17.9375, ""site_spread_home"": 17.9375}",65.0,,,65.0,,,,,,,False,False,False,False
g188,3.0,2026-09-18,Miami-FL,Wake Forest,True,True,4,"{""blend_spread_home"": -16.29, ""projected_margin_home"": -16.29, ""projection_spread_home"": -16.29, ""site_spread_home"": -16.29}",49.0,,,53.0,,,,,,,False,False,False,False
g189,3.0,2026-09-19,Florida State,Alabama,True,True,14,"{""blend_spread_home"": 14.07, ""market_best_away_spread_home"": -15.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -15.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 15.5, ""market_spread_hold_home_line"": -15.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -15.5, ""market_spread_open_home"": -15.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 14.07, ""projection_spread_home"": 14.07, ""site_spread_home"": 14.07}",57.0,,,48.0,,,,,,,False,False,False,False
g190,3.0,2026-09-19,Charlotte,Appalachian State,True,True,4,"{""blend_spread_home"": 13.29, ""projected_margin_home"": 13.29, ""projection_spread_home"": 13.29, ""site_spread_home"": 13.29}",43.0,,,34.0,,,,,,,False,False,False,False
g191,3.0,2026-09-19,Northern Illinois,Arizona,True,True,4,"{""blend_spread_home"": 30.08, ""projected_margin_home"": 30.08, ""projection_spread_home"": 30.08, ""site_spread_home"": 30.08}",48.0,,,60.0,,,,,,,False,False,False,False
g192,3.0,2026-09-19,Georgia,Arkansas,True,True,12,"{""blend_spread_home"": -17.0775, ""market_best_away_spread_home"": 13.5, ""market_best_away_spread_price"": -122.0, ""market_best_home_spread_home"": 13.5, ""market_best_home_spread_price"": 100.0, ""market_spread_hold_pct"": 4.95, ""market_spread_home"": 13.5, ""market_spread_open_home"": 13.5, ""market_spread_price"": 100.0, ""projected_margin_home"": -17.078, ""projection_spread_home"": -17.0775, ""site_spread_home"": -17.0775}",68.0,,,55.0,,,,,,,False,False,False,False
g193,3.0,2026-09-19,Florida,Auburn,True,True,14,"{""blend_spread_home"": 1.0875, ""market_best_away_spread_home"": -1.5, ""market_best_away_spread_price"": -115.0, ""market_best_home_spread_home"": -1.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 1.5, ""market_spread_hold_home_line"": -1.5, ""market_spread_hold_pct"": 4.71, ""market_spread_home"": -1.5, ""market_spread_open_home"": 0.0, ""market_spread_price"": -105.0, ""projected_margin_home"": 1.087, ""projection_spread_home"": 1.0875, ""site_spread_home"": 1.0875}",66.0,,,57.0,,,,,,,False,False,False,False
g194,3.0,2026-09-19,Louisiana Tech,Baylor,True,True,4,"{""blend_spread_home"": 17.08, ""projected_margin_home"": 17.08, ""projection_spread_home"": 17.08, ""site_spread_home"": 17.08}",56.0,,,53.0,,,,,,,False,False,False,False
g195,3.0,2026-09-19,South Dakota,Boise State,False,True,0,{},,,,,,,,,,,,,,
g196,3.0,2026-09-19,Maine,Boston College,False,True,0,{},,,,,,,,,,,,,,
g197,3.0,2026-09-19,Wagner,California,False,True,0,{},,,,,,,,,,,,,,
g198,3.0,2026-09-19,Georgia State,Central Florida,True,True,4,"{""blend_spread_home"": 24.0075, ""projected_margin_home"": 24.008, ""projection_spread_home"": 24.0075, ""site_spread_home"": 24.0075}",38.0,,,61.0,,,,,,,False,False,False,False
g199,3.0,2026-09-19,Wyoming,Central Michigan,True,True,4,"{""blend_spread_home"": 1.4125, ""projected_margin_home"": 1.413, ""projection_spread_home"": 1.4125, ""site_spread_home"": 1.4125}",40.0,,,46.0,,,,,,,False,False,False,False
g200,3.0,2026-09-19,Miami-OH,Cincinnati,True,True,4,"{""blend_spread_home"": 11.4875, ""projected_margin_home"": 11.488, ""projection_spread_home"": 11.4875, ""site_spread_home"": 11.4875}",49.0,,,57.0,,,,,,,False,False,False,False
g201,3.0,2026-09-19,North Carolina,Clemson,True,True,4,"{""blend_spread_home"": 12.685, ""projected_margin_home"": 12.685, ""projection_spread_home"": 12.685, ""site_spread_home"": 12.685}",44.0,,,53.0,,,,,,,False,False,False,False
g202,3.0,2026-09-19,BYU,Colorado State,True,True,4,"{""blend_spread_home"": -24.305, ""projected_margin_home"": -24.305, ""projection_spread_home"": -24.305, ""site_spread_home"": -24.305}",64.0,,,46.0,,,,,,,False,False,False,False
g203,3.0,2026-09-19,Coastal Carolina,Delaware,True,True,4,"{""blend_spread_home"": 5.4025, ""projected_margin_home"": 5.402, ""projection_spread_home"": 5.4025, ""site_spread_home"": 5.4025}",42.0,,,62.0,,,,,,,False,False,False,False
g204,3.0,2026-09-19,Stanford,Duke,True,True,4,"{""blend_spread_home"": 10.635, ""projected_margin_home"": 10.635, ""projection_spread_home"": 10.635, ""site_spread_home"": 10.635}",60.0,,,49.0,,,,,,,False,False,False,False
g205,3.0,2026-09-19,Florida International,Florida Atlantic,True,True,4,"{""blend_spread_home"": 5.53, ""projected_margin_home"": 5.53, ""projection_spread_home"": 5.53, ""site_spread_home"": 5.53}",47.0,,,64.0,,,,,,,False,False,False,False
g206,3.0,2026-09-19,Mercer,Georgia Tech,False,True,0,{},,,,,,,,,,,,,,
g207,3.0,2026-09-19,Southern Illinois,Illinois,False,True,0,{},,,,,,,,,,,,,,
g208,3.0,2026-09-19,Western Kentucky,Indiana,True,True,4,"{""blend_spread_home"": 35.9, ""projected_margin_home"": 35.9, ""projection_spread_home"": 35.9, ""site_spread_home"": 35.9}",32.0,,,56.0,,,,,,,False,False,False,False
g209,3.0,2026-09-19,Northern Iowa,Iowa,False,True,0,{},,,,,,,,,,,,,,
g210,3.0,2026-09-19,Bowling Green,Iowa State,True,True,4,"{""blend_spread_home"": 20.2025, ""projected_margin_home"": 20.203, ""projection_spread_home"": 20.2025, ""site_spread_home"": 20.2025}",35.0,,,45.0,,,,,,,False,False,False,False
g211,3.0,2026-09-19,Georgia Southern,Jacksonville State,True,True,4,"{""blend_spread_home"": 3.2025, ""projected_margin_home"": 3.203, ""projection_spread_home"": 3.2025, ""site_spread_home"": 3.2025}",43.0,,,57.0,,,,,,,False,False,False,False
g212,3.0,2026-09-19,Arizona State,Kansas,True,True,4,"{""blend_spread_home"": -2.2225, ""projected_margin_home"": -2.223, ""projection_spread_home"": -2.2225, ""site_spread_home"": -2.2225}",51.0,,,58.0,,,,,,,False,False,False,False
g213,3.0,2026-09-19,Tulane,Kansas State,True,True,4,"{""blend_spread_home"": 12.4975, ""projected_margin_home"": 12.498, ""projection_spread_home"": 12.4975, ""site_spread_home"": 12.4975}",40.0,,,58.0,,,,,,,False,False,False,False
g214,3.0,2026-09-19,Ball State,Liberty,True,True,4,"{""blend_spread_home"": 17.3625, ""projected_margin_home"": 17.363, ""projection_spread_home"": 17.3625, ""site_spread_home"": 17.3625}",36.0,,,57.0,,,,,,,False,False,False,False
g215,3.0,2026-09-19,UAB,Louisiana,True,False,4,"{""blend_spread_home"": 9.645, ""projected_margin_home"": 9.645, ""projection_spread_home"": 9.645, ""site_spread_home"": 9.645}",,,,,,,,,,,,,,
g216,3.0,2026-09-19,SMU,Louisville,True,True,14,"{""blend_spread_home"": 1.8175, ""market_best_away_spread_home"": -1.5, ""market_best_away_spread_price"": -115.0, ""market_best_home_spread_home"": -1.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 1.5, ""market_spread_hold_home_line"": -1.5, ""market_spread_hold_pct"": 4.71, ""market_spread_home"": -1.5, ""market_spread_open_home"": -1.5, ""market_spread_price"": -105.0, ""projected_margin_home"": 1.817, ""projection_spread_home"": 1.8175, ""site_spread_home"": 1.8175}",62.0,,,53.0,,,,,,,False,False,False,False
g217,3.0,2026-09-19,Virginia Tech,Maryland,True,True,4,"{""blend_spread_home"": -1.95, ""projected_margin_home"": -1.95, ""projection_spread_home"": -1.95, ""site_spread_home"": -1.95}",69.0,,,71.0,,,,,,,False,False,False,False
g218,3.0,2026-09-19,Stonehill,Massachusetts,False,True,0,{},,,,,,,,,,,,,,
g219,3.0,2026-09-19,UT Martin,Memphis,False,True,0,{},,,,,,,,,,,,,,
g220,3.0,2026-09-19,UTEP,Michigan,True,True,4,"{""blend_spread_home"": 38.6925, ""projected_margin_home"": 38.693, ""projection_spread_home"": 38.6925, ""site_spread_home"": 38.6925}",35.0,,,63.0,,,,,,,False,False,False,False
g221,3.0,2026-09-19,Nevada,Middle Tennessee,True,True,4,"{""blend_spread_home"": -2.9025, ""projected_margin_home"": -2.902, ""projection_spread_home"": -2.9025, ""site_spread_home"": -2.9025}",48.0,,,36.0,,,,,,,False,False,False,False
g222,3.0,2026-09-19,Akron,Minnesota,True,True,4,"{""blend_spread_home"": 23.8525, ""projected_margin_home"": 23.852, ""projection_spread_home"": 23.8525, ""site_spread_home"": 23.8525}",40.0,,,68.0,,,,,,,False,False,False,False
g223,3.0,2026-09-19,Troy,Missouri,True,True,4,"{""blend_spread_home"": 24.9125, ""projected_margin_home"": 24.913, ""projection_spread_home"": 24.9125, ""site_spread_home"": 24.9125}",39.0,,,49.0,,,,,,,False,False,False,False
g224,3.0,2026-09-19,Marshall,Missouri State,True,True,4,"{""blend_spread_home"": -4.44, ""projected_margin_home"": -4.44, ""projection_spread_home"": -4.44, ""site_spread_home"": -4.44}",48.0,,,34.0,,,,,,,False,False,False,False
g225,3.0,2026-09-19,North Dakota,Nebraska,False,True,0,{},,,,,,,,,,,,,,
g226,3.0,2026-09-19,Colorado,Northwestern,True,True,4,"{""blend_spread_home"": 6.265, ""projected_margin_home"": 6.265, ""projection_spread_home"": 6.265, ""site_spread_home"": 6.265}",55.0,,,57.0,,,,,,,False,False,False,False
g227,3.0,2026-09-19,Michigan State,Notre Dame,True,True,4,"{""blend_spread_home"": 29.95, ""projected_margin_home"": 29.95, ""projection_spread_home"": 29.95, ""site_spread_home"": 29.95}",46.0,,,72.0,,,,,,,False,False,False,False
g228,3.0,2026-09-19,Kent State,Ohio State,True,True,4,"{""blend_spread_home"": 53.5225, ""projected_margin_home"": 53.523, ""projection_spread_home"": 53.5225, ""site_spread_home"": 53.5225}",48.0,,,60.0,,,,,,,False,False,False,False
g229,3.0,2026-09-19,New Mexico,Oklahoma,True,True,4,"{""blend_spread_home"": 24.1275, ""projected_margin_home"": 24.128, ""projection_spread_home"": 24.1275, ""site_spread_home"": 24.1275}",63.0,,,65.0,,,,,,,False,False,False,False
g230,3.0,2026-09-19,Murray State,Oklahoma State,False,True,0,{},,,,,,,,,,,,,,
g231,3.0,2026-09-19,East Carolina,Old Dominion,True,True,4,"{""blend_spread_home"": 0.56, ""projected_margin_home"": 0.56, ""projection_spread_home"": 0.56, ""site_spread_home"": 0.56}",42.0,,,40.0,,,,,,,False,False,False,False
g232,3.0,2026-09-19,LSU,Ole Miss,True,True,14,"{""blend_spread_home"": 2.9275, ""market_best_away_spread_home"": -1.5, ""market_best_away_spread_price"": -105.0, ""market_best_home_spread_home"": -1.5, ""market_best_home_spread_price"": -115.0, ""market_spread_hold_away_line"": 1.5, ""market_spread_hold_home_line"": -1.5, ""market_spread_hold_pct"": 4.71, ""market_spread_home"": -1.5, ""market_spread_open_home"": -2.5, ""market_spread_price"": -115.0, ""projected_margin_home"": 2.928, ""projection_spread_home"": 2.9275, ""site_spread_home"": 2.9275}",61.0,,,61.0,,,,,,,False,False,False,False
g233,3.0,2026-09-19,Portland State,Oregon,False,True,0,{},,,,,,,,,,,,,,
g234,3.0,2026-09-19,Montana,Oregon State,False,True,0,{},,,,,,,,,,,,,,
g235,3.0,2026-09-19,Buffalo,Penn State,True,True,4,"{""blend_spread_home"": 32.1025, ""projected_margin_home"": 32.102, ""projection_spread_home"": 32.1025, ""site_spread_home"": 32.1025}",30.0,,,52.0,,,,,,,False,False,False,False
g236,3.0,2026-09-19,Western Michigan,Rice,True,True,4,"{""blend_spread_home"": -6.4875, ""projected_margin_home"": -6.487, ""projection_spread_home"": -6.4875, ""site_spread_home"": -6.4875}",51.0,,,39.0,,,,,,,False,False,False,False
g237,3.0,2026-09-19,USC,Rutgers,True,True,4,"{""blend_spread_home"": -14.82, ""projected_margin_home"": -14.82, ""projection_spread_home"": -14.82, ""site_spread_home"": -14.82}",65.0,,,47.0,,,,,,,False,False,False,False
g238,3.0,2026-09-19,North Dakota State,Sacramento State,True,True,4,"{""blend_spread_home"": -10.7666, ""projected_margin_home"": -10.767, ""projection_spread_home"": -10.7666, ""site_spread_home"": -10.7666}",52.0,,,32.0,,,,,,,False,False,False,False
g239,3.0,2026-09-19,Nicholls,Sam Houston,False,False,0,{},,,,,,,,,,,,,,
g240,3.0,2026-09-19,James Madison,San Diego State,True,False,4,"{""blend_spread_home"": 0.915, ""projected_margin_home"": 0.915, ""projection_spread_home"": 0.915, ""site_spread_home"": 0.915}",,,,,,,,,,,,,,
g241,3.0,2026-09-19,Fresno State,San Jose State,False,True,4,"{""blend_spread_home"": -9.92, ""projected_margin_home"": -9.92, ""projection_spread_home"": -9.92, ""site_spread_home"": -9.92}",,,,,,,,,,,,,,
g242,3.0,2026-09-19,Ohio,South Alabama,True,True,4,"{""blend_spread_home"": 0.6475, ""projected_margin_home"": 0.647, ""projection_spread_home"": 0.6475, ""site_spread_home"": 0.6475}",33.0,,,44.0,,,,,,,False,False,False,False
g243,3.0,2026-09-19,Mississippi State,South Carolina,True,True,4,"{""blend_spread_home"": 8.38, ""projected_margin_home"": 8.38, ""projection_spread_home"": 8.38, ""site_spread_home"": 8.38}",48.0,,,68.0,,,,,,,False,False,False,False
g244,3.0,2026-09-19,Delaware State,South Florida,False,False,0,{},,,,,,,,,,,,,,
g245,3.0,2026-09-19,Connecticut,Southern Miss,True,True,4,"{""blend_spread_home"": -2.48, ""projected_margin_home"": -2.48, ""projection_spread_home"": -2.48, ""site_spread_home"": -2.48}",31.0,,,22.0,,,,,,,False,False,False,False
g246,3.0,2026-09-19,Arkansas State,TCU,True,True,4,"{""blend_spread_home"": 20.8925, ""projected_margin_home"": 20.892, ""projection_spread_home"": 20.8925, ""site_spread_home"": 20.8925}",49.0,,,51.0,,,,,,,False,False,False,False
g247,3.0,2026-09-19,Kennesaw State,Tennessee,True,True,4,"{""blend_spread_home"": 28.4525, ""projected_margin_home"": 28.453, ""projection_spread_home"": 28.4525, ""site_spread_home"": 28.4525}",49.0,,,62.0,,,,,,,False,False,False,False
g248,3.0,2026-09-19,UTSA,Texas,True,True,4,"{""blend_spread_home"": 30.08, ""projected_margin_home"": 30.08, ""projection_spread_home"": 30.08, ""site_spread_home"": 30.08}",54.0,,,68.0,,,,,,,False,False,False,False
g249,3.0,2026-09-19,Kentucky,Texas A&M,True,True,4,"{""blend_spread_home"": 17.6675, ""projected_margin_home"": 17.668, ""projection_spread_home"": 17.6675, ""site_spread_home"": 17.6675}",46.0,,,65.0,,,,,,,False,False,False,False
g250,3.0,2026-09-19,North Texas,Texas State,True,True,4,"{""blend_spread_home"": 3.665, ""projected_margin_home"": 3.665, ""projection_spread_home"": 3.665, ""site_spread_home"": 3.665}",32.0,,,56.0,,,,,,,False,False,False,False
g251,3.0,2026-09-19,Temple,Toledo,True,True,4,"{""blend_spread_home"": 6.8775, ""projected_margin_home"": 6.878, ""projection_spread_home"": 6.8775, ""site_spread_home"": 6.8775}",53.0,,,33.0,,,,,,,False,False,False,False
g252,3.0,2026-09-19,East Texas A&M,Tulsa,False,True,0,{},,,,,,,,,,,,,,
g253,3.0,2026-09-19,Purdue,UCLA,True,True,4,"{""blend_spread_home"": 7.285, ""projected_margin_home"": 7.285, ""projection_spread_home"": 7.285, ""site_spread_home"": 7.285}",58.0,,,67.0,,,,,,,False,False,False,False
g254,3.0,2026-09-19,Southeastern La.,UL-Monroe,False,True,0,{},,,,,,,,,,,,,,
g255,3.0,2026-09-19,Utah State,Utah,True,True,4,"{""blend_spread_home"": 22.2125, ""projected_margin_home"": 22.212, ""projection_spread_home"": 22.2125, ""site_spread_home"": 22.2125}",48.0,,,55.0,,,,,,,False,False,False,False
g256,3.0,2026-09-19,NC State,Vanderbilt,True,True,4,"{""blend_spread_home"": 8.06, ""projected_margin_home"": 8.06, ""projection_spread_home"": 8.06, ""site_spread_home"": 8.06}",54.0,,,44.0,,,,,,,False,False,False,False
g257,3.0,2026-09-19,Eastern Washington,Washington,False,True,0,{},,,,,,,,,,,,,,
g258,3.0,2026-09-19,Duquesne,Washington State,False,True,0,{},,,,,,,,,,,,,,
g259,3.0,2026-09-19,Virginia,West Virginia,True,True,4,"{""blend_spread_home"": -7.425, ""projected_margin_home"": -7.425, ""projection_spread_home"": -7.425, ""site_spread_home"": -7.425}",59.0,,,52.0,,,,,,,False,False,False,False
g260,3.0,2026-09-19,Eastern Michigan,Wisconsin,True,True,4,"{""blend_spread_home"": 21.72, ""projected_margin_home"": 21.72, ""projection_spread_home"": 21.72, ""site_spread_home"": 21.72}",62.0,,,59.0,,,,,,,False,False,False,False
g261,4.0,2026-09-24,Liberty,Coastal Carolina,True,True,4,"{""blend_spread_home"": -3.3975, ""projected_margin_home"": -3.397, ""projection_spread_home"": -3.3975, ""site_spread_home"": -3.3975}",57.0,,,42.0,,,,,,,False,False,False,False
g262,4.0,2026-09-25,Clemson,California,True,True,4,"{""blend_spread_home"": -7.42, ""projected_margin_home"": -7.42, ""projection_spread_home"": -7.42, ""site_spread_home"": -7.42}",53.0,,,58.0,,,,,,,False,False,False,False
g263,4.0,2026-09-25,Navy,UAB,True,True,4,"{""blend_spread_home"": -14.095, ""projected_margin_home"": -14.095, ""projection_spread_home"": -14.095, ""site_spread_home"": -14.095}",47.0,,,35.0,,,,,,,False,False,False,False
g264,4.0,2026-09-26,UNLV,Akron,True,True,4,"{""blend_spread_home"": -17.54, ""projected_margin_home"": -17.54, ""projection_spread_home"": -17.54, ""site_spread_home"": -17.54}",40.0,,,40.0,,,,,,,False,False,False,False
g265,4.0,2026-09-26,South Carolina,Alabama,True,True,4,"{""blend_spread_home"": 11.1925, ""projected_margin_home"": 11.193, ""projection_spread_home"": 11.1925, ""site_spread_home"": 11.1925}",68.0,,,48.0,,,,,,,False,False,False,False
g266,4.0,2026-09-26,Tulsa,Arkansas,True,True,4,"{""blend_spread_home"": 17.9, ""projected_margin_home"": 17.9, ""projection_spread_home"": 17.9, ""site_spread_home"": 17.9}",62.0,,,55.0,,,,,,,False,False,False,False
g267,4.0,2026-09-26,Kennesaw State,Arkansas State,True,True,4,"{""blend_spread_home"": 3.5, ""projected_margin_home"": 3.5, ""projection_spread_home"": 3.5, ""site_spread_home"": 3.5}",49.0,,,49.0,,,,,,,False,False,False,False
g268,4.0,2026-09-26,Vanderbilt,Auburn,True,True,4,"{""blend_spread_home"": 3.355, ""projected_margin_home"": 3.355, ""projection_spread_home"": 3.355, ""site_spread_home"": 3.355}",44.0,,,57.0,,,,,,,False,False,False,False
g269,4.0,2026-09-26,Colorado,Baylor,True,True,4,"{""blend_spread_home"": 7.955, ""projected_margin_home"": 7.955, ""projection_spread_home"": 7.955, ""site_spread_home"": 7.955}",55.0,,,53.0,,,,,,,False,False,False,False
g270,4.0,2026-09-26,Virginia Tech,Boston College,True,True,4,"{""blend_spread_home"": -7.585, ""projected_margin_home"": -7.585, ""projection_spread_home"": -7.585, ""site_spread_home"": -7.585}",69.0,,,50.0,,,,,,,False,False,False,False
g271,4.0,2026-09-26,South Florida,Bowling Green,False,True,4,"{""blend_spread_home"": -14.705, ""projected_margin_home"": -14.705, ""projection_spread_home"": -14.705, ""site_spread_home"": -14.705}",,,,,,,,,,,,,,
g272,4.0,2026-09-26,Robert Morris,Buffalo,False,True,0,{},,,,,,,,,,,,,,
g273,4.0,2026-09-26,TCU,Central Florida,True,True,4,"{""blend_spread_home"": -4.3475, ""projected_margin_home"": -4.348, ""projection_spread_home"": -4.3475, ""site_spread_home"": -4.3475}",51.0,,,61.0,,,,,,,False,False,False,False
g274,4.0,2026-09-26,Louisiana,Charlotte,False,True,4,"{""blend_spread_home"": -11.61, ""projected_margin_home"": -11.61, ""projection_spread_home"": -11.61, ""site_spread_home"": -11.61}",,,,,,,,,,,,,,
g275,4.0,2026-09-26,Kansas State,Cincinnati,True,True,4,"{""blend_spread_home"": -2.44, ""projected_margin_home"": -2.44, ""projection_spread_home"": -2.44, ""site_spread_home"": -2.44}",58.0,,,57.0,,,,,,,False,False,False,False
g276,4.0,2026-09-26,William & Mary,Duke,False,True,0,{},,,,,,,,,,,,,,
g277,4.0,2026-09-26,NC Central,East Carolina,False,True,0,{},,,,,,,,,,,,,,
g278,4.0,2026-09-26,Lindenwood,Eastern Michigan,False,True,0,{},,,,,,,,,,,,,,
g279,4.0,2026-09-26,Ole Miss,Florida,True,True,4,"{""blend_spread_home"": -1.95, ""projected_margin_home"": -1.95, ""projection_spread_home"": -1.95, ""site_spread_home"": -1.95}",61.0,,,66.0,,,,,,,False,False,False,False
g280,4.0,2026-09-26,LIU,Florida International,False,True,0,{},,,,,,,,,,,,,,
g281,4.0,2026-09-26,Central Arkansas,Florida State,False,True,0,{},,,,,,,,,,,,,,
g282,4.0,2026-09-26,Rice,Fresno State,True,False,4,"{""blend_spread_home"": 15.86, ""projected_margin_home"": 15.86, ""projection_spread_home"": 15.86, ""site_spread_home"": 15.86}",,,,,,,,,,,,,,
g283,4.0,2026-09-26,Oklahoma,Georgia,True,True,9,"{""blend_spread_home"": 8.5025, ""market_spread_hold_away_line"": 10.0, ""market_spread_hold_home_line"": -10.0, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -10.0, ""market_spread_price"": -110.0, ""projected_margin_home"": 8.502, ""projection_spread_home"": 8.5025, ""site_spread_home"": 8.5025}",65.0,,,68.0,,,,,,,False,False,False,False
g284,4.0,2026-09-26,Houston,Georgia Southern,True,True,4,"{""blend_spread_home"": -14.9075, ""projected_margin_home"": -14.908, ""projection_spread_home"": -14.9075, ""site_spread_home"": -14.9075}",65.0,,,43.0,,,,,,,False,False,False,False
g285,4.0,2026-09-26,Northern Illinois,Georgia State,True,True,4,"{""blend_spread_home"": 0.2625, ""projected_margin_home"": 0.263, ""projection_spread_home"": 0.2625, ""site_spread_home"": 0.2625}",48.0,,,38.0,,,,,,,False,False,False,False
g286,4.0,2026-09-26,Northwestern,Indiana,True,True,4,"{""blend_spread_home"": 25.1425, ""projected_margin_home"": 25.142, ""projection_spread_home"": 25.1425, ""site_spread_home"": 25.1425}",57.0,,,56.0,,,,,,,False,False,False,False
g287,4.0,2026-09-26,Utah,Iowa State,True,True,4,"{""blend_spread_home"": -8.285, ""projected_margin_home"": -8.285, ""projection_spread_home"": -8.285, ""site_spread_home"": -8.285}",55.0,,,45.0,,,,,,,False,False,False,False
g288,4.0,2026-09-26,Middle Tennessee,Jacksonville State,True,True,4,"{""blend_spread_home"": 13.4325, ""projected_margin_home"": 13.432, ""projection_spread_home"": 13.4325, ""site_spread_home"": 13.4325}",36.0,,,57.0,,,,,,,False,False,False,False
g289,4.0,2026-09-26,Ball State,Kent State,True,True,4,"{""blend_spread_home"": 4.4275, ""projected_margin_home"": 4.428, ""projection_spread_home"": 4.4275, ""site_spread_home"": 4.4275}",36.0,,,48.0,,,,,,,False,False,False,False
g290,4.0,2026-09-26,South Alabama,Kentucky,True,True,4,"{""blend_spread_home"": 19.6275, ""projected_margin_home"": 19.628, ""projection_spread_home"": 19.6275, ""site_spread_home"": 19.6275}",44.0,,,46.0,,,,,,,False,False,False,False
g291,4.0,2026-09-26,Texas A&M,LSU,True,True,13,"{""blend_spread_home"": 0.7875, ""market_best_away_spread_home"": -3.0, ""market_best_away_spread_price"": -108.0, ""market_best_home_spread_home"": -3.0, ""market_best_home_spread_price"": -112.0, ""market_spread_hold_away_line"": 3.0, ""market_spread_hold_home_line"": -3.0, ""market_spread_hold_pct"": 4.75, ""market_spread_home"": -3.0, ""market_spread_price"": -112.0, ""projected_margin_home"": 0.787, ""projection_spread_home"": 0.7875, ""site_spread_home"": 0.7875}",65.0,,,61.0,,,,,,,False,False,False,False
g292,4.0,2026-09-26,Wake Forest,Louisville,True,True,4,"{""blend_spread_home"": 9.91, ""projected_margin_home"": 9.91, ""projection_spread_home"": 9.91, ""site_spread_home"": 9.91}",53.0,,,53.0,,,,,,,False,False,False,False
g293,4.0,2026-09-26,Gardner-Webb,Marshall,False,True,0,{},,,,,,,,,,,,,,
g294,4.0,2026-09-26,UCLA,Maryland,True,True,4,"{""blend_spread_home"": 1.02, ""projected_margin_home"": 1.02, ""projection_spread_home"": 1.02, ""site_spread_home"": 1.02}",67.0,,,71.0,,,,,,,False,False,False,False
g295,4.0,2026-09-26,Central Michigan,Miami-FL,True,True,4,"{""blend_spread_home"": 37.3275, ""projected_margin_home"": 37.328, ""projection_spread_home"": 37.3275, ""site_spread_home"": 37.3275}",46.0,,,49.0,,,,,,,False,False,False,False
g296,4.0,2026-09-26,Connecticut,Miami-OH,True,True,4,"{""blend_spread_home"": 4.175, ""projected_margin_home"": 4.175, ""projection_spread_home"": 4.175, ""site_spread_home"": 4.175}",31.0,,,49.0,,,,,,,False,False,False,False
g297,4.0,2026-09-26,Iowa,Michigan,True,True,4,"{""blend_spread_home"": 5.8575, ""projected_margin_home"": 5.857, ""projection_spread_home"": 5.8575, ""site_spread_home"": 5.8575}",44.0,,,63.0,,,,,,,False,False,False,False
g298,4.0,2026-09-26,Nebraska,Michigan State,True,True,4,"{""blend_spread_home"": -4.395, ""projected_margin_home"": -4.395, ""projection_spread_home"": -4.395, ""site_spread_home"": -4.395}",69.0,,,46.0,,,,,,,False,False,False,False
g299,4.0,2026-09-26,Missouri,Mississippi State,True,True,4,"{""blend_spread_home"": -6.4875, ""projected_margin_home"": -6.487, ""projection_spread_home"": -6.4875, ""site_spread_home"": -6.4875}",49.0,,,48.0,,,,,,,False,False,False,False
g300,4.0,2026-09-26,Appalachian State,NC State,True,True,4,"{""blend_spread_home"": 19.445, ""projected_margin_home"": 19.445, ""projection_spread_home"": 19.445, ""site_spread_home"": 19.445}",34.0,,,54.0,,,,,,,False,False,False,False
g301,4.0,2026-09-26,Air Force,Nevada,True,True,4,"{""blend_spread_home"": -5.2225, ""projected_margin_home"": -5.223, ""projection_spread_home"": -5.2225, ""site_spread_home"": -5.2225}",59.0,,,48.0,,,,,,,False,False,False,False
