game_id,week,date,away_team,home_team,away_rp_found,home_rp_found,spread_like_field_count,spread_like_fields,away_overall,away_offense,away_defense,home_overall,home_offense,home_defense,away_off_vs_def,away_def_vs_off,home_off_vs_def,home_def_vs_off,away_candidate_a_rp_only,home_candidate_a_rp_only,away_candidate_b_rp_only,home_candidate_b_rp_only
g74,1.0,2026-09-05,Indiana State,Purdue,False,True,6,"{""market_best_away_spread_home"": -34.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -34.5, ""market_best_home_spread_price"": -110.0, ""market_spread_home"": -34.5, ""market_spread_price"": -110.0}",,,,,,,,,,,,,,
g75,1.0,2026-09-05,HCU,Rice,False,True,0,{},,,,,,,,,,,,,,
g76,1.0,2026-09-05,MVSU,Sacramento State,False,True,0,{},,,,,,,,,,,,,,
g77,1.0,2026-09-05,Portland State,San Diego State,False,False,0,{},,,,,,,,,,,,,,
g78,1.0,2026-09-05,Southeastern La.,South Alabama,False,True,0,{},,,,,,,,,,,,,,
g79,1.0,2026-09-05,Kent State,South Carolina,True,True,14,"{""blend_spread_home"": 33.8425, ""market_best_away_spread_home"": -34.5, ""market_best_away_spread_price"": -102.0, ""market_best_home_spread_home"": -34.5, ""market_best_home_spread_price"": -112.0, ""market_spread_hold_away_line"": 34.5, ""market_spread_hold_home_line"": -34.5, ""market_spread_hold_pct"": 3.33, ""market_spread_home"": -34.5, ""market_spread_open_home"": -33.5, ""market_spread_price"": -112.0, ""projected_margin_home"": 33.843, ""projection_spread_home"": 33.8425, ""site_spread_home"": 33.8425}",48.0,,,68.0,,,,,,,False,False,False,False
g80,1.0,2026-09-05,Florida International,South Florida,True,False,14,"{""blend_spread_home"": 16.605, ""market_best_away_spread_home"": -12.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -12.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 12.5, ""market_spread_hold_home_line"": -12.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -12.5, ""market_spread_open_home"": -12.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 16.605, ""projection_spread_home"": 16.605, ""site_spread_home"": 16.605}",,,,,,,,,,,,,,
g81,1.0,2026-09-05,Alcorn State,Southern Miss,False,True,9,"{""market_best_away_spread_home"": -22.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -22.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 22.5, ""market_spread_hold_home_line"": -22.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -22.5, ""market_spread_price"": -110.0}",,,,,,,,,,,,,,
g82,1.0,2026-09-05,New Hampshire,Syracuse,False,True,9,"{""market_best_away_spread_home"": -30.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -30.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 30.5, ""market_spread_hold_home_line"": -30.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -30.5, ""market_spread_price"": -110.0}",,,,,,,,,,,,,,
g83,1.0,2026-09-05,Rhode Island,Temple,False,True,0,{},,,,,,,,,,,,,,
g84,1.0,2026-09-05,Furman,Tennessee,False,True,9,"{""market_best_away_spread_home"": -47.5, ""market_best_away_spread_price"": -108.0, ""market_best_home_spread_home"": -47.5, ""market_best_home_spread_price"": -112.0, ""market_spread_hold_away_line"": 47.5, ""market_spread_hold_home_line"": -47.5, ""market_spread_hold_pct"": 4.75, ""market_spread_home"": -47.5, ""market_spread_price"": -112.0}",,,,,,,,,,,,,,
g85,1.0,2026-09-05,Texas State,Texas,True,True,14,"{""blend_spread_home"": 31.1375, ""market_best_away_spread_home"": -31.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -30.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 31.0, ""market_spread_hold_home_line"": -31.0, ""market_spread_hold_pct"": 2.76, ""market_spread_home"": -30.5, ""market_spread_open_home"": -30.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 31.137, ""projection_spread_home"": 31.1375, ""site_spread_home"": 31.1375}",56.0,,,68.0,,,,,,,False,False,False,False
g86,1.0,2026-09-05,Missouri State,Texas A&M,True,True,14,"{""blend_spread_home"": 38.89, ""market_best_away_spread_home"": -39.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -39.0, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 39.25, ""market_spread_hold_home_line"": -39.25, ""market_spread_hold_pct"": 3.76, ""market_spread_home"": -39.0, ""market_spread_open_home"": -38.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 38.89, ""projection_spread_home"": 38.89, ""site_spread_home"": 38.89}",34.0,,,65.0,,,,,,,False,False,False,False
g87,1.0,2026-09-05,Abilene Christian,Texas Tech,False,True,0,{},,,,,,,,,,,,,,
g88,1.0,2026-09-05,Sam Houston,Troy,False,True,14,"{""blend_spread_home"": 17.455, ""market_best_away_spread_home"": -16.5, ""market_best_away_spread_price"": -108.0, ""market_best_home_spread_home"": -15.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 16.0, ""market_spread_hold_home_line"": -16.0, ""market_spread_hold_pct"": 2.3, ""market_spread_home"": -15.5, ""market_spread_open_home"": -17.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 17.455, ""projection_spread_home"": 17.455, ""site_spread_home"": 17.455}",,,,,,,,,,,,,,
g89,1.0,2026-09-05,Oklahoma State,Tulsa,True,True,14,"{""blend_spread_home"": -10.5925, ""market_best_away_spread_home"": 12.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": 13.5, ""market_best_home_spread_price"": -115.0, ""market_spread_hold_away_line"": -13.0, ""market_spread_hold_home_line"": 13.0, ""market_spread_hold_pct"": 3.87, ""market_spread_home"": 12.5, ""market_spread_open_home"": 11.5, ""market_spread_price"": -110.0, ""projected_margin_home"": -10.592, ""projection_spread_home"": -10.5925, ""site_spread_home"": -10.5925}",58.0,,,62.0,,,,,,,False,False,False,False
g90,1.0,2026-09-05,Fresno State,USC,False,True,14,"{""blend_spread_home"": 22.35, ""market_best_away_spread_home"": -23.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -23.5, ""market_best_home_spread_price"": -102.0, ""market_spread_hold_away_line"": 23.5, ""market_spread_hold_home_line"": -23.5, ""market_spread_hold_pct"": 2.88, ""market_spread_home"": -23.5, ""market_spread_open_home"": -23.5, ""market_spread_price"": -102.0, ""projected_margin_home"": 22.35, ""projection_spread_home"": 22.35, ""site_spread_home"": 22.35}",,,,,,,,,,,,,,
g91,1.0,2026-09-05,UTRGV,UTSA,False,True,0,{},,,,,,,,,,,,,,
g92,1.0,2026-09-05,Idaho State,Utah State,False,True,0,{},,,,,,,,,,,,,,
g93,1.0,2026-09-05,Austin Peay,Vanderbilt,False,True,9,"{""market_best_away_spread_home"": -35.5, ""market_best_away_spread_price"": -115.0, ""market_best_home_spread_home"": -35.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 35.5, ""market_spread_hold_home_line"": -35.5, ""market_spread_hold_pct"": 4.71, ""market_spread_home"": -35.5, ""market_spread_price"": -105.0}",,,,,,,,,,,,,,
g94,1.0,2026-09-05,VMI,Virginia Tech,False,True,9,"{""market_best_away_spread_home"": -50.5, ""market_best_away_spread_price"": -105.0, ""market_best_home_spread_home"": -50.5, ""market_best_home_spread_price"": -115.0, ""market_spread_hold_away_line"": 50.5, ""market_spread_hold_home_line"": -50.5, ""market_spread_hold_pct"": 4.71, ""market_spread_home"": -50.5, ""market_spread_price"": -115.0}",,,,,,,,,,,,,,
g95,1.0,2026-09-05,Washington State,Washington,True,True,12,"{""blend_spread_home"": 18.41, ""market_best_away_spread_home"": -21.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -21.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_pct"": 3.6, ""market_spread_home"": -21.5, ""market_spread_open_home"": -21.5, ""market_spread_price"": -105.0, ""projected_margin_home"": 18.41, ""projection_spread_home"": 18.41, ""site_spread_home"": 18.41}",42.0,,,65.0,,,,,,,False,False,False,False
g96,1.0,2026-09-05,Coastal Carolina,West Virginia,True,True,14,"{""blend_spread_home"": 18.4125, ""market_best_away_spread_home"": -21.0, ""market_best_away_spread_price"": -105.0, ""market_best_home_spread_home"": -20.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 20.75, ""market_spread_hold_home_line"": -20.75, ""market_spread_hold_pct"": 2.6, ""market_spread_home"": -20.5, ""market_spread_open_home"": -17.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 18.413, ""projection_spread_home"": 18.4125, ""site_spread_home"": 18.4125}",42.0,,,52.0,,,,,,,False,False,False,False
g97,1.0,2026-09-06,Wisconsin,Notre Dame,True,True,14,"{""blend_spread_home"": 22.88, ""market_best_away_spread_home"": -20.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -20.5, ""market_best_home_spread_price"": -108.0, ""market_spread_hold_away_line"": 20.5, ""market_spread_hold_home_line"": -20.5, ""market_spread_hold_pct"": 4.3, ""market_spread_home"": -20.5, ""market_spread_open_home"": -20.5, ""market_spread_price"": -108.0, ""projected_margin_home"": 22.88, ""projection_spread_home"": 22.88, ""site_spread_home"": 22.88}",59.0,,,72.0,,,,,,,False,False,False,False
g98,1.0,2026-09-06,Louisville,Ole Miss,True,True,14,"{""blend_spread_home"": 7.6225, ""market_best_away_spread_home"": -6.5, ""market_best_away_spread_price"": -104.0, ""market_best_home_spread_home"": -6.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 6.5, ""market_spread_hold_home_line"": -6.5, ""market_spread_hold_pct"": 2.2, ""market_spread_home"": -6.5, ""market_spread_open_home"": -6.5, ""market_spread_price"": -105.0, ""projected_margin_home"": 7.622, ""projection_spread_home"": 7.6225, ""site_spread_home"": 7.6225}",53.0,,,61.0,,,,,,,False,False,False,False
g99,1.0,2026-09-07,SMU,Florida State,True,True,14,"{""blend_spread_home"": -1.445, ""market_best_away_spread_home"": 1.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": 2.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": -2.0, ""market_spread_hold_home_line"": 2.0, ""market_spread_hold_pct"": 1.6, ""market_spread_home"": 1.5, ""market_spread_open_home"": 2.5, ""market_spread_price"": -110.0, ""projected_margin_home"": -1.445, ""projection_spread_home"": -1.445, ""site_spread_home"": -1.445}",62.0,,,57.0,,,,,,,False,False,False,False
g100,2.0,2026-09-10,Florida A&M,Miami-FL,False,True,0,{},,,,,,,,,,,,,,
g101,2.0,2026-09-11,Rutgers,Boston College,True,True,4,"{""blend_spread_home"": -2.6275, ""projected_margin_home"": -2.627, ""projection_spread_home"": -2.6275, ""site_spread_home"": -2.6275}",47.0,,,50.0,,,,,,,False,False,False,False
g102,2.0,2026-09-11,Missouri,Kansas,True,True,12,"{""blend_spread_home"": -7.905, ""market_best_away_spread_home"": 6.5, ""market_best_away_spread_price"": -112.0, ""market_best_home_spread_home"": 7.0, ""market_best_home_spread_price"": -108.0, ""market_spread_hold_pct"": 5.21, ""market_spread_home"": 6.5, ""market_spread_open_home"": 6.5, ""market_spread_price"": -112.0, ""projected_margin_home"": -7.905, ""projection_spread_home"": -7.905, ""site_spread_home"": -7.905}",49.0,,,58.0,,,,,,,False,False,False,False
g103,2.0,2026-09-11,Villanova,Louisville,False,True,0,{},,,,,,,,,,,,,,
g104,2.0,2026-09-12,North Dakota State,Air Force,True,True,4,"{""blend_spread_home"": 0.4362, ""projected_margin_home"": 0.436, ""projection_spread_home"": 0.4362, ""site_spread_home"": 0.4362}",52.0,,,59.0,,,,,,,False,False,False,False
g105,2.0,2026-09-12,Robert Morris,Akron,False,True,0,{},,,,,,,,,,,,,,
g106,2.0,2026-09-12,West Georgia,Arkansas State,False,True,0,{},,,,,,,,,,,,,,
g107,2.0,2026-09-12,South Florida,Army,False,True,4,"{""blend_spread_home"": -2.1275, ""projected_margin_home"": -2.127, ""projection_spread_home"": -2.1275, ""site_spread_home"": -2.1275}",,,,,,,,,,,,,,
g108,2.0,2026-09-12,Southern Miss,Auburn,True,True,4,"{""blend_spread_home"": 28.87, ""projected_margin_home"": 28.87, ""projection_spread_home"": 28.87, ""site_spread_home"": 28.87}",22.0,,,57.0,,,,,,,False,False,False,False
g109,2.0,2026-09-12,Arizona,BYU,True,True,4,"{""blend_spread_home"": 6.8875, ""projected_margin_home"": 6.888, ""projection_spread_home"": 6.8875, ""site_spread_home"": 6.8875}",60.0,,,64.0,,,,,,,False,False,False,False
g110,2.0,2026-09-12,Stony Brook,Ball State,False,True,0,{},,,,,,,,,,,,,,
g111,2.0,2026-09-12,Prairie View A&M,Baylor,False,True,0,{},,,,,,,,,,,,,,
g112,2.0,2026-09-12,Memphis,Boise State,True,True,4,"{""blend_spread_home"": 9.2625, ""projected_margin_home"": 9.262, ""projection_spread_home"": 9.2625, ""site_spread_home"": 9.2625}",42.0,,,57.0,,,,,,,False,False,False,False
g113,2.0,2026-09-12,Colgate,Central Michigan,False,True,0,{},,,,,,,,,,,,,,
g114,2.0,2026-09-12,Western Carolina,Cincinnati,False,True,0,{},,,,,,,,,,,,,,
g115,2.0,2026-09-12,Georgia Southern,Clemson,True,True,4,"{""blend_spread_home"": 24.74, ""projected_margin_home"": 24.74, ""projection_spread_home"": 24.74, ""site_spread_home"": 24.74}",43.0,,,53.0,,,,,,,False,False,False,False
g116,2.0,2026-09-12,Fordham,Coastal Carolina,False,True,0,{},,,,,,,,,,,,,,
g117,2.0,2026-09-12,Weber State,Colorado,False,True,0,{},,,,,,,,,,,,,,
g118,2.0,2026-09-12,Southern Utah,Colorado State,False,True,0,{},,,,,,,,,,,,,,
g119,2.0,2026-09-12,Maryland,Connecticut,True,True,4,"{""blend_spread_home"": -8.9575, ""projected_margin_home"": -8.957, ""projection_spread_home"": -8.9575, ""site_spread_home"": -8.9575}",71.0,,,31.0,,,,,,,False,False,False,False
g120,2.0,2026-09-12,Appalachian State,East Carolina,True,True,4,"{""blend_spread_home"": 12.515, ""projected_margin_home"": 12.515, ""projection_spread_home"": 12.515, ""site_spread_home"": 12.515}",34.0,,,42.0,,,,,,,False,False,False,False
g121,2.0,2026-09-12,Campbell,Florida,False,True,0,{},,,,,,,,,,,,,,
g122,2.0,2026-09-12,Navy,Florida Atlantic,True,True,4,"{""blend_spread_home"": -8.805, ""projected_margin_home"": -8.805, ""projection_spread_home"": -8.805, ""site_spread_home"": -8.805}",47.0,,,64.0,,,,,,,False,False,False,False
g123,2.0,2026-09-12,Buffalo,Florida International,True,True,4,"{""blend_spread_home"": 1.9575, ""projected_margin_home"": 1.958, ""projection_spread_home"": 1.9575, ""site_spread_home"": 1.9575}",30.0,,,47.0,,,,,,,False,False,False,False
g124,2.0,2026-09-12,Sacramento State,Fresno State,True,False,4,"{""blend_spread_home"": 18.1428, ""projected_margin_home"": 18.143, ""projection_spread_home"": 18.1428, ""site_spread_home"": 18.1428}",,,,,,,,,,,,,,
g125,2.0,2026-09-12,Western Kentucky,Georgia,True,True,4,"{""blend_spread_home"": 33.9125, ""projected_margin_home"": 33.913, ""projection_spread_home"": 33.9125, ""site_spread_home"": 33.9125}",32.0,,,68.0,,,,,,,False,False,False,False
g126,2.0,2026-09-12,Tennessee,Georgia Tech,True,True,4,"{""blend_spread_home"": -8.24, ""projected_margin_home"": -8.24, ""projection_spread_home"": -8.24, ""site_spread_home"": -8.24}",62.0,,,49.0,,,,,,,False,False,False,False
g127,2.0,2026-09-12,New Mexico State,Hawaii,True,True,4,"{""blend_spread_home"": 15.4825, ""projected_margin_home"": 15.482, ""projection_spread_home"": 15.4825, ""site_spread_home"": 15.4825}",51.0,,,45.0,,,,,,,False,False,False,False
g128,2.0,2026-09-12,Southern,Houston,False,True,0,{},,,,,,,,,,,,,,
g129,2.0,2026-09-12,Duke,Illinois,True,True,4,"{""blend_spread_home"": 6.1625, ""projected_margin_home"": 6.162, ""projection_spread_home"": 6.1625, ""site_spread_home"": 6.1625}",49.0,,,50.0,,,,,,,False,False,False,False
g130,2.0,2026-09-12,Howard,Indiana,False,True,0,{},,,,,,,,,,,,,,
g131,2.0,2026-09-12,Iowa State,Iowa,True,True,12,"{""blend_spread_home"": 13.9825, ""market_best_away_spread_home"": -12.5, ""market_best_away_spread_price"": 100.0, ""market_best_home_spread_home"": -11.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_pct"": 2.38, ""market_spread_home"": -12.5, ""market_spread_open_home"": -12.5, ""market_spread_price"": -122.0, ""projected_margin_home"": 13.982, ""projection_spread_home"": 13.9825, ""site_spread_home"": 13.9825}",45.0,,,44.0,,,,,,,False,False,False,False
g132,2.0,2026-09-12,Wagner,James Madison,False,True,0,{},,,,,,,,,,,,,,
g133,2.0,2026-09-12,Washington State,Kansas State,True,True,4,"{""blend_spread_home"": 14.8375, ""projected_margin_home"": 14.838, ""projection_spread_home"": 14.8375, ""site_spread_home"": 14.8375}",42.0,,,58.0,,,,,,,False,False,False,False
g134,2.0,2026-09-12,Georgia State,Kennesaw State,True,True,4,"{""blend_spread_home"": 11.5625, ""projected_margin_home"": 11.562, ""projection_spread_home"": 11.5625, ""site_spread_home"": 11.5625}",38.0,,,49.0,,,,,,,False,False,False,False
g135,2.0,2026-09-12,Wofford,Kent State,False,True,0,{},,,,,,,,,,,,,,
g136,2.0,2026-09-12,Alabama,Kentucky,True,True,4,"{""blend_spread_home"": -10.8675, ""projected_margin_home"": -10.867, ""projection_spread_home"": -10.8675, ""site_spread_home"": -10.8675}",48.0,,,46.0,,,,,,,False,False,False,False
g137,2.0,2026-09-12,Louisiana Tech,LSU,True,True,4,"{""blend_spread_home"": 31.17, ""projected_margin_home"": 31.17, ""projection_spread_home"": 31.17, ""site_spread_home"": 31.17}",56.0,,,61.0,,,,,,,False,False,False,False
g138,2.0,2026-09-12,Gardner-Webb,Liberty,False,True,0,{},,,,,,,,,,,,,,
g139,2.0,2026-09-12,Middle Tennessee,Marshall,True,True,4,"{""blend_spread_home"": 13.3325, ""projected_margin_home"": 13.332, ""projection_spread_home"": 13.3325, ""site_spread_home"": 13.3325}",36.0,,,48.0,,,,,,,False,False,False,False
g140,2.0,2026-09-12,Sacred Heart,Massachusetts,False,True,0,{},,,,,,,,,,,,,,
g141,2.0,2026-09-12,Holy Cross,Miami-OH,False,True,0,{},,,,,,,,,,,,,,
g142,2.0,2026-09-12,Oklahoma,Michigan,True,True,14,"{""blend_spread_home"": 0.81, ""market_best_away_spread_home"": -2.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -2.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 2.5, ""market_spread_hold_home_line"": -2.5, ""market_spread_hold_pct"": 3.6, ""market_spread_home"": -2.5, ""market_spread_open_home"": -1.5, ""market_spread_price"": -105.0, ""projected_margin_home"": 0.81, ""projection_spread_home"": 0.81, ""site_spread_home"": 0.81}",65.0,,,63.0,,,,,,,False,False,False,False
g143,2.0,2026-09-12,Eastern Michigan,Michigan State,True,True,4,"{""blend_spread_home"": 17.85, ""projected_margin_home"": 17.85, ""projection_spread_home"": 17.85, ""site_spread_home"": 17.85}",62.0,,,46.0,,,,,,,False,False,False,False
g144,2.0,2026-09-12,Mississippi State,Minnesota,True,True,4,"{""blend_spread_home"": 0.5025, ""projected_margin_home"": 0.502, ""projection_spread_home"": 0.5025, ""site_spread_home"": 0.5025}",48.0,,,68.0,,,,,,,False,False,False,False
g145,2.0,2026-09-12,Lindenwood,Missouri State,False,True,0,{},,,,,,,,,,,,,,
g146,2.0,2026-09-12,Richmond,NC State,False,True,0,{},,,,,,,,,,,,,,
g147,2.0,2026-09-12,Bowling Green,Nebraska,True,True,4,"{""blend_spread_home"": 23.8875, ""projected_margin_home"": 23.887, ""projection_spread_home"": 23.8875, ""site_spread_home"": 23.8875}",35.0,,,69.0,,,,,,,False,False,False,False
g148,2.0,2026-09-12,Montana State,Nevada,False,True,0,{},,,,,,,,,,,,,,
g149,2.0,2026-09-12,Mercyhurst,New Mexico,False,True,0,{},,,,,,,,,,,,,,
g150,2.0,2026-09-12,ETSU,North Carolina,False,True,0,{},,,,,,,,,,,,,,
g151,2.0,2026-09-12,UNLV,North Texas,True,True,4,"{""blend_spread_home"": -2.155, ""projected_margin_home"": -2.155, ""projection_spread_home"": -2.155, ""site_spread_home"": -2.155}",40.0,,,32.0,,,,,,,False,False,False,False
g152,2.0,2026-09-12,Illinois State,Northern Illinois,False,True,0,{},,,,,,,,,,,,,,
g153,2.0,2026-09-12,Rice,Notre Dame,True,True,4,"{""blend_spread_home"": 45.6475, ""projected_margin_home"": 45.648, ""projection_spread_home"": 45.6475, ""site_spread_home"": 45.6475}",39.0,,,72.0,,,,,,,False,False,False,False
g154,2.0,2026-09-12,Jacksonville State,Ohio,True,True,4,"{""blend_spread_home"": 3.2075, ""projected_margin_home"": 3.208, ""projection_spread_home"": 3.2075, ""site_spread_home"": 3.2075}",57.0,,,33.0,,,,,,,False,False,False,False
g155,2.0,2026-09-12,Oregon,Oklahoma State,True,True,12,"{""blend_spread_home"": -22.6725, ""market_best_away_spread_home"": 17.5, ""market_best_away_spread_price"": -105.0, ""market_best_home_spread_home"": 18.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_pct"": 3.6, ""market_spread_home"": 17.5, ""market_spread_open_home"": 18.0, ""market_spread_price"": -115.0, ""projected_margin_home"": -22.672, ""projection_spread_home"": -22.6725, ""site_spread_home"": -22.6725}",66.0,,,58.0,,,,,,,False,False,False,False
g156,2.0,2026-09-12,Charlotte,Ole Miss,True,True,4,"{""blend_spread_home"": 44.1125, ""projected_margin_home"": 44.112, ""projection_spread_home"": 44.1125, ""site_spread_home"": 44.1125}",43.0,,,61.0,,,,,,,False,False,False,False
g157,2.0,2026-09-12,Texas Tech,Oregon State,True,True,4,"{""blend_spread_home"": -28.7725, ""projected_margin_home"": -28.773, ""projection_spread_home"": -28.7725, ""site_spread_home"": -28.7725}",65.0,,,47.0,,,,,,,False,False,False,False
g158,2.0,2026-09-12,Central Florida,Pittsburgh,True,True,4,"{""blend_spread_home"": 7.8975, ""projected_margin_home"": 7.897, ""projection_spread_home"": 7.8975, ""site_spread_home"": 7.8975}",61.0,,,58.0,,,,,,,False,False,False,False
g159,2.0,2026-09-12,Wake Forest,Purdue,True,True,4,"{""blend_spread_home"": -5.1675, ""projected_margin_home"": -5.168, ""projection_spread_home"": -5.1675, ""site_spread_home"": -5.1675}",53.0,,,58.0,,,,,,,False,False,False,False
g160,2.0,2026-09-12,UC Davis,SMU,False,True,0,{},,,,,,,,,,,,,,
g161,2.0,2026-09-12,Tulsa,Sam Houston,True,False,4,"{""blend_spread_home"": -11.5375, ""projected_margin_home"": -11.537, ""projection_spread_home"": -11.5375, ""site_spread_home"": -11.5375}",,,,,,,,,,,,,,
g162,2.0,2026-09-12,Cal Poly,San Jose State,False,True,0,{},,,,,,,,,,,,,,
g163,2.0,2026-09-12,Towson,South Carolina,False,True,0,{},,,,,,,,,,,,,,
g164,2.0,2026-09-12,California,Syracuse,True,True,4,"{""blend_spread_home"": -2.1125, ""projected_margin_home"": -2.112, ""projection_spread_home"": -2.1125, ""site_spread_home"": -2.1125}",58.0,,,62.0,,,,,,,False,False,False,False
g165,2.0,2026-09-12,Grambling State,TCU,False,True,0,{},,,,,,,,,,,,,,
g166,2.0,2026-09-12,Penn State,Temple,True,True,4,"{""blend_spread_home"": -21.915, ""projected_margin_home"": -21.915, ""projection_spread_home"": -21.915, ""site_spread_home"": -21.915}",52.0,,,53.0,,,,,,,False,False,False,False
g167,2.0,2026-09-12,Ohio State,Texas,True,True,14,"{""blend_spread_home"": -2.7225, ""market_best_away_spread_home"": -1.5, ""market_best_away_spread_price"": -108.0, ""market_best_home_spread_home"": -1.5, ""market_best_home_spread_price"": -105.0, ""market_spread_hold_away_line"": 1.5, ""market_spread_hold_home_line"": -1.5, ""market_spread_hold_pct"": 3.14, ""market_spread_home"": -1.5, ""market_spread_open_home"": -2.5, ""market_spread_price"": -105.0, ""projected_margin_home"": -2.723, ""projection_spread_home"": -2.7225, ""site_spread_home"": -2.7225}",60.0,,,68.0,,,,,,,False,False,False,False
g168,2.0,2026-09-12,Arizona State,Texas A&M,True,True,14,"{""blend_spread_home"": 17.1675, ""market_best_away_spread_home"": -14.5, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -14.5, ""market_best_home_spread_price"": -110.0, ""market_spread_hold_away_line"": 14.5, ""market_spread_hold_home_line"": -14.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": -14.5, ""market_spread_open_home"": -14.5, ""market_spread_price"": -110.0, ""projected_margin_home"": 17.168, ""projection_spread_home"": 17.1675, ""site_spread_home"": 17.1675}",51.0,,,65.0,,,,,,,False,False,False,False
g169,2.0,2026-09-12,UTSA,Texas State,True,True,4,"{""blend_spread_home"": 1.2425, ""projected_margin_home"": 1.242, ""projection_spread_home"": 1.2425, ""site_spread_home"": 1.2425}",54.0,,,56.0,,,,,,,False,False,False,False
g170,2.0,2026-09-12,CCSU,Toledo,False,True,0,{},,,,,,,,,,,,,,
g171,2.0,2026-09-12,Alabama State,Troy,False,True,0,{},,,,,,,,,,,,,,
g172,2.0,2026-09-12,South Alabama,Tulane,True,True,4,"{""blend_spread_home"": 13.7625, ""projected_margin_home"": 13.762, ""projection_spread_home"": 13.7625, ""site_spread_home"": 13.7625}",44.0,,,40.0,,,,,,,False,False,False,False
g173,2.0,2026-09-12,UL-Monroe,UAB,True,True,4,"{""blend_spread_home"": 7.2625, ""projected_margin_home"": 7.263, ""projection_spread_home"": 7.2625, ""site_spread_home"": 7.2625}",51.0,,,35.0,,,,,,,False,False,False,False
g174,2.0,2026-09-12,San Diego State,UCLA,False,True,4,"{""blend_spread_home"": 4.695, ""projected_margin_home"": 4.695, ""projection_spread_home"": 4.695, ""site_spread_home"": 4.695}",,,,,,,,,,,,,,
g175,2.0,2026-09-12,Louisiana,USC,False,True,4,"{""blend_spread_home"": 30.22, ""projected_margin_home"": 30.22, ""projection_spread_home"": 30.22, ""site_spread_home"": 30.22}",,,,,,,,,,,,,,
g176,2.0,2026-09-12,Texas Southern,UTEP,False,True,0,{},,,,,,,,,,,,,,
g177,2.0,2026-09-12,Arkansas,Utah,True,True,12,"{""blend_spread_home"": 10.43, ""market_best_away_spread_home"": -10.0, ""market_best_away_spread_price"": -110.0, ""market_best_home_spread_home"": -7.5, ""market_best_home_spread_price"": -115.0, ""market_spread_hold_pct"": 5.87, ""market_spread_home"": -7.5, ""market_spread_open_home"": -8.5, ""market_spread_price"": -115.0, ""projected_margin_home"": 10.43, ""projection_spread_home"": 10.43, ""site_spread_home"": 10.43}",55.0,,,55.0,,,,,,,False,False,False,False
g178,2.0,2026-09-12,Delaware,Vanderbilt,True,True,4,"{""blend_spread_home"": 23.9925, ""projected_margin_home"": 23.992, ""projection_spread_home"": 23.9925, ""site_spread_home"": 23.9925}",62.0,,,44.0,,,,,,,False,False,False,False
g179,2.0,2026-09-12,Norfolk State,Virginia,False,True,0,{},,,,,,,,,,,,,,
g180,2.0,2026-09-12,Old Dominion,Virginia Tech,True,True,4,"{""blend_spread_home"": 10.5025, ""projected_margin_home"": 10.502, ""projection_spread_home"": 10.5025, ""site_spread_home"": 10.5025}",40.0,,,69.0,,,,,,,False,False,False,False
g181,2.0,2026-09-12,Utah State,Washington,True,True,4,"{""blend_spread_home"": 21.635, ""projected_margin_home"": 21.635, ""projection_spread_home"": 21.635, ""site_spread_home"": 21.635}",48.0,,,65.0,,,,,,,False,False,False,False
