run_date,category,title,team,grade,score,reason,action,source,research_query,book,current_line,projected_line,opening_line,last_move_date,game_date,game_week,ev_pct
2026-07-29,Game line move,Baylor at Auburn — Caesars Total +59.5 → +60.5,,LINE MOVE,1.0,Moved +1 point(s) · price → · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Clemson at LSU — FanDuel Spread -10.5 → -9.5,,LINE MOVE,1.0,Moved +1 point(s) · price -105 → -120 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Eastern Kentucky Colonels at Jacksonville State Gamecocks — FanDuel Spread -19.5 → -20.5,,LINE MOVE,1.0,Moved -1 point(s) · price -115 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Eastern Kentucky at Jacksonville State — FanDuel Spread -19.5 → -20.5,,LINE MOVE,1.0,Moved -1 point(s) · price -115 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Idaho State Bengals at Utah State — FanDuel Spread -18.5 → -17.5,,LINE MOVE,1.0,Moved +1 point(s) · price -110 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Idaho State at Utah State — FanDuel Spread -18.5 → -17.5,,LINE MOVE,1.0,Moved +1 point(s) · price -110 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Louisiana-Monroe at Mississippi State — Caesars Spread -28.5 → -29.5,,LINE MOVE,1.0,Moved -1 point(s) · price -110 → -105 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Murray State Racers at Middle Tennessee Blue Raiders — FanDuel Spread -25.5 → -24.5,,LINE MOVE,1.0,Moved +1 point(s) · price -110 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Murray State at Middle Tennessee — FanDuel Spread -25.5 → -24.5,,LINE MOVE,1.0,Moved +1 point(s) · price -110 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,North Texas at Indian — Caesars Spread -39.5 → -40.5,,LINE MOVE,1.0,Moved -1 point(s) · price -110 → -109 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Oregon State at Houston — Caesars Spread -18.5 → -19.5,,LINE MOVE,1.0,Moved -1 point(s) · price -110 → -108 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,VMI Keydets at Virginia Tech Hokies — FanDuel Total +57.5 → +58.5,,LINE MOVE,1.0,Moved +1 point(s) · price → · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,VMI at Virginia Tech — FanDuel Total +57.5 → +58.5,,LINE MOVE,1.0,Moved +1 point(s) · price → · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Arkansas Razorbacks at Utah Utes — DraftKings Spread -10 → -9.5,,LINE MOVE,0.5,Moved +0.5 point(s) · price -110 → -108 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Boise State at Oregon — Caesars Total +52.5 → +52,,LINE MOVE,0.5,Moved -0.5 point(s) · price → · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Clemson at LSU — Bally Bet Total +49.5 → +50,,LINE MOVE,0.5,Moved +0.5 point(s) · price → · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Clemson at LSU — DraftKings Spread -10.5 → -10,,LINE MOVE,0.5,Moved +0.5 point(s) · price -108 → -112 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Notre Dame at BYU — DraftKings Spread +10.5 → +10,,LINE MOVE,0.5,Moved -0.5 point(s) · price -112 → -108 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line move,Tulane at Duke — Caesars Spread -9.5 → -10,,LINE MOVE,0.5,Moved -0.5 point(s) · price -110 → -110 · moved between 2026-07-28 8:01 AM EDT and 2026-07-29 8:36 AM EDT,,data/odds/game_line_movement_report.csv,,,,,,,,,
2026-07-29,Game line edge,ATS: North Texas +40.5 (-109),North Texas,ATS,100.0,North Texas at Indiana · edge North Texas +6.6 · EV +24.9%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,North Texas +40.5,Proj: North Texas +33.9,North Texas +40.5,2026-07-29T12:36:52+00:00,2026-09-05,1.0,24.89
2026-07-29,Game line edge,ATS: Ohio +23.5 (-105),Ohio,ATS,100.0,Ohio at Nebraska · edge Ohio +5.9 · EV +24.3%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Ohio +23.5,Proj: Ohio +17.6,Ohio +23.5,,2026-09-05,1.0,24.3
2026-07-29,Game line edge,ATS: James Madison -6.5 (-105),James Madison,ATS,100.0,Liberty at James Madison · edge James Madison +5.7 · EV +23.2%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,James Madison -6.5,Proj: James Madison -12.2,James Madison -6,,2026-09-05,1.0,23.21
2026-07-29,Game line edge,ATS: Ohio State -49.5 (-112),Ohio State,ATS,100.0,Ball State at Ohio State · edge Ohio State +6.4 · EV +22.2%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Ohio State -49.5,Proj: Ohio State -55.9,Ohio State -49.5,,2026-09-05,1.0,22.21
2026-07-29,Game line edge,ATS: Ohio State -11.5 (-110),Ohio State,ATS,100.0,Michigan at Ohio State · edge Ohio State +5.4 · EV +19.3%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Ohio State -11.5,Proj: Ohio State -16.9,Ohio State -12.5,,2026-11-28,13.0,19.32
2026-07-29,Game line edge,ATS: Ohio State +1.5 (-105),Ohio State,ATS,100.0,Ohio State at Texas · edge Ohio State +4.2 · EV +16.8%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Ohio State +1.5,Proj: Ohio State -2.7,Ohio State +1.5,,2026-09-12,2.0,16.77
