run_date,category,title,team,grade,score,reason,action,source,research_query,book,current_line,projected_line,opening_line,last_move_date,game_date,game_week,ev_pct
2026-07-29,Game line edge,ATS: Georgia -13.5 (+100),Georgia,ATS,96.55,Georgia at Arkansas · edge Georgia +3.6 · EV +16.7%,Confirm current sportsbook price before betting.,Market Lab,,fanduel,Georgia -13.5,Proj: Georgia -17.1,,,2026-09-19,3.0,16.67
2026-07-29,Game line edge,ATS: Oregon -17.5 (-115),Oregon,ATS,100.0,Oregon at Oklahoma State · edge Oregon +5.2 · EV +15.8%,Confirm current sportsbook price before betting.,Market Lab,,fanduel,Oregon -17.5,Proj: Oregon -22.7,Oregon -17.5,,2026-09-12,2.0,15.82
2026-07-29,Game line edge,ATS: South Florida -12.5 (-110),South Florida,ATS,100.0,Florida International at South Florida · edge South Florida +4.1 · EV +13.7%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,South Florida -12.5,Proj: South Florida -16.6,South Florida -12.5,,2026-09-05,1.0,13.67
2026-07-29,Game line edge,ATS: Texas Tech -13.5 (-115),Texas Tech,ATS,97.84,Houston at Texas Tech · edge Texas Tech +4.4 · EV +12.7%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Texas Tech -13.5,Proj: Texas Tech -17.9,,,2026-09-18,3.0,12.73
2026-07-29,Game line edge,ATS: Texas Tech -15.5 (-105),Texas Tech,ATS,87.48,Texas Tech at Oklahoma State · edge Texas Tech +3.1 · EV +11.8%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Texas Tech -15.5,Proj: Texas Tech -18.6,Texas Tech -17,,2026-11-14,11.0,11.81
2026-07-29,Game line edge,ATS: Washington State +21.5 (-105),Washington State,ATS,91.67,Washington State at Washington · edge Washington State +3.1 · EV +11.7%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Washington State +21.5,Proj: Washington State +18.4,Washington State +21.5,,2026-09-05,1.0,11.7
2026-07-29,Game line edge,ATS: Iowa -30.5 (-110),Iowa,ATS,94.31,Northern Illinois at Iowa · edge Iowa +3.5 · EV +11.2%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,Iowa -30.5,Proj: Iowa -34,Iowa -29.5,,2026-09-05,1.0,11.23
2026-07-29,Game line edge,ATS: San Jose State +4 (-110),San Jose State,ATS,92.4,San Jose State at Eastern Michigan · edge San Jose State +3.4 · EV +10.6%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,San Jose State +4,Proj: San Jose State +0.6,San Jose State +3.5,,2026-09-04,1.0,10.55
2026-07-29,Game line edge,ATS: Sacramento State +7.5 (-115),Sacramento State,ATS,95.46,Sacramento State at Eastern Michigan · edge Sacramento State +3.9 · EV +10.3%,Confirm current sportsbook price before betting.,Market Lab,,Caesars,Sacramento State +7.5,Proj: Sacramento State +3.6,Sacramento State +8.5,,2026-08-29,0.0,10.31
2026-07-29,Game line edge,ATS: East Carolina +26.5 (-105),East Carolina,ATS,86.91,East Carolina at Alabama · edge East Carolina +2.7 · EV +10.0%,Confirm current sportsbook price before betting.,Market Lab,,DraftKings,East Carolina +26.5,Proj: East Carolina +23.8,East Carolina +25.5,,2026-09-05,1.0,9.97
2026-07-29,Game line edge,ATS: Cincinnati -7.5 (-100),Cincinnati,ATS,80.48,Boston College at Cincinnati · edge Cincinnati +1.9 · EV +9.1%,Confirm current sportsbook price before betting.,Market Lab,,FanDuel,Cincinnati -7.5,Proj: Cincinnati -9.4,Cincinnati -9.5,,2026-09-05,1.0,9.09
2026-07-29,Game line edge,ATS: Penn State -23.5 (-115),Penn State,ATS,91.25,Marshall at Penn State · edge Penn State +3.5 · EV +8.8%,Confirm current sportsbook price before betting.,Market Lab,,BetMGM,Penn State -23.5,Proj: Penn State -27,Penn State -23.5,,2026-09-05,1.0,8.82
2026-07-29,Arbitrage,Fresno State Over 7.5 / Under 7.5,Fresno State,ARB,9.22,DraftKings 200 vs BetMGM -135 on same total 7.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-29,Arbitrage,Ohio Over 6.5 / Under 6.5,Ohio,ARB,2.16,FanDuel -110 vs BetMGM 120 on same total 6.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-29,Arbitrage,LSU Over 8.5 / Under 8.5,LSU,ARB,1.4,FanDuel -104 vs Caesars 110 on same total 8.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-29,Arbitrage,Air Force Over 7.5 / Under 7.5,Air Force,ARB,1.01,BetMGM 125 vs Caesars -120 on same total 7.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-29,Arbitrage,San Jose State Over 4.5 / Under 4.5,San Jose State,ARB,0.42,FanDuel -118 vs BetMGM 120 on same total 4.5.,Line check now,market_arbitrage_opportunities.csv,,,,,,,,,
2026-07-29,Market move,Arkansas State 6.5 win total moved at BetMGM,Arkansas State,MOVE,,line 5.5 → 6.5; Over 6.5: -200.0 → 115.0 (implied probability 66.7% → 46.5% (-20.2 pp)); Under 6.5: 155.0 → -150.0 (implied probability 39.2% → 60.0% (+20.8 pp)) on 2026-07-29.,Review move / search news,daily_market_movement_report.csv,Arkansas State football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Buffalo 5.5 win total moved at BetMGM,Buffalo,MOVE,,line 6.5 → 5.5; Over 5.5: 135.0 → -155.0 (implied probability 42.6% → 60.8% (+18.2 pp)); Under 5.5: -175.0 → 120.0 (implied probability 63.6% → 45.5% (-18.2 pp)) on 2026-07-26.,Review move / search news,daily_market_movement_report.csv,Buffalo football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Oregon State 4.5 win total moved at BetMGM,Oregon State,MOVE,,line 3.5 → 4.5; Over 4.5: -150.0 → 150.0 (implied probability 60.0% → 40.0% (-20.0 pp)); Under 4.5: 120.0 → -190.0 (implied probability 45.5% → 65.5% (+20.1 pp)) on 2026-07-23.,Review move / search news,daily_market_movement_report.csv,Oregon State football 2026 win total 4.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,TCU Horned Frogs 7.5 win total moved at DraftKings,TCU Horned Frogs,MOVE,,line 6.5 → 7.5; Over 7.5: -146.0 → 125.0 (implied probability 59.3% → 44.4% (-14.9 pp)); Under 7.5: 125.0 → -150.0 (implied probability 44.4% → 60.0% (+15.6 pp)) on 2026-07-27.,Review move / search news,daily_market_movement_report.csv,TCU Horned Frogs football 2026 win total 7.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Virginia 7.5 win total moved at FanDuel,Virginia,MOVE,,line 8.5 → 7.5; Over 7.5: 132.0 → -144.0 (implied probability 43.1% → 59.0% (+15.9 pp)); Under 7.5: -162.0 → 118.0 (implied probability 61.8% → 45.9% (-16.0 pp)) on 2026-07-29.,Review move / search news,daily_market_movement_report.csv,Virginia football 2026 win total 7.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,UCLA 6.5 win total moved at BetMGM,UCLA,MOVE,,Over 6.5: -135.0 → 110.0 (implied probability 57.4% → 47.6% (-9.8 pp)); Under 6.5: 105.0 → -145.0 (implied probability 48.8% → 59.2% (+10.4 pp)) on 2026-07-28.,Review move / search news,daily_market_movement_report.csv,UCLA football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Texas St 6.5 win total moved at BetMGM,Texas St,MOVE,,Over 6.5: 130.0 → 100.0 (implied probability 43.5% → 50.0% (+6.5 pp)); Under 6.5: -165.0 → -120.0 (implied probability 62.3% → 54.5% (-7.7 pp)) on 2026-07-29.,Review move / search news,daily_market_movement_report.csv,Texas St football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,UCLA 6.5 win total moved at BetMGM,UCLA,MOVE,,Over 6.5: 100.0 → -135.0 (implied probability 50.0% → 57.4% (+7.4 pp)); Under 6.5: -125.0 → 105.0 (implied probability 55.6% → 48.8% (-6.8 pp)) on 2026-07-27.,Review move / search news,daily_market_movement_report.csv,UCLA football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Northern Illinois 3.5 win total moved at Caesars,Northern Illinois,MOVE,,Over 3.5: -115.0 → 105.0 (implied probability 53.5% → 48.8% (-4.7 pp)); Under 3.5: -115.0 → -135.0 (implied probability 53.5% → 57.4% (+4.0 pp)) on 2026-07-23.,Review move / search news,daily_market_movement_report.csv,Northern Illinois football 2026 win total 3.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Alabama 8.5 win total moved at DraftKings,Alabama,MOVE,,Over 8.5: 100.0 → -120.0 (implied probability 50.0% → 54.5% (+4.5 pp)); Under 8.5: -120.0 → 100.0 (implied probability 54.5% → 50.0% (-4.5 pp)) on 2026-07-28.,Review move / search news,daily_market_movement_report.csv,Alabama football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,San Diego State 6.5 win total moved at BetMGM,San Diego State,MOVE,,Over 6.5: -145.0 → -175.0 (implied probability 59.2% → 63.6% (+4.5 pp)); Under 6.5: 115.0 → 135.0 (implied probability 46.5% → 42.6% (-4.0 pp)) on 2026-07-28.,Review move / search news,daily_market_movement_report.csv,San Diego State football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Florida 7.5 win total moved at BetMGM,Florida,MOVE,,Over 7.5: 110.0 → 130.0 (implied probability 47.6% → 43.5% (-4.1 pp)); Under 7.5: -145.0 → -165.0 (implied probability 59.2% → 62.3% (+3.1 pp)) on 2026-07-24.,Review move / search news,daily_market_movement_report.csv,Florida football 2026 win total 7.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Kennesaw State 6.5 win total moved at FanDuel,Kennesaw State,MOVE,,Over 6.5: -120.0 → -102.0 (implied probability 54.5% → 50.5% (-4.1 pp)); Under 6.5: -102.0 → -120.0 (implied probability 50.5% → 54.5% (+4.1 pp)) on 2026-07-23.,Review move / search news,daily_market_movement_report.csv,Kennesaw State football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,FL Atlantic Title Odds moved,FL Atlantic,MOVE,,Caesars Title Odds: price 2500.0 → 1200.0; implied probability 3.8% → 7.7% (+3.8 pp) on 2026-07-28.,Review move / search news,daily_market_movement_report.csv,FL Atlantic football 2026 win total Title Odds line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Tulane 7.5 win total moved at Caesars,Tulane,MOVE,,Over 7.5: 130.0 → 115.0 (implied probability 43.5% → 46.5% (+3.0 pp)); Under 7.5: -170.0 → -145.0 (implied probability 63.0% → 59.2% (-3.8 pp)) on 2026-07-27.,Review move / search news,daily_market_movement_report.csv,Tulane football 2026 win total 7.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Maryland 5.5 win total moved at BetMGM,Maryland,MOVE,,Over 5.5: 110.0 → 100.0 (implied probability 47.6% → 50.0% (+2.4 pp)); Under 5.5: -145.0 → -125.0 (implied probability 59.2% → 55.6% (-3.6 pp)) on 2026-07-23.,Review move / search news,daily_market_movement_report.csv,Maryland football 2026 win total 5.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,California Golden 6.5 win total moved at DraftKings,California Golden,MOVE,,Over 6.5: 100.0 → 115.0 (implied probability 50.0% → 46.5% (-3.5 pp)); Under 6.5: -120.0 → -136.0 (implied probability 54.5% → 57.6% (+3.1 pp)) on 2026-07-24.,Review move / search news,daily_market_movement_report.csv,California Golden football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Missouri 6.5 win total moved at DraftKings,Missouri,MOVE,,Over 6.5: -136.0 → -120.0 (implied probability 57.6% → 54.5% (-3.1 pp)); Under 6.5: 115.0 → 100.0 (implied probability 46.5% → 50.0% (+3.5 pp)) on 2026-07-27.,Review move / search news,daily_market_movement_report.csv,Missouri football 2026 win total 6.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Sacramento State 4.5 win total moved at Caesars,Sacramento State,MOVE,,Over 4.5: -130.0 → -115.0 (implied probability 56.5% → 53.5% (-3.0 pp)); Under 4.5: 100.0 → -115.0 (implied probability 50.0% → 53.5% (+3.5 pp)) on 2026-07-28.,Review move / search news,daily_market_movement_report.csv,Sacramento State football 2026 win total 4.5 line move injury roster depth chart news,,,,,,,,
2026-07-29,Market move,Texas A&M 8.5 win total moved at BetMGM,Texas A&M,MOVE,,Over 8.5: -115.0 → 100.0 (implied probability 53.5% → 50.0% (-3.5 pp)); Under 8.5: -110.0 → -125.0 (implied probability 52.4% → 55.6% (+3.2 pp)) on 2026-07-24.,Review move / search news,daily_market_movement_report.csv,Texas A&M football 2026 win total 8.5 line move injury roster depth chart news,,,,,,,,
