checkpoint,threshold,cohort,evaluated_model,side_agreement_n,side_disagreement_n,n,record,wins,losses,pushes,win_pct,roi,avg_clv,median_clv,positive_clv_pct,beat_close_pct,won_line_move_pct,clv_implied_ev,mae,rmse,bias,avg_edge,median_edge
TUE_2PM_ET,1.0,BOTH_QUALIFY,4src,2361,17,2378,1188-1151-39,1188,1151,39,0.5079093629756306,-0.026241928673009264,0.4693019343986543,0.5,0.5349032800672834,0.5349032800672834,0.6924333151878062,,12.129272497897395,15.274331354200559,0.06133305298570228,3.004188393608074,2.635
TUE_2PM_ET,1.0,BOTH_QUALIFY,5src,2361,17,2378,1189-1151-38,1189,1151,38,0.5081196581196581,-0.02570366065506247,0.4665685449957948,0.5,0.5349032800672834,0.5349032800672834,0.6920565832426551,,12.129272497897395,15.274331354200559,0.06133305298570228,2.9258006728343147,2.5709999999999997
TUE_2PM_ET,1.0,UNION,4src,2800,94,2894,1451-1401-42,1451,1401,42,0.508765778401122,-0.024675200054524,0.4395300621976503,0.5,0.527643400138217,0.527643400138217,0.6862921348314607,,12.277761748445059,15.469516101773527,-0.08044315825846572,2.6627859364201796,2.3175
TUE_2PM_ET,1.0,UNION,5src,2800,94,2894,1457-1395-42,1457,1395,42,0.5108695652173914,-0.020724199637771674,0.4364201796821009,0.5,0.5266067726330339,0.5266067726330339,0.6849438202247191,,12.277761748445059,15.469516101773527,-0.08044315825846572,2.5848092605390462,2.229
TUE_2PM_ET,1.5,FOUR_SOURCE_SELECTED,4src,2163,7,2170,1087-1047-36,1087,1047,36,0.5093720712277413,-0.02375064002372829,0.4910138248847926,0.5,0.5364055299539171,0.5364055299539171,0.6970059880239521,,12.298574884792627,15.428441880576507,0.11510714285714298,3.1926301843317972,2.795
TUE_2PM_ET,1.5,FOUR_SOURCE_SELECTED,5src,2163,7,2170,1088-1046-36,1088,1046,36,0.5098406747891284,-0.0228528062543381,0.4873271889400922,0.5,0.5345622119815668,0.5345622119815668,0.695026962252846,,12.298574884792627,15.428441880576507,0.11510714285714298,3.0257382488479263,2.728
TUE_2PM_ET,1.5,FIVE_SOURCE_SELECTED,4src,2101,10,2111,1060-1018-33,1060,1018,33,0.5101058710298364,-0.02218375377469378,0.4862624348649929,0.5,0.5386072951207959,0.5386072951207959,0.6975460122699386,,12.33119019422075,15.493820284714815,-0.013461629559450398,3.148546897205116,2.84
TUE_2PM_ET,1.5,FIVE_SOURCE_SELECTED,5src,2101,10,2111,1054-1023-34,1054,1023,34,0.5074626865671642,-0.027143150954548497,0.48578872572240644,0.5,0.5386072951207959,0.5386072951207959,0.6975460122699386,,12.33119019422075,15.493820284714815,-0.013461629559450398,3.154650876361914,2.774
TUE_2PM_ET,1.5,BOTH_QUALIFY,4src,1905,0,1905,955-917-33,955,917,33,0.5101495726495726,-0.022129720530025626,0.5026246719160105,0.5,0.5380577427821522,0.5380577427821522,0.7015742642026009,,12.380385826771654,15.538092043228216,0.05735695538057748,3.3699081364829393,3.0
TUE_2PM_ET,1.5,BOTH_QUALIFY,5src,1905,0,1905,955-917-33,955,917,33,0.5101495726495726,-0.02212972053002561,0.5026246719160105,0.5,0.5380577427821522,0.5380577427821522,0.7015742642026009,,12.380385826771654,15.538092043228216,0.05735695538057748,3.2912167979002627,2.91
