model_id,threshold,season,n,record,wins,losses,pushes,win_pct,roi,avg_clv,median_clv,positive_clv_pct,beat_close_pct,won_line_move_pct,clv_implied_ev,mae,rmse,bias,avg_edge,median_edge
total_sp50_massey50_v1,1.5,2021,587,310-274-3,310,274,3,0.5308219178082192,0.013318878736255228,0.22572402044293016,0.0,0.39182282793867124,0.39182282793867124,0.5897435897435898,,12.658390119250427,16.313300539404242,-0.10924190800681441,4.1084752981260655,3.424999999999997
total_sp50_massey50_v1,1.5,2022,629,326-299-4,326,299,4,0.5216,-0.004191357132533605,0.3990461049284579,0.0,0.41812400635930047,0.41812400635930047,0.5583864118895966,,12.781319554848968,16.08735333117004,0.7104928457869637,4.131081081081081,3.5249999999999986
total_sp50_massey50_v1,1.5,2023,653,334-313-6,334,313,6,0.5162287480680062,-0.01433941250174022,0.15084226646248086,0.0,0.4165390505359878,0.4165390505359878,0.5551020408163265,,13.103637059724347,16.27699239515252,0.05532159264931094,3.9198698315467078,3.325000000000003
total_sp50_massey50_v1,1.5,2024,640,347-291-2,347,291,2,0.5438871473354232,0.038210227272727285,0.31953125,0.0,0.4203125,0.4203125,0.5534979423868313,,12.733125,16.167887068681082,0.48500000000000004,3.5936718750000005,3.087500000000002
total_sp50_massey50_v1,1.5,2025,635,334-301-0,334,301,0,0.525984251968504,0.004151753758052971,0.4795275590551181,0.0,0.4141732283464567,0.4141732283464567,0.6130536130536131,,12.603779527559055,15.565081174491315,1.2444881889763777,3.5385826771653544,3.049999999999997
total_sp50_massey50_v1,2.0,2021,516,269-245-2,269,245,2,0.5233463035019456,-0.0008809020436927285,0.22286821705426357,0.0,0.38372093023255816,0.38372093023255816,0.592814371257485,,12.883284883720929,16.56156908309675,-0.005087209302325636,4.512936046511628,3.8500000000000014
total_sp50_massey50_v1,2.0,2022,586,303-279-4,303,279,4,0.520618556701031,-0.006050263729444607,0.42918088737201365,0.0,0.40273037542662116,0.40273037542662116,0.565947242206235,,12.657423208191126,15.978560521244022,0.3782423208191127,4.4218430034129685,3.887500000000003
total_sp50_massey50_v1,2.0,2023,590,308-276-6,308,276,6,0.5273972602739726,0.00677966101694915,0.18220338983050846,0.0,0.4033898305084746,0.4033898305084746,0.568019093078759,,13.065762711864407,16.22208038289641,0.3797457627118645,4.301271186440678,3.7250000000000014
total_sp50_massey50_v1,2.0,2024,578,305-271-2,305,271,2,0.5295138888888888,0.010852469329977982,0.3460207612456747,0.0,0.42214532871972316,0.42214532871972316,0.5622119815668203,,12.985726643598616,16.468274981987424,0.5942041522491348,3.9682525951557097,3.549999999999997
total_sp50_massey50_v1,2.0,2025,569,307-262-0,307,262,0,0.539543057996485,0.03003674708419875,0.5008787346221442,0.0,0.3989455184534271,0.3989455184534271,0.6168478260869565,,12.495123022847102,15.493182035559858,1.6311511423550087,3.8696397188049207,3.375
total_sp50_massey50_v1,2.5,2021,452,236-215-1,236,215,1,0.5232815964523282,-0.001005631536604993,0.17146017699115043,0.0,0.3672566371681416,0.3672566371681416,0.5865724381625441,,13.017699115044248,16.723718732752367,-0.10398230088495607,4.899115044247788,4.25
total_sp50_massey50_v1,2.5,2022,518,263-249-6,263,249,6,0.513671875,-0.01912951912951913,0.4469111969111969,0.0,0.3861003861003861,0.3861003861003861,0.5633802816901409,,12.64054054054054,15.819810048208227,0.7583976833976837,4.806949806949807,4.274999999999999
total_sp50_massey50_v1,2.5,2023,523,281-238-4,281,238,4,0.5414258188824663,0.03337389188249609,0.1577437858508604,0.0,0.3938814531548757,0.3938814531548757,0.5597826086956522,,13.167112810707456,16.363491533365487,0.26816443594646294,4.653728489483747,4.100000000000001
total_sp50_massey50_v1,2.5,2024,519,274-244-1,274,244,1,0.528957528957529,0.009809073392888421,0.41714836223506746,0.0,0.4296724470134875,0.4296724470134875,0.5822454308093995,,12.777504816955684,16.269972793207582,1.0534200385356454,4.332996146435453,3.8999999999999986
total_sp50_massey50_v1,2.5,2025,496,268-228-0,268,228,0,0.5403225806451613,0.03152492668621701,0.5534274193548387,0.0,0.41330645161290325,0.41330645161290325,0.6307692307692307,,12.776411290322581,15.791170588287212,1.520564516129032,4.229334677419355,3.7250000000000014
total_sp50_massey50_v1,3.0,2021,392,205-186-1,205,186,1,0.5242966751918159,0.0009276437847866321,0.14668367346938777,0.0,0.375,0.375,0.5810276679841897,,13.218239795918368,16.907550805326412,-0.3691326530612246,5.258801020408163,4.637499999999999
total_sp50_massey50_v1,3.0,2022,460,234-220-6,234,220,6,0.5154185022026432,-0.015810276679841896,0.4641304347826087,0.0,0.3782608695652174,0.3782608695652174,0.5723684210526315,,13.006195652173913,16.10829831039026,1.2327173913043483,5.206086956521739,4.6875
total_sp50_massey50_v1,3.0,2023,454,244-207-3,244,207,3,0.541019955654102,0.03263916700040047,0.14977973568281938,0.0,0.3788546255506608,0.3788546255506608,0.5657894736842105,,13.325991189427313,16.53489451989764,0.40253303964757736,5.099449339207047,4.612500000000001
total_sp50_massey50_v1,3.0,2024,446,244-201-1,244,201,1,0.5483146067415731,0.046677537708927845,0.40919282511210764,0.0,0.4170403587443946,0.4170403587443946,0.5723076923076923,,12.459529147982064,15.85896156737621,1.143834080717489,4.733856502242153,4.25
total_sp50_massey50_v1,3.0,2025,421,232-189-0,232,189,0,0.5510688836104513,0.05204059598358885,0.6068883610451307,0.0,0.4085510688836104,0.4085510688836104,0.6441947565543071,,12.657600950118763,15.676924317512256,1.310570071258907,4.629216152019002,4.200000000000003
total_sp50_massey50_v1,3.5,2021,333,178-154-1,178,154,1,0.536144578313253,0.023478023478023483,0.17117117117117117,0.0,0.3843843843843844,0.3843843843843844,0.5953488372093023,,13.295720720720722,17.07041639770369,-0.7482732732732731,5.7158408408408405,5.075000000000003
total_sp50_massey50_v1,3.5,2022,401,203-193-5,203,193,5,0.5126262626262627,-0.02108365450011335,0.4613466334164589,0.0,0.36159600997506236,0.36159600997506236,0.5708661417322834,,13.261596009975063,16.346840734374716,1.4400249376558605,5.6256857855361595,5.049999999999997
total_sp50_massey50_v1,3.5,2023,395,210-182-3,210,182,3,0.5357142857142857,0.022554660529344076,0.04556962025316456,0.0,0.3518987341772152,0.3518987341772152,0.54296875,,13.305506329113927,16.531696588330178,0.4568987341772151,5.494240506329113,5.024999999999999
total_sp50_massey50_v1,3.5,2024,390,212-177-1,212,177,1,0.5449871465295629,0.040326340326340325,0.40897435897435896,0.0,0.4,0.4,0.5777777777777777,,12.46903846153846,16.00063154803264,1.1728846153846155,5.094166666666667,4.575000000000003
total_sp50_massey50_v1,3.5,2025,351,191-160-0,191,160,0,0.5441595441595442,0.03885003885003885,0.6253561253561254,0.0,0.4017094017094017,0.4017094017094017,0.6527777777777778,,12.366452991452991,15.37719288093363,1.7150284900284898,5.038675213675214,4.600000000000001
total_sp50_massey50_v1,4.0,2021,284,154-129-1,154,129,1,0.5441696113074205,0.038732394366197194,0.16549295774647887,0.0,0.3767605633802817,0.3767605633802817,0.5977653631284916,,13.488644366197184,17.366767669263297,-1.0238556338028173,6.14762323943662,5.450000000000003
total_sp50_massey50_v1,4.0,2022,354,180-172-2,180,172,2,0.5113636363636364,-0.023626091422701598,0.4675141242937853,0.0,0.3728813559322034,0.3728813559322034,0.5789473684210527,,13.55494350282486,16.59183429869887,1.6040960451977404,5.955508474576271,5.475000000000001
total_sp50_massey50_v1,4.0,2023,345,184-159-2,184,159,2,0.5364431486880467,0.023978919631093557,0.11594202898550725,0.0,0.34492753623188405,0.34492753623188405,0.5639810426540285,,13.597028985507247,16.779285506285696,0.7235507246376816,5.9038405797101445,5.424999999999997
total_sp50_massey50_v1,4.0,2024,328,182-145-1,182,145,1,0.5565749235474006,0.062361419068736136,0.4253048780487805,0.0,0.39939024390243905,0.39939024390243905,0.5954545454545455,,12.325304878048781,15.935015229545707,1.3242378048780488,5.5303353658536585,5.024999999999999
total_sp50_massey50_v1,4.0,2025,291,157-134-0,157,134,0,0.5395189003436426,0.029990627928772256,0.7044673539518901,0.0,0.40893470790378006,0.40893470790378006,0.6918604651162791,,12.415893470790378,15.363243207034378,1.9964776632302403,5.46520618556701,5.075000000000003
total_sp50_massey50_v1,4.5,2021,238,130-108-0,130,108,0,0.5462184873949579,0.04278074866310161,0.1722689075630252,0.0,0.3907563025210084,0.3907563025210084,0.6,,13.696008403361343,17.67419649202349,-1.0350840336134455,6.6151260504201685,5.962500000000002
total_sp50_massey50_v1,4.5,2022,297,148-147-2,148,147,2,0.5016949152542373,-0.04193449647995102,0.49158249158249157,0.0,0.367003367003367,0.367003367003367,0.5647668393782384,,13.59057239057239,16.719632505264915,1.8715488215488216,6.368181818181818,5.899999999999999
total_sp50_massey50_v1,4.5,2023,298,156-140-2,156,140,2,0.527027027027027,0.006101281269066504,0.18959731543624161,0.0,0.33221476510067116,0.33221476510067116,0.5755813953488372,,13.830704697986578,17.01705187540431,1.2068791946308726,6.338590604026845,5.899999999999999
total_sp50_massey50_v1,4.5,2024,268,150-117-1,150,117,1,0.5617977528089888,0.07225237449118045,0.4832089552238806,0.0,0.3843283582089552,0.3843283582089552,0.6130952380952381,,12.271361940298506,16.187241397116047,1.0993470149253732,6.022108208955225,5.5
total_sp50_massey50_v1,4.5,2025,242,130-112-0,130,112,0,0.5371900826446281,0.025544703230653647,0.8202479338842975,0.0,0.4214876033057851,0.4214876033057851,0.7285714285714285,,12.497520661157028,15.357053626082713,1.2731404958677686,5.853305785123967,5.475000000000001
total_sp50_massey50_v1,5.0,2021,206,112-94-0,112,94,0,0.5436893203883495,0.03795233892321272,0.20388349514563106,0.0,0.4029126213592233,0.4029126213592233,0.6287878787878788,,14.1751213592233,18.062104381396594,-1.5493932038834952,7.015655339805825,6.299999999999997
total_sp50_massey50_v1,5.0,2022,249,125-123-1,125,123,1,0.5040322580645161,-0.03760496531580869,0.4779116465863454,0.0,0.3493975903614458,0.3493975903614458,0.5686274509803921,,13.613253012048194,16.785956730955018,1.8861445783132533,6.842971887550201,6.274999999999999
total_sp50_massey50_v1,5.0,2023,250,132-116-2,132,116,2,0.532258064516129,0.016,0.184,0.0,0.344,0.344,0.5771812080536913,,13.866700000000002,17.000631238280537,0.8248999999999996,6.730300000000001,6.337500000000002
total_sp50_massey50_v1,5.0,2024,209,128-80-1,128,80,1,0.6153846153846154,0.1739886907351022,0.3277511961722488,0.0,0.35406698564593303,0.35406698564593303,0.5648854961832062,,11.927033492822966,15.949008158629148,1.2028708133971293,6.52224880382775,5.975000000000001
total_sp50_massey50_v1,5.0,2025,188,104-84-0,104,84,0,0.5531914893617021,0.05609284332688589,0.8164893617021277,0.0,0.4308510638297872,0.4308510638297872,0.75,,12.6468085106383,15.635395903308348,2.267287234042553,6.305053191489361,6.049999999999997
total_sp50_massey50_v1,6.0,2021,139,74-65-0,74,65,0,0.5323741007194245,0.016350555918901243,0.14388489208633093,0.0,0.35251798561151076,0.35251798561151076,0.6125,,14.718525179856115,18.39083079619028,-0.11816546762589936,8.012410071942446,7.299999999999997
total_sp50_massey50_v1,6.0,2022,176,95-80-1,95,80,1,0.5428571428571428,0.03615702479338844,0.5681818181818182,0.0,0.3181818181818182,0.3181818181818182,0.56,,13.46008522727273,16.336209802467256,2.3069602272727274,7.73622159090909,7.162499999999998
total_sp50_massey50_v1,6.0,2023,178,93-84-1,93,84,1,0.5254237288135594,0.003064351378958118,0.17696629213483145,0.0,0.3258426966292135,0.3258426966292135,0.58,,14.122050561797755,17.225218418895352,1.2363764044943824,7.587219101123596,7.125
total_sp50_massey50_v1,6.0,2024,136,90-46-0,90,46,0,0.6617647058823529,0.2633689839572192,0.34558823529411764,0.0,0.3235294117647059,0.3235294117647059,0.5945945945945946,,11.90625,15.628452265678398,2.1268382352941178,7.484191176470588,7.0625000000000036
total_sp50_massey50_v1,6.0,2025,119,65-54-0,65,54,0,0.5462184873949579,0.042780748663101616,0.9117647058823529,0.0,0.42857142857142855,0.42857142857142855,0.8095238095238095,,12.875420168067228,16.081328720082844,4.052731092436975,7.050210084033614,6.725000000000001
total_sp50_massey50_v1,7.0,2021,93,49-44-0,49,44,0,0.5268817204301075,0.005865102639296189,0.24731182795698925,0.0,0.3763440860215054,0.3763440860215054,0.625,,14.476881720430107,18.086059578450715,-1.0053763440860217,9.03225806451613,8.174999999999997
total_sp50_massey50_v1,7.0,2022,112,60-51-1,60,51,1,0.5405405405405406,0.03165584415584416,0.6473214285714286,0.0,0.3125,0.3125,0.5932203389830508,,13.435491071428572,16.37334387072258,1.9979910714285718,8.754687500000001,8.150000000000002
total_sp50_massey50_v1,7.0,2023,117,58-59-0,58,59,0,0.49572649572649574,-0.053613053613053616,0.1752136752136752,0.0,0.27350427350427353,0.27350427350427353,0.5925925925925926,,14.714743589743591,18.0447057308932,1.860897435897436,8.559188034188034,8.075000000000003
total_sp50_massey50_v1,7.0,2024,85,60-25-0,60,25,0,0.7058823529411765,0.3475935828877006,0.18235294117647058,0.0,0.2823529411764706,0.2823529411764706,0.5454545454545454,,11.590882352941177,15.34012064719793,2.399117647058824,8.362058823529411,7.774999999999999
total_sp50_massey50_v1,7.0,2025,53,29-24-0,29,24,0,0.5471698113207547,0.0445969125214408,1.009433962264151,0.5,0.5094339622641509,0.5094339622641509,0.7941176470588235,,12.308962264150944,16.21752451563106,6.8683962264150935,8.045754716981133,7.649999999999999
total_sp50_massey50_v1,8.0,2021,58,35-23-0,35,23,0,0.603448275862069,0.1520376175548589,0.25862068965517243,0.0,0.3275862068965517,0.3275862068965517,0.6129032258064516,,15.39310344827586,19.332893066231573,-3.398275862068966,10.327586206896552,9.812500000000004
total_sp50_massey50_v1,8.0,2022,74,38-36-0,38,36,0,0.5135135135135135,-0.019656019656019656,0.7972972972972973,0.0,0.3108108108108108,0.3108108108108108,0.6764705882352942,,13.472972972972974,16.254145001498227,3.641216216216217,9.797297297297296,9.25
total_sp50_massey50_v1,8.0,2023,74,38-35-1,38,35,1,0.5205479452054794,-0.006142506142506157,0.3108108108108108,0.0,0.25675675675675674,0.25675675675675674,0.6129032258064516,,15.098310810810815,18.72358341807234,2.2212837837837833,9.5375,9.149999999999999
total_sp50_massey50_v1,8.0,2024,49,36-13-0,36,13,0,0.7346938775510204,0.4025974025974027,0.3673469387755102,0.0,0.3469387755102041,0.3469387755102041,0.68,,10.769897959183671,14.353117328330327,3.4831632653061226,9.362755102040817,8.975000000000001
total_sp50_massey50_v1,8.0,2025,29,16-13-0,16,13,0,0.5517241379310345,0.053291536050156726,1.103448275862069,1.0,0.5172413793103449,0.5172413793103449,0.8823529411764706,,12.905172413793103,17.456316167448705,7.925862068965518,8.982758620689655,8.524999999999999
total_sp50_massey50_v1,9.0,2021,47,28-19-0,28,19,0,0.5957446808510638,0.13733075435203093,0.2978723404255319,0.0,0.3191489361702128,0.3191489361702128,0.625,,16.471808510638297,20.171599280998805,-3.396276595744682,10.861170212765957,10.299999999999997
total_sp50_massey50_v1,9.0,2022,49,27-22-0,27,22,0,0.5510204081632653,0.05194805194805194,0.7755102040816326,0.0,0.32653061224489793,0.32653061224489793,0.7272727272727273,,13.663775510204083,16.568702438942044,4.391326530612245,10.648469387755101,9.899999999999999
total_sp50_massey50_v1,9.0,2023,45,21-22-2,21,22,2,0.4883720930232558,-0.06464646464646466,0.3888888888888889,0.0,0.28888888888888886,0.28888888888888886,0.7222222222222222,,15.921111111111113,18.934769605147036,1.0199999999999998,10.493333333333332,10.350000000000001
total_sp50_massey50_v1,9.0,2024,28,20-8-0,20,8,0,0.7142857142857143,0.3636363636363636,0.5892857142857143,0.0,0.42857142857142855,0.42857142857142855,0.75,,11.005357142857141,14.044204765667581,4.430357142857142,10.296428571428574,10.1125
total_sp50_massey50_v1,9.0,2025,10,9-1-0,9,1,0,0.9,0.7181818181818181,1.25,1.0,0.6,0.6,1.0,,6.972499999999999,9.268673718499318,4.1725,10.2625,10.162499999999998
total_sp50_massey50_v1,10.0,2021,28,18-10-0,18,10,0,0.6428571428571429,0.22727272727272727,0.32142857142857145,0.0,0.35714285714285715,0.35714285714285715,0.625,,16.007142857142856,19.706424577859302,-2.4250000000000003,11.81607142857143,11.274999999999999
total_sp50_massey50_v1,10.0,2022,27,12-14-1,12,14,1,0.46153846153846156,-0.11447811447811447,1.0925925925925926,0.0,0.37037037037037035,0.37037037037037035,0.8333333333333334,,15.353703703703703,18.481533576338663,5.583333333333335,11.877777777777775,11.674999999999997
total_sp50_massey50_v1,10.0,2023,30,14-14-2,14,14,2,0.5,-0.042424242424242434,0.35,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,,15.385000000000002,18.556083907980156,4.2700000000000005,11.115,10.725000000000001
total_sp50_massey50_v1,10.0,2024,18,13-5-0,13,5,0,0.7222222222222222,0.3787878787878788,0.6666666666666666,0.0,0.3888888888888889,0.3888888888888889,0.875,,9.106944444444444,10.703122921735401,3.4847222222222225,11.11527777777778,10.8625
total_sp50_massey50_v1,10.0,2025,5,4-1-0,4,1,0,0.8,0.5272727272727272,1.9,2.5,0.8,0.8,1.0,,7.240000000000002,11.181536119871902,5.210000000000001,11.09,11.199999999999996
