season,week,date,game_id,team,opponent,side,role,spread,spread_bucket,ats_margin,ats_result,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_gap,off_vs_def_gap,def_vs_off_gap,team_overall_pct,opp_overall_pct,team_offense_pct,opp_offense_pct,team_defense_pct,opp_defense_pct,case,threshold,game_id_key,market_opening_home_spread,market_closing_home_spread,market_season,market_week,market_home_team,market_home_key,market_away_team,market_away_key,team_key,opponent_key,team_is_home_market,team_is_away_market,market_team_identity_valid,team_opening_spread,team_closing_spread,team_clv,market_joined,team_conference,opponent_conference,team_tier,opponent_tier,matchup_class
2025,2,2025-09-06T23:00:00.000Z,401756884,Houston,Rice,away,Favorite,-13.5,favorite_8_to_14,12.5,W,65.0,68.0,61.0,39.0,29.0,50.0,26.0,18.0,32.0,,,,,,,overall_gap,gap_10+,401756884,12.5,13.5,2025,2,Rice,rice,Houston,houston,houston,rice,False,True,True,-12.5,-13.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-06T23:30:00.000Z,401752687,LSU,Louisiana Tech,home,Favorite,-36.5,favorite_22plus,-20.5,L,62.0,65.0,59.0,48.0,50.0,45.0,14.0,20.0,9.0,,,,,,,overall_gap,gap_10+,401752687,-32.5,-36.5,2025,2,LSU,lsu,Louisiana Tech,louisiana tech,lsu,louisiana tech,True,False,True,-32.5,-36.5,4.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-06T23:30:00.000Z,401752810,Nebraska,Akron,home,Favorite,-33.75,favorite_22plus,34.25,W,60.0,68.0,53.0,49.0,60.0,38.0,11.0,30.0,-7.0,,,,,,,overall_gap,gap_10+,401752810,-33.5,-33.5,2025,2,Nebraska,nebraska,Akron,akron,nebraska,akron,True,False,True,-33.5,-33.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-06T23:30:00.000Z,401752695,Vanderbilt,Virginia Tech,away,Underdog,2.0,underdog_1_to_7,26.0,W,70.0,68.0,73.0,54.0,52.0,56.0,16.0,12.0,21.0,,,,,,,overall_gap,gap_10+,401752695,-1.0,-1.5,2025,2,Virginia Tech,virginia tech,Vanderbilt,vanderbilt,vanderbilt,virginia tech,False,True,True,1.0,1.5,-0.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-07T00:00:00.000Z,401752823,UCLA,UNLV,away,Favorite,-2.5,favorite_1_to_7,-9.5,L,43.0,53.0,33.0,32.0,34.0,30.0,11.0,23.0,-1.0,,,,,,,overall_gap,gap_10+,401752823,2.5,2.5,2025,2,UNLV,unlv,UCLA,ucla,ucla,unlv,False,True,True,-2.5,-2.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-07T01:00:00.000Z,401757229,New Mexico State,Tulsa,home,Underdog,3.25,underdog_1_to_7,10.25,W,65.0,69.0,61.0,47.0,42.0,52.0,18.0,17.0,19.0,,,,,,,overall_gap,gap_10+,401757229,3.5,3.5,2025,2,New Mexico State,new mexico state,Tulsa,tulsa,new mexico state,tulsa,True,False,True,3.5,3.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-07T02:15:00.000Z,401752948,San Diego State,Washington State,away,Underdog,2.25,underdog_1_to_7,-20.75,L,52.0,33.0,72.0,27.0,29.0,26.0,25.0,7.0,43.0,,,,,,,overall_gap,gap_10+,401752948,-1.5,-2.5,2025,2,Washington State,washington state,San Diego State,san diego state,san diego state,washington state,False,True,True,1.5,2.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,2,2025-09-07T03:59:00.000Z,401757230,Hawai'i,Sam Houston,home,Favorite,-7.25,favorite_1_to_7,9.75,W,58.0,58.0,58.0,40.0,60.0,20.0,18.0,38.0,-2.0,,,,,,,overall_gap,gap_10+,401757230,-7.5,-7.5,2025,2,Hawai'i,hawai i,Sam Houston,sam houston,hawai i,sam houston,True,False,True,-7.5,-7.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-12T23:30:00.000Z,401756893,Houston,Colorado,home,Favorite,-3.8333333333333335,favorite_1_to_7,12.166666666666666,W,65.0,68.0,61.0,50.0,44.0,55.0,15.0,13.0,17.0,,,,,,,overall_gap,gap_10+,401756893,-4.5,-4.0,2025,3,Houston,houston,Colorado,colorado,houston,colorado,True,False,True,-4.5,-4.0,-0.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T02:00:00.000Z,401752837,UCLA,New Mexico,home,Favorite,-15.5,favorite_15_to_21,-40.5,L,43.0,53.0,33.0,27.0,29.0,25.0,16.0,28.0,4.0,,,,,,,overall_gap,gap_10+,401752837,-15.0,-15.5,2025,3,UCLA,ucla,New Mexico,new mexico,ucla,new mexico,True,False,True,-15.0,-15.5,0.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T16:00:00.000Z,401754623,Clemson,Georgia Tech,away,Favorite,-2.8333333333333335,favorite_1_to_7,-5.833333333333334,L,81.0,86.0,75.0,64.0,64.0,65.0,17.0,21.0,11.0,,,,,,,overall_gap,gap_10+,401754623,6.5,3.0,2025,3,Georgia Tech,georgia tech,Clemson,clemson,clemson,georgia tech,False,True,True,-6.5,-3.0,-3.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T16:00:00.000Z,401761608,Troy,Memphis,home,Underdog,4.5,underdog_1_to_7,-16.5,L,66.0,64.0,68.0,39.0,45.0,33.0,27.0,31.0,23.0,,,,,,,overall_gap,gap_10+,401761608,,4.5,2025,3,Troy,troy,Memphis,memphis,troy,memphis,True,False,True,,4.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T16:00:00.000Z,401752703,Oklahoma,Temple,away,Favorite,-23.833333333333332,favorite_22plus,15.166666666666668,W,69.0,78.0,60.0,51.0,59.0,43.0,18.0,35.0,1.0,,,,,,,overall_gap,gap_10+,401752703,25.5,24.5,2025,3,Temple,temple,Oklahoma,oklahoma,oklahoma,temple,False,True,True,-25.5,-24.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T16:00:00.000Z,401752831,Northwestern,Oregon,home,Underdog,25.5,underdog_22plus,5.5,W,58.0,54.0,62.0,43.0,41.0,46.0,15.0,8.0,21.0,,,,,,,overall_gap,gap_10+,401752831,27.5,24.5,2025,3,Northwestern,northwestern,Oregon,oregon,northwestern,oregon,True,False,True,27.5,24.5,3.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T17:00:00.000Z,401752702,Missouri,Louisiana,home,Favorite,-27.5,favorite_22plus,14.5,W,60.0,44.0,76.0,41.0,41.0,41.0,19.0,3.0,35.0,,,,,,,overall_gap,gap_10+,401752702,-22.5,-27.5,2025,3,Missouri,missouri,Louisiana,louisiana,missouri,louisiana,True,False,True,-22.5,-27.5,5.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T19:00:00.000Z,401757168,Delaware,UConn,home,Underdog,8.666666666666666,underdog_8_to_14,11.666666666666666,W,65.0,54.0,76.0,55.0,68.0,42.0,10.0,12.0,8.0,,,,,,,overall_gap,gap_10+,401757168,10.5,9.5,2025,3,Delaware,delaware,UConn,uconn,delaware,uconn,True,False,True,10.5,9.5,1.0,True,,,Unknown,Independent FBS,Unknown vs Independent FBS
2025,3,2025-09-13T19:30:00.000Z,401752938,Texas Tech,Oregon State,home,Favorite,-24.0,favorite_22plus,7.0,W,75.0,68.0,82.0,62.0,57.0,66.0,13.0,2.0,25.0,,,,,,,overall_gap,gap_10+,401752938,-24.5,-23.5,2025,3,Texas Tech,texas tech,Oregon State,oregon state,texas tech,oregon state,True,False,True,-24.5,-23.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T19:30:00.000Z,401754638,Pittsburgh,West Virginia,away,Favorite,-6.833333333333333,favorite_1_to_7,-13.833333333333332,L,64.0,67.0,61.0,46.0,38.0,55.0,18.0,12.0,23.0,,,,,,,overall_gap,gap_10+,401754638,4.5,7.0,2025,3,West Virginia,west virginia,Pittsburgh,pittsburgh,pittsburgh,west virginia,False,True,True,-4.5,-7.0,2.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T19:30:00.000Z,401752832,USC,Purdue,away,Favorite,-20.5,favorite_15_to_21,-4.5,L,46.0,50.0,43.0,32.0,27.0,37.0,14.0,13.0,16.0,,,,,,,overall_gap,gap_10+,401752832,21.5,20.5,2025,3,Purdue,purdue,USC,usc,usc,purdue,False,True,True,-21.5,-20.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T19:30:00.000Z,401752705,Tennessee,Georgia,home,Underdog,3.5,underdog_1_to_7,0.5,W,58.0,49.0,67.0,45.0,41.0,48.0,13.0,1.0,26.0,,,,,,,overall_gap,gap_10+,401752705,6.5,3.5,2025,3,Tennessee,tennessee,Georgia,georgia,tennessee,georgia,True,False,True,6.5,3.5,3.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T19:30:00.000Z,401752949,North Texas,Washington State,home,Favorite,-6.5,favorite_1_to_7,42.5,W,53.0,43.0,64.0,27.0,29.0,26.0,26.0,17.0,35.0,,,,,,,overall_gap,gap_10+,401752949,-5.5,-6.5,2025,3,North Texas,north texas,Washington State,washington state,north texas,washington state,True,False,True,-5.5,-6.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T20:15:00.000Z,401752706,UTEP,Texas,away,Underdog,39.833333333333336,underdog_22plus,22.833333333333336,W,61.0,75.0,47.0,45.0,29.0,61.0,16.0,14.0,18.0,,,,,,,overall_gap,gap_10+,401752706,-36.5,-40.5,2025,3,Texas,texas,UTEP,utep,utep,texas,False,True,True,36.5,40.5,-4.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T20:30:00.000Z,401754535,South Florida,Miami,away,Underdog,17.666666666666668,underdog_15_to_21,-19.333333333333332,L,67.0,66.0,68.0,55.0,51.0,58.0,12.0,8.0,17.0,,,,,,,overall_gap,gap_10+,401754535,-15.5,-17.5,2025,3,Miami,miami,South Florida,south florida,south florida,miami,False,True,True,15.5,17.5,-2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T21:00:00.000Z,401757256,Liberty,Bowling Green,away,Favorite,-6.0,favorite_1_to_7,-16.0,L,66.0,61.0,72.0,38.0,45.0,30.0,28.0,31.0,27.0,,,,,,,overall_gap,gap_10+,401757256,7.5,6.5,2025,3,Bowling Green,bowling green,Liberty,liberty,liberty,bowling green,False,True,True,-7.5,-6.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T21:00:00.000Z,401757258,Middle Tennessee,Nevada,away,Underdog,9.333333333333334,underdog_8_to_14,10.333333333333334,W,56.0,58.0,55.0,29.0,33.0,26.0,27.0,32.0,22.0,,,,,,,overall_gap,gap_10+,401757258,-9.5,-9.5,2025,3,Nevada,nevada,Middle Tennessee,middle tennessee,middle tennessee,nevada,False,True,True,9.5,9.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:00:00.000Z,401752827,Ohio,Ohio State,away,Underdog,28.333333333333332,underdog_22plus,0.3333333333333321,W,59.0,55.0,62.0,46.0,47.0,45.0,13.0,10.0,15.0,,,,,,,overall_gap,gap_10+,401752827,-25.5,-28.5,2025,3,Ohio State,ohio state,Ohio,ohio,ohio,ohio state,False,True,True,25.5,28.5,-3.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:00:00.000Z,401752829,Illinois,Western Michigan,home,Favorite,-27.5,favorite_22plus,10.5,W,76.0,78.0,75.0,37.0,24.0,49.0,39.0,29.0,51.0,,,,,,,overall_gap,gap_10+,401752829,-28.5,-27.5,2025,3,Illinois,illinois,Western Michigan,western michigan,illinois,western michigan,True,False,True,-28.5,-27.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:00:00.000Z,401752700,Arkansas,Ole Miss,away,Underdog,3.8333333333333335,underdog_1_to_7,-2.1666666666666665,L,57.0,65.0,49.0,42.0,39.0,45.0,15.0,20.0,10.0,,,,,,,overall_gap,gap_10+,401752700,-8.5,-4.5,2025,3,Ole Miss,ole miss,Arkansas,arkansas,arkansas,ole miss,False,True,True,8.5,4.5,4.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:30:00.000Z,401752698,Kentucky,Eastern Michigan,home,Favorite,-26.666666666666668,favorite_22plus,-1.666666666666668,L,60.0,63.0,56.0,47.0,43.0,51.0,13.0,12.0,13.0,,,,,,,overall_gap,gap_10+,401752698,-25.5,-26.5,2025,3,Kentucky,kentucky,Eastern Michigan,eastern michigan,kentucky,eastern michigan,True,False,True,-25.5,-26.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:30:00.000Z,401757257,New Mexico State,Louisiana Tech,away,Underdog,10.166666666666666,underdog_8_to_14,-24.833333333333336,L,65.0,69.0,61.0,48.0,50.0,45.0,17.0,24.0,11.0,,,,,,,overall_gap,gap_10+,401757257,-12.5,-10.5,2025,3,Louisiana Tech,louisiana tech,New Mexico State,new mexico state,new mexico state,louisiana tech,False,True,True,12.5,10.5,2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-13T23:30:00.000Z,401752707,Texas A&M,Notre Dame,away,Underdog,6.833333333333333,underdog_1_to_7,7.833333333333333,W,71.0,70.0,73.0,57.0,49.0,66.0,14.0,4.0,24.0,,,,,,,overall_gap,gap_10+,401752707,-6.5,-6.5,2025,3,Notre Dame,notre dame,Texas A&M,texas a m,texas a m,notre dame,False,True,True,6.5,6.5,0.0,True,,,Unknown,Independent FBS,Unknown vs Independent FBS
2025,3,2025-09-14T00:00:00.000Z,401762465,Navy,Tulsa,away,Favorite,-13.666666666666666,favorite_8_to_14,5.333333333333334,W,63.0,73.0,52.0,47.0,42.0,52.0,16.0,21.0,10.0,,,,,,,overall_gap,gap_10+,401762465,14.5,13.5,2025,3,Tulsa,tulsa,Navy,navy,navy,tulsa,False,True,True,-14.5,-13.5,-1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-14T00:30:00.000Z,401762463,Akron,UAB,away,Underdog,12.666666666666666,underdog_8_to_14,9.666666666666666,W,49.0,60.0,38.0,39.0,38.0,40.0,10.0,20.0,0.0,,,,,,,overall_gap,gap_10+,401762463,-11.5,-13.5,2025,3,UAB,uab,Akron,akron,akron,uab,False,True,True,11.5,13.5,-2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,3,2025-09-14T02:30:00.000Z,401752840,Minnesota,California,away,Favorite,-3.1666666666666665,favorite_1_to_7,-16.166666666666668,L,62.0,50.0,73.0,52.0,56.0,49.0,10.0,1.0,17.0,,,,,,,overall_gap,gap_10+,401752840,2.5,3.5,2025,3,California,california,Minnesota,minnesota,minnesota,california,False,True,True,-2.5,-3.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T00:00:00.000Z,401752844,Rutgers,Iowa,home,Underdog,2.3333333333333335,underdog_1_to_7,-7.666666666666666,L,71.0,80.0,62.0,57.0,67.0,48.0,14.0,32.0,-5.0,,,,,,,overall_gap,gap_10+,401752844,2.0,2.0,2025,4,Rutgers,rutgers,Iowa,iowa,rutgers,iowa,True,False,True,2.0,2.0,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:00:00.000Z,401756901,Texas Tech,Utah,away,Underdog,3.5,underdog_1_to_7,27.5,W,75.0,68.0,82.0,61.0,72.0,51.0,14.0,17.0,10.0,,,,,,,overall_gap,gap_10+,401756901,-4.5,-3.5,2025,4,Utah,utah,Texas Tech,texas tech,texas tech,utah,False,True,True,4.5,3.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:00:00.000Z,401754537,Clemson,Syracuse,home,Favorite,-17.5,favorite_15_to_21,-30.5,L,81.0,86.0,75.0,50.0,37.0,62.0,31.0,24.0,38.0,,,,,,,overall_gap,gap_10+,401754537,-16.5,-17.5,2025,4,Clemson,clemson,Syracuse,syracuse,clemson,syracuse,True,False,True,-16.5,-17.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:00:00.000Z,401752708,Arkansas,Memphis,away,Favorite,-7.166666666666667,favorite_1_to_7,-8.166666666666668,L,57.0,65.0,49.0,39.0,45.0,33.0,18.0,32.0,4.0,,,,,,,overall_gap,gap_10+,401752708,6.5,7.0,2025,4,Memphis,memphis,Arkansas,arkansas,arkansas,memphis,False,True,True,-6.5,-7.0,0.5,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:00:00.000Z,401754642,Louisville,Bowling Green,home,Favorite,-26.166666666666668,favorite_22plus,-3.166666666666668,L,58.0,58.0,57.0,38.0,45.0,30.0,20.0,28.0,12.0,,,,,,,overall_gap,gap_10+,401754642,-27.5,-25.5,2025,4,Louisville,louisville,Bowling Green,bowling green,louisville,bowling green,True,False,True,-27.5,-25.5,-2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:00:00.000Z,401752845,Wisconsin,Maryland,home,Favorite,-10.5,favorite_8_to_14,-27.5,L,64.0,67.0,62.0,51.0,48.0,54.0,13.0,13.0,14.0,,,,,,,overall_gap,gap_10+,401752845,-6.5,-10.5,2025,4,Wisconsin,wisconsin,Maryland,maryland,wisconsin,maryland,True,False,True,-6.5,-10.5,4.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T16:45:00.000Z,401752715,Tennessee,UAB,home,Favorite,-39.0,favorite_22plus,-7.0,L,58.0,49.0,67.0,39.0,38.0,40.0,19.0,9.0,29.0,,,,,,,overall_gap,gap_10+,401752715,-37.5,-38.5,2025,4,Tennessee,tennessee,UAB,uab,tennessee,uab,True,False,True,-37.5,-38.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T19:00:00.000Z,401752841,Oregon State,Oregon,away,Underdog,34.0,underdog_22plus,0.0,P,62.0,57.0,66.0,43.0,41.0,46.0,19.0,11.0,25.0,,,,,,,overall_gap,gap_10+,401752841,-34.5,-34.5,2025,4,Oregon,oregon,Oregon State,oregon state,oregon state,oregon,False,True,True,34.5,34.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T19:30:00.000Z,401752848,Notre Dame,Purdue,home,Favorite,-24.5,favorite_22plus,1.5,W,57.0,49.0,66.0,32.0,27.0,37.0,25.0,12.0,39.0,,,,,,,overall_gap,gap_10+,401752848,-26.5,-24.5,2025,4,Notre Dame,notre dame,Purdue,purdue,notre dame,purdue,True,False,True,-26.5,-24.5,-2.0,True,,,Independent FBS,Unknown,Independent FBS vs Unknown
2025,4,2025-09-20T19:30:00.000Z,401762820,Toledo,Western Michigan,away,Favorite,-12.666666666666666,favorite_8_to_14,-13.666666666666666,L,60.0,75.0,46.0,37.0,24.0,49.0,23.0,26.0,22.0,,,,,,,overall_gap,gap_10+,401762820,13.5,11.5,2025,4,Western Michigan,western michigan,Toledo,toledo,toledo,western michigan,False,True,True,-13.5,-11.5,-2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T19:30:00.000Z,401752711,Tulane,Ole Miss,away,Underdog,12.166666666666666,underdog_8_to_14,-22.833333333333336,L,56.0,48.0,63.0,42.0,39.0,45.0,14.0,3.0,24.0,,,,,,,overall_gap,gap_10+,401752711,-12.5,-11.5,2025,4,Ole Miss,ole miss,Tulane,tulane,tulane,ole miss,False,True,True,12.5,11.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T20:30:00.000Z,401754542,Georgia Tech,Temple,home,Favorite,-24.5,favorite_22plus,-3.5,L,64.0,64.0,65.0,51.0,59.0,43.0,13.0,21.0,6.0,,,,,,,overall_gap,gap_10+,401754542,-23.5,-24.5,2025,4,Georgia Tech,georgia tech,Temple,temple,georgia tech,temple,True,False,True,-23.5,-24.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:00:00.000Z,401757264,Middle Tennessee,Marshall,home,Underdog,2.5,underdog_1_to_7,-11.5,L,56.0,58.0,55.0,32.0,31.0,33.0,24.0,25.0,24.0,,,,,,,overall_gap,gap_10+,401757264,3.5,2.5,2025,4,Middle Tennessee,middle tennessee,Marshall,marshall,middle tennessee,marshall,True,False,True,3.5,2.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:00:00.000Z,401761611,South Alabama,Coastal Carolina,home,Favorite,-14.666666666666666,favorite_15_to_21,-32.666666666666664,L,57.0,63.0,51.0,47.0,63.0,31.0,10.0,32.0,-12.0,,,,,,,overall_gap,gap_10+,401761611,-14.5,-14.5,2025,4,South Alabama,south alabama,Coastal Carolina,coastal carolina,south alabama,coastal carolina,True,False,True,-14.5,-14.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:00:00.000Z,401760372,Boise State,Air Force,away,Favorite,-11.0,favorite_8_to_14,1.0,W,69.0,75.0,64.0,56.0,68.0,43.0,13.0,32.0,-4.0,,,,,,,overall_gap,gap_10+,401760372,8.5,11.5,2025,4,Air Force,air force,Boise State,boise state,boise state,air force,False,True,True,-8.5,-11.5,3.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:30:00.000Z,401752842,Washington,Washington State,away,Favorite,-20.833333333333332,favorite_15_to_21,14.166666666666668,W,52.0,48.0,55.0,27.0,29.0,26.0,25.0,22.0,26.0,,,,,,,overall_gap,gap_10+,401752842,20.5,20.5,2025,4,Washington State,washington state,Washington,washington,washington,washington state,False,True,True,-20.5,-20.5,0.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:30:00.000Z,401752843,Illinois,Indiana,away,Underdog,7.0,underdog_1_to_7,-46.0,L,76.0,78.0,75.0,61.0,61.0,60.0,15.0,18.0,14.0,,,,,,,overall_gap,gap_10+,401752843,-4.5,-7.5,2025,4,Indiana,indiana,Illinois,illinois,illinois,indiana,False,True,True,4.5,7.5,-3.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:30:00.000Z,401756898,BYU,East Carolina,away,Favorite,-6.166666666666667,favorite_1_to_7,14.833333333333332,W,61.0,69.0,53.0,44.0,57.0,31.0,17.0,38.0,-4.0,,,,,,,overall_gap,gap_10+,401756898,7.5,5.5,2025,4,East Carolina,east carolina,BYU,byu,byu,east carolina,False,True,True,-7.5,-5.5,-2.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-20T23:30:00.000Z,401752709,Florida,Miami,away,Underdog,8.5,underdog_8_to_14,-10.5,L,66.0,66.0,65.0,55.0,51.0,58.0,11.0,8.0,14.0,,,,,,,overall_gap,gap_10+,401752709,-9.5,-8.5,2025,4,Miami,miami,Florida,florida,florida,miami,False,True,True,9.5,8.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2025,4,2025-09-21T02:15:00.000Z,401756897,Wyoming,Colorado,away,Underdog,12.333333333333334,underdog_8_to_14,-4.666666666666666,L,64.0,79.0,48.0,50.0,44.0,55.0,14.0,24.0,4.0,,,,,,,overall_gap,gap_10+,401756897,-13.5,-12.5,2025,4,Colorado,colorado,Wyoming,wyoming,wyoming,colorado,False,True,True,13.5,12.5,1.0,True,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-08-26T23:00:00.000Z,401532392,San Diego State,Ohio,home,Favorite,-2.9,favorite_1_to_7,4.1,W,56.0,71.0,40.0,52.0,78.0,26.0,4.0,45.0,-38.0,,,,,,,off_vs_def_gap,gap_10+,401532392,,-2.0,2023,1,San Diego State,san diego state,Ohio,ohio,san diego state,ohio,True,False,True,,-2.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-08-26T23:00:00.000Z,401532392,Ohio,San Diego State,away,Underdog,2.9,underdog_1_to_7,-4.1,L,52.0,78.0,26.0,56.0,71.0,40.0,-4.0,38.0,-45.0,,,,,,,off_vs_def_gap,gap_10+,401532392,,-2.0,2023,1,San Diego State,san diego state,Ohio,ohio,ohio,san diego state,False,True,True,,2.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-08-26T23:30:00.000Z,401520147,Vanderbilt,Hawai'i,home,Favorite,-17.625,favorite_15_to_21,-10.625,L,65.0,73.0,56.0,47.0,45.0,49.0,18.0,24.0,11.0,,,,,,,off_vs_def_gap,gap_10+,401520147,,-17.0,2023,1,Vanderbilt,vanderbilt,Hawai'i,hawai i,vanderbilt,hawai i,True,False,True,,-17.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-01T00:00:00.000Z,401520176,Utah,Florida,home,Favorite,-6.3,favorite_1_to_7,6.7,W,76.0,83.0,69.0,54.0,55.0,53.0,22.0,30.0,14.0,,,,,,,off_vs_def_gap,gap_10+,401520176,,-5.5,2023,1,Utah,utah,Florida,florida,utah,florida,True,False,True,,-5.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-01T00:00:00.000Z,401520148,Nebraska,Minnesota,away,Underdog,7.3,underdog_1_to_7,4.3,W,69.0,72.0,66.0,58.0,59.0,57.0,11.0,15.0,7.0,,,,,,,off_vs_def_gap,gap_10+,401520148,,-7.5,2023,1,Minnesota,minnesota,Nebraska,nebraska,nebraska,minnesota,False,True,True,,7.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-01T23:30:00.000Z,401525462,Georgia Tech,Louisville,home,Underdog,7.6,underdog_8_to_14,2.5999999999999996,W,67.0,69.0,66.0,56.0,61.0,50.0,11.0,19.0,5.0,,,,,,,off_vs_def_gap,gap_10+,401525462,,7.0,2023,1,Georgia Tech,georgia tech,Louisville,louisville,georgia tech,louisville,True,False,True,,7.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T16:00:00.000Z,401520160,Bowling Green,Liberty,away,Underdog,9.25,underdog_8_to_14,-0.75,L,59.0,63.0,54.0,55.0,63.0,47.0,4.0,16.0,-9.0,,,,,,,off_vs_def_gap,gap_10+,401520160,,-8.5,2023,1,Liberty,liberty,Bowling Green,bowling green,bowling green,liberty,False,True,True,,8.5,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T16:00:00.000Z,401520172,Louisiana Tech,SMU,away,Underdog,20.125,underdog_15_to_21,-3.875,L,72.0,62.0,81.0,52.0,56.0,48.0,20.0,14.0,25.0,,,,,,,off_vs_def_gap,gap_10+,401520172,,-21.0,2023,1,SMU,smu,Louisiana Tech,louisiana tech,louisiana tech,smu,False,True,True,,21.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T16:00:00.000Z,401520162,Michigan,East Carolina,home,Favorite,-35.4,favorite_22plus,-8.399999999999999,L,81.0,84.0,78.0,34.0,30.0,39.0,47.0,45.0,48.0,,,,,,,off_vs_def_gap,gap_10+,401520162,,-36.0,2023,1,Michigan,michigan,East Carolina,east carolina,michigan,east carolina,True,False,True,,-36.0,,False,,,Unknown,Unknown,Unknown vs Unknown
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,home,Favorite,-9.875,favorite_8_to_14,-6.875,L,77.0,79.0,76.0,63.0,78.0,48.0,14.0,31.0,-2.0,,,,,,,off_vs_def_gap,gap_10+,401531387,,-9.5,2023,1,Temple,temple,Akron,akron,temple,akron,True,False,True,,-9.5,,False,,,Unknown,Unknown,Unknown vs Unknown
