game_id,week,date,away_team,home_team,projected_margin_home,projected_total,market_spread_home,market_spread_text,market_spread_book,market_spread_price,market_line_source,market_price_status,market_line_note,market_books_count,market_books_available,market_total,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,has_actual_market_spread,has_actual_market_total,spread_edge_home_if_actual,total_edge_if_actual
g260,3,2026-09-19,Eastern Michigan,Wisconsin,21.72,44.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g261,4,2026-09-24,Liberty,Coastal Carolina,-3.3975,56.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g262,4,2026-09-25,Clemson,California,-7.42,50.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g263,4,2026-09-25,Navy,UAB,-14.095,56.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g264,4,2026-09-26,UNLV,Akron,-17.54,52.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g265,4,2026-09-26,South Carolina,Alabama,11.1925,46.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g266,4,2026-09-26,Tulsa,Arkansas,17.9,59.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g267,4,2026-09-26,Kennesaw State,Arkansas State,3.5,53.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g268,4,2026-09-26,Vanderbilt,Auburn,3.355,51.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g269,4,2026-09-26,Colorado,Baylor,7.955,55.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g270,4,2026-09-26,Virginia Tech,Boston College,-7.585,52.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g271,4,2026-09-26,South Florida,Bowling Green,-14.705,50.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g272,4,2026-09-26,Robert Morris,Buffalo,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g273,4,2026-09-26,TCU,Central Florida,-4.3475,49.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g274,4,2026-09-26,Louisiana,Charlotte,-11.61,55.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g275,4,2026-09-26,Kansas State,Cincinnati,-2.44,55.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g276,4,2026-09-26,William & Mary,Duke,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g277,4,2026-09-26,NC Central,East Carolina,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g278,4,2026-09-26,Lindenwood,Eastern Michigan,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g279,4,2026-09-26,Ole Miss,Florida,-1.95,50.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g280,4,2026-09-26,LIU,Florida International,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g281,4,2026-09-26,Central Arkansas,Florida State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g282,4,2026-09-26,Rice,Fresno State,15.86,46.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g283,4,2026-09-26,Oklahoma,Georgia,8.5025,48.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g284,4,2026-09-26,Houston,Georgia Southern,-14.9075,54.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g285,4,2026-09-26,Northern Illinois,Georgia State,0.2625,52.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g286,4,2026-09-26,Northwestern,Indiana,25.1425,47.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g287,4,2026-09-26,Utah,Iowa State,-8.285,49.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,13.4325,55.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g289,4,2026-09-26,Ball State,Kent State,4.4275,50.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g290,4,2026-09-26,South Alabama,Kentucky,19.6275,52.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g291,4,2026-09-26,Texas A&M,LSU,0.7875,49.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g292,4,2026-09-26,Wake Forest,Louisville,9.91,47.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g293,4,2026-09-26,Gardner-Webb,Marshall,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g294,4,2026-09-26,UCLA,Maryland,1.02,50.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g295,4,2026-09-26,Central Michigan,Miami-FL,37.3275,47.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g296,4,2026-09-26,Connecticut,Miami-OH,4.175,47.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g297,4,2026-09-26,Iowa,Michigan,5.8575,48.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g298,4,2026-09-26,Nebraska,Michigan State,-4.395,51.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g299,4,2026-09-26,Missouri,Mississippi State,-6.4875,52.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g300,4,2026-09-26,Appalachian State,NC State,19.445,55.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g301,4,2026-09-26,Air Force,Nevada,-5.2225,50.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g302,4,2026-09-26,New Mexico,New Mexico State,-12.27,51.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g303,4,2026-09-26,HCU,North Texas,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g304,4,2026-09-26,Stonehill,Ohio,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g305,4,2026-09-26,Illinois,Ohio State,24.425,51.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g306,4,2026-09-26,James Madison,Old Dominion,-1.5225,48.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g307,4,2026-09-26,Wisconsin,Penn State,14.2825,45.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g308,4,2026-09-26,Bucknell,Pittsburgh,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g309,4,2026-09-26,Notre Dame,Purdue,-28.555,53.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g310,4,2026-09-26,Howard,Rutgers,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g311,4,2026-09-26,Missouri State,SMU,30.665,52.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g312,4,2026-09-26,Massachusetts,Sacramento State,13.0322,51.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g313,4,2026-09-26,Georgia Tech,Stanford,-7.7375,49.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g314,4,2026-09-26,Army,Temple,-3.4475,55.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g315,4,2026-09-26,Texas,Tennessee,-6.7225,56.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g316,4,2026-09-26,UIW,Texas State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g317,4,2026-09-26,Sam Houston,Texas Tech,49.945,53.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g318,4,2026-09-26,San Diego State,Toledo,-2.67,46.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g319,4,2026-09-26,Southern Miss,Tulane,16.485,53.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,-9.2525,57.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g321,4,2026-09-26,Oregon,USC,-6.8175,55.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g322,4,2026-09-26,Oregon State,UTEP,-7.5425,48.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g323,4,2026-09-26,Colorado State,UTSA,11.8575,53.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g324,4,2026-09-26,Troy,Utah State,4.7,54.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g325,4,2026-09-26,Delaware,Virginia,22.835,52.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g326,4,2026-09-26,Minnesota,Washington,12.2075,47.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g327,4,2026-09-26,Arizona,Washington State,-8.7175,48.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g328,4,2026-09-26,Oklahoma State,West Virginia,2.5375,52.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g329,4,2026-09-26,Mercyhurst,Western Kentucky,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g330,4,2026-09-26,Boise State,Western Michigan,-8.4725,48.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g331,4,2026-09-26,Hawaii,Wyoming,-5.1125,48.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g332,5,2026-10-01,Western Kentucky,New Mexico State,-7.6875,53.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g333,5,2026-10-01,North Texas,Tulsa,-4.1775,57.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g334,5,2026-10-02,Liberty,Delaware,-0.295,57.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g335,5,2026-10-02,Penn State,Northwestern,-9.165,48.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g336,5,2026-10-02,Pittsburgh,Virginia Tech,0.4375,53.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g337,5,2026-10-03,Navy,Air Force,-4.82,53.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g338,5,2026-10-03,Cincinnati,Arizona,8.22,53.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g339,5,2026-10-03,Baylor,Arizona State,3.335,54.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g340,5,2026-10-03,Toledo,Ball State,-15.5975,46.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g341,5,2026-10-03,Utah State,Boise State,13.88,53.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g342,5,2026-10-03,Western Michigan,Buffalo,-4.84,44.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g343,5,2026-10-03,Akron,Central Michigan,7.1675,45.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g344,5,2026-10-03,Memphis,Charlotte,-20.2175,55.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g345,5,2026-10-03,Miami-FL,Clemson,-8.585,47.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g346,5,2026-10-03,Georgia Southern,Coastal Carolina,-1.745,55.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g347,5,2026-10-03,Texas Tech,Colorado,-20.65,51.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g348,5,2026-10-03,Oregon State,Colorado State,-0.9925,46.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g349,5,2026-10-03,Syracuse,Connecticut,-4.0925,50.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g350,5,2026-10-03,Texas Southern,Florida Atlantic,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g351,5,2026-10-03,Virginia,Florida State,2.29,48.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g352,5,2026-10-03,Vanderbilt,Georgia,15.365,54.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g353,5,2026-10-03,Old Dominion,Georgia State,-15.54,51.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g354,5,2026-10-03,San Jose State,Hawaii,12.4825,53.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g355,5,2026-10-03,Central Florida,Houston,8.22,50.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g356,5,2026-10-03,Purdue,Illinois,13.1475,52.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g357,5,2026-10-03,Ohio State,Iowa,-14.475,48.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g358,5,2026-10-03,West Virginia,Iowa State,3.915,48.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g359,5,2026-10-03,Marshall,James Madison,12.04,57.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g360,5,2026-10-03,Middle Tennessee,Kansas,26.9925,54.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g361,5,2026-10-03,Ohio,Kent State,-8.7925,45.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g362,5,2026-10-03,McNeese,LSU,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g363,5,2026-10-03,Arkansas State,Louisiana,2.6225,57.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g364,5,2026-10-03,Army,Louisiana Tech,-3.6875,52.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g365,5,2026-10-03,Eastern Michigan,Massachusetts,-11.0625,50.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g366,5,2026-10-03,Bowling Green,Miami-OH,10.51,42.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g367,5,2026-10-03,Michigan,Minnesota,-10.64,46.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g368,5,2026-10-03,Alabama,Mississippi State,-11.4725,50.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g369,5,2026-10-03,Florida,Missouri,2.95,47.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g370,5,2026-10-03,Louisville,NC State,-3.155,53.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g371,5,2026-10-03,Maryland,Nebraska,6.695,49.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g372,5,2026-10-03,UTEP,New Mexico,17.955,50.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g373,5,2026-10-03,Notre Dame,North Carolina,-22.8675,50.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g374,5,2026-10-03,Wyoming,North Dakota State,10.4738,45.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g375,5,2026-10-03,UTSA,Rice,-9.9625,54.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g376,5,2026-10-03,Indiana,Rutgers,-24.1375,55.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g377,5,2026-10-03,Boston College,SMU,18.89,52.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g378,5,2026-10-03,Texas State,San Diego State,5.2775,58.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g379,5,2026-10-03,UL-Monroe,South Alabama,11.8,55.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g380,5,2026-10-03,Kentucky,South Carolina,7.875,47.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g381,5,2026-10-03,Temple,South Florida,12.875,58.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g382,5,2026-10-03,BYU,TCU,-3.05,52.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g383,5,2026-10-03,Auburn,Tennessee,5.49,53.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g384,5,2026-10-03,Arkansas,Texas A&M,17.715,58.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g385,5,2026-10-03,Samford,UAB,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g386,5,2026-10-03,California,UNLV,0.55,57.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g387,5,2026-10-03,Washington,USC,6.695,54.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g388,5,2026-10-03,Stanford,Wake Forest,9.9175,45.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g389,5,2026-10-03,Fresno State,Washington State,2.645,44.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g390,5,2026-10-03,Michigan State,Wisconsin,5.87,45.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g391,6,2026-10-06,Southern Miss,Troy,7.52,54.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g392,6,2026-10-07,New Mexico State,Florida International,5.965,53.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g393,6,2026-10-07,Jacksonville State,Kennesaw State,1.54,54.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g394,6,2026-10-08,South Alabama,Arkansas State,4.085,57.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g395,6,2026-10-08,Sam Houston,Liberty,18.6525,55.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g396,6,2026-10-08,South Florida,UTSA,-1.0475,59.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g397,6,2026-10-08,Missouri State,Western Kentucky,11.34,53.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g398,6,2026-10-09,Iowa State,BYU,14.2025,48.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g399,6,2026-10-09,Florida State,Louisville,5.1625,50.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g400,6,2026-10-10,Eastern Michigan,Akron,-1.8925,47.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g401,6,2026-10-10,Georgia,Alabama,-2.6625,47.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g402,6,2026-10-10,Old Dominion,Appalachian State,-7.675,50.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g403,6,2026-10-10,Hawaii,Arizona State,12.6875,52.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g404,6,2026-10-10,Tennessee,Arkansas,-7.4575,62.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g405,6,2026-10-10,Tulane,Army,-1.0625,51.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g406,6,2026-10-10,Sacramento State,Bowling Green,3.4878,48.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g407,6,2026-10-10,Virginia Tech,California,-1.3025,53.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g408,6,2026-10-10,Rice,East Carolina,15.985,49.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g409,6,2026-10-10,South Carolina,Florida,5.0575,47.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g410,6,2026-10-10,Boise State,Fresno State,-4.5,48.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g411,6,2026-10-10,James Madison,Georgia Southern,-7.5425,53.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g412,6,2026-10-10,Duke,Georgia Tech,3.1025,56.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g413,6,2026-10-10,Houston,Kansas State,3.81,55.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g414,6,2026-10-10,LSU,Kentucky,-9.355,45.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g415,6,2026-10-10,Louisiana,Louisiana Tech,3.005,56.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g416,6,2026-10-10,Coastal Carolina,Marshall,7.1475,59.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g417,6,2026-10-10,Miami-OH,Massachusetts,-18.73,46.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g418,6,2026-10-10,UAB,Memphis,18.0525,58.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g419,6,2026-10-10,Illinois,Michigan State,-6.5425,53.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g420,6,2026-10-10,Texas A&M,Missouri,-4.085,51.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g421,6,2026-10-10,Wake Forest,NC State,3.855,50.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g422,6,2026-10-10,Tulsa,Navy,13.2775,54.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g423,6,2026-10-10,Indiana,Nebraska,-18.835,50.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g424,6,2026-10-10,Charlotte,North Texas,21.36,55.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g425,6,2026-10-10,Air Force,Northern Illinois,-9.9775,49.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g426,6,2026-10-10,Ball State,Northwestern,28.47,46.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g427,6,2026-10-10,Stanford,Notre Dame,33.505,50.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g428,6,2026-10-10,Central Michigan,Ohio,6.2125,43.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g429,6,2026-10-10,Maryland,Ohio State,31.7675,49.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g430,6,2026-10-10,Texas,Oklahoma,-6.105,49.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g431,6,2026-10-10,Central Florida,Oklahoma State,2.6425,50.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g432,6,2026-10-10,UCLA,Oregon,26.65,53.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g433,6,2026-10-10,San Diego State,Oregon State,-5.685,47.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g434,6,2026-10-10,USC,Penn State,0.74,55.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g435,6,2026-10-10,North Carolina,Pittsburgh,7.83,49.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g436,6,2026-10-10,Minnesota,Purdue,-4.815,48.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g437,6,2026-10-10,Wyoming,San Jose State,0.23,46.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g438,6,2026-10-10,Connecticut,Temple,2.495,55.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g439,6,2026-10-10,Buffalo,Toledo,10.765,44.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g440,6,2026-10-10,North Dakota State,UNLV,6.6112,54.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g441,6,2026-10-10,Nevada,UTEP,-2.4425,48.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g442,6,2026-10-10,Kansas,Utah,12.105,54.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g443,6,2026-10-10,Washington State,Utah State,-0.525,49.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g444,6,2026-10-10,Ole Miss,Vanderbilt,-5.8175,56.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g445,6,2026-10-10,Syracuse,Virginia,14.685,47.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g446,6,2026-10-10,Iowa,Washington,2.125,48.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g447,6,2026-10-10,Arizona,West Virginia,-5.13,52.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g448,6,2026-10-10,Kent State,Western Michigan,16.745,48.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g449,7,2026-10-13,Florida International,Jacksonville State,6.3225,56.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g450,7,2026-10-13,Delaware,Middle Tennessee,-5.8875,55.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g451,7,2026-10-14,Missouri State,Kennesaw State,7.38,51.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g452,7,2026-10-14,Western Kentucky,Sam Houston,-14.4025,55.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g453,7,2026-10-15,Georgia Southern,Old Dominion,9.62,50.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g454,7,2026-10-15,East Carolina,UAB,-11.94,54.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g455,7,2026-10-16,Appalachian State,Coastal Carolina,-0.19,55.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g456,7,2026-10-16,Memphis,Tulane,4.0475,54.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
