game_id,week,date,away_team,home_team,projected_margin_home,projected_total,market_spread_home,market_spread_text,market_spread_book,market_spread_price,market_line_source,market_price_status,market_line_note,market_books_count,market_books_available,market_total,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,has_actual_market_spread,has_actual_market_total,spread_edge_home_if_actual,total_edge_if_actual
g89,1,2026-09-05,Oklahoma State,Tulsa,-10.5925,54.3,13.5,Oklahoma State -13.5,fanduel,-115.0,SportsGameOdds,actual,,14.0,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",60.5,fanduel,-108.0,-112.0,2026-07-03T00:15:22.288Z,True,True,2.9075000000000006,-6.200000000000003
g90,1,2026-09-05,Fresno State,USC,22.35,50.85,-23.5,USC -23.5,fanduel,-115.0,SportsGameOdds,actual,,13.0,"1xbet,betonline,betsson,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,nordicbet,pointsbet,sportsbet",50.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,-1.1499999999999986,0.3500000000000014
g91,1,2026-09-05,UTRGV,UTSA,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g92,1,2026-09-05,Idaho State,Utah State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g93,1,2026-09-05,Austin Peay,Vanderbilt,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g94,1,2026-09-05,VMI,Virginia Tech,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g95,1,2026-09-05,Washington State,Washington,18.41,47.5,-21.5,Washington -21.5,fanduel,-105.0,SportsGameOdds,actual,,22.0,"ballybet,betmgm,betonline,betparx,betrivers,bovada,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",50.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,-3.09,-3.0
g96,1,2026-09-05,Coastal Carolina,West Virginia,18.4125,53.7,-18.5,West Virginia -18.5,fanduel,-105.0,SportsGameOdds,actual,,14.0,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",58.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,-0.08749999999999858,-4.799999999999997
g97,1,2026-09-06,Wisconsin,Notre Dame,22.88,46.95,-20.5,Notre Dame -20.5,fanduel,-110.0,SportsGameOdds,actual,,26.0,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",47.5,fanduel,-115.0,-105.0,2026-07-03T00:15:22.288Z,True,True,2.379999999999999,-0.5499999999999972
g98,1,2026-09-06,Louisville,Ole Miss,7.6225,52.5,-6.5,Ole Miss -6.5,fanduel,-110.0,SportsGameOdds,actual,,22.0,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,draftkings,fanduel,grosvenor,hardrockbet,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",55.5,fanduel,-115.0,-105.0,2026-07-03T00:15:22.288Z,True,True,1.1224999999999996,-3.0
g99,1,2026-09-07,SMU,Florida State,-1.445,51.45,2.5,SMU -2.5,fanduel,-115.0,SportsGameOdds,actual,,11.0,"1xbet,betmgm,betonline,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet",54.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,1.055,-3.049999999999997
g100,2,2026-09-10,Florida A&M,Miami-FL,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g101,2,2026-09-11,Rutgers,Boston College,-2.6275,55.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g102,2,2026-09-11,Missouri,Kansas,-7.905,52.0,6.5,Missouri -6.5,fanduel,-108.0,SportsGameOdds,actual,,6.0,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",51.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,-1.4050000000000002,0.5
g103,2,2026-09-11,Villanova,Louisville,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g104,2,2026-09-12,North Dakota State,Air Force,0.4362,51.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g105,2,2026-09-12,Robert Morris,Akron,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g106,2,2026-09-12,West Georgia,Arkansas State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g107,2,2026-09-12,South Florida,Army,-2.1275,54.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g108,2,2026-09-12,Southern Miss,Auburn,28.87,50.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g109,2,2026-09-12,Arizona,BYU,6.8875,51.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g110,2,2026-09-12,Stony Brook,Ball State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g111,2,2026-09-12,Prairie View A&M,Baylor,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g112,2,2026-09-12,Memphis,Boise State,9.2625,55.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g113,2,2026-09-12,Colgate,Central Michigan,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g114,2,2026-09-12,Western Carolina,Cincinnati,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g115,2,2026-09-12,Georgia Southern,Clemson,24.74,50.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g116,2,2026-09-12,Fordham,Coastal Carolina,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g117,2,2026-09-12,Weber State,Colorado,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g118,2,2026-09-12,Southern Utah,Colorado State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g119,2,2026-09-12,Maryland,Connecticut,-8.9575,50.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g120,2,2026-09-12,Appalachian State,East Carolina,12.515,52.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g121,2,2026-09-12,Campbell,Florida,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g122,2,2026-09-12,Navy,Florida Atlantic,-8.805,58.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g123,2,2026-09-12,Buffalo,Florida International,1.9575,50.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g124,2,2026-09-12,Sacramento State,Fresno State,18.1428,48.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g125,2,2026-09-12,Western Kentucky,Georgia,33.9125,53.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g126,2,2026-09-12,Tennessee,Georgia Tech,-8.24,56.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g127,2,2026-09-12,New Mexico State,Hawaii,15.4825,52.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g128,2,2026-09-12,Southern,Houston,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g129,2,2026-09-12,Duke,Illinois,6.1625,57.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g130,2,2026-09-12,Howard,Indiana,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g131,2,2026-09-12,Iowa State,Iowa,13.9825,46.45,-12.5,Iowa -12.5,fanduel,-122.0,SportsGameOdds,actual,,6.0,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",41.5,fanduel,-105.0,-115.0,2026-07-03T00:15:22.288Z,True,True,1.4825,4.950000000000003
g132,2,2026-09-12,Wagner,James Madison,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g133,2,2026-09-12,Washington State,Kansas State,14.8375,50.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g134,2,2026-09-12,Georgia State,Kennesaw State,11.5625,54.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g135,2,2026-09-12,Wofford,Kent State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g136,2,2026-09-12,Alabama,Kentucky,-10.8675,45.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g137,2,2026-09-12,Louisiana Tech,LSU,31.17,48.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g138,2,2026-09-12,Gardner-Webb,Liberty,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g139,2,2026-09-12,Middle Tennessee,Marshall,13.3325,58.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g140,2,2026-09-12,Sacred Heart,Massachusetts,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g141,2,2026-09-12,Holy Cross,Miami-OH,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g142,2,2026-09-12,Oklahoma,Michigan,0.81,47.65,-2.5,Michigan -2.5,fanduel,-118.0,SportsGameOdds,actual,,23.0,"1xbet,ballybet,betfairsportsbook,betmgm,betparx,betrivers,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",45.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,-1.69,2.1499999999999986
g143,2,2026-09-12,Eastern Michigan,Michigan State,17.85,51.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g144,2,2026-09-12,Mississippi State,Minnesota,0.5025,50.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g145,2,2026-09-12,Lindenwood,Missouri State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g146,2,2026-09-12,Richmond,NC State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g147,2,2026-09-12,Bowling Green,Nebraska,23.8875,46.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g148,2,2026-09-12,Montana State,Nevada,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g149,2,2026-09-12,Mercyhurst,New Mexico,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g150,2,2026-09-12,ETSU,North Carolina,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g151,2,2026-09-12,UNLV,North Texas,-2.155,59.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g152,2,2026-09-12,Illinois State,Northern Illinois,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g153,2,2026-09-12,Rice,Notre Dame,45.6475,52.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g154,2,2026-09-12,Jacksonville State,Ohio,3.2075,48.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g155,2,2026-09-12,Oregon,Oklahoma State,-22.6725,53.35,17.5,Oregon -17.5,fanduel,-115.0,SportsGameOdds,actual,,6.0,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",59.5,fanduel,-105.0,-115.0,2026-07-03T00:15:22.288Z,True,True,-5.172499999999999,-6.149999999999999
g156,2,2026-09-12,Charlotte,Ole Miss,44.1125,53.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g157,2,2026-09-12,Texas Tech,Oregon State,-28.7725,49.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g158,2,2026-09-12,Central Florida,Pittsburgh,7.8975,50.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g159,2,2026-09-12,Wake Forest,Purdue,-5.1675,48.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g160,2,2026-09-12,UC Davis,SMU,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g161,2,2026-09-12,Tulsa,Sam Houston,-11.5375,54.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g162,2,2026-09-12,Cal Poly,San Jose State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g163,2,2026-09-12,Towson,South Carolina,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g164,2,2026-09-12,California,Syracuse,-2.1125,51.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g165,2,2026-09-12,Grambling State,TCU,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g166,2,2026-09-12,Penn State,Temple,-21.915,55.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g167,2,2026-09-12,Ohio State,Texas,-2.7225,50.65,-1.5,Texas -1.5,fanduel,-112.0,SportsGameOdds,actual,,23.0,"1xbet,ballybet,betfairsportsbook,betmgm,betparx,betrivers,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",47.5,fanduel,-115.0,-105.0,2026-07-03T00:15:22.288Z,True,True,-4.2225,3.1499999999999986
g168,2,2026-09-12,Arizona State,Texas A&M,17.1675,51.7,-14.5,Texas A&M -14.5,draftkings,-110.0,SportsGameOdds,actual,,1.0,draftkings,,,,,,True,False,2.6675000000000004,
g169,2,2026-09-12,UTSA,Texas State,1.2425,65.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g170,2,2026-09-12,CCSU,Toledo,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g171,2,2026-09-12,Alabama State,Troy,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g172,2,2026-09-12,South Alabama,Tulane,13.7625,54.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g173,2,2026-09-12,UL-Monroe,UAB,7.2625,55.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g174,2,2026-09-12,San Diego State,UCLA,4.695,50.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g175,2,2026-09-12,Louisiana,USC,30.22,58.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g176,2,2026-09-12,Texas Southern,UTEP,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g177,2,2026-09-12,Arkansas,Utah,10.43,58.75,-7.5,Utah -7.5,fanduel,-115.0,SportsGameOdds,actual,,3.0,"coolbet,draftkings,pointsbet",55.5,fanduel,-110.0,-110.0,2026-07-03T00:15:07.955Z,True,True,2.9299999999999997,3.25
g178,2,2026-09-12,Delaware,Vanderbilt,23.9925,57.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g179,2,2026-09-12,Norfolk State,Virginia,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g180,2,2026-09-12,Old Dominion,Virginia Tech,10.5025,49.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g181,2,2026-09-12,Utah State,Washington,21.635,52.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g182,2,2026-09-12,UT Martin,West Virginia,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g183,2,2026-09-12,Monmouth,Western Michigan,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g184,2,2026-09-12,Western Illinois,Wisconsin,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g185,2,2026-09-12,Northern Colorado,Wyoming,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g186,3,2026-09-17,Syracuse,Pittsburgh,12.8775,51.45,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g187,3,2026-09-18,Houston,Texas Tech,17.9375,53.2,-12.5,Texas Tech -12.5,fanduel,-115.0,SportsGameOdds,actual,,1.0,draftkings,53.5,fanduel,-110.0,-110.0,2026-07-03T00:15:07.955Z,True,True,5.4375,-0.29999999999999716
g188,3,2026-09-18,Miami-FL,Wake Forest,-16.29,46.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g189,3,2026-09-19,Florida State,Alabama,14.07,47.1,-15.5,Alabama -15.5,draftkings,-110.0,SportsGameOdds,actual,,1.0,draftkings,,,,,,True,False,-1.4299999999999997,
g190,3,2026-09-19,Charlotte,Appalachian State,13.29,53.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g191,3,2026-09-19,Northern Illinois,Arizona,30.08,48.95,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g192,3,2026-09-19,Georgia,Arkansas,-17.0775,57.45,13.5,Georgia -13.5,fanduel,100.0,SportsGameOdds,actual,,0.0,,55.5,fanduel,-110.0,-110.0,2026-07-03T00:15:07.955Z,True,True,-3.5775000000000006,1.9500000000000028
g193,3,2026-09-19,Florida,Auburn,1.0875,46.0,0.0,Auburn PK,draftkings,-110.0,SportsGameOdds,actual,,1.0,draftkings,,,,,,True,False,1.0875,
g194,3,2026-09-19,Louisiana Tech,Baylor,17.08,56.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g195,3,2026-09-19,South Dakota,Boise State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g196,3,2026-09-19,Maine,Boston College,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g197,3,2026-09-19,Wagner,California,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g198,3,2026-09-19,Georgia State,Central Florida,24.0075,52.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g199,3,2026-09-19,Wyoming,Central Michigan,1.4125,44.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g200,3,2026-09-19,Miami-OH,Cincinnati,11.4875,48.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g201,3,2026-09-19,North Carolina,Clemson,12.685,46.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g202,3,2026-09-19,BYU,Colorado State,-24.305,48.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g203,3,2026-09-19,Coastal Carolina,Delaware,5.4025,56.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g204,3,2026-09-19,Stanford,Duke,10.635,53.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g205,3,2026-09-19,Florida International,Florida Atlantic,5.53,59.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g206,3,2026-09-19,Mercer,Georgia Tech,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g207,3,2026-09-19,Southern Illinois,Illinois,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g208,3,2026-09-19,Western Kentucky,Indiana,35.9,53.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g209,3,2026-09-19,Northern Iowa,Iowa,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g210,3,2026-09-19,Bowling Green,Iowa State,20.2025,44.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g211,3,2026-09-19,Georgia Southern,Jacksonville State,3.2025,56.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g212,3,2026-09-19,Arizona State,Kansas,-2.2225,52.15,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g213,3,2026-09-19,Tulane,Kansas State,12.4975,53.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g214,3,2026-09-19,Ball State,Liberty,17.3625,53.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g215,3,2026-09-19,UAB,Louisiana,9.645,58.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g216,3,2026-09-19,SMU,Louisville,1.8175,51.45,-1.5,Louisville -1.5,draftkings,-110.0,SportsGameOdds,actual,,1.0,draftkings,,,,,,True,False,0.3174999999999999,
g217,3,2026-09-19,Virginia Tech,Maryland,-1.95,50.7,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g218,3,2026-09-19,Stonehill,Massachusetts,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g219,3,2026-09-19,UT Martin,Memphis,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g220,3,2026-09-19,UTEP,Michigan,38.6925,49.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g221,3,2026-09-19,Nevada,Middle Tennessee,-2.9025,50.5,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g222,3,2026-09-19,Akron,Minnesota,23.8525,44.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g223,3,2026-09-19,Troy,Missouri,24.9125,51.25,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g224,3,2026-09-19,Marshall,Missouri State,-4.44,57.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g225,3,2026-09-19,North Dakota,Nebraska,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g226,3,2026-09-19,Colorado,Northwestern,6.265,48.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g227,3,2026-09-19,Michigan State,Notre Dame,29.95,53.7,,,,,SportsGameOdds,missing,"SportsGameOdds event matched, but no spread or total was returned.",0.0,,,,,,,False,False,,
g228,3,2026-09-19,Kent State,Ohio State,53.5225,50.4,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g229,3,2026-09-19,New Mexico,Oklahoma,24.1275,49.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g230,3,2026-09-19,Murray State,Oklahoma State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g231,3,2026-09-19,East Carolina,Old Dominion,0.56,47.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g232,3,2026-09-19,LSU,Ole Miss,2.9275,49.85,-2.5,Ole Miss -2.5,fanduel,-110.0,SportsGameOdds,actual,,8.0,"1xbet,betmgm,coral,draftkings,fanduel,ladbrokes,paddypower,sportsbet",57.5,fanduel,-110.0,-110.0,2026-07-03T00:15:22.288Z,True,True,0.4275000000000002,-7.649999999999999
g233,3,2026-09-19,Portland State,Oregon,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g234,3,2026-09-19,Montana,Oregon State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g235,3,2026-09-19,Buffalo,Penn State,32.1025,48.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g236,3,2026-09-19,Western Michigan,Rice,-6.4875,47.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g237,3,2026-09-19,USC,Rutgers,-14.82,58.65,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g238,3,2026-09-19,North Dakota State,Sacramento State,-10.7666,51.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g239,3,2026-09-19,Nicholls,Sam Houston,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g240,3,2026-09-19,James Madison,San Diego State,0.915,49.9,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g241,3,2026-09-19,Fresno State,San Jose State,-9.92,47.85,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g242,3,2026-09-19,Ohio,South Alabama,0.6475,48.8,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g243,3,2026-09-19,Mississippi State,South Carolina,8.38,52.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g244,3,2026-09-19,Delaware State,South Florida,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g245,3,2026-09-19,Connecticut,Southern Miss,-2.48,54.0,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g246,3,2026-09-19,Arkansas State,TCU,20.8925,54.6,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g247,3,2026-09-19,Kennesaw State,Tennessee,28.4525,56.55,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g248,3,2026-09-19,UTSA,Texas,30.08,56.3,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g249,3,2026-09-19,Kentucky,Texas A&M,17.6675,50.1,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g250,3,2026-09-19,North Texas,Texas State,3.665,64.2,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g251,3,2026-09-19,Temple,Toledo,6.8775,52.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g252,3,2026-09-19,East Texas A&M,Tulsa,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g253,3,2026-09-19,Purdue,UCLA,7.285,52.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g254,3,2026-09-19,Southeastern La.,UL-Monroe,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g255,3,2026-09-19,Utah State,Utah,22.2125,54.35,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g256,3,2026-09-19,NC State,Vanderbilt,8.06,56.75,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g257,3,2026-09-19,Eastern Washington,Washington,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g258,3,2026-09-19,Duquesne,Washington State,,,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
g259,3,2026-09-19,Virginia,West Virginia,-7.425,49.05,,,,,,missing,No SportsGameOdds market returned for this game.,,,,,,,,False,False,,
