source,teams,rows,snapshot_date,pulled_at,source_updated_at,active_2026,production_weight_pct,display_status
Brad Powers,136,136,2026-07-17,2026-07-17T17:09:35Z,,True,25.0,Active 2026
FPI,138,138,2026-07-17,2026-07-17T17:09:35Z,,True,25.0,Active 2026
SP+,138,138,2026-07-17,2026-07-17T17:09:35Z,,True,25.0,Active 2026
TeamRankings,138,138,2026-07-17,2026-07-17T17:09:35Z,,True,25.0,Active 2026
Donchess Overall,136,136,2026-07-17,2026-07-17T12:01:30Z,,False,0.0,Stale / reference only
KFord,136,136,2026-07-17,2026-07-17T17:09:35Z,,False,0.0,Stale / reference only
Massey Power,138,138,2026-07-17,2026-07-17T12:01:29Z,,False,0.0,Stale / reference only
Sagarin Predictor,138,138,2026-07-17,2026-07-17T12:01:28Z,,False,0.0,Stale / reference only
