event_id,start_time_utc,away_team,home_team,odd_id,market_name,stat_id,stat_entity_id,period_id,bet_type_id,side_id,book_odds,book_spread,book_over_under,books_count,books
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-4737,,,3,"fanduel,pointsbet,unibet"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1098,,,3,"fanduel,pointsbet,unibet"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-3415,,,3,"fanduel,pointsbet,unibet"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-111,,47.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,47.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-away-game-sp-away,Spread,points,away,game,sp,away,-112,+23.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
74v9yKrwzXldQu0ziXCq,2026-09-05T16:00:00.000Z,Ohio,Nebraska,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-23.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+750,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-1414,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+18.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-18.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-112,,50.5,4,"bovada,caesars,draftkings,fanduel"
9UbfMF0IzZX7B0dhDdu3,2026-09-05T16:00:00.000Z,Oregon State,Houston,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,58.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,58.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+17.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-17.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+744,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
HdatPSq7j0x8G0U0R2Ud,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-1439,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+40.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-40.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-115,,55.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-105,,55.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-50000,,,1,unibet
QzGmzxPGyovJ48j1BUHc,2026-09-05T16:00:00.000Z,North Texas,Indiana,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+2000,,,1,unibet
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,50.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,50.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+6,,5,"betmgm,bovada,caesars,draftkings,fanduel"
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-6,,5,"betmgm,bovada,caesars,draftkings,fanduel"
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+194,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
T1iAvSJ2Kf95H9lunvdb,2026-09-05T16:00:00.000Z,Liberty,James Madison,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-250,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+525,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-833,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+16.5,,4,"bovada,caesars,draftkings,fanduel"
ndZjaKF9HZGCGNyZ1w45,2026-09-05T16:00:00.000Z,Miami (OH),Pittsburgh,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-16.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+50.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-50.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,56.5,4,"bovada,caesars,draftkings,fanduel"
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-109,,56.5,4,"bovada,caesars,draftkings,fanduel"
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+2000,,,1,unibet
GG3fOKVE2R9vCGktXb9Z,2026-09-05T16:30:00.000Z,Ball State,Ohio State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-18249,,,1,unibet
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+2677,,,2,"fanduel,unibet"
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-away-game-sp-away,Spread,points,away,game,sp,away,-109,+34.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-34.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
Vv702wdDL9UTjPpUz33t,2026-09-05T16:45:00.000Z,Kent State,South Carolina,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-25000,,,2,"fanduel,unibet"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+220,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
35ixAmNGCYeG1ZUoJYAd,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-283,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,53.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,53.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+345,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-462,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-away-game-sp-away,Spread,points,away,game,sp,away,-112,+9.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-9.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-120,,79.5,0,
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,-109,,79.5,0,
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-105,,40.5,0,
7E4NVGk8rSOZkq38zL8k,2026-09-05T19:30:00.000Z,Tulane,Duke,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-124,,40.5,0,
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1550,,,3,"fanduel,pointsbet,unibet"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-10000,,,3,"fanduel,pointsbet,unibet"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-110,,79.5,0,
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,-118,,79.5,0,
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-124,,39.5,0,
UPDAxh2NwSvHC9O92Pf8,2026-09-05T19:30:00.000Z,Texas State,Texas,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-107,,39.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+215,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-282,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-away-game-sp-away,Spread,points,away,game,sp,away,-115,+7.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-home-game-sp-home,Spread,points,home,game,sp,home,-105,-7.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,-118,,85.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-110,,85.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-2h-ou-over,2nd Half Over/Under,points,all,2h,ou,over,-112,,104.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-125,,56.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-109,,56.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-2q-ou-over,2nd Quarter Over/Under,points,all,2q,ou,over,-120,,54.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-3q-ou-over,3rd Quarter Over/Under,points,all,3q,ou,over,-121,,53.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-4q-ou-over,4th Quarter Over/Under,points,all,4q,ou,over,-117,,49.5,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-2h-ou-under,2nd Half Over/Under,points,all,2h,ou,under,,,,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-2q-ou-under,2nd Quarter Over/Under,points,all,2q,ou,under,,,,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-3q-ou-under,3rd Quarter Over/Under,points,all,3q,ou,under,,,,0,
oNUzPlA3Q1o7Dz69Ozn0,2026-09-05T19:30:00.000Z,Baylor,Auburn,points-all-4q-ou-under,4th Quarter Over/Under,points,all,4q,ou,under,,,,0,
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+23.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-23.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1155,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-3500,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
s2a7VoKzBXyXOtflhoGl,2026-09-05T19:30:00.000Z,Marshall,Penn State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-113,,53,4,"betmgm,caesars,draftkings,fanduel"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-108,,53,4,"betmgm,caesars,draftkings,fanduel"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+24.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-24.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1400,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
syqwuJuim8sIquTxIvRr,2026-09-05T19:30:00.000Z,Boise State,Oregon,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-5000,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,61.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,61.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,-12.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,+12.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-away-game-ml-away,Moneyline,points,away,game,ml,away,-528,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
YX6NHCmoUUrny3GYGb2p,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,points-home-game-ml-home,Moneyline,points,home,game,ml,home,+382,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,43.5,4,"bovada,caesars,draftkings,fanduel"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,43.5,4,"bovada,caesars,draftkings,fanduel"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-13344,,,3,"fanduel,pointsbet,unibet"
n7uFVbrzQVtyouWP4rIL,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1500,,,3,"fanduel,pointsbet,unibet"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-away-game-sp-away,Spread,points,away,game,sp,away,-108,+3.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-home-game-sp-home,Spread,points,home,game,sp,home,-114,-3.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-119,,47.5,4,"bovada,caesars,draftkings,fanduel"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,+100,,47.5,4,"bovada,caesars,draftkings,fanduel"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+151,,,5,"bovada,caesars,draftkings,fanduel,unibet"
aqN72YVA53sNvZVuwW6R,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-182,,,5,"bovada,caesars,draftkings,fanduel,unibet"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+10.5,,4,"bovada,caesars,draftkings,fanduel"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-10.5,,4,"bovada,caesars,draftkings,fanduel"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+320,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-437,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,55.5,4,"bovada,caesars,draftkings,fanduel"
JjRSjyrJwNSwEf0XB8pX,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,55.5,4,"bovada,caesars,draftkings,fanduel"
MqZ2egIP5A3T0fDWIAF1,2026-09-05T23:00:00.000Z,Missouri State,Texas A&M,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-115,,52.5,4,"bovada,caesars,draftkings,fanduel"
