event_id,start_time_utc,away_team,home_team,odd_id,market_name,stat_id,stat_entity_id,period_id,bet_type_id,side_id,book_odds,book_spread,book_over_under,books_count,books
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-108,,41.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-121,,41.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-2h-ou-over,2nd Half Over/Under,points,all,2h,ou,over,-121,,83.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-2h-ou-under,2nd Half Over/Under,points,all,2h,ou,under,-113,,83.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-2q-ou-over,2nd Quarter Over/Under,points,all,2q,ou,over,-107,,43.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-2q-ou-under,2nd Quarter Over/Under,points,all,2q,ou,under,-129,,43.5,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-3q-ou-over,3rd Quarter Over/Under,points,all,3q,ou,over,,,,0,
q2Sm8u4f8eKOgLKeY1m9,2026-08-29T16:00:00.000Z,North Carolina,TCU,points-all-3q-ou-under,3rd Quarter Over/Under,points,all,3q,ou,under,-112,,42.5,0,
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-114,,58.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-108,,58.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+35.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-35.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1241,,,1,unibet
djp3nmDjGDvoFC2jyllO,2026-08-29T19:00:00.000Z,San José State,USC,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-25000,,,1,unibet
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-away-game-sp-away,Spread,points,away,game,sp,away,-112,+5.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-5.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+155,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-200,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-110,,85.5,0,
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-122,,43.5,0,
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-109,,43.5,0,
0AfOFu3Y3jrU8Z2wTd2A,2026-08-29T19:30:00.000Z,NC State,Virginia,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,,,,0,
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+250,,,5,"bovada,draftkings,fanduel,pointsbet,unibet"
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-345,,,5,"bovada,draftkings,fanduel,pointsbet,unibet"
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,48.5,4,"bovada,caesars,draftkings,fanduel"
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,48.5,4,"bovada,caesars,draftkings,fanduel"
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-away-game-sp-away,Spread,points,away,game,sp,away,-111,+8.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
mizoRBpOw5LCzrDg0sl1,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-8.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+255,,,5,"bovada,caesars,draftkings,fanduel,unibet"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-333,,,5,"bovada,caesars,draftkings,fanduel,unibet"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-away-game-sp-away,Spread,points,away,game,sp,away,-109,+7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-112,,52.5,4,"bovada,caesars,draftkings,fanduel"
xbCOjReBdyGPLVxh74Gh,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-107,,52.5,4,"bovada,caesars,draftkings,fanduel"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-30.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1300,,,3,"fanduel,pointsbet,unibet"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-10000,,,3,"fanduel,pointsbet,unibet"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-111,,53.5,4,"bovada,caesars,draftkings,fanduel"
krkdz1iBG7AWaaq1Jyqz,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-109,,53.5,4,"bovada,caesars,draftkings,fanduel"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+3.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-home-game-sp-home,Spread,points,home,game,sp,home,-111,-3.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+146,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-192,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-111,,50.5,4,"bovada,caesars,draftkings,fanduel"
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-121,,80.5,0,
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,,,,0,
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,-120,,40.5,0,
ubS25mURM5WPDHV73jCJ,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,,,,0,
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-away-game-sp-away,Spread,points,away,game,sp,away,-108,+3.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-home-game-sp-home,Spread,points,home,game,sp,home,-114,-3.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-112,,59.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+155,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
VTgTcNSLLTwRNGD4Opib,2026-08-30T02:00:00.000Z,Memphis,UNLV,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-200,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,55.5,3,"caesars,draftkings,fanduel"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,55.5,3,"caesars,draftkings,fanduel"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+30.5,,4,"betmgm,caesars,draftkings,fanduel"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-30.5,,4,"betmgm,caesars,draftkings,fanduel"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1550,,,3,"fanduel,pointsbet,unibet"
znRjCUMuw52Bx8RpEBh2,2026-09-03T22:00:00.000Z,UMass,Rutgers,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-10000,,,3,"fanduel,pointsbet,unibet"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1100,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-3333,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-114,,49.5,4,"bovada,caesars,draftkings,fanduel"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-105,,49.5,4,"bovada,caesars,draftkings,fanduel"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+22.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
Row5TbgQenxNrQi5WPIR,2026-09-03T23:00:00.000Z,Akron,Wake Forest,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-22.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+230,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-303,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-away-game-sp-away,Spread,points,away,game,sp,away,-120,+7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
i2sZpNIJTUwvNYL1CBN4,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,points-home-game-sp-home,Spread,points,home,game,sp,home,-105,-7.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-27.5,,4,"betmgm,bovada,draftkings,fanduel"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+27.5,,4,"betmgm,bovada,draftkings,fanduel"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-115,,56.5,3,"bovada,draftkings,fanduel"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-105,,56.5,3,"bovada,draftkings,fanduel"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-10000,,,3,"fanduel,pointsbet,unibet"
HTi8ZufisDnaYtVhvz6J,2026-09-04T01:00:00.000Z,UAB,Illinois,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1471,,,3,"fanduel,pointsbet,unibet"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+137,,,5,"bovada,caesars,draftkings,fanduel,unibet"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-167,,,5,"bovada,caesars,draftkings,fanduel,unibet"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-114,,53.5,4,"bovada,caesars,draftkings,fanduel"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-106,,53.5,4,"bovada,caesars,draftkings,fanduel"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-away-game-sp-away,Spread,points,away,game,sp,away,-112,+3.5,,4,"bovada,caesars,draftkings,fanduel"
tfs8VIXkQrSg2WwKbljD,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,points-home-game-sp-home,Spread,points,home,game,sp,home,-115,-3.5,,4,"bovada,caesars,draftkings,fanduel"
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,50.5,4,"bovada,caesars,draftkings,fanduel"
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+40.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-40.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-100000,,,1,unibet
K9AlGiLXhMvLjbIsjbMv,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+2000,,,1,unibet
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+10.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-10.5,,5,"betmgm,bovada,caesars,draftkings,fanduel"
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+310,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-435,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,49.5,4,"bovada,caesars,draftkings,fanduel"
zlMp0XcOLjhlE6T30F4o,2026-09-05T00:00:00.000Z,Toledo,Michigan State,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,49.5,4,"bovada,caesars,draftkings,fanduel"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-away-game-ml-away,Moneyline,points,away,game,ml,away,-3333,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-home-game-ml-home,Moneyline,points,home,game,ml,home,+1100,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,-22.5,,4,"bovada,caesars,draftkings,fanduel"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,+22.5,,4,"bovada,caesars,draftkings,fanduel"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,49.5,4,"bovada,caesars,draftkings,fanduel"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,49.5,4,"bovada,caesars,draftkings,fanduel"
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-1h-ou-over,1st Half Over/Under,points,all,1h,ou,over,-115,,79.5,0,
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-1h-ou-under,1st Half Over/Under,points,all,1h,ou,under,-113,,79.5,0,
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-1q-ou-over,1st Quarter Over/Under,points,all,1q,ou,over,,,,0,
f5mweoy6d2NQvns6K9mB,2026-09-05T01:00:00.000Z,Miami,Stanford,points-all-1q-ou-under,1st Quarter Over/Under,points,all,1q,ou,under,-129,,40.5,0,
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1175,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-home-game-ml-home,Moneyline,points,home,game,ml,home,-4446,,,6,"bovada,caesars,draftkings,fanduel,pointsbet,unibet"
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+23.5,,4,"bovada,caesars,draftkings,fanduel"
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-23.5,,4,"bovada,caesars,draftkings,fanduel"
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
wkXTMpBXvNifeeZh0HsX,2026-09-05T01:00:00.000Z,Fresno State,USC,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-110,,51.5,4,"bovada,caesars,draftkings,fanduel"
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-away-game-sp-away,Spread,points,away,game,sp,away,-110,+26.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-home-game-sp-home,Spread,points,home,game,sp,home,-110,-26.5,,6,"betmgm,bovada,caesars,draftkings,fanduel,unibet"
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-all-game-ou-over,Over/Under,points,all,game,ou,over,-109,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-all-game-ou-under,Over/Under,points,all,game,ou,under,-112,,54.5,5,"betmgm,bovada,caesars,draftkings,fanduel"
5wjGIw0vqFVmwRPn8RoJ,2026-09-05T16:00:00.000Z,East Carolina,Alabama,points-away-game-ml-away,Moneyline,points,away,game,ml,away,+1200,,,3,"fanduel,pointsbet,unibet"
