coach,team,category,consumer,canonical_wins,canonical_losses,canonical_pushes,canonical_sample,consumer_wins,consumer_losses,consumer_pushes,consumer_sample,displayed_sample,record_sum_matches_displayed_sample,sample_loss_pct,more_than_10_pct_below_canonical,status,canonical_source
Charles Kelly,Jacksonville State,favorite_totals,Coach Trends,2,2,0,4,2,2,0,4,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_ats,Team,5,4,0,9,5,4,0,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_ats,Matchup,5,4,0,9,5,4,0,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_ats,Coach Trends,5,4,0,9,5,4,0,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_totals,Team,6,3,0,9,6,3,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_totals,Matchup,6,3,0,9,6,3,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,underdog_totals,Coach Trends,6,3,0,9,6,3,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Charles Kelly,Jacksonville State,first_half_ats,Team,3,0,0,3,3,0,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,first_half_ats,Matchup,3,0,0,3,3,0,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,first_half_ats,Coach Trends,3,0,0,3,3,0,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,first_half_totals,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,first_half_totals,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,first_half_totals,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_ats,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_ats,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_ats,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_totals,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_totals,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Charles Kelly,Jacksonville State,second_half_totals,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_ats,Team,77,63,4,144,77,63,4,144,144,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_ats,Matchup,77,63,4,144,77,63,4,144,144,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_ats,Coach Trends,77,63,4,144,77,63,4,144,144,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_totals,Team,72,69,2,143,72,69,2,143,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_totals,Matchup,72,69,2,143,72,69,2,143,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,full_game_totals,Coach Trends,72,69,2,143,72,69,2,143,143,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,favorite_ats,Team,21,27,0,48,21,27,0,48,48,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,favorite_ats,Matchup,21,27,0,48,21,27,0,48,48,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,favorite_ats,Coach Trends,21,27,0,48,21,27,0,48,48,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,favorite_totals,Team,22,20,1,43,22,20,1,43,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,favorite_totals,Matchup,22,20,1,43,22,20,1,43,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,favorite_totals,Coach Trends,22,20,1,43,22,20,1,43,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_ats,Team,48,40,1,89,48,40,1,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_ats,Matchup,48,40,1,89,48,40,1,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_ats,Coach Trends,48,40,1,89,48,40,1,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_totals,Team,27,30,2,59,27,30,2,59,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_totals,Matchup,27,30,2,59,27,30,2,59,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,underdog_totals,Coach Trends,27,30,2,59,27,30,2,59,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chris Creighton,Eastern Michigan,first_half_ats,Team,4,9,0,13,4,9,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,first_half_ats,Matchup,4,9,0,13,4,9,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,first_half_ats,Coach Trends,4,9,0,13,4,9,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,first_half_totals,Team,8,5,0,13,8,5,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,first_half_totals,Matchup,8,5,0,13,8,5,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,first_half_totals,Coach Trends,8,5,0,13,8,5,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_ats,Team,5,8,0,13,5,8,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_ats,Matchup,5,8,0,13,5,8,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_ats,Coach Trends,5,8,0,13,5,8,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_totals,Team,10,3,0,13,10,3,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_totals,Matchup,10,3,0,13,10,3,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chris Creighton,Eastern Michigan,second_half_totals,Coach Trends,10,3,0,13,10,3,0,13,13,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_ats,Team,82,63,1,146,82,63,1,146,146,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_ats,Matchup,82,63,1,146,82,63,1,146,146,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_ats,Coach Trends,82,63,1,146,82,63,1,146,146,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_totals,Team,60,84,2,146,60,84,2,146,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_totals,Matchup,60,84,2,146,60,84,2,146,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,full_game_totals,Coach Trends,60,84,2,146,60,84,2,146,146,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,favorite_ats,Team,31,30,0,61,31,30,0,61,61,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,favorite_ats,Matchup,31,30,0,61,31,30,0,61,61,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,favorite_ats,Coach Trends,31,30,0,61,31,30,0,61,61,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,favorite_totals,Team,21,29,2,52,21,29,2,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,favorite_totals,Matchup,21,29,2,52,21,29,2,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,favorite_totals,Coach Trends,21,29,2,52,21,29,2,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_ats,Team,42,34,1,77,42,34,1,77,77,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_ats,Matchup,42,34,1,77,42,34,1,77,77,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_ats,Coach Trends,42,34,1,77,42,34,1,77,77,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_totals,Team,24,28,0,52,24,28,0,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_totals,Matchup,24,28,0,52,24,28,0,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,underdog_totals,Coach Trends,24,28,0,52,24,28,0,52,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Chuck Martin,Miami-OH,first_half_ats,Team,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,first_half_ats,Matchup,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,first_half_ats,Coach Trends,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,first_half_totals,Team,5,10,0,15,5,10,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,first_half_totals,Matchup,5,10,0,15,5,10,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,first_half_totals,Coach Trends,5,10,0,15,5,10,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_ats,Team,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_ats,Matchup,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_ats,Coach Trends,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_totals,Team,8,7,0,15,8,7,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_totals,Matchup,8,7,0,15,8,7,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Chuck Martin,Miami-OH,second_half_totals,Coach Trends,8,7,0,15,8,7,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_ats,Team,31,30,1,62,31,30,1,62,62,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_ats,Matchup,31,30,1,62,31,30,1,62,62,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_ats,Coach Trends,31,30,1,62,31,30,1,62,62,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_totals,Team,36,25,1,62,36,25,1,62,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_totals,Matchup,36,25,1,62,36,25,1,62,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,full_game_totals,Coach Trends,36,25,1,62,36,25,1,62,62,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,favorite_ats,Team,8,9,0,17,8,9,0,17,17,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,favorite_ats,Matchup,8,9,0,17,8,9,0,17,17,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,favorite_ats,Coach Trends,8,9,0,17,8,9,0,17,17,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,favorite_totals,Team,13,4,0,17,13,4,0,17,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,favorite_totals,Matchup,13,4,0,17,13,4,0,17,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,favorite_totals,Coach Trends,13,4,0,17,13,4,0,17,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_ats,Team,23,20,0,43,23,20,0,43,43,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_ats,Matchup,23,20,0,43,23,20,0,43,43,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_ats,Coach Trends,23,20,0,43,23,20,0,43,43,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_totals,Team,19,22,1,42,19,22,1,42,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_totals,Matchup,19,22,1,42,19,22,1,42,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,underdog_totals,Coach Trends,19,22,1,42,19,22,1,42,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clark Lea,Vanderbilt,first_half_ats,Team,10,5,0,15,10,5,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,first_half_ats,Matchup,10,5,0,15,10,5,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,first_half_ats,Coach Trends,10,5,0,15,10,5,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,first_half_totals,Team,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,first_half_totals,Matchup,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,first_half_totals,Coach Trends,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_ats,Team,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_ats,Matchup,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_ats,Coach Trends,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_totals,Team,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_totals,Matchup,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clark Lea,Vanderbilt,second_half_totals,Coach Trends,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_ats,Team,69,78,3,150,69,78,3,150,150,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_ats,Matchup,69,78,3,150,69,78,3,150,150,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_ats,Coach Trends,69,78,3,150,69,78,3,150,150,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_totals,Team,69,79,2,150,69,79,2,150,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_totals,Matchup,69,79,2,150,69,79,2,150,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,full_game_totals,Coach Trends,69,79,2,150,69,79,2,150,150,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,favorite_ats,Team,46,40,3,89,46,40,3,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,favorite_ats,Matchup,46,40,3,89,46,40,3,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,favorite_ats,Coach Trends,46,40,3,89,46,40,3,89,89,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,favorite_totals,Team,32,27,2,61,32,27,2,61,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,favorite_totals,Matchup,32,27,2,61,32,27,2,61,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,favorite_totals,Coach Trends,32,27,2,61,32,27,2,61,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_ats,Team,20,31,1,52,20,31,1,52,52,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_ats,Matchup,20,31,1,52,20,31,1,52,52,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_ats,Coach Trends,20,31,1,52,20,31,1,52,52,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_totals,Team,16,23,0,39,16,23,0,39,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_totals,Matchup,16,23,0,39,16,23,0,39,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,underdog_totals,Coach Trends,16,23,0,39,16,23,0,39,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Clay Helton,Georgia Southern,first_half_ats,Team,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,first_half_ats,Matchup,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,first_half_ats,Coach Trends,6,9,0,15,6,9,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,first_half_totals,Team,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,first_half_totals,Matchup,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,first_half_totals,Coach Trends,7,8,0,15,7,8,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_ats,Team,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_ats,Matchup,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_ats,Coach Trends,11,4,0,15,11,4,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_totals,Team,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_totals,Matchup,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Clay Helton,Georgia Southern,second_half_totals,Coach Trends,9,6,0,15,9,6,0,15,15,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_ats,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_ats,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_ats,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_totals,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_totals,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Collin Klein,Kansas State,full_game_totals,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_ats,Team,34,19,0,53,34,19,0,53,53,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_ats,Matchup,34,19,0,53,34,19,0,53,53,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_ats,Coach Trends,34,19,0,53,34,19,0,53,53,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_totals,Team,33,20,0,53,33,20,0,53,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_totals,Matchup,33,20,0,53,33,20,0,53,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,full_game_totals,Coach Trends,33,20,0,53,33,20,0,53,53,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,favorite_ats,Team,29,13,0,42,29,13,0,42,42,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,favorite_ats,Matchup,29,13,0,42,29,13,0,42,42,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,favorite_ats,Coach Trends,29,13,0,42,29,13,0,42,42,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,favorite_totals,Team,28,12,0,40,28,12,0,40,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,favorite_totals,Matchup,28,12,0,40,28,12,0,40,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,favorite_totals,Coach Trends,28,12,0,40,28,12,0,40,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_ats,Team,4,2,0,6,4,2,0,6,6,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_ats,Matchup,4,2,0,6,4,2,0,6,6,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_ats,Coach Trends,4,2,0,6,4,2,0,6,6,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_totals,Team,2,3,0,5,2,3,0,5,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_totals,Matchup,2,3,0,5,2,3,0,5,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,underdog_totals,Coach Trends,2,3,0,5,2,3,0,5,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Curt Cignetti,Indiana,first_half_ats,Team,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,first_half_ats,Matchup,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,first_half_ats,Coach Trends,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,first_half_totals,Team,8,8,0,16,8,8,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,first_half_totals,Matchup,8,8,0,16,8,8,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,first_half_totals,Coach Trends,8,8,0,16,8,8,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_ats,Team,12,4,0,16,12,4,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_ats,Matchup,12,4,0,16,12,4,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_ats,Coach Trends,12,4,0,16,12,4,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_totals,Team,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_totals,Matchup,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Curt Cignetti,Indiana,second_half_totals,Coach Trends,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_ats,Team,126,116,1,243,126,116,1,243,243,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_ats,Matchup,126,116,1,243,126,116,1,243,243,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_ats,Coach Trends,126,116,1,243,126,116,1,243,243,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_totals,Team,109,130,3,242,109,130,3,242,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_totals,Matchup,109,130,3,242,109,130,3,242,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,full_game_totals,Coach Trends,109,130,3,242,109,130,3,242,242,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Dabo Swinney,Clemson,favorite_ats,Team,77,70,3,150,77,70,3,150,150,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
