season,week,game_id,team,opponent,prior_games,prior_off_drives,prior_off_start_ytg_sum,prior_off_short_fields,prior_off_opportunities,prior_off_opportunity_points,prior_off_opportunity_tds,prior_off_points,prior_def_drives,prior_def_opponent_start_ytg_sum,prior_def_short_fields_allowed,prior_def_opportunities_allowed,prior_def_opportunity_points_allowed,prior_def_opportunity_tds_allowed,prior_def_points_allowed,pregame_off_avg_start_ytg,pregame_off_short_field_rate,pregame_off_opportunity_rate,pregame_off_points_per_opportunity,pregame_off_td_rate_per_opportunity,pregame_off_points_per_drive,pregame_def_opponent_avg_start_ytg,pregame_def_short_field_rate_allowed,pregame_def_opportunity_rate_allowed,pregame_def_points_per_opportunity_allowed,pregame_def_td_rate_per_opportunity_allowed,pregame_def_points_per_drive_allowed
2022,14,401437034,Fresno State,Boise State,12,117.0,7942.0,24.0,73.0,295.0,34.0,295.0,113.0,8099.0,19.0,56.0,239.0,24.0,242.0,67.88034188034187,0.20512820512820512,0.6239316239316239,4.041095890410959,0.4657534246575342,2.5213675213675213,71.67256637168141,0.168141592920354,0.49557522123893805,4.267857142857143,0.42857142857142855,2.1415929203539825
2022,1,401403858,Georgia,Oregon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022,2,401403872,Georgia,Samford,1,5.0,372.0,1.0,5.0,35.0,5.0,35.0,5.0,386.0,0.0,3.0,3.0,0.0,3.0,74.4,0.2,1.0,7.0,1.0,7.0,77.2,0.0,0.6,1.0,0.0,0.6
2022,3,401403888,Georgia,South Carolina,2,12.0,767.0,5.0,11.0,65.0,8.0,65.0,5.0,386.0,0.0,3.0,3.0,0.0,3.0,63.916666666666664,0.4166666666666667,0.9166666666666666,5.909090909090909,0.7272727272727273,5.416666666666667,77.2,0.0,0.6,1.0,0.0,0.6
2022,4,401403895,Georgia,Kent State,3,18.0,1225.0,6.0,16.0,96.0,12.0,96.0,11.0,816.0,1.0,5.0,3.0,0.0,3.0,68.05555555555556,0.3333333333333333,0.8888888888888888,6.0,0.75,5.333333333333333,74.18181818181819,0.09090909090909091,0.45454545454545453,0.6,0.0,0.2727272727272727
2022,5,401403907,Georgia,Missouri,4,28.0,1911.0,9.0,25.0,133.0,16.0,133.0,22.0,1615.0,2.0,10.0,25.0,2.0,25.0,68.25,0.32142857142857145,0.8928571428571429,5.32,0.64,4.75,73.4090909090909,0.09090909090909091,0.45454545454545453,2.5,0.2,1.1363636363636365
2022,6,401403911,Georgia,Auburn,5,40.0,2820.0,9.0,32.0,159.0,18.0,159.0,33.0,2359.0,6.0,16.0,47.0,3.0,47.0,70.5,0.225,0.8,4.96875,0.5625,3.975,71.48484848484848,0.18181818181818182,0.48484848484848486,2.9375,0.1875,1.4242424242424243
2022,7,401403918,Georgia,Vanderbilt,6,51.0,3492.0,13.0,37.0,180.0,21.0,180.0,44.0,3198.0,7.0,17.0,50.0,3.0,50.0,68.47058823529412,0.2549019607843137,0.7254901960784313,4.864864864864865,0.5675675675675675,3.5294117647058822,72.68181818181819,0.1590909090909091,0.38636363636363635,2.9411764705882355,0.17647058823529413,1.1363636363636365
2022,9,401403928,Georgia,Florida,7,58.0,3992.0,14.0,42.0,211.0,25.0,211.0,50.0,3694.0,7.0,19.0,50.0,3.0,50.0,68.82758620689656,0.2413793103448276,0.7241379310344828,5.023809523809524,0.5952380952380952,3.6379310344827585,73.88,0.14,0.38,2.6315789473684212,0.15789473684210525,1.0
2022,10,401403933,Georgia,Tennessee,8,72.0,5009.0,16.0,49.0,253.0,31.0,253.0,64.0,4705.0,9.0,25.0,70.0,5.0,70.0,69.56944444444444,0.2222222222222222,0.6805555555555556,5.163265306122449,0.6326530612244898,3.513888888888889,73.515625,0.140625,0.390625,2.8,0.2,1.09375
2022,11,401403944,Georgia,Mississippi State,9,84.0,5790.0,20.0,56.0,273.0,33.0,273.0,75.0,5502.0,10.0,30.0,83.0,6.0,83.0,68.92857142857143,0.23809523809523808,0.6666666666666666,4.875,0.5892857142857143,3.25,73.36,0.13333333333333333,0.4,2.7666666666666666,0.2,1.1066666666666667
2022,12,401403949,Georgia,Kentucky,10,96.0,6651.0,22.0,64.0,318.0,39.0,318.0,86.0,6232.0,12.0,34.0,96.0,7.0,96.0,69.28125,0.22916666666666666,0.6666666666666666,4.96875,0.609375,3.3125,72.46511627906976,0.13953488372093023,0.3953488372093023,2.823529411764706,0.20588235294117646,1.1162790697674418
2022,13,401403959,Georgia,Georgia Tech,11,105.0,7256.0,25.0,69.0,334.0,40.0,334.0,94.0,6906.0,12.0,38.0,102.0,8.0,102.0,69.1047619047619,0.23809523809523808,0.6571428571428571,4.840579710144928,0.5797101449275363,3.1809523809523808,73.46808510638297,0.1276595744680851,0.40425531914893614,2.6842105263157894,0.21052631578947367,1.0851063829787233
2022,14,401437036,Georgia,LSU,12,114.0,7804.0,29.0,76.0,364.0,43.0,364.0,102.0,7534.0,12.0,40.0,109.0,9.0,109.0,68.45614035087719,0.2543859649122807,0.6666666666666666,4.7894736842105265,0.5657894736842105,3.192982456140351,73.86274509803921,0.11764705882352941,0.39215686274509803,2.725,0.225,1.0686274509803921
2022,1,401420777,Georgia Southern,Morgan State,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022,2,401405072,Georgia Southern,Nebraska,1,11.0,692.0,4.0,6.0,38.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.90909090909091,0.36363636363636365,0.5454545454545454,6.333333333333333,0.8333333333333334,3.4545454545454546,,,,,,
2022,3,401426560,Georgia Southern,UAB,2,22.0,1517.0,4.0,15.0,83.0,11.0,83.0,11.0,875.0,0.0,7.0,42.0,6.0,42.0,68.95454545454545,0.18181818181818182,0.6818181818181818,5.533333333333333,0.7333333333333333,3.772727272727273,79.54545454545455,0.0,0.6363636363636364,6.0,0.8571428571428571,3.8181818181818183
2022,4,401416605,Georgia Southern,Ball State,3,34.0,2436.0,4.0,21.0,104.0,14.0,104.0,24.0,1691.0,3.0,14.0,77.0,11.0,77.0,71.6470588235294,0.11764705882352941,0.6176470588235294,4.9523809523809526,0.6666666666666666,3.0588235294117645,70.45833333333333,0.125,0.5833333333333334,5.5,0.7857142857142857,3.2083333333333335
2022,5,401426337,Georgia Southern,Coastal Carolina,4,45.0,3278.0,5.0,29.0,138.0,18.0,138.0,35.0,2534.0,3.0,22.0,100.0,13.0,100.0,72.84444444444445,0.1111111111111111,0.6444444444444445,4.758620689655173,0.6206896551724138,3.066666666666667,72.4,0.08571428571428572,0.6285714285714286,4.545454545454546,0.5909090909090909,2.857142857142857
2022,6,401426342,Georgia Southern,Georgia State,5,57.0,4123.0,7.0,36.0,168.0,21.0,168.0,48.0,3427.0,6.0,30.0,134.0,18.0,134.0,72.33333333333333,0.12280701754385964,0.631578947368421,4.666666666666667,0.5833333333333334,2.9473684210526314,71.39583333333333,0.125,0.625,4.466666666666667,0.6,2.7916666666666665
2022,7,401426349,Georgia Southern,James Madison,6,68.0,4909.0,9.0,45.0,201.0,25.0,201.0,60.0,4158.0,10.0,40.0,175.0,23.0,175.0,72.19117647058823,0.1323529411764706,0.6617647058823529,4.466666666666667,0.5555555555555556,2.9558823529411766,69.3,0.16666666666666666,0.6666666666666666,4.375,0.575,2.9166666666666665
2022,8,401426356,Georgia Southern,Old Dominion,7,84.0,6037.0,12.0,54.0,239.0,29.0,239.0,76.0,5334.0,13.0,50.0,213.0,28.0,213.0,71.86904761904762,0.14285714285714285,0.6428571428571429,4.425925925925926,0.5370370370370371,2.8452380952380953,70.1842105263158,0.17105263157894737,0.6578947368421053,4.26,0.56,2.8026315789473686
2022,10,401426365,Georgia Southern,South Alabama,8,95.0,6826.0,13.0,61.0,267.0,33.0,267.0,87.0,6040.0,16.0,60.0,236.0,30.0,236.0,71.85263157894737,0.1368421052631579,0.6421052631578947,4.377049180327869,0.5409836065573771,2.8105263157894735,69.42528735632185,0.1839080459770115,0.6896551724137931,3.933333333333333,0.5,2.7126436781609193
2022,11,401426370,Georgia Southern,Louisiana,9,107.0,7672.0,14.0,68.0,291.0,36.0,291.0,100.0,6993.0,19.0,67.0,274.0,35.0,274.0,71.70093457943925,0.1308411214953271,0.6355140186915887,4.279411764705882,0.5294117647058824,2.7196261682242993,69.93,0.19,0.67,4.08955223880597,0.5223880597014925,2.74
2022,12,401426377,Georgia Southern,Marshall,10,118.0,8536.0,14.0,73.0,308.0,38.0,308.0,112.0,7728.0,24.0,76.0,303.0,37.0,303.0,72.33898305084746,0.11864406779661017,0.6186440677966102,4.219178082191781,0.5205479452054794,2.610169491525424,69.0,0.21428571428571427,0.6785714285714286,3.986842105263158,0.4868421052631579,2.705357142857143
2022,13,401426382,Georgia Southern,App State,11,131.0,9575.0,14.0,79.0,318.0,39.0,318.0,124.0,8613.0,26.0,84.0,326.0,40.0,326.0,73.09160305343511,0.10687022900763359,0.6030534351145038,4.025316455696203,0.4936708860759494,2.427480916030534,69.45967741935483,0.20967741935483872,0.6774193548387096,3.880952380952381,0.47619047619047616,2.629032258064516
2022,1,401403863,Georgia State,South Carolina,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2022,2,401411103,Georgia State,North Carolina,1,15.0,1097.0,1.0,6.0,14.0,2.0,14.0,13.0,951.0,2.0,4.0,20.0,2.0,26.0,73.13333333333334,0.06666666666666667,0.4,2.3333333333333335,0.3333333333333333,0.9333333333333333,73.15384615384616,0.15384615384615385,0.3076923076923077,5.0,0.5,2.0
2022,3,401426554,Georgia State,Charlotte,2,30.0,2139.0,4.0,13.0,42.0,5.0,42.0,29.0,2198.0,3.0,11.0,62.0,7.0,68.0,71.3,0.13333333333333333,0.43333333333333335,3.230769230769231,0.38461538461538464,1.4,75.79310344827586,0.10344827586206896,0.3793103448275862,5.636363636363637,0.6363636363636364,2.3448275862068964
2022,4,401426334,Georgia State,Coastal Carolina,3,44.0,3182.0,6.0,22.0,83.0,11.0,84.0,41.0,3014.0,5.0,19.0,97.0,12.0,103.0,72.31818181818181,0.13636363636363635,0.5,3.772727272727273,0.5,1.9090909090909092,73.51219512195122,0.12195121951219512,0.4634146341463415,5.105263157894737,0.631578947368421,2.5121951219512195
2022,5,401404137,Georgia State,Army,4,56.0,4061.0,7.0,28.0,100.0,13.0,101.0,55.0,3949.0,8.0,28.0,138.0,17.0,144.0,72.51785714285714,0.125,0.5,3.5714285714285716,0.4642857142857143,1.8035714285714286,71.8,0.14545454545454545,0.509090909090909,4.928571428571429,0.6071428571428571,2.618181818181818
2022,6,401426342,Georgia State,Georgia Southern,5,67.0,4792.0,10.0,36.0,131.0,17.0,132.0,65.0,4679.0,10.0,35.0,152.0,19.0,158.0,71.5223880597015,0.14925373134328357,0.5373134328358209,3.638888888888889,0.4722222222222222,1.9701492537313432,71.98461538461538,0.15384615384615385,0.5384615384615384,4.3428571428571425,0.5428571428571428,2.4307692307692306
