game_id,date,week,away_team,home_team,projected_margin_home,projected_total,win_prob_home,market_spread_home,market_total
g356,2026-10-03,5,Purdue,Illinois,11.7334,52.7,0.858773286244,,
g357,2026-10-03,5,Ohio State,Iowa,-15.8333,48.5,0.080476357702,,
g358,2026-10-03,5,West Virginia,Iowa State,0.9,48.6,0.534560187749,,
g359,2026-10-03,5,Marshall,James Madison,8.8333,57.7,0.795592119635,,
g360,2026-10-03,5,Middle Tennessee,Kansas,27.3667,54.2,0.985374591471,,
g361,2026-10-03,5,Ohio,Kent State,-7.1,45.5,0.251183974015,,
g362,2026-10-03,5,McNeese,LSU,,,,,
g363,2026-10-03,5,Arkansas State,Louisiana,3.0334,57.5,0.614596927681,,
g364,2026-10-03,5,Army,Louisiana Tech,-3.1666,52.5,0.380560650906,,
g365,2026-10-03,5,Eastern Michigan,Massachusetts,-9.4,50.2,0.190594198693,,
g366,2026-10-03,5,Bowling Green,Miami-OH,10.7667,42.8,0.839756224021,,
g367,2026-10-03,5,Michigan,Minnesota,-10.2334,46.9,0.171594415105,,
g368,2026-10-03,5,Alabama,Mississippi State,-12.5667,50.4,0.126381523156,,
g369,2026-10-03,5,Florida,Missouri,1.3333,47.6,0.551101717328,,
g370,2026-10-03,5,Louisville,NC State,-3.3667,53.2,0.373330817234,,
g371,2026-10-03,5,Maryland,Nebraska,7.1,49.8,0.748816025985,,
g372,2026-10-03,5,UTEP,New Mexico,18.2334,50.5,0.942952866086,,
g373,2026-10-03,5,Notre Dame,North Carolina,-20.8333,50.2,0.038973386854,,
g374,2026-10-03,5,Wyoming,North Dakota State,10.3333,45.6,0.830579303255,,
g375,2026-10-03,5,UTSA,Rice,-8.7666,55.0,0.206081728602,,
g376,2026-10-03,5,Indiana,Rutgers,-22.6333,55.0,0.029827411743,,
g377,2026-10-03,5,Boston College,SMU,19.0,52.7,0.948975492784,,
g378,2026-10-03,5,Texas State,San Diego State,6.3667,58.8,0.727007467476,,
g379,2026-10-03,5,UL-Monroe,South Alabama,12.1,55.1,0.865476167507,,
g380,2026-10-03,5,Kentucky,South Carolina,8.2667,47.2,0.781050722515,,
g381,2026-10-03,5,Temple,South Florida,9.9667,58.5,0.822494245994,,
g382,2026-10-03,5,BYU,TCU,-4.2333,52.3,0.342701843348,,
g383,2026-10-03,5,Auburn,Tennessee,6.0667,53.8,0.717752095851,,
g384,2026-10-03,5,Arkansas,Texas A&M,18.8,58.7,0.947464866079,,
g385,2026-10-03,5,Samford,UAB,,,,,
g386,2026-10-03,5,California,UNLV,0.5,57.0,0.519221292211,,
g387,2026-10-03,5,Washington,USC,7.0333,54.1,0.746881003623,,
g388,2026-10-03,5,Stanford,Wake Forest,8.8666,45.8,0.796423999981,,
g389,2026-10-03,5,Fresno State,Washington State,0.5666,44.2,0.521778519144,,
g390,2026-10-03,5,Michigan State,Wisconsin,6.8667,45.9,0.742004924923,,
g391,2026-10-06,6,Southern Miss,Troy,10.0334,54.5,0.823987450015,,
g392,2026-10-07,6,New Mexico State,Florida International,4.8666,53.5,0.67889704662,,
g393,2026-10-07,6,Jacksonville State,Kennesaw State,0.6334,54.1,0.524342279154,,
g394,2026-10-08,6,South Alabama,Arkansas State,4.8666,57.0,0.67889704662,,
g395,2026-10-08,6,Sam Houston,Liberty,18.9,55.6,0.9482253878,,
g396,2026-10-08,6,South Florida,UTSA,1.2666,59.2,0.548561819956,,
g397,2026-10-08,6,Missouri State,Western Kentucky,12.5667,53.9,0.873618476844,,
g398,2026-10-09,6,Iowa State,BYU,16.4667,48.3,0.926446172521,,
g399,2026-10-09,6,Florida State,Louisville,5.8333,50.3,0.710421238896,,
g400,2026-10-10,6,Eastern Michigan,Akron,-2.3333,47.8,0.411209108987,,
g401,2026-10-10,6,Georgia,Alabama,-3.0666,47.7,0.384193936153,,
g402,2026-10-10,6,Old Dominion,Appalachian State,-4.2,50.1,0.343856781954,,
g403,2026-10-10,6,Hawaii,Arizona State,13.0333,52.2,0.881333919719,,
g404,2026-10-10,6,Tennessee,Arkansas,-8.8667,62.5,0.20357350568,,
g405,2026-10-10,6,Tulane,Army,0.5333,51.3,0.520500039961,,
g406,2026-10-10,6,Sacramento State,Bowling Green,4.0333,48.0,0.650334006455,,
g407,2026-10-10,6,Virginia Tech,California,-2.6666,53.5,0.398853099546,,
g408,2026-10-10,6,Rice,East Carolina,14.2333,49.7,0.899324229175,,
g409,2026-10-10,6,South Carolina,Florida,5.8,47.2,0.709366169581,,
g410,2026-10-10,6,Boise State,Fresno State,-4.0666,48.1,0.348501906553,,
g411,2026-10-10,6,James Madison,Georgia Southern,-4.3,53.5,0.340394102228,,
g412,2026-10-10,6,Duke,Georgia Tech,3.0333,56.2,0.614593283559,,
g413,2026-10-10,6,Houston,Kansas State,3.7334,55.1,0.639770739869,,
g414,2026-10-10,6,LSU,Kentucky,-12.0334,45.6,0.135721236672,,
g415,2026-10-10,6,Louisiana,Louisiana Tech,2.8,56.0,0.606057338669,,
g416,2026-10-10,6,Coastal Carolina,Marshall,6.5333,59.6,0.732064643577,,
g417,2026-10-10,6,Miami-OH,Massachusetts,-17.6334,46.0,0.062220473747,,
g418,2026-10-10,6,UAB,Memphis,18.2667,58.2,0.943227825963,,
g419,2026-10-10,6,Illinois,Michigan State,-6.1334,53.4,0.280173733263,,
g420,2026-10-10,6,Texas A&M,Missouri,-4.3667,51.5,0.338093907927,,
g421,2026-10-10,6,Wake Forest,NC State,4.9,50.5,0.680016178663,,
g422,2026-10-10,6,Tulsa,Navy,12.0,55.0,0.863674887715,,
g423,2026-10-10,6,Indiana,Nebraska,-15.8666,50.8,0.080098064328,,
g424,2026-10-10,6,Charlotte,North Texas,17.3666,55.8,0.935341045562,,
g425,2026-10-10,6,Air Force,Northern Illinois,-11.1334,49.3,0.152796912375,,
g426,2026-10-10,6,Ball State,Northwestern,27.5333,46.9,0.985739410937,,
g427,2026-10-10,6,Stanford,Notre Dame,32.8666,50.8,0.993671855741,,
g428,2026-10-10,6,Central Michigan,Ohio,4.6667,43.2,0.672156281007,,
g429,2026-10-10,6,Maryland,Ohio State,31.3666,49.1,0.992042339749,,
g430,2026-10-10,6,Texas,Oklahoma,-7.3333,49.1,0.244493437484,,
g431,2026-10-10,6,Central Florida,Oklahoma State,5.9333,50.0,0.71357593187,,
g432,2026-10-10,6,UCLA,Oregon,25.6,53.1,0.980893991746,,
g433,2026-10-10,6,San Diego State,Oregon State,-5.0333,47.8,0.315538035331,,
g434,2026-10-10,6,USC,Penn State,0.4334,55.2,0.516663057825,,
g435,2026-10-10,6,North Carolina,Pittsburgh,6.0,49.8,0.715668634938,,
g436,2026-10-10,6,Minnesota,Purdue,-5.3,48.0,0.306744255281,,
g437,2026-10-10,6,Wyoming,San Jose State,-0.4,46.6,0.484620237883,,
g438,2026-10-10,6,Connecticut,Temple,4.6,55.9,0.669891043799,,
g439,2026-10-10,6,Buffalo,Toledo,7.9667,44.2,0.773055641027,,
g440,2026-10-10,6,North Dakota State,UNLV,7.5334,54.9,0.761148165211,,
g441,2026-10-10,6,Nevada,UTEP,-2.8,48.4,0.393942661331,,
g442,2026-10-10,6,Kansas,Utah,10.4,54.5,0.832018385134,,
g443,2026-10-10,6,Washington State,Utah State,0.3,49.8,0.511536413727,,
g444,2026-10-10,6,Ole Miss,Vanderbilt,-7.5667,56.1,0.237921697473,,
g445,2026-10-10,6,Syracuse,Virginia,11.7,47.5,0.8581489351,,
g446,2026-10-10,6,Iowa,Washington,3.0,48.8,0.613379078463,,
g447,2026-10-10,6,Arizona,West Virginia,-3.4667,52.1,0.369738582046,,
g448,2026-10-10,6,Kent State,Western Michigan,16.0333,48.1,0.92177137076,,
g449,2026-10-13,7,Florida International,Jacksonville State,7.3,56.6,0.754559007951,,
g450,2026-10-13,7,Delaware,Middle Tennessee,-7.1,55.8,0.251183974015,,
g451,2026-10-14,7,Missouri State,Kennesaw State,7.6334,51.5,0.763933866498,,
g452,2026-10-14,7,Western Kentucky,Sam Houston,-14.2333,55.2,0.100675770825,,
g453,2026-10-15,7,Georgia Southern,Old Dominion,6.5334,50.4,0.732067661197,,
g454,2026-10-15,7,East Carolina,UAB,-11.3667,54.2,0.148208327742,,
g455,2026-10-16,7,Appalachian State,Coastal Carolina,-0.0,55.1,0.5,,
g456,2026-10-16,7,Memphis,Tulane,2.6,54.4,0.598687660112,,
g457,2026-10-17,7,UNLV,Air Force,-3.6,56.3,0.364972533124,,
g458,2026-10-17,7,Florida Atlantic,Army,7.5666,57.1,0.762075513055,,
g459,2026-10-17,7,Notre Dame,BYU,-10.4333,53.1,0.167266811621,,
g460,2026-10-17,7,TCU,Baylor,-0.2667,56.9,0.489743746539,,
g461,2026-10-17,7,Pittsburgh,Boston College,-9.2667,53.4,0.193777970482,,
g462,2026-10-17,7,Ball State,Bowling Green,8.4333,46.0,0.785402268174,,
g463,2026-10-17,7,Massachusetts,Buffalo,15.8,46.8,0.919143719329,,
g464,2026-10-17,7,Wake Forest,California,2.5334,49.6,0.596223441365,,
g465,2026-10-17,7,Western Michigan,Central Michigan,-4.4,45.9,0.336948385564,,
g466,2026-10-17,7,Charleston So.,Clemson,,,,,
g467,2026-10-17,7,Utah,Colorado,-7.1334,52.7,0.250218714017,,
g468,2026-10-17,7,North Carolina,Duke,3.3,53.0,0.624265341907,,
g469,2026-10-17,7,Toledo,Eastern Michigan,-5.8667,47.6,0.28852280595,,
g470,2026-10-17,7,Auburn,Georgia,15.8333,48.7,0.919523642298,,
g471,2026-10-17,7,New Mexico,Hawaii,-0.0667,53.4,0.497434637895,,
g472,2026-10-17,7,Oklahoma State,Houston,4.6333,53.8,0.671022958176,,
g473,2026-10-17,7,Ohio State,Indiana,-3.5,50.2,0.368545540147,,
g474,2026-10-17,7,Georgia State,James Madison,20.7333,55.1,0.960446286004,,
g475,2026-10-17,7,Kansas,Kansas State,8.4,55.5,0.784537533911,,
g476,2026-10-17,7,Mississippi State,LSU,19.8667,50.9,0.955058690293,,
g477,2026-10-17,7,Troy,Louisiana,0.5,56.2,0.519221292211,,
g478,2026-10-17,7,Rutgers,Maryland,4.0667,53.9,0.65150158649,,
g479,2026-10-17,7,Florida State,Miami-FL,15.9333,49.2,0.920654779599,,
g480,2026-10-17,7,Akron,Miami-OH,13.9667,43.6,0.895549392946,,
g481,2026-10-17,7,Penn State,Michigan,4.9,50.6,0.680016178663,,
g482,2026-10-17,7,Northwestern,Michigan State,-1.4667,48.8,0.443826604116,,
g483,2026-10-17,7,Nevada,North Dakota State,12.4,48.8,0.870759668591,,
g484,2026-10-17,7,Kentucky,Oklahoma,16.2667,46.2,0.924321736447,,
g485,2026-10-17,7,Missouri,Ole Miss,6.3334,51.9,0.725989521023,,
g486,2026-10-17,7,Nebraska,Oregon,22.0333,52.0,0.967382293172,,
g487,2026-10-17,7,Washington State,Oregon State,-0.9666,46.2,0.462891436561,,
g488,2026-10-17,7,Washington,Purdue,-14.2667,50.6,0.100211487386,,
g489,2026-10-17,7,Tulsa,Rice,-2.5666,52.2,0.402547534141,,
g490,2026-10-17,7,Virginia,SMU,7.7,49.4,0.76577664719,,
g491,2026-10-17,7,Ohio,Sacramento State,-4.1,46.2,0.347336137531,,
g492,2026-10-17,7,Fresno State,San Diego State,3.2333,45.8,0.621855362741,,
g493,2026-10-17,7,Kent State,South Florida,20.6,54.5,0.959659815986,,
g494,2026-10-17,7,Arkansas State,Southern Miss,-3.7,55.8,0.361414339776,,
g495,2026-10-17,7,Elon,Stanford,,,,,
g496,2026-10-17,7,Louisville,Syracuse,-9.0667,49.6,0.19863032509,,
g497,2026-10-17,7,Charlotte,Temple,16.9333,56.1,0.931190565272,,
g498,2026-10-17,7,Alabama,Tennessee,-1.7,52.8,0.434985557952,,
g499,2026-10-17,7,Florida,Texas,14.0333,49.0,0.896503948092,,
g500,2026-10-17,7,The Citadel,Texas A&M,,,,,
g501,2026-10-17,7,Colorado State,Texas State,8.7,57.7,0.792236828156,,
g502,2026-10-17,7,Arizona State,Texas Tech,18.8667,50.8,0.94797329713,,
g503,2026-10-17,7,Wisconsin,UCLA,1.3,46.0,0.549833997312,,
g504,2026-10-17,7,Louisiana Tech,UL-Monroe,-10.8,52.6,0.159555584874,,
g505,2026-10-17,7,San Jose State,UTEP,-1.9667,50.8,0.424929533819,,
g506,2026-10-17,7,Navy,UTSA,-1.2,57.7,0.453976796444,,
g507,2026-10-17,7,Arkansas,Vanderbilt,5.8,60.5,0.709366169581,,
g508,2026-10-17,7,Georgia Tech,Virginia Tech,5.3,52.4,0.693255744719,,
g509,2026-10-17,7,Cincinnati,West Virginia,2.1666,53.5,0.582567712284,,
g510,2026-10-17,7,Northern Illinois,Wyoming,8.7667,43.3,0.793920788495,,
g511,2026-10-20,8,Missouri State,Delaware,7.7667,54.8,0.767612163124,,
g512,2026-10-20,8,Middle Tennessee,Florida International,9.0333,55.0,0.800550486743,,
g513,2026-10-20,8,South Alabama,Marshall,4.8333,60.9,0.677779215077,,
g514,2026-10-21,8,Liberty,Kennesaw State,-0.8,54.3,0.469269551329,,
g515,2026-10-21,8,New Mexico State,Sam Houston,-3.6,52.2,0.364972533124,,
g516,2026-10-22,8,James Madison,Appalachian State,-7.2666,53.2,0.246393877961,,
g517,2026-10-22,8,East Carolina,Memphis,3.1,54.2,0.617021041432,,
g518,2026-10-23,8,Army,Tulsa,-5.0,53.7,0.316645529812,,
g519,2026-10-24,8,Texas A&M,Alabama,2.1667,49.0,0.58257145355,,
g520,2026-10-24,8,Iowa State,Arizona,11.3667,48.8,0.851791672258,,
g521,2026-10-24,8,Kansas State,Arizona State,0.2666,52.8,0.510252408925,,
g522,2026-10-24,8,Georgia State,Arkansas State,13.2333,57.2,0.884514334697,,
g523,2026-10-24,8,LSU,Auburn,-5.9667,45.5,0.285374995632,,
g524,2026-10-24,8,Sacramento State,Ball State,-2.9,51.0,0.39027561176,,
g525,2026-10-24,8,Bowling Green,Buffalo,4.6333,43.5,0.671022958176,,
g526,2026-10-24,8,BYU,Central Florida,-9.1333,49.0,0.197004414877,,
g527,2026-10-24,8,Miami-OH,Central Michigan,-4.0667,44.7,0.34849841351,,
g528,2026-10-24,8,Texas Tech,Cincinnati,-17.1333,53.6,0.066863871668,,
g529,2026-10-24,8,Virginia Tech,Clemson,6.7667,49.5,0.739048844731,,
g530,2026-10-24,8,San Diego State,Colorado State,-8.8667,47.0,0.20357350568,,
g531,2026-10-24,8,Massachusetts,Connecticut,16.8667,51.1,0.930531138467,,
g532,2026-10-24,8,Rice,Florida Atlantic,7.2,55.7,0.751698635985,,
g533,2026-10-24,8,Boston College,Georgia Tech,10.2,52.5,0.827673920687,,
g534,2026-10-24,8,Oregon,Illinois,-17.9333,53.8,0.059582095897,,
g535,2026-10-24,8,Baylor,Kansas,1.1667,57.7,0.544752988981,,
g536,2026-10-24,8,Akron,Kent State,0.1667,48.1,0.506411187065,,
g537,2026-10-24,8,Vanderbilt,Kentucky,-0.8667,51.8,0.466714685379,,
g538,2026-10-24,8,Old Dominion,Louisiana Tech,-1.5,49.2,0.442562367089,,
g539,2026-10-24,8,Pittsburgh,Miami-FL,16.7,51.0,0.928854879226,,
g540,2026-10-24,8,Indiana,Michigan,-5.3666,49.9,0.304569712845,,
g541,2026-10-24,8,Iowa,Minnesota,-5.6667,46.2,0.294879897528,,
g542,2026-10-24,8,Oklahoma,Mississippi State,-11.6,51.5,0.143734162678,,
g543,2026-10-24,8,North Texas,Navy,12.0,56.8,0.863674887715,,
g544,2026-10-24,8,San Jose State,Nevada,2.9333,49.8,0.610942790925,,
g545,2026-10-24,8,North Dakota State,New Mexico,3.0334,51.0,0.614596927681,,
g546,2026-10-24,8,Syracuse,North Carolina,6.6667,47.2,0.736070941711,,
g547,2026-10-24,8,Hawaii,Northern Illinois,-12.4667,50.4,0.12808991284,,
g548,2026-10-24,8,Rutgers,Northwestern,4.9,52.0,0.680016178663,,
g549,2026-10-24,8,Eastern Michigan,Ohio,7.1334,45.0,0.749781285983,,
g550,2026-10-24,8,Colorado,Oklahoma State,7.1667,52.3,0.750741192463,,
g551,2026-10-24,8,California,SMU,12.6666,53.5,0.875305660432,,
g552,2026-10-24,8,Tennessee,South Carolina,-1.6667,55.0,0.436245089326,,
g553,2026-10-24,8,Louisiana,Southern Miss,-4.0334,57.4,0.349662495096,,
g554,2026-10-24,8,NC State,Stanford,-6.2666,51.4,0.276059595289,,
g555,2026-10-24,8,West Virginia,TCU,8.3334,52.6,0.782800491539,,
g556,2026-10-24,8,Ole Miss,Texas,11.2666,53.3,0.849836984852,,
g557,2026-10-24,8,Utah State,Texas State,4.3,62.1,0.659605897772,,
g558,2026-10-24,8,Western Michigan,Toledo,1.4,44.7,0.553638952366,,
g559,2026-10-24,8,UL-Monroe,Troy,15.8,52.8,0.919143719329,,
g560,2026-10-24,8,UTSA,Tulane,3.8667,55.6,0.644483354262,,
g561,2026-10-24,8,Michigan State,UCLA,6.1667,52.8,0.720858305985,,
g562,2026-10-24,8,Houston,Utah,5.7334,54.1,0.707249240292,,
g563,2026-10-24,8,Duke,Virginia,7.4333,53.2,0.758337170648,,
g564,2026-10-24,8,Boise State,Washington State,-6.2,48.9,0.278111987574,,
g565,2026-10-24,8,USC,Wisconsin,-11.2333,48.7,0.150817964311,,
g566,2026-10-24,8,Air Force,Wyoming,-3.4667,47.0,0.369738582046,,
g567,2026-10-27,9,Sam Houston,Missouri State,9.4666,52.9,0.810981446556,,
g568,2026-10-27,9,Delaware,Western Kentucky,7.3,57.1,0.754559007951,,
g569,2026-10-28,9,Kennesaw State,Middle Tennessee,-6.9667,52.5,0.255060924681,,
g570,2026-10-28,9,Jacksonville State,New Mexico State,-4.8666,53.6,0.32110295338,,
g571,2026-10-29,9,Troy,James Madison,7.8666,52.5,0.770342500236,,
g572,2026-10-29,9,Florida Atlantic,North Texas,2.9666,60.5,0.612159809396,,
g573,2026-10-30,9,Baylor,Central Florida,0.0667,53.5,0.502565362105,,
g574,2026-10-30,9,Tulane,Charlotte,-19.7333,51.6,0.045830465566,,
g575,2026-10-30,9,Kent State,Sacramento State,5.1,52.2,0.686673981499,,
g576,2026-10-31,9,Connecticut,Air Force,8.7667,52.7,0.793920788495,,
g577,2026-10-31,9,Missouri,Arkansas,-7.0333,56.2,0.253118996377,,
g578,2026-10-31,9,Arizona State,BYU,9.8667,50.4,0.820236976397,,
g579,2026-10-31,9,Texas State,Boise State,12.7,61.1,0.875865420489,,
g580,2026-10-31,9,Utah,Cincinnati,-5.9,54.5,0.287472294494,,
g581,2026-10-31,9,Kansas State,Colorado,-4.6334,53.6,0.328973645661,,
g582,2026-10-31,9,Boston College,Duke,10.3667,56.5,0.831301146054,,
g583,2026-10-31,9,Temple,East Carolina,9.2,54.9,0.804613849897,,
g584,2026-10-31,9,Clemson,Florida State,-2.2333,48.4,0.414938994766,,
g585,2026-10-31,9,Oregon State,Fresno State,9.9,45.5,0.820991126365,,
g586,2026-10-31,9,Florida,Georgia,10.9333,48.8,0.843175285544,,
g587,2026-10-31,9,Appalachian State,Georgia Southern,4.7666,55.0,0.675534074914,,
g588,2026-10-31,9,Coastal Carolina,Georgia State,-4.9667,57.0,0.31775510687,,
g589,2026-10-31,9,Minnesota,Indiana,22.8,47.8,0.970905847995,,
g590,2026-10-31,9,Wisconsin,Iowa,10.1,43.4,0.825468541927,,
g591,2026-10-31,9,Oklahoma State,Iowa State,-2.9667,49.3,0.387836537992,,
g592,2026-10-31,9,Florida International,Liberty,9.7334,56.9,0.817193270136,,
g593,2026-10-31,9,Stanford,Louisville,17.0333,48.5,0.932169814472,,
g594,2026-10-31,9,Illinois,Maryland,-3.4,51.5,0.3721330281,,
g595,2026-10-31,9,Army,Memphis,4.2667,55.2,0.658454695231,,
g596,2026-10-31,9,California,NC State,5.1666,55.2,0.688874242773,,
g597,2026-10-31,9,Notre Dame,Navy,-26.5,54.8,0.016676738449,,
g598,2026-10-31,9,Washington,Nebraska,-3.9333,50.3,0.353172491035,,
g599,2026-10-31,9,Miami-FL,North Carolina,-16.6,46.9,0.072168521867,,
g600,2026-10-31,9,UTEP,North Dakota State,17.7,49.8,0.938374705054,,
g601,2026-10-31,9,South Carolina,Oklahoma,10.3,47.3,0.829857176176,,
g602,2026-10-31,9,Marshall,Old Dominion,4.7667,54.6,0.675537447024,,
g603,2026-10-31,9,Auburn,Ole Miss,8.2667,50.3,0.781050722515,,
g604,2026-10-31,9,Northwestern,Oregon,26.6,49.1,0.983573681092,,
g605,2026-10-31,9,Purdue,Penn State,20.6334,51.7,0.959858271318,,
g606,2026-10-31,9,Georgia Tech,Pittsburgh,4.2667,53.1,0.658454695231,,
g607,2026-10-31,9,Michigan,Rutgers,-14.3667,54.0,0.098832776848,,
g608,2026-10-31,9,Washington State,San Diego State,5.9667,46.5,0.714625004368,,
g609,2026-10-31,9,New Mexico,San Jose State,-10.3667,52.0,0.168698853946,,
g610,2026-10-31,9,Louisiana Tech,South Alabama,-0.2,55.5,0.492308299138,,
g611,2026-10-31,9,UAB,South Florida,17.8334,57.9,0.939550882591,,
g612,2026-10-31,9,SMU,Syracuse,-9.8,50.8,0.181281044875,,
g613,2026-10-31,9,Kansas,TCU,6.2,54.0,0.721888012426,,
g614,2026-10-31,9,Mississippi State,Texas,24.5333,54.4,0.977563054573,,
g615,2026-10-31,9,Arizona,Texas Tech,16.8,52.3,0.929864864772,,
g616,2026-10-31,9,Nevada,UCLA,20.3667,50.1,0.95824716776,,
g617,2026-10-31,9,Southern Miss,UL-Monroe,-4.2666,53.9,0.341548764656,,
g618,2026-10-31,9,Northern Illinois,UNLV,21.1334,52.6,0.962719522156,,
g619,2026-10-31,9,Ohio State,USC,-10.3,53.8,0.170142823824,,
g620,2026-10-31,9,Colorado State,Utah State,7.1,50.2,0.748816025985,,
g621,2026-10-31,9,Virginia,Wake Forest,-1.7,45.5,0.434985557952,,
g622,2026-10-31,9,Bowling Green,Western Michigan,10.9,44.0,0.84249666577,,
g623,2026-11-03,10,Ohio,Akron,-6.5667,42.2,0.266928670383,,
g624,2026-11-03,10,Buffalo,Miami-OH,8.9334,43.1,0.79808515139,,
g625,2026-11-04,10,Central Michigan,Eastern Michigan,-2.4667,48.8,0.406249352111,,
g626,2026-11-04,10,Ball State,Massachusetts,-2.6334,49.3,0.400078397737,,
g627,2026-11-04,10,Toledo,Sacramento State,-7.2333,48.8,0.247346386501,,
g628,2026-11-05,10,UTSA,Florida Atlantic,-4.4666,61.4,0.334663087527,,
g629,2026-11-05,10,James Madison,Southern Miss,-11.4,53.6,0.147562742015,,
g630,2026-11-06,10,TCU,Arizona,3.4333,52.8,0.629063192788,,
g631,2026-11-06,10,South Florida,East Carolina,1.8333,53.9,0.570047794265,,
g632,2026-11-07,10,Georgia State,Appalachian State,10.7667,56.6,0.839756224021,,
g633,2026-11-07,10,Colorado,Arizona State,7.5,50.3,0.760212731297,,
g634,2026-11-07,10,UL-Monroe,Arkansas State,14.4666,54.1,0.902527666751,,
g635,2026-11-07,10,Air Force,Army,4.0666,52.6,0.651498093447,,
g636,2026-11-07,10,Arkansas,Auburn,10.1,54.7,0.825468541927,,
g637,2026-11-07,10,Iowa State,Baylor,7.6667,52.9,0.764856507057,,
g638,2026-11-07,10,Florida State,Boston College,-10.0334,51.5,0.176012549985,,
g639,2026-11-07,10,Old Dominion,Coastal Carolina,-6.0,50.5,0.284331365062,,
g640,2026-11-07,10,Boise State,Colorado State,-14.3,49.2,0.09975048912,,
g641,2026-11-07,10,North Carolina,Connecticut,-12.8,49.0,0.122471533785,,
g642,2026-11-07,10,Oklahoma,Florida,-1.2,46.2,0.453976796444,,
g643,2026-11-07,10,Missouri State,Florida International,4.0,54.0,0.649168124989,,
g644,2026-11-07,10,Marshall,Georgia Southern,1.8333,59.5,0.570047794265,,
g645,2026-11-07,10,Louisville,Georgia Tech,-4.6667,51.2,0.327843718993,,
g646,2026-11-07,10,Cincinnati,Houston,7.2666,54.6,0.753606122039,,
g647,2026-11-07,10,Nebraska,Illinois,1.6,52.5,0.561229606063,,
g648,2026-11-07,10,Sam Houston,Jacksonville State,16.4666,55.5,0.92644512415,,
g649,2026-11-07,10,Central Florida,Kansas,3.8,50.8,0.642128713394,,
g650,2026-11-07,10,Oklahoma State,Kansas State,6.6667,54.8,0.736070941711,,
g651,2026-11-07,10,Delaware,Kennesaw State,2.3667,54.8,0.590034425583,,
g652,2026-11-07,10,Alabama,LSU,4.7,44.5,0.673284216313,,
g653,2026-11-07,10,South Alabama,Louisiana,5.0,58.6,0.683354470188,,
g654,2026-11-07,10,Michigan State,Michigan,20.0334,50.8,0.956146706618,,
g655,2026-11-07,10,Western Kentucky,Middle Tennessee,-11.6,54.9,0.143734162678,,
g656,2026-11-07,10,UCLA,Minnesota,2.4333,48.9,0.592510600744,,
g657,2026-11-07,10,Vanderbilt,Mississippi State,-2.2,57.1,0.416183236103,,
g658,2026-11-07,10,Texas,Missouri,-9.7,50.5,0.183575608054,,
g659,2026-11-07,10,Duke,NC State,4.3333,58.1,0.66075521924,,
g660,2026-11-07,10,Temple,Navy,12.4333,57.1,0.8713351114,,
g661,2026-11-07,10,New Mexico,Nevada,-9.9334,49.5,0.17825494638,,
g662,2026-11-07,10,Liberty,New Mexico State,-6.3,53.8,0.275033852767,,
g663,2026-11-07,10,Rice,North Texas,8.3666,54.0,0.78366766673,,
g664,2026-11-07,10,Iowa,Northwestern,-7.0,46.2,0.25408873729,,
g665,2026-11-07,10,Miami-FL,Notre Dame,7.4333,51.5,0.758337170648,-6.5,54.5
g666,2026-11-07,10,Oregon,Ohio State,6.2333,51.4,0.722915380495,,
g667,2026-11-07,10,Georgia,Ole Miss,-5.7666,53.1,0.291694344077,,
g668,2026-11-07,10,Texas State,Oregon State,-0.5666,58.5,0.478221480856,,
g669,2026-11-07,10,Maryland,Purdue,-3.2334,50.0,0.378141019553,,
g670,2026-11-07,10,Virginia Tech,SMU,7.2,52.6,0.751698635985,,
g671,2026-11-07,10,Northern Illinois,San Jose State,5.3667,48.9,0.695433545714,,
g672,2026-11-07,10,Texas A&M,South Carolina,-6.7,51.1,0.262934999918,,
g673,2026-11-07,10,Clemson,Syracuse,-10.2667,47.7,0.170867395651,,
g674,2026-11-07,10,Kentucky,Tennessee,12.2334,54.0,0.867847739612,,
g675,2026-11-07,10,West Virginia,Texas Tech,23.6667,52.1,0.974444892505,,
g676,2026-11-07,10,Louisiana Tech,Troy,3.5,53.2,0.631454459853,,
g677,2026-11-07,10,Tulsa,Tulane,10.0667,52.8,0.82472922795,,
g678,2026-11-07,10,Charlotte,UAB,9.9666,55.4,0.822491999868,,
g679,2026-11-07,10,Wyoming,UNLV,15.3667,50.3,0.914049068996,,
g680,2026-11-07,10,Hawaii,UTEP,-12.6667,52.2,0.124692660414,,
g681,2026-11-07,10,BYU,Utah,-0.0333,52.8,0.49871923357,,
g682,2026-11-07,10,Fresno State,Utah State,-2.4334,49.0,0.407485684772,,
g683,2026-11-07,10,Merrimack,Wake Forest,,,,,
g684,2026-11-07,10,Penn State,Washington,0.4333,51.1,0.516659215941,,
g685,2026-11-07,10,Rutgers,Wisconsin,6.2,49.1,0.721888012426,,
g686,2026-11-10,11,Western Michigan,Akron,-10.9,44.8,0.15750333423,,
g687,2026-11-10,11,Kent State,Bowling Green,6.6333,47.2,0.735071479976,,
g688,2026-11-10,11,Ohio,Miami-OH,6.7,41.0,0.737065000082,,
g689,2026-11-11,11,Buffalo,Ball State,-7.2666,46.4,0.246393877961,,
g690,2026-11-11,11,Sacramento State,Central Michigan,6.5333,50.0,0.732064643577,,
g691,2026-11-11,11,Massachusetts,Toledo,20.9667,47.1,0.961788062629,,
g692,2026-11-12,11,Memphis,South Florida,2.0667,58.0,0.578825508,,
