team,games,off_plays,off_pass_rate,off_neutral_pass_rate,off_early_down_pass_rate,off_qb_run_share,off_rush_success_rate,off_pass_success_rate,off_explosive_rush_rate,off_explosive_pass_rate,off_ppa,off_game_clock_seconds_per_play,def_pass_rate_faced,def_rush_success_allowed,def_pass_success_allowed,def_ppa_allowed,def_havoc_rate
Army,13,822,0.14658331353517237,0.1485604970201311,0.13034779303764155,0.4518252251081283,0.501853582561586,0.4981255586518744,0.13946964362893882,0.18401927020348074,0.31290078957601214,31.73131569034852,0.5355232449594012,0.4580854392176314,0.4621792371214027,0.1609434714946772,0.15570249516440457
Georgia,13,879,0.5642168758724034,0.6107368507588629,0.533615584497885,0.12232438082141131,0.4887032549223166,0.49573619865183144,0.14311248533597912,0.11942999893299121,0.25179338217935376,24.74208512262319,0.5032429705373764,0.394852336591467,0.40695482454873794,0.10915564682018494,0.16942454548799196
Iowa,12,692,0.3683468348274825,0.40226673169638877,0.3026472069602459,0.06733235520706916,0.39742615650358953,0.41558914091321686,0.13617724069282153,0.06354717031151526,0.1463310756374026,32.64875774131202,0.5475166804030764,0.44474827099056774,0.4331531626806104,0.0986131609495076,0.17899116318589206
Tennessee,12,890,0.414348108221739,0.4719934161620342,0.4018447775307831,0.14780701339442795,0.48256171348252225,0.5016773006793621,0.14392014057530786,0.11451644957782514,0.2418334252596399,23.982364282275338,0.48625686825720393,0.35119254687189644,0.42154093687725913,0.012557732208692647,0.22608396946879175
Washington State,12,783,0.484956719348715,0.5198632185621255,0.4761012961546589,0.3164290796083815,0.47402161936053083,0.5242024619965796,0.1827192166821984,0.13086691568834427,0.31144513295683324,24.970566891561518,0.5551620905088637,0.44335773746111684,0.4656049105063924,0.19495793219560595,0.14655600600252805
