season,week,game_id,away_team,home_team,sp_plus_home_spread,opening_home_spread,closing_home_spread,sp_plus_gap,actual_market_move,distance_to_sp_plus_at_open,distance_to_sp_plus_at_close,movement_toward_sp_plus_points,incorporation_percentage,directional_agreement,close_crossed_sp_plus,close_overshot_sp_plus,moved_away,no_meaningful_move,actual_home_margin,sp_plus_absolute_error,opener_absolute_error,close_absolute_error,sp_plus_side_ats_result,clv_points,timing_status,eligibility,missing_reason
2021,3,pt-2021-3-toledo-notredame,Toledo,Notre Dame,-7.8,-19.5,-16.5,11.7,3.0,11.7,8.7,3.0,0.25641025641025644,True,False,False,False,False,-3.0,10.8,22.5,19.5,W,3.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-oregon-ohiostate,Oregon,Ohio St.,-13.7,-11.5,-14.5,-2.1999999999999993,-3.0,2.1999999999999993,0.8000000000000007,1.3999999999999986,0.6363636363636359,True,True,True,False,False,7.0,6.699999999999999,4.5,7.5,L,3.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-tulsa-oklahomastate,Tulsa,Oklahoma St.,-11.6,-14.0,-12.5,2.4000000000000004,1.5,2.4000000000000004,0.9000000000000004,1.5,0.6249999999999999,True,False,False,False,False,-5.0,16.6,19.0,17.5,W,1.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-hawaii-oregonstate,Hawaii,Oregon St.,-8.5,-11.0,-11.0,2.5,0.0,2.5,2.5,0.0,0.0,False,False,False,False,True,-18.0,26.5,29.0,29.0,W,0.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-ballstate-pennstate,Ball St.,Penn St.,-31.0,-20.5,-22.5,-10.5,-2.0,10.5,8.5,2.0,0.19047619047619047,True,False,False,False,False,-31.0,62.0,51.5,53.5,L,2.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-houston-rice,Houston,Rice,7.600000000000001,8.0,8.0,-0.3999999999999986,0.0,0.3999999999999986,0.3999999999999986,0.0,0.0,False,False,False,False,True,37.0,44.6,45.0,45.0,W,-0.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-northtexas-smu,North Texas,SMU,-14.2,-26.0,-22.5,11.8,3.5,11.8,8.3,3.5,0.2966101694915254,True,False,False,False,False,-23.0,37.2,49.0,45.5,W,3.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-rutgers-syracuse,Rutgers,Syracuse,1.7999999999999998,2.0,2.5,-0.20000000000000018,0.5,0.20000000000000018,0.7000000000000002,-0.5,-2.499999999999998,False,False,False,True,False,10.0,11.8,12.0,12.5,W,-0.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-california-tcu,California,TCU,-12.4,-9.0,-11.5,-3.4000000000000004,-2.5,3.4000000000000004,0.9000000000000004,2.5,0.7352941176470588,True,False,False,False,False,-2.0,14.4,11.0,13.5,L,2.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-pittsburgh-tennessee,Pittsburgh,Tennessee,0.6999999999999993,-0.0,4.0,0.6999999999999993,4.0,0.6999999999999993,3.3000000000000007,-2.6000000000000014,-3.71428571428572,True,True,True,True,False,7.0,7.699999999999999,7.0,11.0,L,4.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-stanford-usc,Stanford,USC,-27.0,-14.5,-17.0,-12.5,-2.5,12.5,10.0,2.5,0.2,True,False,False,False,False,14.0,13.0,0.5,3.0,L,2.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-illinois-virginia,Illinois,Virginia,-13.6,-13.0,-10.5,-0.5999999999999996,2.5,0.5999999999999996,3.0999999999999996,-2.5,-4.166666666666669,False,False,False,True,False,-28.0,41.6,41.0,38.5,L,-2.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-utahstate-airforce,Utah St.,Air Force,-5.9,-11.0,-9.0,5.1,2.0,5.1,3.0999999999999996,2.0,0.3921568627450981,True,False,False,False,False,4.0,1.9000000000000004,7.0,5.0,W,2.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-georgiasouthern-arkansas,Georgia Southern,Arkansas,-27.2,-18.0,-23.5,-9.2,-5.5,9.2,3.6999999999999993,5.5,0.5978260869565218,True,False,False,False,False,-35.0,62.2,53.0,58.5,L,5.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-connecticut-army,Connecticut,Army,-40.0,-31.0,-34.5,-9.0,-3.5,9.0,5.5,3.5,0.3888888888888889,True,False,False,False,False,-31.0,71.0,62.0,65.5,L,3.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-arizonastate-byu,Arizona St.,BYU,0.9000000000000004,2.0,3.0,-1.0999999999999996,1.0,1.0999999999999996,2.0999999999999996,-1.0,-0.9090909090909094,False,False,False,True,False,-10.0,9.1,8.0,7.0,L,-1.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
