season,week,game_id,date,away_team,home_team,neutral_site,location_certainty,sp_plus_snapshot_date,sp_plus_snapshot_week,away_sp_plus_rating,home_sp_plus_rating,away_sp_plus_offense,home_sp_plus_offense,away_sp_plus_defense,home_sp_plus_defense,SP+ HFA,published_or_reconstructed,sp_plus_home_margin,sp_plus_home_spread,provenance,eligibility,missing_reason
2021,2,pt-2021-2-byu-arizona,,BYU,Arizona,,uncertain,,1,6.9,-4.4,33.4,28.0,26.6,32.3,2.5,reconstructed,-8.8,8.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-florida-tennessee,,Florida,Tennessee,,uncertain,,4,7.8,19.3,35.9,43.7,28.1,24.6,2.5,reconstructed,14.0,-14.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-arkansas-texasaandm,,Arkansas,Texas A&M,,uncertain,,4,12.5,14.5,37.3,26.7,24.5,12.3,2.5,reconstructed,4.5,-4.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-texas-texastech,,Texas,Texas Tech,,uncertain,,4,18.4,7.1,40.2,32.5,21.9,25.4,2.5,reconstructed,-8.799999999999999,8.799999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-boisestate-utep,,Boise St.,UTEP,,uncertain,,4,-0.4,-11.5,21.1,15.4,21.4,27.2,2.5,reconstructed,-8.6,8.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-unlv-utahstate,,UNLV,Utah St.,,uncertain,,4,-6.0,-12.0,23.1,23.4,29.3,35.7,2.5,reconstructed,-3.5,3.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-clemson-wakeforest,,Clemson,Wake Forest,,uncertain,,4,17.2,8.3,35.5,39.9,18.5,31.9,2.5,reconstructed,-6.399999999999999,6.399999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,5,pt-2022-5-stanford-washington,,Stanford,Washington,,uncertain,,4,-1.1,14.2,30.5,32.1,31.7,18.1,2.5,reconstructed,17.799999999999997,-17.799999999999997,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-navy-airforce,,Navy,Air Force,,uncertain,,5,-10.4,-0.2,15.9,25.6,26.2,26.0,2.5,reconstructed,12.7,-12.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-colorado-arizona,,Colorado,Arizona,,uncertain,,5,-13.8,-7.4,20.1,25.9,34.2,32.9,2.5,reconstructed,8.9,-8.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-alabama-arkansas,,Alabama,Arkansas,,uncertain,,5,31.4,12.2,44.5,37.1,13.4,24.7,2.5,reconstructed,-16.7,16.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-georgiastate-army,,Georgia St.,Army,,uncertain,,5,-2.2,-3.0,27.3,30.2,29.7,33.4,2.5,reconstructed,1.7000000000000002,-1.7000000000000002,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-lsu-auburn,,LSU,Auburn,,uncertain,,5,16.4,12.0,33.8,30.1,17.1,18.2,2.5,reconstructed,-1.8999999999999984,1.8999999999999984,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-utahstate-byu,,Utah St.,BYU,,uncertain,,5,-12.9,9.9,22.1,33.1,35.1,22.9,2.5,reconstructed,25.3,-25.3,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-oklahomastate-baylor,,Oklahoma St.,Baylor,,uncertain,,5,16.8,16.1,38.2,33.1,21.7,17.0,2.5,reconstructed,1.8000000000000007,-1.8000000000000007,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-sandiegostate-boisestate,,San Diego St.,Boise St.,,uncertain,,5,-10.0,-1.5,16.3,20.2,26.8,21.6,2.5,reconstructed,11.0,-11.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-louisville-bostoncollege,,Louisville,Boston College,,uncertain,,5,4.6,-5.6,31.6,20.2,27.3,25.6,2.5,reconstructed,-7.699999999999999,7.699999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-miamiohio-buffalo,,Miami (Ohio),Buffalo,,uncertain,,5,-9.7,-14.0,19.9,22.6,29.6,36.8,2.5,reconstructed,-1.8000000000000007,1.8000000000000007,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-utep-charlotte,,UTEP,Charlotte,,uncertain,,5,-12.0,-20.0,16.7,26.1,29.1,45.9,2.5,reconstructed,-5.5,5.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-ncstate-clemson,,NC St.,Clemson,,uncertain,,5,13.2,16.6,29.6,35.1,16.6,18.6,2.5,reconstructed,5.900000000000002,-5.900000000000002,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-georgiasouthern-coastalcarolina,,Georgia Southern,Coastal Carolina,,uncertain,,5,-2.9,6.0,28.4,36.6,31.3,30.4,2.5,reconstructed,11.4,-11.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-fresnostate-connecticut,,Fresno St.,Connecticut,,uncertain,,5,-1.9,-21.5,27.6,15.0,29.4,36.5,2.5,reconstructed,-17.1,17.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-virginia-duke,,Virginia,Duke,,uncertain,,5,-0.7,-1.1,27.9,29.7,28.3,30.8,2.5,reconstructed,2.0999999999999996,-2.0999999999999996,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-wakeforest-floridastate,,Wake Forest,Florida St.,,uncertain,,5,9.1,10.5,39.1,33.3,30.1,22.5,2.5,reconstructed,3.9,-3.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-tulane-houston,,Tulane,Houston,,uncertain,,5,6.2,6.1,30.4,33.7,24.0,27.8,2.5,reconstructed,2.3999999999999995,-2.3999999999999995,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-michigan-iowa,,Michigan,Iowa,,uncertain,,5,25.4,12.9,41.7,24.2,16.8,11.6,2.5,reconstructed,-9.999999999999998,9.999999999999998,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-iowastate-kansas,,Iowa St.,Kansas,,uncertain,,5,10.7,6.1,30.0,34.4,18.8,28.0,2.5,reconstructed,-2.0999999999999996,2.0999999999999996,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-texastech-kansasstate,,Texas Tech,Kansas St.,,uncertain,,5,7.2,14.8,32.7,32.3,25.4,17.4,2.5,reconstructed,10.1,-10.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-southalabama-louisianalafayette,,South Alabama,Louisiana-Lafayette,,uncertain,,5,3.0,0.7,25.5,22.7,22.5,21.7,2.5,reconstructed,0.2000000000000001,-0.2000000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-michiganstate-maryland,,Michigan St.,Maryland,,uncertain,,5,10.4,14.2,33.4,38.1,22.6,24.3,2.5,reconstructed,6.299999999999999,-6.299999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-temple-memphis,,Temple,Memphis,,uncertain,,5,-11.4,5.0,14.9,31.7,26.0,27.1,2.5,reconstructed,18.9,-18.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-purdue-minnesota,,Purdue,Minnesota,,uncertain,,5,14.2,18.7,33.2,32.3,18.7,13.6,2.5,reconstructed,7.0,-7.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-kentucky-mississippi,,Kentucky,Mississippi,,uncertain,,5,17.2,20.9,32.7,38.3,15.8,17.7,2.5,reconstructed,6.199999999999999,-6.199999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-georgia-missouri,,Georgia,Missouri,,uncertain,,5,28.4,6.8,42.1,29.4,14.1,22.6,2.5,reconstructed,-19.1,19.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-indiana-nebraska,,Indiana,Nebraska,,uncertain,,5,-2.1,4.0,24.6,31.4,26.9,27.0,2.5,reconstructed,8.6,-8.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-rutgers-ohiostate,,Rutgers,Ohio St.,,uncertain,,5,-0.4,30.6,22.1,47.1,22.7,16.2,2.5,reconstructed,33.5,-33.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-stanford-oregon,,Stanford,Oregon,,uncertain,,5,-1.0,17.8,32.0,40.7,33.4,23.0,2.5,reconstructed,21.3,-21.3,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-northwestern-pennstate,,Northwestern,Penn St.,,uncertain,,5,-5.1,17.5,20.5,32.1,25.1,14.6,2.5,reconstructed,25.1,-25.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-uab-rice,,UAB,Rice,,uncertain,,5,4.6,-13.6,27.7,21.3,22.9,35.2,2.5,reconstructed,-15.7,15.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-oklahoma-tcu,,Oklahoma,TCU,,uncertain,,5,21.5,15.8,42.1,40.2,21.0,24.1,2.5,reconstructed,-3.1999999999999993,3.1999999999999993,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-cincinnati-tulsa,,Cincinnati,Tulsa,,uncertain,,5,17.6,1.8,35.5,30.2,17.8,28.3,2.5,reconstructed,-13.3,13.3,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-washington-ucla,,Washington,UCLA,,uncertain,,5,13.5,17.2,34.3,40.7,21.0,23.4,2.5,reconstructed,6.199999999999999,-6.199999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-newmexico-unlv,,New Mexico,UNLV,,uncertain,,5,-17.8,-8.4,10.6,22.7,28.1,31.4,2.5,reconstructed,11.9,-11.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-arizonastate-usc,,Arizona St.,USC,,uncertain,,5,4.1,13.4,29.9,38.7,26.2,25.0,2.5,reconstructed,11.8,-11.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-oregonstate-utah,,Oregon St.,Utah,,uncertain,,5,7.3,19.9,32.7,39.1,25.1,19.5,2.5,reconstructed,15.099999999999998,-15.099999999999998,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-illinois-wisconsin,,Illinois,Wisconsin,,uncertain,,5,8.6,11.7,25.1,29.1,16.3,17.3,2.5,reconstructed,5.6,-5.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,6,pt-2022-6-sanjosestate-wyoming,,San Jose St.,Wyoming,,uncertain,,5,-7.2,-12.5,18.6,18.7,25.4,31.5,2.5,reconstructed,-2.8,2.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-texasaandm-alabama,,Texas A&M,Alabama,,uncertain,,6,12.0,29.1,27.9,42.3,15.8,13.5,2.5,reconstructed,19.6,-19.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-oregon-arizona,,Oregon,Arizona,,uncertain,,6,17.6,-8.9,41.7,26.9,24.3,35.4,2.5,reconstructed,-24.0,24.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-washington-arizonastate,,Washington,Arizona St.,,uncertain,,6,10.4,2.5,35.3,31.3,25.2,29.1,2.5,reconstructed,-5.4,5.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-fresnostate-boisestate,,Fresno St.,Boise St.,,uncertain,,6,-6.3,-1.7,25.1,20.0,31.3,21.5,2.5,reconstructed,7.1,-7.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-clemson-bostoncollege,,Clemson,Boston College,,uncertain,,6,16.7,-8.4,35.4,18.5,18.8,26.7,2.5,reconstructed,-22.6,22.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-smu-centralflorida,,SMU,Central Florida,,uncertain,,6,5.8,9.0,35.5,30.5,29.9,21.4,2.5,reconstructed,5.7,-5.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-missouri-florida,,Missouri,Florida,,uncertain,,6,5.0,9.6,26.9,34.1,21.9,24.6,2.5,reconstructed,7.1,-7.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-auburn-georgia,,Auburn,Georgia,,uncertain,,6,7.2,28.3,27.5,41.9,20.5,14.0,2.5,reconstructed,23.6,-23.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-georgiasouthern-georgiastate,,Georgia Southern,Georgia St.,,uncertain,,6,-3.3,-2.2,29.7,28.5,33.0,30.9,2.5,reconstructed,3.5999999999999996,-3.5999999999999996,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-iowa-illinois,,Iowa,Illinois,,uncertain,,6,11.2,9.7,21.6,24.1,10.7,14.2,2.5,reconstructed,1.0,-1.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-michigan-indiana,,Michigan,Indiana,,uncertain,,6,25.4,-4.6,40.9,23.4,15.9,28.2,2.5,reconstructed,-27.5,27.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-kansasstate-iowastate,,Kansas St.,Iowa St.,,uncertain,,6,14.2,7.9,31.0,27.1,16.7,18.8,2.5,reconstructed,-3.799999999999999,3.799999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-tcu-kansas,,TCU,Kansas,,uncertain,,6,13.0,7.5,39.6,36.6,26.4,28.8,2.5,reconstructed,-3.0,3.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-southcarolina-kentucky,,South Carolina,Kentucky,,uncertain,,6,9.1,14.7,30.9,30.7,22.2,16.3,2.5,reconstructed,8.1,-8.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-tennessee-lsu,,Tennessee,LSU,,uncertain,,6,21.1,12.4,43.6,31.8,22.7,19.1,2.5,reconstructed,-6.200000000000001,6.200000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-purdue-maryland,,Purdue,Maryland,,uncertain,,6,13.1,13.0,33.1,37.3,19.7,24.8,2.5,reconstructed,2.4000000000000004,-2.4000000000000004,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-liberty-massachusetts,,Liberty,Massachusetts,,uncertain,,6,-0.2,-29.3,26.3,9.1,26.1,37.9,2.5,reconstructed,-26.6,26.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-houston-memphis,,Houston,Memphis,,uncertain,,6,2.7,3.2,32.9,31.6,30.4,28.8,2.5,reconstructed,3.0,-3.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-ohiostate-michiganstate,,Ohio St.,Michigan St.,,uncertain,,6,30.4,3.5,46.5,30.4,15.9,26.5,2.5,reconstructed,-24.4,24.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-floridastate-ncstate,,Florida St.,NC St.,,uncertain,,6,10.1,10.4,32.2,26.9,21.8,16.9,2.5,reconstructed,2.8000000000000007,-2.8000000000000007,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-tulsa-navy,,Tulsa,Navy,,uncertain,,6,-2.4,-8.9,29.8,18.2,32.0,27.0,2.5,reconstructed,-4.0,4.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-coloradostate-nevada,,Colorado St.,Nevada,,uncertain,,6,-23.2,-20.4,12.0,13.4,34.8,34.1,2.5,reconstructed,5.300000000000001,-5.300000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-wyoming-newmexico,,Wyoming,New Mexico,,uncertain,,6,-13.4,-19.3,17.1,9.5,30.8,28.6,2.5,reconstructed,-3.4000000000000004,3.4000000000000004,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-wisconsin-northwestern,,Wisconsin,Northwestern,,uncertain,,6,11.5,-9.4,29.7,18.8,18.2,27.8,2.5,reconstructed,-18.4,18.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-byu-notredame,,BYU,Notre Dame,,uncertain,,6,5.1,11.6,31.1,31.8,25.7,20.5,2.5,reconstructed,9.0,-9.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-akron-ohio,,Akron,Ohio,,uncertain,,6,-27.6,-18.0,14.0,25.3,41.2,43.2,2.5,reconstructed,12.1,-12.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-texas-oklahoma,,Texas,Oklahoma,,uncertain,,6,23.1,14.5,41.1,38.4,18.3,24.3,2.5,reconstructed,-6.100000000000001,6.100000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-texastech-oklahomastate,,Texas Tech,Oklahoma St.,,uncertain,,6,5.4,15.5,31.9,37.0,26.3,21.9,2.5,reconstructed,12.6,-12.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-nebraska-rutgers,,Nebraska,Rutgers,,uncertain,,6,0.9,-0.7,28.4,20.1,27.1,21.0,2.5,reconstructed,0.8999999999999999,-0.8999999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-hawaii-sandiegostate,,Hawaii,San Diego St.,,uncertain,,6,-29.5,-14.8,14.5,13.5,43.7,28.7,2.5,reconstructed,17.2,-17.2,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-unlv-sanjosestate,,UNLV,San Jose St.,,uncertain,,6,-10.3,-7.9,22.0,18.7,32.7,26.2,2.5,reconstructed,4.9,-4.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-oregonstate-stanford,,Oregon St.,Stanford,,uncertain,,6,4.2,-1.3,31.6,31.3,27.1,32.9,2.5,reconstructed,-3.0,3.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-appalachianstate-texasstate,,Appalachian St.,Texas St.,,uncertain,,6,5.5,-6.8,32.5,21.8,26.5,28.6,2.5,reconstructed,-9.8,9.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-utah-ucla,,Utah,UCLA,,uncertain,,6,17.2,18.1,39.3,42.5,22.4,24.4,2.5,reconstructed,3.400000000000002,-3.400000000000002,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-airforce-utahstate,,Air Force,Utah St.,,uncertain,,6,-3.3,-12.7,24.9,22.2,28.4,35.1,2.5,reconstructed,-6.899999999999999,6.899999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-mississippi-vanderbilt,,Mississippi,Vanderbilt,,uncertain,,6,21.6,-8.3,39.1,26.0,17.8,34.6,2.5,reconstructed,-27.4,27.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-louisville-virginia,,Louisville,Virginia,,uncertain,,6,3.2,-4.2,30.8,24.8,27.8,28.5,2.5,reconstructed,-4.9,4.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,7,pt-2022-7-army-wakeforest,,Army,Wake Forest,,uncertain,,6,-8.3,10.9,26.7,39.0,35.3,28.3,2.5,reconstructed,21.700000000000003,-21.700000000000003,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,8,pt-2022-8-arkansas-byu,,Arkansas,BYU,,uncertain,,7,9.2,0.6,37.3,30.4,27.8,29.4,2.5,reconstructed,-6.1,6.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2022,8,pt-2022-8-connecticut-ballstate,,Connecticut,Ball St.,,uncertain,,7,-22.9,-14.5,13.8,17.4,36.7,31.9,2.5,reconstructed,10.9,-10.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
