provider,canonical_game_id,season,canonical_site_week,kickoff,away_team,home_team,neutral_site,game_classification,market_type,selected_sportsbook,away_line,home_line,away_price,home_price,total_line,over_price,under_price,source_updated_at,available,stale_flag,selection_reason,fallback_reason,paired_market_id,source_run_id,coverage_status,acceptance_eligibility,ingestion_timestamp,payload_hash
sports_game_odds,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,moneyline,draftkings,,,260,-325,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,dafcef9130c7db3e04107d4062856ae94bb8c8ba8709ec730dedf09ab0d43582,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,spread,draftkings,8.5,-8.5,-110,-110,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,16866125bf7c023d25abb5c6eabca8222dc75a6014c34e203d3468bfbb8f8805,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,total,draftkings,,,,,53.5,-108,-112,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,bae488e311b0cb07a4ef5a4b281f0c62cfea64d88de89aa532fb78607ff7b03b,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g2,2026,0,2026-08-29,New Mexico State,Florida State,False,FBS_vs_FBS,moneyline,draftkings,,,3000,-10000,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,db0d10756f262e7e8427b19fcc16589a1810a6a86057722a06aee14641761b32,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g2,2026,0,2026-08-29,New Mexico State,Florida State,False,FBS_vs_FBS,spread,draftkings,30.5,-30.5,-108,-112,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,a0ed6cd57d6a274fddcee72c6ba326fe2f770e003a5dc2105fdd19c2a0adf7d6,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g2,2026,0,2026-08-29,New Mexico State,Florida State,False,FBS_vs_FBS,total,draftkings,,,,,53.5,-110,-110,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,c512d0db6b893b1a25fb4039167d3d7a75dd87dcf94f25f694abad868f4c91fb,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g3,2026,0,2026-08-29,Jacksonville State,North Dakota State,False,FBS_vs_FBS,moneyline,draftkings,,,230,-285,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,925c79b443aa32e8aba59c4e924f1f544dae076828ff2f8c8a916616233f44d8,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g3,2026,0,2026-08-29,Jacksonville State,North Dakota State,False,FBS_vs_FBS,spread,draftkings,7.5,-7.5,-110,-110,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,770ef59ebb3bb444864b5394bd4bb68131425cebe93bf3c63bd4e1e678243be6,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g3,2026,0,2026-08-29,Jacksonville State,North Dakota State,False,FBS_vs_FBS,total,draftkings,,,,,48.5,-105,-115,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,b52a5a771f228220974bd67d17467d69619e55eff84878893e3e1e129a27b8ef,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g4,2026,0,2026-08-29,Hawaii,Stanford,False,FBS_vs_FBS,moneyline,draftkings,,,160,-192,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,ddf74cad5e2233ec09c6f9790de9906d35310ee0f70cc93c6559a9f29160778c,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g4,2026,0,2026-08-29,Hawaii,Stanford,False,FBS_vs_FBS,spread,draftkings,4.0,-4.0,-112,-108,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,8ca4f1f7c559599d8231d173517655b80f4e90d9e598d1178f12ba1312b326fd,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g4,2026,0,2026-08-29,Hawaii,Stanford,False,FBS_vs_FBS,total,draftkings,,,,,50.5,-108,-112,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,52a3521efb7fbe1c3f2a67ab842e8db5addf7c304dd77f4fb873fe4b0ea93fc8,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g5,2026,0,2026-08-29,North Carolina,TCU,True,FBS_vs_FBS,moneyline,draftkings,,,205,-250,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,e4fd02250c8cda5fd26b5ea398b02d80d1b55e5450a9f59ba771dc8c2ce8e359,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g5,2026,0,2026-08-29,North Carolina,TCU,True,FBS_vs_FBS,spread,draftkings,6.5,-6.5,-108,-112,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,6e408b071949af61a295005647ff3ae994755a54ac66a06030bb3f2a1f1ff382,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g5,2026,0,2026-08-29,North Carolina,TCU,True,FBS_vs_FBS,total,draftkings,,,,,49.5,-110,-110,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,b0eab11e9853ace9ab3df19bac0e6ddcb61a3280db4cfd8ac83a24fcebd17ce0,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g6,2026,0,2026-08-29,Memphis,UNLV,False,FBS_vs_FBS,moneyline,draftkings,,,164,-198,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,8e711a6a294e13169f335653bc1920f50b13f816ceaf5d15ca701efe446ee81a,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g6,2026,0,2026-08-29,Memphis,UNLV,False,FBS_vs_FBS,spread,draftkings,5.5,-5.5,-112,-108,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,3a6d187775a798912fcff4d237f08a5a3f0e7086071747347fd19fe010119312,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g6,2026,0,2026-08-29,Memphis,UNLV,False,FBS_vs_FBS,total,draftkings,,,,,59.5,-108,-112,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,d5f4f128a9a78b7fc24ae07793bf9633861569ae75ad8f73c8309a1ff59976f4,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g7,2026,0,2026-08-29,San Jose State,USC,False,FBS_vs_FBS,moneyline,draftkings,,,4000,-50000,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,0e6960735600d06f7fc08b7342fca47f00473df089bb5e82ca65122564b623ea,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g7,2026,0,2026-08-29,San Jose State,USC,False,FBS_vs_FBS,spread,draftkings,35.5,-35.5,-105,-115,,,,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,3ba5e6983c25c57f0784615cf01c15d5fea61f4c1d743256a30b9888189b628c,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,g7,2026,0,2026-08-29,San Jose State,USC,False,FBS_vs_FBS,total,draftkings,,,,,58.5,-112,-108,2026-07-30T14:35:37.161Z,True,False,DraftKings priority,,2e6776849bd14b04aae3954b8c7916d81795a047267690288dc9ce2227b3b14c,final-hardening-replay-20260730,COMPLETE,True,2026-07-30T14:49:04.527873+00:00,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
