provider,provider_event_id,canonical_game_id,season,canonical_site_week,kickoff,away_team,home_team,neutral_site,game_classification,sportsbook,market_type,side,line,price,paired_market_id,available,suspended,source_updated_at,ingestion_timestamp,quote_age_seconds,stale_flag,source_run_id,source_page,coverage_status,mapping_status,market_eligibility,acceptance_eligibility,exclusion_reason,payload_hash
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,spread,away,8.5,-110,ad0da74795229d3c3ffbb33b01ca1fffcca0ab5ce35d54046ebbcdf66b8e8b45,True,False,2026-07-30T14:34:51.000Z,2026-07-30T14:49:04.527873+00:00,262.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,spread,home,-8.5,-110,ad0da74795229d3c3ffbb33b01ca1fffcca0ab5ce35d54046ebbcdf66b8e8b45,True,False,2026-07-30T14:34:51.000Z,2026-07-30T14:49:04.527873+00:00,262.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,total,over,53.5,-105,bf13c38fbdefc0f413cf661f712766af338a19f478efc9b1fd1256bf507eb600,True,False,2026-07-30T14:34:51.000Z,2026-07-30T14:49:04.527873+00:00,262.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,betmgm,total,under,53.5,-115,bf13c38fbdefc0f413cf661f712766af338a19f478efc9b1fd1256bf507eb600,True,False,2026-07-30T14:34:51.000Z,2026-07-30T14:49:04.527873+00:00,262.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,moneyline,away,,265,be0f1aff9608dc129a8976a8b5e16c3a07ae65b269b8e6477cbb4dbd54f5d4b3,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,moneyline,home,,-330,be0f1aff9608dc129a8976a8b5e16c3a07ae65b269b8e6477cbb4dbd54f5d4b3,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,spread,away,8.5,-110,154b598a92063f0a50ec9e6f922d924a256ac05ee68c343b0866710c161ba2ee,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,spread,home,-8.5,-110,154b598a92063f0a50ec9e6f922d924a256ac05ee68c343b0866710c161ba2ee,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,total,over,53.5,-110,68931c508ca2e25f52e5a102d9d1fae979a9aca90689d29238154be6bd1f37a9,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
sports_game_odds,xbCOjReBdyGPLVxh74Gh,g1,2026,0,2026-08-29,Sacramento State,Eastern Michigan,False,FBS_vs_FBS,bovada,total,under,53.5,-110,68931c508ca2e25f52e5a102d9d1fae979a9aca90689d29238154be6bd1f37a9,True,False,2026-07-30T14:35:09.000Z,2026-07-30T14:49:04.527873+00:00,244.08,False,final-hardening-replay-20260730,1,COMPLETE,canonical_mapped,True,True,,6a8115159ead26704782538437b8c6e28c641c5fda150f87a62f54ab220f922d
