snapshot_date,snapshot_label,season,game_id,cfbd_game_id,game_date,game_week,away_team,home_team,market_spread_home,market_total,market_spread_open_home,market_total_open,projected_margin_home,model_spread_home,projected_total,market_spread_book,market_total_book,market_books_available,market_spread_last_update,market_total_last_update,market_line_source
2026-07-21,Preseason,2026,g26,401856773,2026-09-05,1,Northern Arizona,Arizona,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g27,401856774,2026-09-05,1,Morgan State,Arizona State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g28,401856635,2026-09-05,1,North Alabama,Arkansas,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g29,401862701,2026-09-05,1,Bryant,Army,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g30,401856636,2026-09-05,1,Baylor,Auburn,-7.5,59.5,-7.0,59.5,7.255,-7.255,53.2,fanduel,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g31,401856775,2026-09-05,1,Utah Tech,BYU,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g32,401866410,2026-09-05,1,Tarleton State,Bowling Green,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g33,401858210,2026-09-05,1,UCLA,California,-1.5,54.5,-1.5,54.0,1.667,-1.667,53.65,draftkings,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:05.832Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g34,401862694,2026-09-05,1,The Citadel,Charlotte,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g35,401856777,2026-09-05,1,Boston College,Cincinnati,-7.5,54.5,-7.5,53.5,9.44,-9.44,53.9,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g36,401860878,2026-09-05,1,Wyoming,Colorado State,-3.5,48.5,-3.5,47.5,1.995,-1.995,43.4,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g37,401861962,2026-09-05,1,Lafayette,Connecticut,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g38,401858209,2026-09-05,1,Tulane,Duke,-10.5,53.5,-9.5,53.5,7.933,-7.933,55.4,fanduel,betmgm,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:16:17.000Z,SportsGameOdds
2026-07-21,Preseason,2026,g39,401856637,2026-09-05,1,Florida Atlantic,Florida,-26.5,57.5,-26.5,58.5,26.108,-26.108,54.1,fanduel,draftkings,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:05.832Z,SportsGameOdds
2026-07-21,Preseason,2026,g40,401856658,2026-09-05,1,Tennessee State,Georgia,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g41,401868170,2026-09-05,1,Charleston So.,Georgia Southern,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g42,401864497,2026-09-05,1,UNLV,Hawaii,2.5,58.5,1.5,58.5,-2.272,2.272,57.35,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g43,401856778,2026-09-05,1,Oregon State,Houston,-18.5,50.5,-18.5,50.5,19.235,-19.235,50.75,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g44,401858424,2026-09-05,1,UAB,Illinois,-27.5,56.5,-27.5,55.5,27.395,-27.395,56.2,draftkings,draftkings,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:05.832Z,2026-07-21T17:17:05.832Z,SportsGameOdds
2026-07-21,Preseason,2026,g45,401858425,2026-09-05,1,North Texas,Indiana,-39.5,54.5,-40.5,54.5,33.888,-33.888,54.85,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g46,401858426,2026-09-05,1,Northern Illinois,Iowa,-30.5,45.5,-30.5,43.5,34.047,-34.047,46.6,draftkings,draftkings,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:05.832Z,2026-07-21T17:17:05.832Z,SportsGameOdds
2026-07-21,Preseason,2026,g47,401856779,2026-09-05,1,Southeast Missouri,Iowa State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g48,,2026-09-05,1,Liberty,James Madison,-6.5,52.5,-6.0,52.5,12.19,-12.19,54.45,fanduel,fanduel,"ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g49,401868140,2026-09-05,1,Eastern Kentucky,Jacksonville State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g50,401856771,2026-09-05,1,Nicholls,Kansas State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g51,401856659,2026-09-05,1,Youngstown State,Kentucky,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g52,401856660,2026-09-05,1,Clemson,LSU,-11.5,50.5,-11.5,50.0,9.8,-9.8,45.75,fanduel,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g53,401869142,2026-09-05,1,Lamar,Louisiana,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g54,401869129,2026-09-05,1,Northwestern State,Louisiana Tech,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g55,,2026-09-05,1,Hampton,Maryland,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g56,401862695,2026-09-05,1,Arkansas State,Memphis,-10.5,56.5,-10.5,56.5,11.03,-11.03,57.15,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g57,401858428,2026-09-05,1,Western Michigan,Michigan,-26.5,46.5,-26.5,47.5,25.26,-25.26,46.9,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g58,401858429,2026-09-05,1,Toledo,Michigan State,-11.5,48.5,-10.5,49.5,7.785,-7.785,48.6,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g59,401867866,2026-09-05,1,Murray State,Middle Tennessee,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g60,401856662,2026-09-05,1,UL-Monroe,Mississippi State,-28.5,56.5,-28.5,55.5,28.323,-28.323,54.5,draftkings,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:05.832Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g61,401862696,2026-09-05,1,Towson,Navy,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g62,401858430,2026-09-05,1,Ohio,Nebraska,-23.5,48.5,-23.5,46.5,17.558,-17.558,45.1,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g63,401864432,2026-09-05,1,Western Kentucky,Nevada,2.5,52.5,3.0,52.5,-5.43,5.43,51.8,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g64,401864498,2026-09-05,1,Central Michigan,New Mexico,-12.5,48.5,-12.5,48.5,11.188,-11.188,49.35,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g65,,2026-09-05,1,Mercyhurst,New Mexico State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g66,401864499,2026-09-05,1,Fordham,North Dakota State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g67,401858431,2026-09-05,1,South Dakota State,Northwestern,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g68,401858432,2026-09-05,1,Ball State,Ohio State,-50.5,56.5,-50.5,56.5,55.85,-55.85,49.15,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g69,401856664,2026-09-05,1,UTEP,Oklahoma,-39.5,49.5,-40.5,50.5,41.182,-41.182,47.85,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g70,401867973,2026-09-05,1,Norfolk State,Old Dominion,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g71,401858433,2026-09-05,1,Boise State,Oregon,-24.5,52.5,-24.5,53.5,24.468,-24.468,53.0,fanduel,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g72,401858434,2026-09-05,1,Marshall,Penn State,-23.5,53.5,-23.5,53.5,27.023,-27.023,57.95,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g73,401858207,2026-09-05,1,Miami-OH,Pittsburgh,-16.5,50.5,-16.5,50.5,17.395,-17.395,48.2,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g74,401858435,2026-09-05,1,Indiana State,Purdue,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g75,401862697,2026-09-05,1,HCU,Rice,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g76,401866411,2026-09-05,1,MVSU,Sacramento State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g77,401860879,2026-09-05,1,Portland State,San Diego State,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g78,401868316,2026-09-05,1,Southeastern La.,South Alabama,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g79,401856665,2026-09-05,1,Kent State,South Carolina,-34.5,50.5,-34.5,52.5,33.843,-33.843,49.85,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g80,401862699,2026-09-05,1,Florida International,South Florida,-12.5,54.5,-12.5,54.5,16.605,-16.605,57.05,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",2026-07-21T17:17:27.205Z,2026-07-21T17:17:27.205Z,SportsGameOdds
2026-07-21,Preseason,2026,g81,401868356,2026-09-05,1,Alcorn State,Southern Miss,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g82,401858208,2026-09-05,1,New Hampshire,Syracuse,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g83,401862698,2026-09-05,1,Rhode Island,Temple,,,,,,,,,,,,,
2026-07-21,Preseason,2026,g84,401856666,2026-09-05,1,Furman,Tennessee,,,,,,,,,,,,,
