snapshot_prev,snapshot_latest,team,book,previous_win_total,latest_win_total,previous_over_odds,latest_over_odds,previous_under_odds,latest_under_odds,source_file
2026-07-11T12:26:50+00:00,2026-07-12T01:26:46+00:00,Iowa State Cyclones,DraftKings,5.5,5.5,115.0,125.0,-136.0,-150.0,market_win_totals_history.csv
2026-07-11T12:26:50+00:00,2026-07-12T01:26:46+00:00,Marshall Thundering Herd,DraftKings,7.5,7.5,110.0,105.0,-140.0,-136.0,market_win_totals_history.csv
2026-07-11T12:26:50+00:00,2026-07-12T01:26:46+00:00,Miami (OH) RedHawks,DraftKings,7.5,7.5,130.0,120.0,-166.0,-150.0,market_win_totals_history.csv
2026-07-11T12:26:50+00:00,2026-07-12T01:26:46+00:00,Ole Miss,DraftKings,7.5,7.5,-140.0,-166.0,120.0,130.0,market_win_totals_history.csv
2026-07-11T12:26:50+00:00,2026-07-12T01:26:46+00:00,Vanderbilt Commodores,DraftKings,5.5,5.5,-148.0,-130.0,124.0,110.0,market_win_totals_history.csv
2026-07-12T12:09:38+00:00,2026-07-13T12:06:23+00:00,GA Tech,BetMGM,6.5,6.5,105.0,-105.0,-135.0,-120.0,market_win_totals_history.csv
2026-07-12T12:09:38+00:00,2026-07-13T12:06:23+00:00,Northwestern,Caesars,5.5,5.5,-115.0,-105.0,-115.0,-125.0,market_win_totals_history.csv
2026-07-12T12:09:38+00:00,2026-07-13T12:06:23+00:00,Virginia,FanDuel,7.5,7.5,-168.0,-168.0,136.0,138.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Central Florida,FanDuel,5.5,5.5,-158.0,-160.0,130.0,130.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Indiana,FanDuel,10.5,10.5,-112.0,-114.0,-108.0,-106.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Michigan,FanDuel,8.5,8.5,138.0,136.0,-170.0,-168.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Notre Dame,FanDuel,11.5,11.5,172.0,168.0,-215.0,-210.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Ohio State,FanDuel,9.5,9.5,-160.0,-154.0,130.0,126.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Ole Miss,FanDuel,7.5,7.5,-170.0,-172.0,138.0,138.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Oregon,FanDuel,10.5,10.5,112.0,110.0,-138.0,-134.0,market_win_totals_history.csv
2026-07-13T12:06:23+00:00,2026-07-14T12:05:45+00:00,Virginia,FanDuel,7.5,7.5,-168.0,-168.0,138.0,136.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Alabama,FanDuel,8.5,8.5,-118.0,-120.0,-104.0,-102.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Appalachian State,FanDuel,5.5,5.5,-162.0,-160.0,132.0,130.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Arkansas State,FanDuel,6.5,6.5,110.0,112.0,-134.0,-138.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,BYU,FanDuel,8.5,8.5,-142.0,-140.0,116.0,114.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Baylor,Caesars,6.5,6.5,130.0,150.0,-160.0,-180.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,California,FanDuel,6.5,6.5,120.0,118.0,-148.0,-144.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Clemson,FanDuel,7.5,7.5,-132.0,-134.0,108.0,110.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Colorado,Caesars,4.5,4.5,110.0,100.0,-140.0,-130.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Iowa,FanDuel,7.5,7.5,-142.0,-144.0,116.0,118.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Iowa State,FanDuel,4.5,4.5,-152.0,-150.0,124.0,122.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Kansas State,FanDuel,8.5,8.5,104.0,102.0,-128.0,-124.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Kennesaw State,FanDuel,6.5,6.5,-120.0,-122.0,-102.0,100.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Louisville,FanDuel,7.5,7.5,-172.0,-176.0,140.0,142.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Massachusetts,FanDuel,2.5,2.5,-164.0,-168.0,134.0,136.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Miami Florida,FanDuel,10.5,10.5,-124.0,-122.0,102.0,102.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Michigan State,FanDuel,4.5,4.5,120.0,122.0,-148.0,-150.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,NC State,FanDuel,7.5,7.5,108.0,106.0,-132.0,-130.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Ohio,FanDuel,6.5,6.5,-128.0,-130.0,104.0,106.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Ohio State,FanDuel,9.5,9.5,-154.0,-152.0,126.0,124.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Oklahoma,FanDuel,7.5,7.5,-130.0,-132.0,106.0,108.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Oregon,FanDuel,10.5,10.5,110.0,112.0,-134.0,-138.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Rutgers,FanDuel,4.5,4.5,-142.0,-140.0,116.0,114.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,SMU,FanDuel,8.5,8.5,-138.0,-134.0,112.0,110.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,South Carolina,FanDuel,6.5,6.5,116.0,114.0,-142.0,-140.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Stanford,FanDuel,3.5,3.5,-124.0,-122.0,102.0,100.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Temple,FanDuel,5.5,5.5,-112.0,-114.0,-108.0,-106.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Texas,FanDuel,9.5,9.5,110.0,108.0,-134.0,-132.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Texas A&M,FanDuel,8.5,8.5,-110.0,-106.0,-110.0,-114.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Texas Tech,FanDuel,10.5,10.5,-215.0,-220.0,172.0,176.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,UCLA,FanDuel,6.5,6.5,116.0,118.0,-142.0,-144.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Utah,FanDuel,8.5,8.5,-134.0,-132.0,110.0,108.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Virginia Tech,FanDuel,6.5,6.5,-160.0,-162.0,130.0,132.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,WV,FanDuel,5.5,5.5,-160.0,-162.0,130.0,132.0,market_win_totals_history.csv
2026-07-14T12:05:45+00:00,2026-07-15T12:01:15+00:00,Wake Forest,FanDuel,5.5,5.5,-128.0,-130.0,104.0,106.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Appalachian State,FanDuel,5.5,5.5,-160.0,-158.0,130.0,128.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Arkansas State,FanDuel,6.5,6.5,112.0,112.0,-138.0,-140.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,California,FanDuel,6.5,6.5,118.0,120.0,-144.0,-148.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Clemson,FanDuel,7.5,7.5,-134.0,-144.0,110.0,118.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Florida State,FanDuel,6.5,5.5,138.0,-150.0,-170.0,122.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Georgia Tech,FanDuel,6.5,6.5,118.0,120.0,-144.0,-148.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Illinois,FanDuel,7.5,6.5,146.0,-148.0,-180.0,120.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Iowa State Cyclones,DraftKings,5.5,4.5,125.0,-170.0,-150.0,134.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Kansas,FanDuel,5.5,6.5,-168.0,118.0,136.0,-144.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,LSU,FanDuel,8.5,8.5,-110.0,-110.0,-110.0,-112.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Louisville,FanDuel,7.5,8.5,-176.0,114.0,142.0,-140.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Maryland,FanDuel,4.5,5.5,-192.0,108.0,154.0,-132.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Miami Florida,FanDuel,10.5,10.5,-122.0,-122.0,102.0,100.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Missouri,FanDuel,6.5,6.5,-106.0,-108.0,-114.0,-114.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,North Carolina,FanDuel,4.5,4.5,-144.0,-142.0,118.0,116.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Oklahoma State,FanDuel,5.5,6.5,-176.0,116.0,142.0,-142.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Ole Miss,FanDuel,7.5,8.5,-172.0,122.0,138.0,-150.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,South Carolina,FanDuel,6.5,6.5,114.0,116.0,-140.0,-142.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Texas A&M,Caesars,8.5,8.5,-115.0,-105.0,-115.0,-125.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,UNLV,FanDuel,8.5,8.5,122.0,122.0,-150.0,-148.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Virginia,FanDuel,7.5,8.5,-168.0,118.0,136.0,-144.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,Virginia Tech,FanDuel,6.5,6.5,-162.0,-160.0,132.0,130.0,market_win_totals_history.csv
2026-07-15T12:01:15+00:00,2026-07-16T12:01:49+00:00,West Virginia,DraftKings,5.5,5.5,-150.0,-160.0,125.0,134.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Boston College,FanDuel,3.5,3.5,110.0,114.0,-134.0,-140.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Florida,Caesars,7.5,7.5,100.0,-115.0,-130.0,-115.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Georgia Tech,FanDuel,6.5,6.5,120.0,118.0,-148.0,-144.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Hawai'i,Caesars,7.5,7.5,120.0,-110.0,-140.0,-120.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Indiana,FanDuel,10.5,10.5,-114.0,-114.0,-106.0,-105.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Kentucky Wildcats,DraftKings,4.5,4.5,-125.0,-136.0,105.0,115.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Miami Florida,FanDuel,10.5,10.5,-122.0,-124.0,100.0,102.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Missouri,FanDuel,6.5,6.5,-108.0,-106.0,-114.0,-114.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Nevada,Caesars,4.5,4.5,120.0,110.0,-155.0,-140.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,North Dakota State,FanDuel,8.5,8.5,-132.0,-134.0,108.0,110.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Purdue,FanDuel,3.5,3.5,126.0,124.0,-154.0,-152.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Rutgers,FanDuel,4.5,4.5,-140.0,-142.0,114.0,116.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,UNLV,FanDuel,8.5,8.5,122.0,120.0,-148.0,-148.0,market_win_totals_history.csv
2026-07-16T12:01:49+00:00,2026-07-17T12:01:17+00:00,Utah State,BetMGM,4.5,4.5,-160.0,-140.0,130.0,110.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Arizona,FanDuel,7.5,7.5,112.0,118.0,-138.0,-144.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Arizona State,FanDuel,6.5,6.5,-112.0,-112.0,-110.0,-108.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Baylor,FanDuel,6.5,6.5,152.0,154.0,-188.0,-192.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Central Florida,FanDuel,5.5,5.5,-160.0,-158.0,130.0,128.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Clemson,BetMGM,7.5,7.5,-135.0,-145.0,105.0,110.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Colorado State,FanDuel,3.5,3.5,-144.0,-148.0,118.0,120.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Hawaii,BetMGM,7.5,7.5,110.0,100.0,-140.0,-125.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Houston,BetMGM,7.5,8.5,-175.0,120.0,135.0,-155.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Houston,FanDuel,7.5,8.5,-172.0,114.0,140.0,-140.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Iowa State,FanDuel,4.5,4.5,-150.0,-152.0,122.0,124.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Kansas,FanDuel,6.5,6.5,118.0,126.0,-144.0,-154.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Kansas State,FanDuel,8.5,8.5,102.0,104.0,-124.0,-128.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,LSU,FanDuel,8.5,8.5,-110.0,-110.0,-112.0,-110.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Maryland,BetMGM,4.5,5.5,-200.0,110.0,155.0,-145.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Minnesota,DraftKings,5.5,6.5,-150.0,130.0,125.0,-150.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Missouri,FanDuel,6.5,6.5,-106.0,-108.0,-114.0,-112.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,OK State,BetMGM,5.5,6.5,-175.0,125.0,135.0,-160.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Oregon,FanDuel,10.5,10.5,112.0,110.0,-138.0,-134.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,TCU,FanDuel,6.5,6.5,-142.0,-144.0,116.0,118.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Temple,FanDuel,5.5,5.5,-114.0,-115.0,-106.0,-105.0,market_win_totals_history.csv
2026-07-17T12:01:17+00:00,2026-07-17T17:09:57+00:00,Texas Tech,FanDuel,10.5,10.5,-220.0,-215.0,176.0,172.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Arkansas,Caesars,4.5,4.5,135.0,150.0,-170.0,-200.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Arkansas State,FanDuel,6.5,6.5,112.0,112.0,-140.0,-138.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Illinois,FanDuel,6.5,6.5,-148.0,-150.0,120.0,122.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Indiana,FanDuel,10.5,10.5,-114.0,-115.0,-105.0,-105.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Iowa State,Caesars,5.5,4.5,145.0,-160.0,-180.0,130.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Kentucky Wildcats,DraftKings,4.5,4.5,-136.0,-148.0,115.0,124.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Liberty,DraftKings,8.5,8.5,115.0,110.0,-146.0,-140.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Miami Florida,FanDuel,10.5,10.5,-124.0,-128.0,102.0,104.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Michigan,Caesars,8.5,8.5,120.0,135.0,-160.0,-170.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Michigan St.,Caesars,3.5,3.5,-180.0,-200.0,140.0,150.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Michigan State,FanDuel,4.5,4.5,122.0,134.0,-150.0,-164.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Nebraska,FanDuel,6.5,6.5,122.0,120.0,-150.0,-148.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Northwestern,FanDuel,5.5,5.5,-108.0,-110.0,-112.0,-110.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Notre Dame,FanDuel,11.5,11.5,168.0,172.0,-210.0,-215.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Purdue,FanDuel,3.5,3.5,124.0,126.0,-152.0,-154.0,market_win_totals_history.csv
2026-07-17T17:09:57+00:00,2026-07-18T12:01:05+00:00,Washington,FanDuel,7.5,7.5,-152.0,-154.0,124.0,126.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Air Force,Caesars,6.5,7.5,-200.0,-110.0,150.0,-120.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Alabama,Caesars,8.5,8.5,-120.0,-130.0,-110.0,100.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arizona,Caesars,7.5,7.5,105.0,100.0,-135.0,-130.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arizona,FanDuel,7.5,7.5,118.0,122.0,-144.0,-150.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arizona State,Caesars,6.5,6.5,-140.0,-130.0,110.0,100.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arizona State,DraftKings,6.5,6.5,-120.0,-110.0,100.0,-110.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arizona State,FanDuel,6.5,6.5,-112.0,-114.0,-108.0,-106.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arkansas,Caesars,4.5,4.5,150.0,140.0,-200.0,-180.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arkansas,FanDuel,4.5,4.5,138.0,138.0,-170.0,-168.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arkansas St.,Caesars,5.5,6.5,-200.0,125.0,150.0,-160.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Arkansas State,FanDuel,6.5,6.5,112.0,114.0,-138.0,-140.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Auburn,Caesars,6.5,6.5,-120.0,-130.0,-110.0,100.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,BYU,FanDuel,8.5,8.5,-140.0,-140.0,114.0,112.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Baylor,Caesars,6.5,6.5,150.0,160.0,-180.0,-200.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Baylor,FanDuel,6.5,6.5,154.0,156.0,-192.0,-194.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Central Florida,FanDuel,5.5,5.5,-158.0,-154.0,128.0,126.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Clemson,DraftKings,7.5,7.5,-130.0,-140.0,110.0,120.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Colorado State,FanDuel,3.5,3.5,-148.0,-144.0,120.0,118.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,FIU,FanDuel,6.5,6.5,-102.0,100.0,-120.0,-122.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Florida State,FanDuel,5.5,5.5,-150.0,-152.0,122.0,124.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Kansas,FanDuel,6.5,6.5,126.0,140.0,-154.0,-172.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Kennesaw State,FanDuel,6.5,6.5,-122.0,-120.0,100.0,-102.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Kentucky,FanDuel,4.5,4.5,-150.0,-150.0,122.0,124.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Louisville Cardinals,DraftKings,8.5,8.5,134.0,124.0,-162.0,-158.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Miami Florida,FanDuel,10.5,10.5,-128.0,-130.0,104.0,106.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Missouri,FanDuel,6.5,6.5,-108.0,-110.0,-112.0,-110.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Ole Miss,Caesars,7.5,7.5,-180.0,-170.0,140.0,130.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Purdue,FanDuel,3.5,3.5,126.0,124.0,-154.0,-152.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Rutgers,DraftKings,5.5,4.5,125.0,-156.0,-160.0,130.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,SMU,FanDuel,8.5,8.5,-134.0,-138.0,110.0,112.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Syracuse,FanDuel,4.5,4.5,100.0,100.0,-122.0,-120.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,TCU,FanDuel,6.5,6.5,-144.0,-176.0,118.0,142.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Tennessee,DraftKings,7.5,7.5,105.0,-105.0,-125.0,-115.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Texas Tech,Caesars,11.5,11.5,150.0,180.0,-200.0,-230.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,UMass Minutemen,DraftKings,2.5,2.5,-146.0,-156.0,115.0,125.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,USC,FanDuel,8.5,8.5,110.0,112.0,-134.0,-138.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Utah,FanDuel,8.5,8.5,-132.0,-130.0,108.0,106.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Virginia,FanDuel,8.5,8.5,118.0,132.0,-144.0,-164.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Virginia Tech,FanDuel,6.5,6.5,-160.0,-162.0,130.0,132.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Wake Forest,FanDuel,5.5,5.5,-130.0,-132.0,106.0,108.0,market_win_totals_history.csv
2026-07-18T12:01:05+00:00,2026-07-19T12:01:06+00:00,Wyoming,DraftKings,5.5,5.5,-110.0,-115.0,-120.0,-115.0,market_win_totals_history.csv
