season,week,game_id,away_team,home_team,home_key,away_key,mapping_status,archive_row
2025,13,401756959,Oklahoma State,UCF,ucf,oklahoma state,matched,633.0
2025,13,401756960,Kansas State,Utah,utah,kansas state,matched,679.0
2025,14,401756961,Arizona,Arizona State,arizona state,arizona,matched,686.0
2025,14,401756962,Houston,Baylor,baylor,houston,matched,690.0
2025,14,401756963,UCF,BYU,byu,ucf,matched,689.0
2025,14,401756964,Utah,Kansas,kansas,utah,matched,705.0
2025,14,401756965,Colorado,Kansas State,kansas state,colorado,matched,706.0
2025,14,401756966,Iowa State,Oklahoma State,oklahoma state,iowa state,matched,727.0
2025,14,401756967,Cincinnati,TCU,tcu,cincinnati,matched,739.0
2025,6,401757165,Boise State,Notre Dame,notre dame,boise state,matched,277.0
2025,11,401757166,Navy,Notre Dame,notre dame,navy,matched,547.0
2025,3,401757168,UConn,Delaware,delaware,uconn,matched,106.0
2025,4,401757169,Ball State,UConn,uconn,ball state,matched,154.0
2025,5,401757170,UConn,Buffalo,buffalo,uconn,matched,200.0
2025,9,401757172,UConn,Rice,rice,uconn,matched,450.0
2025,10,401757173,UAB,UConn,uconn,uab,matched,475.0
2025,12,401757174,Air Force,UConn,uconn,air force,matched,577.0
2025,7,401757277,Liberty,UTEP,utep,liberty,matched,346.0
2025,8,401757284,UTEP,Sam Houston,sam houston,utep,unmatched,
2025,10,401757289,UTEP,Kennesaw State,kennesaw state,utep,matched,483.0
2025,10,401757293,Delaware,Liberty,liberty,delaware,matched,484.0
2025,11,401757299,Missouri State,Liberty,liberty,missouri state,matched,536.0
2025,12,401757300,Delaware,Sam Houston,sam houston,delaware,unmatched,
2025,12,401757304,UTEP,Missouri State,missouri state,utep,matched,599.0
2025,13,401757306,Missouri State,Kennesaw State,kennesaw state,missouri state,matched,647.0
2025,14,401757310,UTEP,Delaware,delaware,utep,matched,696.0
2025,14,401757313,Kennesaw State,Liberty,liberty,kennesaw state,matched,707.0
2025,4,401760374,Fresno State,Hawai'i,hawai i,fresno state,unmatched,
2025,4,401760376,UNLV,Miami (OH),miami ohio,unlv,matched,170.0
2025,5,401760378,Hawai'i,Air Force,air force,hawai i,unmatched,
2025,5,401760379,App State,Boise State,boise state,app state,unmatched,
2025,6,401760381,Air Force,Navy,navy,air force,matched,271.0
2025,6,401760382,Colorado State,San Diego State,san diego state,colorado state,matched,285.0
2025,6,401760383,Nevada,Fresno State,fresno state,nevada,matched,262.0
2025,6,401760385,UNLV,Wyoming,wyoming,unlv,matched,295.0
2025,7,401760386,Air Force,UNLV,unlv,air force,matched,344.0
2025,7,401760387,New Mexico,Boise State,boise state,new mexico,matched,300.0
2025,7,401760388,Fresno State,Colorado State,colorado state,fresno state,matched,306.0
2025,7,401760389,Utah State,Hawai'i,hawai i,utah state,unmatched,
2025,7,401760390,San Diego State,Nevada,nevada,san diego state,matched,327.0
2025,8,401760392,Wyoming,Air Force,air force,wyoming,matched,352.0
2025,8,401760393,UNLV,Boise State,boise state,unlv,matched,360.0
2025,8,401760394,Hawai'i,Colorado State,colorado state,hawai i,unmatched,
2025,8,401760395,Nevada,New Mexico,new mexico,nevada,matched,388.0
2025,9,401760397,Boise State,Nevada,nevada,boise state,matched,440.0
2025,9,401760398,Colorado State,Wyoming,wyoming,colorado state,matched,463.0
2025,9,401760399,San Diego State,Fresno State,fresno state,san diego state,matched,421.0
2025,9,401760400,Utah State,New Mexico,new mexico,utah state,matched,441.0
2025,10,401760401,Army,Air Force,air force,army,matched,464.0
2025,10,401760402,Fresno State,Boise State,boise state,fresno state,matched,468.0
2025,10,401760404,New Mexico,UNLV,unlv,new mexico,matched,511.0
2025,10,401760405,Wyoming,San Diego State,san diego state,wyoming,matched,500.0
2025,11,401760407,UNLV,Colorado State,colorado state,unlv,matched,527.0
2025,11,401760408,San Diego State,Hawai'i,hawai i,san diego state,unmatched,
2025,11,401760409,Nevada,Utah State,utah state,nevada,matched,562.0
2025,12,401760410,Boise State,San Diego State,san diego state,boise state,matched,610.0
2025,12,401760411,Colorado State,New Mexico,new mexico,colorado state,matched,602.0
2025,12,401760412,Wyoming,Fresno State,fresno state,wyoming,matched,582.0
2025,12,401760414,Utah State,UNLV,unlv,utah state,matched,618.0
2025,13,401760415,New Mexico,Air Force,air force,new mexico,matched,625.0
2025,13,401760416,Colorado State,Boise State,boise state,colorado state,matched,630.0
2025,13,401760417,Utah State,Fresno State,fresno state,utah state,matched,639.0
2025,13,401760418,Hawai'i,UNLV,unlv,hawai i,unmatched,
2025,13,401760419,Nevada,Wyoming,wyoming,nevada,matched,684.0
2025,14,401760421,Air Force,Colorado State,colorado state,air force,matched,695.0
2025,14,401760422,Boise State,Utah State,utah state,boise state,matched,747.0
2025,14,401760424,Wyoming,Hawai'i,hawai i,wyoming,unmatched,
2025,14,401760425,UNLV,Nevada,nevada,unlv,matched,721.0
2025,14,401760426,San Diego State,New Mexico,new mexico,san diego state,matched,722.0
2025,3,401761608,Memphis,Troy,troy,memphis,unmatched,
2025,4,401761613,Troy,Buffalo,buffalo,troy,unmatched,
2025,5,401761615,Marshall,Louisiana,louisiana,marshall,unmatched,
2025,5,401761617,South Alabama,North Texas,north texas,south alabama,matched,224.0
2025,6,401761620,Texas State,Arkansas State,arkansas state,texas state,matched,250.0
2025,6,401761621,South Alabama,Troy,troy,south alabama,unmatched,
2025,7,401761624,App State,Georgia State,georgia state,app state,unmatched,
2025,7,401761627,Troy,Texas State,texas state,troy,unmatched,
2025,8,401761628,Arkansas State,South Alabama,south alabama,arkansas state,matched,396.0
2025,8,401761632,Texas State,Marshall,marshall,texas state,matched,382.0
2025,9,401761634,South Alabama,Georgia State,georgia state,south alabama,matched,422.0
2025,9,401761638,Louisiana,Troy,troy,louisiana,unmatched,
2025,10,401761642,Louisiana,South Alabama,south alabama,louisiana,unmatched,
2025,10,401761643,Arkansas State,Troy,troy,arkansas state,unmatched,
2025,11,401761648,Texas State,Louisiana,louisiana,texas state,unmatched,
2025,12,401761651,Marshall,Georgia State,georgia state,marshall,matched,585.0
2025,13,401761655,Louisiana,Arkansas State,arkansas state,louisiana,unmatched,
2025,13,401761656,Marshall,App State,app state,marshall,unmatched,
2025,13,401761660,Georgia State,Troy,troy,georgia state,unmatched,
2025,14,401761661,Arkansas State,App State,app state,arkansas state,unmatched,
2025,14,401761667,South Alabama,Texas State,texas state,south alabama,matched,742.0
2025,14,401762441,Army,UTSA,utsa,army,matched,743.0
2025,14,401762442,Temple,North Texas,north texas,temple,matched,724.0
2025,10,401762443,Tulane,UTSA,utsa,tulane,matched,509.0
2025,3,401762463,Akron,UAB,uab,akron,matched,138.0
2025,3,401762465,Navy,Tulsa,tulsa,navy,matched,137.0
2025,4,401762468,Rice,Charlotte,charlotte,rice,matched,150.0
2025,4,401762469,North Texas,Army,army,north texas,matched,146.0
2025,5,401762473,Rice,Navy,navy,rice,matched,222.0
2025,5,401762474,Tulane,Tulsa,tulsa,tulane,matched,239.0
2025,6,401762476,Army,UAB,uab,army,matched,292.0
2025,6,401762478,Tulsa,Memphis,memphis,tulsa,matched,269.0
2025,6,401762479,UTSA,Temple,temple,utsa,matched,289.0
2025,7,401762483,Charlotte,Army,army,charlotte,matched,298.0
2025,7,401762484,Navy,Temple,temple,navy,matched,336.0
2025,7,401762485,Rice,UTSA,utsa,rice,matched,342.0
2025,8,401762487,Memphis,UAB,uab,memphis,matched,404.0
2025,8,401762488,Army,Tulane,tulane,army,matched,403.0
2025,8,401762489,Temple,Charlotte,charlotte,temple,matched,365.0
2025,8,401762491,UTSA,North Texas,north texas,utsa,matched,389.0
2025,9,401762492,North Texas,Charlotte,charlotte,north texas,matched,416.0
2025,9,401762495,Temple,Tulsa,tulsa,temple,matched,455.0
2025,10,401762497,Memphis,Rice,rice,memphis,matched,498.0
2025,10,401762499,Navy,North Texas,north texas,navy,matched,495.0
2025,11,401762501,Tulane,Memphis,memphis,tulane,matched,540.0
2025,11,401762502,UAB,Rice,rice,uab,matched,552.0
2025,11,401762503,Temple,Army,army,temple,matched,521.0
2025,12,401762506,North Texas,UAB,uab,north texas,matched,617.0
2025,12,401762507,UTSA,Charlotte,charlotte,utsa,matched,575.0
2025,13,401762512,Tulsa,Army,army,tulsa,matched,629.0
2025,13,401762514,North Texas,Rice,rice,north texas,matched,663.0
2025,13,401762515,Tulane,Temple,temple,tulane,matched,669.0
2025,14,401762516,Navy,Memphis,memphis,navy,matched,712.0
2025,14,401762517,UAB,Tulsa,tulsa,uab,matched,745.0
2025,14,401762518,Charlotte,Tulane,tulane,charlotte,matched,744.0
2025,16,401762521,Army,Navy,navy,army,unmatched,
2025,5,401762824,Akron,Toledo,toledo,akron,matched,238.0
2025,6,401762830,Ohio,Ball State,ball state,ohio,matched,252.0
2025,7,401762833,Miami (OH),Akron,akron,miami ohio,matched,296.0
2025,8,401762838,Akron,Ball State,ball state,akron,matched,359.0
2025,8,401762842,Kent State,Toledo,toledo,kent state,unmatched,
2025,9,401762844,Akron,Buffalo,buffalo,akron,matched,414.0
2025,11,401762852,Miami (OH),Ohio,ohio,miami ohio,matched,548.0
2025,11,401762853,Kent State,Ball State,ball state,kent state,unmatched,
2025,12,401762856,Kent State,Akron,akron,kent state,unmatched,
2025,12,401762860,Toledo,Miami (OH),miami ohio,toledo,matched,595.0
2025,13,401762865,Miami (OH),Buffalo,buffalo,miami ohio,matched,632.0
2025,13,401762867,Ball State,Toledo,toledo,ball state,matched,673.0
2025,14,401762870,Ohio,Buffalo,buffalo,ohio,matched,691.0
2025,14,401762875,Ball State,Miami (OH),miami ohio,ball state,matched,713.0
2025,15,401777324,North Texas,Tulane,tulane,north texas,matched,758.0
2025,15,401777326,UNLV,Boise State,boise state,unlv,matched,753.0
2025,15,401777327,BYU,Texas Tech,texas tech,byu,matched,757.0
2025,15,401777328,Duke,Virginia,virginia,duke,matched,759.0
2025,15,401777351,Georgia,Alabama,alabama,georgia,matched,752.0
2025,15,401777353,Indiana,Ohio State,ohio state,indiana,matched,756.0
