source_added_last,full_ensemble_mae,without_source_mae,marginal_mae_improvement,without_source_2024_selected_weights
market_fair_spread,2.121926017907121,2.1226761747765246,0.0007501568694037175,"{""fpi_calibrated"": 0.5, ""sp_plus_fair_spread"": 0.2, ""teamrankings_calibrated"": 0.3}"
sp_plus_fair_spread,2.121926017907121,2.1603867478286207,0.03846072992149985,"{""fpi_calibrated"": 0.4, ""market_fair_spread"": 0.1, ""teamrankings_calibrated"": 0.5}"
fpi_calibrated,2.121926017907121,2.1723225997591786,0.050396581852057754,"{""market_fair_spread"": 0.1, ""sp_plus_fair_spread"": 0.2, ""teamrankings_calibrated"": 0.7}"
teamrankings_calibrated,2.121926017907121,2.595421190801349,0.47349517289422804,"{""fpi_calibrated"": 0.7, ""market_fair_spread"": 0.2, ""sp_plus_fair_spread"": 0.1}"
