lambda,n,mae,rmse,direction_accuracy,correlation,mean_prediction,mean_actual
1.25,679,3.715081504280674,4.860885358126199,0.6671575846833578,0.4755570243357262,-0.8337011683049752,-0.061248077964457595
0.25,679,3.7465442468899908,4.684874105102223,0.6671575846833578,0.4755570243357262,-0.16674023366099505,-0.061248077964457595
1.3,679,3.762800698247991,4.933904023811535,0.6671575846833578,0.47555702433572633,-0.8670492150371741,-0.061248077964457595
0.2,679,3.7942470313122847,4.7429138431534374,0.6671575846833578,0.47555702433572633,-0.13339218692879604,-0.061248077964457595
1.35,679,3.816026125093813,5.011858449680031,0.6671575846833578,0.4755570243357264,-0.9003972617693733,-0.061248077964457595
0.15,679,3.8459044663467807,4.806509317436424,0.6671575846833578,0.47555702433572633,-0.10004414019659702,-0.061248077964457595
1.4,679,3.8722761167791506,5.09452206543284,0.6671575846833578,0.4755570243357265,-0.9337453085015722,-0.061248077964457595
0.1,679,3.905217909774113,4.875443125064356,0.6671575846833578,0.47555702433572633,-0.06669609346439802,-0.061248077964457595
1.45,679,3.9310965828422866,5.181669497646732,0.6671575846833578,0.47555702433572644,-0.9670933552337714,-0.061248077964457595
0.05,679,3.969232391236635,4.949492222943572,0.6671575846833578,0.47555702433572633,-0.03334804673219901,-0.061248077964457595
1.5,679,3.9923983997124854,5.273078440779206,0.6671575846833578,0.4755570243357263,-1.0004414019659702,-0.061248077964457595
0.0,679,4.03654009416929,5.028430631551757,0.0,,0.0,-0.061248077964457595
1.55,679,4.057470869541306,5.368531219475759,0.6671575846833578,0.4755570243357264,-1.0337894486981691,-0.061248077964457595
-0.05,679,4.105879110853655,5.1120318582521165,0.3328424153166421,-0.47555702433572633,0.03334804673219901,-0.061248077964457595
1.6,679,4.126234052336638,5.467816055654102,0.6671575846833578,0.47555702433572633,-1.0671374954303683,-0.061248077964457595
-0.1,679,4.180652588563604,5.200071016375511,0.3328424153166421,-0.47555702433572633,0.06669609346439802,-0.061248077964457595
1.65,679,4.198402016724698,5.570728061443957,0.6671575846833578,0.4755570243357264,-1.1004855421625672,-0.061248077964457595
-0.15,679,4.258451483987972,5.292326632306456,0.3328424153166421,-0.47555702433572633,0.10004414019659702,-0.061248077964457595
1.7,679,4.274678715716882,5.677069983958011,0.6671575846833578,0.47555702433572644,-1.1338335888947664,-0.061248077964457595
-0.2,679,4.33838610522426,5.388582145870955,0.3328424153166421,-0.47555702433572633,0.13339218692879604,-0.061248077964457595
1.75,679,4.355067944738509,5.786652730470557,0.6671575846833578,0.47555702433572644,-1.1671816356269653,-0.061248077964457595
-0.25,679,4.421127412846624,5.488627119297297,0.3328424153166421,-0.4755570243357262,0.16674023366099505,-0.061248077964457595
1.8,679,4.4366709432019364,5.899295703342492,0.6671575846833578,0.4755570243357265,-1.2005296823591642,-0.061248077964457595
-0.3,679,4.506586330798505,5.592258177040804,0.3328424153166421,-0.47555702433572633,0.20008828039319404,-0.061248077964457595
1.85,679,4.519791075589861,6.014826973404597,0.6671575846833578,0.47555702433572644,-1.2338777290913634,-0.061248077964457595
-0.35,679,4.594804599418336,5.699279703153831,0.3328424153166421,-0.4755570243357265,0.23343632712539306,-0.061248077964457595
1.9,679,4.6047252345314735,6.133083318904391,0.6671575846833578,0.4755570243357263,-1.2672257758235626,-0.061248077964457595
-0.4,679,4.684733583026048,5.80950432506855,0.3328424153166421,-0.47555702433572633,0.26678437385759207,-0.061248077964457595
1.95,679,4.691426195268673,6.253910154883789,0.6671575846833578,0.47555702433572633,-1.3005738225557615,-0.061248077964457595
-0.45,679,4.77629393866668,5.922753213101711,0.3328424153166421,-0.4755570243357265,0.30013242058979106,-0.061248077964457595
2.0,679,4.781361663473109,6.377161375267318,0.6671575846833578,0.4755570243357262,-1.3339218692879604,-0.061248077964457595
-0.5,679,4.870133655860899,6.038856224131402,0.3328424153166421,-0.4755570243357262,0.3334804673219901,-0.061248077964457595
