lambda,n,mae,rmse,direction_accuracy,correlation,mean_prediction,mean_actual
0.15,27,4.510678477896143,5.831285831621369,0.7037037037037037,0.12891277392386852,-2.731803894711865,-2.0832963026455675
0.2,27,4.624934513000983,6.000773782472347,0.7037037037037037,0.12891277392386852,-3.642405192949153,-2.0832963026455675
0.1,27,4.632793832001486,5.8091919132896095,0.7037037037037037,0.12891277392386852,-1.8212025964745766,-2.0832963026455675
0.25,27,4.849138279228567,6.3057818944558655,0.7037037037037037,0.1289127739238685,-4.553006491186442,-2.0832963026455675
0.05,27,4.902144735879016,5.93613802859159,0.7037037037037037,0.12891277392386852,-0.9106012982372883,-2.0832963026455675
0.3,27,5.131398585556256,6.727904011368471,0.7037037037037037,0.12891277392386852,-5.46360778942373,-2.0832963026455675
0.0,27,5.250182714407867,6.202980451142315,0.0,,0.0,-2.0832963026455675
0.35,27,5.508194466189711,7.2467031983950525,0.7037037037037037,0.1289127739238685,-6.374209087661018,-2.0832963026455675
-0.05,27,5.6607755060758045,6.5927540553032,0.2962962962962963,-0.12891277392386852,0.9106012982372883,-2.0832963026455675
0.4,27,6.06946577390579,7.843017906314561,0.7037037037037037,0.12891277392386852,-7.284810385898306,-2.0832963026455675
-0.1,27,6.124636506621436,7.085199599438285,0.2962962962962963,-0.12891277392386852,1.8212025964745766,-2.0832963026455675
-0.15,27,6.588497507167068,7.660542308984703,0.2962962962962963,-0.12891277392386852,2.731803894711865,-2.0832963026455675
0.45,27,6.732479088530841,8.500550587203936,0.7037037037037037,0.12891277392386843,-8.195411684135594,-2.0832963026455675
-0.2,27,7.0523585077127,8.301564391445119,0.2962962962962963,-0.12891277392386852,3.642405192949153,-2.0832963026455675
0.5,27,7.407124144991783,9.20619348407126,0.7037037037037037,0.1289127739238685,-9.106012982372883,-2.0832963026455675
-0.25,27,7.60530075306673,8.994233819318632,0.2962962962962963,-0.1289127739238685,4.553006491186442,-2.0832963026455675
0.55,27,8.13144234060941,9.949715795961193,0.7037037037037037,0.12891277392386852,-10.016614280610172,-2.0832963026455675
-0.3,27,8.273878177799638,9.727523858698115,0.2962962962962963,-0.12891277392386852,5.46360778942373,-2.0832963026455675
0.6,27,8.959917105831533,10.72324102817538,0.7037037037037037,0.12891277392386852,-10.92721557884746,-2.0832963026455675
-0.35,27,8.980512000911478,10.49292173897279,0.2962962962962963,-0.1289127739238685,6.374209087661018,-2.0832963026455675
-0.4,27,9.75672889217384,11.283895630170239,0.2962962962962963,-0.12891277392386852,7.284810385898306,-2.0832963026455675
0.65,27,9.795117734438259,11.520727392399689,0.7037037037037037,0.12891277392386846,-11.837816877084745,-2.0832963026455675
-0.45,27,10.545955111176315,12.095428985308576,0.2962962962962963,-0.12891277392386843,8.195411684135594,-2.0832963026455675
0.7,27,10.665121872676467,12.337529287719397,0.7037037037037037,0.1289127739238685,-12.748418175322035,-2.0832963026455675
-0.5,27,11.335181330178788,12.923649324336038,0.2962962962962963,-0.1289127739238685,9.106012982372883,-2.0832963026455675
0.75,27,11.575723170913758,13.170053377810577,0.7037037037037037,0.12891277392386857,-13.659019473559326,-2.0832963026455675
0.8,27,12.486324469151045,14.015498235779075,0.7037037037037037,0.12891277392386852,-14.569620771796613,-2.0832963026455675
0.85,27,13.396925767388336,14.871660411452833,0.7037037037037037,0.12891277392386846,-15.4802220700339,-2.0832963026455675
0.9,27,14.307527065625623,15.736790770793174,0.7037037037037037,0.12891277392386843,-16.39082336827119,-2.0832963026455675
0.95,27,15.21812836386291,16.609488008592244,0.7037037037037037,0.1289127739238685,-17.301424666508478,-2.0832963026455675
1.0,27,16.1287296621002,17.488619380188894,0.7037037037037037,0.1289127739238685,-18.212025964745767,-2.0832963026455675
1.05,27,17.039330960337487,18.37326131954717,0.7037037037037037,0.1289127739238685,-19.122627262983055,-2.0832963026455675
1.1,27,17.949932258574776,19.26265461927089,0.7037037037037037,0.12891277392386852,-20.033228561220344,-2.0832963026455675
1.15,27,18.860533556812065,20.156170326229354,0.7037037037037037,0.1289127739238685,-20.94382985945763,-2.0832963026455675
1.2,27,19.771134855049354,21.053283573645235,0.7037037037037037,0.12891277392386852,-21.85443115769492,-2.0832963026455675
1.25,27,20.681736153286643,21.953553334673916,0.7037037037037037,0.12891277392386857,-22.76503245593221,-2.0832963026455675
1.3,27,21.59233745152393,22.856606628677948,0.7037037037037037,0.12891277392386846,-23.67563375416949,-2.0832963026455675
1.35,27,22.502938749761224,23.76212610250981,0.7037037037037037,0.12891277392386852,-24.586235052406785,-2.0832963026455675
1.4,27,23.413540047998506,24.669840190376824,0.7037037037037037,0.1289127739238685,-25.49683635064407,-2.0832963026455675
1.45,27,24.32414134623579,25.57951525927702,0.7037037037037037,0.12891277392386852,-26.407437648881363,-2.0832963026455675
1.5,27,25.234742644473076,26.49094929507323,0.7037037037037037,0.12891277392386857,-27.31803894711865,-2.0832963026455675
1.55,27,26.14534394271037,27.403966792827575,0.7037037037037037,0.12891277392386852,-28.228640245355944,-2.0832963026455675
1.6,27,27.05594524094766,28.318414595177334,0.7037037037037037,0.12891277392386852,-29.139241543593226,-2.0832963026455675
1.65,27,27.966546539184943,29.23415848215934,0.7037037037037037,0.1289127739238685,-30.04984284183051,-2.0832963026455675
1.7,27,28.877147837422235,30.151080360566958,0.7037037037037037,0.12891277392386846,-30.9604441400678,-2.0832963026455675
1.75,27,29.78774913565953,31.069075934639972,0.7037037037037037,0.12891277392386846,-31.871045438305092,-2.0832963026455675
1.8,27,30.698350433896817,31.988052765512055,0.7037037037037037,0.12891277392386843,-32.78164673654238,-2.0832963026455675
1.85,27,31.608951732134102,32.907928646446926,0.7037037037037037,0.12891277392386838,-33.692248034779674,-2.0832963026455675
1.9,27,32.5195530303714,33.828630235996876,0.7037037037037037,0.1289127739238685,-34.602849333016955,-2.0832963026455675
1.95,27,33.43015432860868,34.75009190292398,0.7037037037037037,0.12891277392386852,-35.51345063125425,-2.0832963026455675
2.0,27,34.34075562684597,35.67225474585569,0.7037037037037037,0.1289127739238685,-36.42405192949153,-2.0832963026455675
