lambda,n,mae,rmse,direction_accuracy,correlation,mean_prediction,mean_actual
1.45,1385,7.609576671919497,10.103963120162351,0.6180505415162455,0.35247677631416724,0.052082095666951204,0.08131284184282063
0.2,1385,7.637341889873729,10.300783880881117,0.6180505415162455,0.35247677631416713,0.007183737333372578,0.08131284184282063
1.5,1385,7.653441578986339,10.148094249663012,0.6180505415162455,0.35247677631416724,0.05387803000029438,0.08131284184282063
0.15,1385,7.688353160969653,10.359593667380219,0.6180505415162455,0.3524767763141672,0.005387803000029434,0.08131284184282063
1.55,1385,7.698871226833459,10.196012452627826,0.6180505415162455,0.3524767763141672,0.0556739643336375,0.08131284184282063
0.1,1385,7.741655705136622,10.42196335694403,0.6180505415162455,0.35247677631416713,0.003591868666686289,0.08131284184282063
1.6,1385,7.746140937489423,10.247664603991272,0.6180505415162455,0.35247677631416713,0.05746989866698062,0.08131284184282063
1.65,1385,7.794498980418518,10.302994545534084,0.6180505415162455,0.3524767763141672,0.05926583300032378,0.08131284184282063
0.05,1385,7.79705691051955,10.487829438992584,0.6180505415162455,0.35247677631416713,0.0017959343333431444,0.08131284184282063
1.7,1385,7.84553099232005,10.361943362244853,0.6180505415162455,0.35247677631416724,0.061061767333666916,0.08131284184282063
0.0,1385,7.854020370685854,10.557126471581675,0.001444043321299639,,0.0,0.08131284184282063
1.75,1385,7.9007727522615046,10.424449661593219,0.6180505415162455,0.3524767763141673,0.06285770166701006,0.08131284184282063
-0.05,1385,7.913360397386837,10.629787354420463,0.3805054151624549,-0.35247677631416713,-0.0017959343333431444,0.08131284184282063
1.8,1385,7.958331380435665,10.490449853055274,0.6180505415162455,0.3524767763141673,0.06465363600035319,0.08131284184282063
-0.1,1385,7.975314929502396,10.705743595429489,0.3805054151624549,-0.35247677631416713,-0.003591868666686289,0.08131284184282063
1.85,1385,8.01807113433669,10.559878425412835,0.6180505415162455,0.3524767763141672,0.06644957033369633,0.08131284184282063
-0.15,1385,8.039731826197427,10.784925569034657,0.3805054151624549,-0.3524767763141672,-0.005387803000029434,0.08131284184282063
1.9,1385,8.081281009128704,10.632668219557457,0.6180505415162455,0.3524767763141672,0.06824550466703955,0.08131284184282063
-0.2,1385,8.10831610713487,10.867262764643684,0.3805054151624549,-0.35247677631416713,-0.007183737333372578,0.08131284184282063
1.95,1385,8.148333329012532,10.708750694760361,0.6180505415162455,0.3524767763141671,0.07004143900038268,0.08131284184282063
-0.25,1385,8.180657005078025,10.952684024003448,0.3805054151624549,-0.3524767763141671,-0.008979671666715724,0.08131284184282063
2.0,1385,8.217414379513478,10.788056186613487,0.6180505415162455,0.3524767763141671,0.07183737333372579,0.08131284184282063
-0.3,1385,8.256720330213186,11.04111776638422,0.3805054151624549,-0.3524767763141672,-0.010775606000058868,0.08131284184282063
-0.35,1385,8.335615237826016,11.132492200775431,0.3805054151624549,-0.35247677631416713,-0.012571540333402022,0.08131284184282063
-0.4,1385,8.416465517253233,11.226735524503193,0.3805054151624549,-0.35247677631416713,-0.014367474666745155,0.08131284184282063
-0.45,1385,8.498459634941758,11.323776107889707,0.3805054151624549,-0.3524767763141673,-0.016163409000088298,0.08131284184282063
-0.5,1385,8.583300782957473,11.423542664766531,0.3805054151624549,-0.3524767763141671,-0.017959343333431448,0.08131284184282063
