game_id,away_team,home_team,has_site_spread,has_site_total,has_dratings_spread,has_dratings_total,has_fpi_spread,has_fpi_total,has_massey_spread,has_massey_total,has_sp_spread,has_sp_total,has_sagarin_predictor_spread,has_sagarin_predictor_total,has_sagarin_rating_spread,has_sagarin_rating_total,has_teamrankings_spread,has_teamrankings_total
g177,Arkansas,Utah,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False
g178,Delaware,Vanderbilt,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False
g179,Norfolk State,Virginia,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
g180,Old Dominion,Virginia Tech,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False
g181,Utah State,Washington,True,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False
g182,UT Martin,West Virginia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g183,Monmouth,Western Michigan,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g184,Western Illinois,Wisconsin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g185,Northern Colorado,Wyoming,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g186,Syracuse,Pittsburgh,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g187,Houston,Texas Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g188,Miami-FL,Wake Forest,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g189,Florida State,Alabama,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g190,Charlotte,Appalachian State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g191,Northern Illinois,Arizona,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g192,Georgia,Arkansas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g193,Florida,Auburn,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g194,Louisiana Tech,Baylor,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g195,South Dakota,Boise State,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g196,Maine,Boston College,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g197,Wagner,California,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g198,Georgia State,Central Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
