game_id,away_team,home_team,has_site_spread,has_site_total,has_dratings_spread,has_dratings_total,has_fpi_spread,has_fpi_total,has_massey_spread,has_massey_total,has_sp_spread,has_sp_total,has_sagarin_predictor_spread,has_sagarin_predictor_total,has_sagarin_rating_spread,has_sagarin_rating_total,has_teamrankings_spread,has_teamrankings_total
g280,LIU,Florida International,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g281,Central Arkansas,Florida State,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g282,Rice,Fresno State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g283,Oklahoma,Georgia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g284,Houston,Georgia Southern,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g285,Northern Illinois,Georgia State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g286,Northwestern,Indiana,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g287,Utah,Iowa State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g288,Middle Tennessee,Jacksonville State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g289,Ball State,Kent State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g290,South Alabama,Kentucky,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g291,Texas A&M,LSU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g292,Wake Forest,Louisville,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g293,Gardner-Webb,Marshall,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g294,UCLA,Maryland,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g295,Central Michigan,Miami-FL,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g296,Connecticut,Miami-OH,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g297,Iowa,Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g298,Nebraska,Michigan State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g299,Missouri,Mississippi State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g300,Appalachian State,NC State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g301,Air Force,Nevada,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g302,New Mexico,New Mexico State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g303,HCU,North Texas,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g304,Stonehill,Ohio,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g305,Illinois,Ohio State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g306,James Madison,Old Dominion,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g307,Wisconsin,Penn State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g308,Bucknell,Pittsburgh,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g309,Notre Dame,Purdue,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g310,Howard,Rutgers,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g311,Missouri State,SMU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g312,Massachusetts,Sacramento State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g313,Georgia Tech,Stanford,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g314,Army,Temple,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g315,Texas,Tennessee,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g316,UIW,Texas State,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g317,Sam Houston,Texas Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g318,San Diego State,Toledo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g319,Southern Miss,Tulane,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g320,Florida Atlantic,UL-Monroe,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g321,Oregon,USC,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g322,Oregon State,UTEP,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g323,Colorado State,UTSA,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g324,Troy,Utah State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g325,Delaware,Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g326,Minnesota,Washington,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g327,Arizona,Washington State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g328,Oklahoma State,West Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g329,Mercyhurst,Western Kentucky,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g330,Boise State,Western Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g331,Hawaii,Wyoming,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g332,Western Kentucky,New Mexico State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g333,North Texas,Tulsa,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g334,Liberty,Delaware,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g335,Penn State,Northwestern,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g336,Pittsburgh,Virginia Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g337,Navy,Air Force,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g338,Cincinnati,Arizona,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g339,Baylor,Arizona State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g340,Toledo,Ball State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g341,Utah State,Boise State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g342,Western Michigan,Buffalo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g343,Akron,Central Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g344,Memphis,Charlotte,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g345,Miami-FL,Clemson,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g346,Georgia Southern,Coastal Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g347,Texas Tech,Colorado,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g348,Oregon State,Colorado State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g349,Syracuse,Connecticut,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g350,Texas Southern,Florida Atlantic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g351,Virginia,Florida State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g352,Vanderbilt,Georgia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g353,Old Dominion,Georgia State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g354,San Jose State,Hawaii,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g355,Central Florida,Houston,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g356,Purdue,Illinois,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g357,Ohio State,Iowa,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g358,West Virginia,Iowa State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g359,Marshall,James Madison,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g360,Middle Tennessee,Kansas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g361,Ohio,Kent State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g362,McNeese,LSU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g363,Arkansas State,Louisiana,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g364,Army,Louisiana Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g365,Eastern Michigan,Massachusetts,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g366,Bowling Green,Miami-OH,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g367,Michigan,Minnesota,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g368,Alabama,Mississippi State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g369,Florida,Missouri,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g370,Louisville,NC State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g371,Maryland,Nebraska,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g372,UTEP,New Mexico,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g373,Notre Dame,North Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g374,Wyoming,North Dakota State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g375,UTSA,Rice,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g376,Indiana,Rutgers,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g377,Boston College,SMU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g378,Texas State,San Diego State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g379,UL-Monroe,South Alabama,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g380,Kentucky,South Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g381,Temple,South Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g382,BYU,TCU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g383,Auburn,Tennessee,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g384,Arkansas,Texas A&M,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g385,Samford,UAB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g386,California,UNLV,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g387,Washington,USC,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g388,Stanford,Wake Forest,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g389,Fresno State,Washington State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g390,Michigan State,Wisconsin,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g391,Southern Miss,Troy,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g392,New Mexico State,Florida International,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g393,Jacksonville State,Kennesaw State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g394,South Alabama,Arkansas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g395,Sam Houston,Liberty,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g396,South Florida,UTSA,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g397,Missouri State,Western Kentucky,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g398,Iowa State,BYU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g399,Florida State,Louisville,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g400,Eastern Michigan,Akron,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g401,Georgia,Alabama,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g402,Old Dominion,Appalachian State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g403,Hawaii,Arizona State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g404,Tennessee,Arkansas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g405,Tulane,Army,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g406,Sacramento State,Bowling Green,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g407,Virginia Tech,California,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g408,Rice,East Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g409,South Carolina,Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g410,Boise State,Fresno State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g411,James Madison,Georgia Southern,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g412,Duke,Georgia Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g413,Houston,Kansas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g414,LSU,Kentucky,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g415,Louisiana,Louisiana Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g416,Coastal Carolina,Marshall,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g417,Miami-OH,Massachusetts,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g418,UAB,Memphis,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g419,Illinois,Michigan State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g420,Texas A&M,Missouri,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g421,Wake Forest,NC State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g422,Tulsa,Navy,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g423,Indiana,Nebraska,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g424,Charlotte,North Texas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g425,Air Force,Northern Illinois,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g426,Ball State,Northwestern,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g427,Stanford,Notre Dame,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g428,Central Michigan,Ohio,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g429,Maryland,Ohio State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g430,Texas,Oklahoma,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g431,Central Florida,Oklahoma State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g432,UCLA,Oregon,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g433,San Diego State,Oregon State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g434,USC,Penn State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g435,North Carolina,Pittsburgh,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g436,Minnesota,Purdue,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g437,Wyoming,San Jose State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g438,Connecticut,Temple,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g439,Buffalo,Toledo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g440,North Dakota State,UNLV,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g441,Nevada,UTEP,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g442,Kansas,Utah,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g443,Washington State,Utah State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g444,Ole Miss,Vanderbilt,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g445,Syracuse,Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g446,Iowa,Washington,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g447,Arizona,West Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g448,Kent State,Western Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g449,Florida International,Jacksonville State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g450,Delaware,Middle Tennessee,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g451,Missouri State,Kennesaw State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g452,Western Kentucky,Sam Houston,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g453,Georgia Southern,Old Dominion,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g454,East Carolina,UAB,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g455,Appalachian State,Coastal Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g456,Memphis,Tulane,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g457,UNLV,Air Force,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g458,Florida Atlantic,Army,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g459,Notre Dame,BYU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g460,TCU,Baylor,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g461,Pittsburgh,Boston College,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g462,Ball State,Bowling Green,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g463,Massachusetts,Buffalo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g464,Wake Forest,California,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g465,Western Michigan,Central Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g466,Charleston So.,Clemson,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g467,Utah,Colorado,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g468,North Carolina,Duke,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g469,Toledo,Eastern Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g470,Auburn,Georgia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g471,New Mexico,Hawaii,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g472,Oklahoma State,Houston,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g473,Ohio State,Indiana,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g474,Georgia State,James Madison,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g475,Kansas,Kansas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g476,Mississippi State,LSU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g477,Troy,Louisiana,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g478,Rutgers,Maryland,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g479,Florida State,Miami-FL,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g480,Akron,Miami-OH,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g481,Penn State,Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g482,Northwestern,Michigan State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g483,Nevada,North Dakota State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g484,Kentucky,Oklahoma,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g485,Missouri,Ole Miss,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g486,Nebraska,Oregon,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g487,Washington State,Oregon State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g488,Washington,Purdue,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g489,Tulsa,Rice,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g490,Virginia,SMU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g491,Ohio,Sacramento State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g492,Fresno State,San Diego State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g493,Kent State,South Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g494,Arkansas State,Southern Miss,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g495,Elon,Stanford,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g496,Louisville,Syracuse,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g497,Charlotte,Temple,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g498,Alabama,Tennessee,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g499,Florida,Texas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g500,The Citadel,Texas A&M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
g501,Colorado State,Texas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g502,Arizona State,Texas Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g503,Wisconsin,UCLA,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g504,Louisiana Tech,UL-Monroe,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g505,San Jose State,UTEP,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g506,Navy,UTSA,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g507,Arkansas,Vanderbilt,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g508,Georgia Tech,Virginia Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g509,Cincinnati,West Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g510,Northern Illinois,Wyoming,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g511,Missouri State,Delaware,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g512,Middle Tennessee,Florida International,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g513,South Alabama,Marshall,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g514,Liberty,Kennesaw State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g515,New Mexico State,Sam Houston,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g516,James Madison,Appalachian State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g517,East Carolina,Memphis,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g518,Army,Tulsa,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g519,Texas A&M,Alabama,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g520,Iowa State,Arizona,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g521,Kansas State,Arizona State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g522,Georgia State,Arkansas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g523,LSU,Auburn,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g524,Sacramento State,Ball State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g525,Bowling Green,Buffalo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g526,BYU,Central Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g527,Miami-OH,Central Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g528,Texas Tech,Cincinnati,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g529,Virginia Tech,Clemson,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g530,San Diego State,Colorado State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g531,Massachusetts,Connecticut,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g532,Rice,Florida Atlantic,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g533,Boston College,Georgia Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g534,Oregon,Illinois,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g535,Baylor,Kansas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g536,Akron,Kent State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g537,Vanderbilt,Kentucky,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g538,Old Dominion,Louisiana Tech,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g539,Pittsburgh,Miami-FL,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g540,Indiana,Michigan,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g541,Iowa,Minnesota,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g542,Oklahoma,Mississippi State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g543,North Texas,Navy,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g544,San Jose State,Nevada,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g545,North Dakota State,New Mexico,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g546,Syracuse,North Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g547,Hawaii,Northern Illinois,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g548,Rutgers,Northwestern,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g549,Eastern Michigan,Ohio,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g550,Colorado,Oklahoma State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g551,California,SMU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g552,Tennessee,South Carolina,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g553,Louisiana,Southern Miss,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g554,NC State,Stanford,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g555,West Virginia,TCU,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g556,Ole Miss,Texas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g557,Utah State,Texas State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g558,Western Michigan,Toledo,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g559,UL-Monroe,Troy,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g560,UTSA,Tulane,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g561,Michigan State,UCLA,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g562,Houston,Utah,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g563,Duke,Virginia,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g564,Boise State,Washington State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g565,USC,Wisconsin,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g566,Air Force,Wyoming,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g567,Sam Houston,Missouri State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g568,Delaware,Western Kentucky,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g569,Kennesaw State,Middle Tennessee,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g570,Jacksonville State,New Mexico State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g571,Troy,James Madison,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g572,Florida Atlantic,North Texas,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g573,Baylor,Central Florida,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g574,Tulane,Charlotte,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
g575,Kent State,Sacramento State,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False
