source,date,away,home,matched,game_id,match_method,status,rows
SP+,2026-10-31,Appalachian State,Georgia Southern,True,g587,,,
FPI,2026-10-31,Appalachian State,Georgia Southern,True,g587,,,
TeamRankings,2026-10-31,Appalachian State,Georgia Southern,True,g587,,,
Sagarin Rating,2026-10-31,Appalachian State,Georgia Southern,False,g587,,,
SP+,2026-10-31,Coastal Carolina,Georgia State,True,g588,,,
FPI,2026-10-31,Coastal Carolina,Georgia State,True,g588,,,
TeamRankings,2026-10-31,Coastal Carolina,Georgia State,True,g588,,,
Sagarin Rating,2026-10-31,Coastal Carolina,Georgia State,False,g588,,,
SP+,2026-10-31,Minnesota,Indiana,True,g589,,,
FPI,2026-10-31,Minnesota,Indiana,True,g589,,,
TeamRankings,2026-10-31,Minnesota,Indiana,True,g589,,,
Sagarin Rating,2026-10-31,Minnesota,Indiana,False,g589,,,
SP+,2026-10-31,Wisconsin,Iowa,True,g590,,,
FPI,2026-10-31,Wisconsin,Iowa,True,g590,,,
TeamRankings,2026-10-31,Wisconsin,Iowa,True,g590,,,
Sagarin Rating,2026-10-31,Wisconsin,Iowa,False,g590,,,
SP+,2026-10-31,Oklahoma State,Iowa State,True,g591,,,
FPI,2026-10-31,Oklahoma State,Iowa State,True,g591,,,
TeamRankings,2026-10-31,Oklahoma State,Iowa State,True,g591,,,
Sagarin Rating,2026-10-31,Oklahoma State,Iowa State,False,g591,,,
SP+,2026-10-31,Florida International,Liberty,True,g592,,,
FPI,2026-10-31,Florida International,Liberty,True,g592,,,
TeamRankings,2026-10-31,Florida International,Liberty,True,g592,,,
Sagarin Rating,2026-10-31,Florida International,Liberty,False,g592,,,
SP+,2026-10-31,Stanford,Louisville,True,g593,,,
FPI,2026-10-31,Stanford,Louisville,True,g593,,,
TeamRankings,2026-10-31,Stanford,Louisville,True,g593,,,
Sagarin Rating,2026-10-31,Stanford,Louisville,False,g593,,,
SP+,2026-10-31,Illinois,Maryland,True,g594,,,
FPI,2026-10-31,Illinois,Maryland,True,g594,,,
TeamRankings,2026-10-31,Illinois,Maryland,True,g594,,,
Sagarin Rating,2026-10-31,Illinois,Maryland,False,g594,,,
SP+,2026-10-31,Army,Memphis,True,g595,,,
FPI,2026-10-31,Army,Memphis,True,g595,,,
TeamRankings,2026-10-31,Army,Memphis,True,g595,,,
Sagarin Rating,2026-10-31,Army,Memphis,False,g595,,,
SP+,2026-10-31,California,NC State,True,g596,,,
FPI,2026-10-31,California,NC State,True,g596,,,
TeamRankings,2026-10-31,California,NC State,True,g596,,,
Sagarin Rating,2026-10-31,California,NC State,False,g596,,,
SP+,2026-10-31,Notre Dame,Navy,True,g597,,,
FPI,2026-10-31,Notre Dame,Navy,True,g597,,,
TeamRankings,2026-10-31,Notre Dame,Navy,True,g597,,,
Sagarin Rating,2026-10-31,Notre Dame,Navy,False,g597,,,
SP+,2026-10-31,Washington,Nebraska,True,g598,,,
FPI,2026-10-31,Washington,Nebraska,True,g598,,,
TeamRankings,2026-10-31,Washington,Nebraska,True,g598,,,
Sagarin Rating,2026-10-31,Washington,Nebraska,False,g598,,,
SP+,2026-10-31,Miami-FL,North Carolina,True,g599,,,
FPI,2026-10-31,Miami-FL,North Carolina,True,g599,,,
TeamRankings,2026-10-31,Miami-FL,North Carolina,True,g599,,,
Sagarin Rating,2026-10-31,Miami-FL,North Carolina,False,g599,,,
SP+,2026-10-31,UTEP,North Dakota State,True,g600,,,
FPI,2026-10-31,UTEP,North Dakota State,True,g600,,,
TeamRankings,2026-10-31,UTEP,North Dakota State,True,g600,,,
Sagarin Rating,2026-10-31,UTEP,North Dakota State,False,g600,,,
SP+,2026-10-31,South Carolina,Oklahoma,True,g601,,,
FPI,2026-10-31,South Carolina,Oklahoma,True,g601,,,
TeamRankings,2026-10-31,South Carolina,Oklahoma,True,g601,,,
Sagarin Rating,2026-10-31,South Carolina,Oklahoma,False,g601,,,
SP+,2026-10-31,Marshall,Old Dominion,True,g602,,,
FPI,2026-10-31,Marshall,Old Dominion,True,g602,,,
TeamRankings,2026-10-31,Marshall,Old Dominion,True,g602,,,
Sagarin Rating,2026-10-31,Marshall,Old Dominion,False,g602,,,
SP+,2026-10-31,Auburn,Ole Miss,True,g603,,,
FPI,2026-10-31,Auburn,Ole Miss,True,g603,,,
TeamRankings,2026-10-31,Auburn,Ole Miss,True,g603,,,
Sagarin Rating,2026-10-31,Auburn,Ole Miss,False,g603,,,
SP+,2026-10-31,Northwestern,Oregon,True,g604,,,
FPI,2026-10-31,Northwestern,Oregon,True,g604,,,
TeamRankings,2026-10-31,Northwestern,Oregon,True,g604,,,
Sagarin Rating,2026-10-31,Northwestern,Oregon,False,g604,,,
SP+,2026-10-31,Purdue,Penn State,True,g605,,,
FPI,2026-10-31,Purdue,Penn State,True,g605,,,
TeamRankings,2026-10-31,Purdue,Penn State,True,g605,,,
Sagarin Rating,2026-10-31,Purdue,Penn State,False,g605,,,
SP+,2026-10-31,Georgia Tech,Pittsburgh,True,g606,,,
FPI,2026-10-31,Georgia Tech,Pittsburgh,True,g606,,,
TeamRankings,2026-10-31,Georgia Tech,Pittsburgh,True,g606,,,
Sagarin Rating,2026-10-31,Georgia Tech,Pittsburgh,False,g606,,,
SP+,2026-10-31,Michigan,Rutgers,True,g607,,,
FPI,2026-10-31,Michigan,Rutgers,True,g607,,,
TeamRankings,2026-10-31,Michigan,Rutgers,True,g607,,,
Sagarin Rating,2026-10-31,Michigan,Rutgers,False,g607,,,
SP+,2026-10-31,Washington State,San Diego State,True,g608,,,
FPI,2026-10-31,Washington State,San Diego State,True,g608,,,
TeamRankings,2026-10-31,Washington State,San Diego State,True,g608,,,
Sagarin Rating,2026-10-31,Washington State,San Diego State,False,g608,,,
SP+,2026-10-31,New Mexico,San Jose State,True,g609,,,
FPI,2026-10-31,New Mexico,San Jose State,True,g609,,,
TeamRankings,2026-10-31,New Mexico,San Jose State,True,g609,,,
Sagarin Rating,2026-10-31,New Mexico,San Jose State,False,g609,,,
SP+,2026-10-31,Louisiana Tech,South Alabama,True,g610,,,
FPI,2026-10-31,Louisiana Tech,South Alabama,True,g610,,,
TeamRankings,2026-10-31,Louisiana Tech,South Alabama,True,g610,,,
Sagarin Rating,2026-10-31,Louisiana Tech,South Alabama,False,g610,,,
SP+,2026-10-31,UAB,South Florida,True,g611,,,
FPI,2026-10-31,UAB,South Florida,True,g611,,,
TeamRankings,2026-10-31,UAB,South Florida,True,g611,,,
Sagarin Rating,2026-10-31,UAB,South Florida,False,g611,,,
SP+,2026-10-31,SMU,Syracuse,True,g612,,,
FPI,2026-10-31,SMU,Syracuse,True,g612,,,
TeamRankings,2026-10-31,SMU,Syracuse,True,g612,,,
Sagarin Rating,2026-10-31,SMU,Syracuse,False,g612,,,
SP+,2026-10-31,Kansas,TCU,True,g613,,,
FPI,2026-10-31,Kansas,TCU,True,g613,,,
TeamRankings,2026-10-31,Kansas,TCU,True,g613,,,
Sagarin Rating,2026-10-31,Kansas,TCU,False,g613,,,
SP+,2026-10-31,Mississippi State,Texas,True,g614,,,
FPI,2026-10-31,Mississippi State,Texas,True,g614,,,
TeamRankings,2026-10-31,Mississippi State,Texas,True,g614,,,
Sagarin Rating,2026-10-31,Mississippi State,Texas,False,g614,,,
SP+,2026-10-31,Arizona,Texas Tech,True,g615,,,
FPI,2026-10-31,Arizona,Texas Tech,True,g615,,,
TeamRankings,2026-10-31,Arizona,Texas Tech,True,g615,,,
Sagarin Rating,2026-10-31,Arizona,Texas Tech,False,g615,,,
SP+,2026-10-31,Nevada,UCLA,True,g616,,,
FPI,2026-10-31,Nevada,UCLA,True,g616,,,
TeamRankings,2026-10-31,Nevada,UCLA,True,g616,,,
Sagarin Rating,2026-10-31,Nevada,UCLA,False,g616,,,
SP+,2026-10-31,Southern Miss,UL-Monroe,True,g617,,,
FPI,2026-10-31,Southern Miss,UL-Monroe,True,g617,,,
TeamRankings,2026-10-31,Southern Miss,UL-Monroe,True,g617,,,
Sagarin Rating,2026-10-31,Southern Miss,UL-Monroe,False,g617,,,
SP+,2026-10-31,Northern Illinois,UNLV,True,g618,,,
FPI,2026-10-31,Northern Illinois,UNLV,True,g618,,,
TeamRankings,2026-10-31,Northern Illinois,UNLV,True,g618,,,
Sagarin Rating,2026-10-31,Northern Illinois,UNLV,False,g618,,,
SP+,2026-10-31,Ohio State,USC,True,g619,,,
FPI,2026-10-31,Ohio State,USC,True,g619,,,
TeamRankings,2026-10-31,Ohio State,USC,True,g619,,,
Sagarin Rating,2026-10-31,Ohio State,USC,False,g619,,,
SP+,2026-10-31,Colorado State,Utah State,True,g620,,,
FPI,2026-10-31,Colorado State,Utah State,True,g620,,,
TeamRankings,2026-10-31,Colorado State,Utah State,True,g620,,,
Sagarin Rating,2026-10-31,Colorado State,Utah State,False,g620,,,
SP+,2026-10-31,Virginia,Wake Forest,True,g621,,,
FPI,2026-10-31,Virginia,Wake Forest,True,g621,,,
TeamRankings,2026-10-31,Virginia,Wake Forest,True,g621,,,
Sagarin Rating,2026-10-31,Virginia,Wake Forest,False,g621,,,
SP+,2026-10-31,Bowling Green,Western Michigan,True,g622,,,
FPI,2026-10-31,Bowling Green,Western Michigan,True,g622,,,
TeamRankings,2026-10-31,Bowling Green,Western Michigan,True,g622,,,
Sagarin Rating,2026-10-31,Bowling Green,Western Michigan,False,g622,,,
SP+,2026-11-03,Ohio,Akron,True,g623,,,
FPI,2026-11-03,Ohio,Akron,True,g623,,,
TeamRankings,2026-11-03,Ohio,Akron,True,g623,,,
Sagarin Rating,2026-11-03,Ohio,Akron,False,g623,,,
SP+,2026-11-03,Buffalo,Miami-OH,True,g624,,,
FPI,2026-11-03,Buffalo,Miami-OH,True,g624,,,
TeamRankings,2026-11-03,Buffalo,Miami-OH,True,g624,,,
Sagarin Rating,2026-11-03,Buffalo,Miami-OH,False,g624,,,
SP+,2026-11-04,Central Michigan,Eastern Michigan,True,g625,,,
FPI,2026-11-04,Central Michigan,Eastern Michigan,True,g625,,,
TeamRankings,2026-11-04,Central Michigan,Eastern Michigan,True,g625,,,
Sagarin Rating,2026-11-04,Central Michigan,Eastern Michigan,False,g625,,,
SP+,2026-11-04,Ball State,Massachusetts,True,g626,,,
FPI,2026-11-04,Ball State,Massachusetts,True,g626,,,
TeamRankings,2026-11-04,Ball State,Massachusetts,True,g626,,,
Sagarin Rating,2026-11-04,Ball State,Massachusetts,False,g626,,,
SP+,2026-11-04,Toledo,Sacramento State,True,g627,,,
FPI,2026-11-04,Toledo,Sacramento State,True,g627,,,
TeamRankings,2026-11-04,Toledo,Sacramento State,True,g627,,,
Sagarin Rating,2026-11-04,Toledo,Sacramento State,False,g627,,,
SP+,2026-11-05,UTSA,Florida Atlantic,True,g628,,,
FPI,2026-11-05,UTSA,Florida Atlantic,True,g628,,,
TeamRankings,2026-11-05,UTSA,Florida Atlantic,True,g628,,,
Sagarin Rating,2026-11-05,UTSA,Florida Atlantic,False,g628,,,
SP+,2026-11-05,James Madison,Southern Miss,True,g629,,,
FPI,2026-11-05,James Madison,Southern Miss,True,g629,,,
TeamRankings,2026-11-05,James Madison,Southern Miss,True,g629,,,
Sagarin Rating,2026-11-05,James Madison,Southern Miss,False,g629,,,
SP+,2026-11-06,TCU,Arizona,True,g630,,,
FPI,2026-11-06,TCU,Arizona,True,g630,,,
TeamRankings,2026-11-06,TCU,Arizona,True,g630,,,
Sagarin Rating,2026-11-06,TCU,Arizona,False,g630,,,
SP+,2026-11-06,South Florida,East Carolina,True,g631,,,
FPI,2026-11-06,South Florida,East Carolina,True,g631,,,
TeamRankings,2026-11-06,South Florida,East Carolina,True,g631,,,
Sagarin Rating,2026-11-06,South Florida,East Carolina,False,g631,,,
SP+,2026-11-07,Georgia State,Appalachian State,True,g632,,,
FPI,2026-11-07,Georgia State,Appalachian State,True,g632,,,
TeamRankings,2026-11-07,Georgia State,Appalachian State,True,g632,,,
Sagarin Rating,2026-11-07,Georgia State,Appalachian State,False,g632,,,
SP+,2026-11-07,Colorado,Arizona State,True,g633,,,
FPI,2026-11-07,Colorado,Arizona State,True,g633,,,
TeamRankings,2026-11-07,Colorado,Arizona State,True,g633,,,
Sagarin Rating,2026-11-07,Colorado,Arizona State,False,g633,,,
SP+,2026-11-07,UL-Monroe,Arkansas State,True,g634,,,
FPI,2026-11-07,UL-Monroe,Arkansas State,True,g634,,,
TeamRankings,2026-11-07,UL-Monroe,Arkansas State,True,g634,,,
Sagarin Rating,2026-11-07,UL-Monroe,Arkansas State,False,g634,,,
SP+,2026-11-07,Air Force,Army,True,g635,,,
FPI,2026-11-07,Air Force,Army,True,g635,,,
TeamRankings,2026-11-07,Air Force,Army,True,g635,,,
Sagarin Rating,2026-11-07,Air Force,Army,False,g635,,,
SP+,2026-11-07,Arkansas,Auburn,True,g636,,,
FPI,2026-11-07,Arkansas,Auburn,True,g636,,,
TeamRankings,2026-11-07,Arkansas,Auburn,True,g636,,,
Sagarin Rating,2026-11-07,Arkansas,Auburn,False,g636,,,
SP+,2026-11-07,Iowa State,Baylor,True,g637,,,
FPI,2026-11-07,Iowa State,Baylor,True,g637,,,
TeamRankings,2026-11-07,Iowa State,Baylor,True,g637,,,
Sagarin Rating,2026-11-07,Iowa State,Baylor,False,g637,,,
SP+,2026-11-07,Florida State,Boston College,True,g638,,,
FPI,2026-11-07,Florida State,Boston College,True,g638,,,
TeamRankings,2026-11-07,Florida State,Boston College,True,g638,,,
Sagarin Rating,2026-11-07,Florida State,Boston College,False,g638,,,
SP+,2026-11-07,Old Dominion,Coastal Carolina,True,g639,,,
FPI,2026-11-07,Old Dominion,Coastal Carolina,True,g639,,,
TeamRankings,2026-11-07,Old Dominion,Coastal Carolina,True,g639,,,
Sagarin Rating,2026-11-07,Old Dominion,Coastal Carolina,False,g639,,,
SP+,2026-11-07,Boise State,Colorado State,True,g640,,,
FPI,2026-11-07,Boise State,Colorado State,True,g640,,,
TeamRankings,2026-11-07,Boise State,Colorado State,True,g640,,,
Sagarin Rating,2026-11-07,Boise State,Colorado State,False,g640,,,
SP+,2026-11-07,North Carolina,Connecticut,True,g641,,,
FPI,2026-11-07,North Carolina,Connecticut,True,g641,,,
TeamRankings,2026-11-07,North Carolina,Connecticut,True,g641,,,
Sagarin Rating,2026-11-07,North Carolina,Connecticut,False,g641,,,
SP+,2026-11-07,Oklahoma,Florida,True,g642,,,
FPI,2026-11-07,Oklahoma,Florida,True,g642,,,
TeamRankings,2026-11-07,Oklahoma,Florida,True,g642,,,
Sagarin Rating,2026-11-07,Oklahoma,Florida,False,g642,,,
SP+,2026-11-07,Missouri State,Florida International,True,g643,,,
FPI,2026-11-07,Missouri State,Florida International,True,g643,,,
TeamRankings,2026-11-07,Missouri State,Florida International,True,g643,,,
Sagarin Rating,2026-11-07,Missouri State,Florida International,False,g643,,,
SP+,2026-11-07,Marshall,Georgia Southern,True,g644,,,
FPI,2026-11-07,Marshall,Georgia Southern,True,g644,,,
TeamRankings,2026-11-07,Marshall,Georgia Southern,True,g644,,,
Sagarin Rating,2026-11-07,Marshall,Georgia Southern,False,g644,,,
SP+,2026-11-07,Louisville,Georgia Tech,True,g645,,,
FPI,2026-11-07,Louisville,Georgia Tech,True,g645,,,
TeamRankings,2026-11-07,Louisville,Georgia Tech,True,g645,,,
Sagarin Rating,2026-11-07,Louisville,Georgia Tech,False,g645,,,
SP+,2026-11-07,Cincinnati,Houston,True,g646,,,
FPI,2026-11-07,Cincinnati,Houston,True,g646,,,
TeamRankings,2026-11-07,Cincinnati,Houston,True,g646,,,
Sagarin Rating,2026-11-07,Cincinnati,Houston,False,g646,,,
SP+,2026-11-07,Nebraska,Illinois,True,g647,,,
FPI,2026-11-07,Nebraska,Illinois,True,g647,,,
TeamRankings,2026-11-07,Nebraska,Illinois,True,g647,,,
Sagarin Rating,2026-11-07,Nebraska,Illinois,False,g647,,,
SP+,2026-11-07,Sam Houston,Jacksonville State,True,g648,,,
FPI,2026-11-07,Sam Houston,Jacksonville State,True,g648,,,
TeamRankings,2026-11-07,Sam Houston,Jacksonville State,True,g648,,,
Sagarin Rating,2026-11-07,Sam Houston,Jacksonville State,False,g648,,,
SP+,2026-11-07,Central Florida,Kansas,True,g649,,,
FPI,2026-11-07,Central Florida,Kansas,True,g649,,,
TeamRankings,2026-11-07,Central Florida,Kansas,True,g649,,,
Sagarin Rating,2026-11-07,Central Florida,Kansas,False,g649,,,
SP+,2026-11-07,Oklahoma State,Kansas State,True,g650,,,
FPI,2026-11-07,Oklahoma State,Kansas State,True,g650,,,
TeamRankings,2026-11-07,Oklahoma State,Kansas State,True,g650,,,
Sagarin Rating,2026-11-07,Oklahoma State,Kansas State,False,g650,,,
SP+,2026-11-07,Delaware,Kennesaw State,True,g651,,,
FPI,2026-11-07,Delaware,Kennesaw State,True,g651,,,
TeamRankings,2026-11-07,Delaware,Kennesaw State,True,g651,,,
Sagarin Rating,2026-11-07,Delaware,Kennesaw State,False,g651,,,
SP+,2026-11-07,Alabama,LSU,True,g652,,,
FPI,2026-11-07,Alabama,LSU,True,g652,,,
TeamRankings,2026-11-07,Alabama,LSU,True,g652,,,
Sagarin Rating,2026-11-07,Alabama,LSU,False,g652,,,
SP+,2026-11-07,South Alabama,Louisiana,True,g653,,,
FPI,2026-11-07,South Alabama,Louisiana,True,g653,,,
TeamRankings,2026-11-07,South Alabama,Louisiana,True,g653,,,
Sagarin Rating,2026-11-07,South Alabama,Louisiana,False,g653,,,
SP+,2026-11-07,Michigan State,Michigan,True,g654,,,
FPI,2026-11-07,Michigan State,Michigan,True,g654,,,
TeamRankings,2026-11-07,Michigan State,Michigan,True,g654,,,
Sagarin Rating,2026-11-07,Michigan State,Michigan,False,g654,,,
SP+,2026-11-07,Western Kentucky,Middle Tennessee,True,g655,,,
FPI,2026-11-07,Western Kentucky,Middle Tennessee,True,g655,,,
TeamRankings,2026-11-07,Western Kentucky,Middle Tennessee,True,g655,,,
Sagarin Rating,2026-11-07,Western Kentucky,Middle Tennessee,False,g655,,,
SP+,2026-11-07,UCLA,Minnesota,True,g656,,,
FPI,2026-11-07,UCLA,Minnesota,True,g656,,,
TeamRankings,2026-11-07,UCLA,Minnesota,True,g656,,,
Sagarin Rating,2026-11-07,UCLA,Minnesota,False,g656,,,
SP+,2026-11-07,Vanderbilt,Mississippi State,True,g657,,,
FPI,2026-11-07,Vanderbilt,Mississippi State,True,g657,,,
TeamRankings,2026-11-07,Vanderbilt,Mississippi State,True,g657,,,
Sagarin Rating,2026-11-07,Vanderbilt,Mississippi State,False,g657,,,
SP+,2026-11-07,Texas,Missouri,True,g658,,,
FPI,2026-11-07,Texas,Missouri,True,g658,,,
TeamRankings,2026-11-07,Texas,Missouri,True,g658,,,
Sagarin Rating,2026-11-07,Texas,Missouri,False,g658,,,
SP+,2026-11-07,Duke,NC State,True,g659,,,
FPI,2026-11-07,Duke,NC State,True,g659,,,
TeamRankings,2026-11-07,Duke,NC State,True,g659,,,
Sagarin Rating,2026-11-07,Duke,NC State,False,g659,,,
SP+,2026-11-07,Temple,Navy,True,g660,,,
FPI,2026-11-07,Temple,Navy,True,g660,,,
TeamRankings,2026-11-07,Temple,Navy,True,g660,,,
Sagarin Rating,2026-11-07,Temple,Navy,False,g660,,,
SP+,2026-11-07,New Mexico,Nevada,True,g661,,,
FPI,2026-11-07,New Mexico,Nevada,True,g661,,,
TeamRankings,2026-11-07,New Mexico,Nevada,True,g661,,,
Sagarin Rating,2026-11-07,New Mexico,Nevada,False,g661,,,
SP+,2026-11-07,Liberty,New Mexico State,True,g662,,,
FPI,2026-11-07,Liberty,New Mexico State,True,g662,,,
TeamRankings,2026-11-07,Liberty,New Mexico State,True,g662,,,
Sagarin Rating,2026-11-07,Liberty,New Mexico State,False,g662,,,
SP+,2026-11-07,Rice,North Texas,True,g663,,,
FPI,2026-11-07,Rice,North Texas,True,g663,,,
TeamRankings,2026-11-07,Rice,North Texas,True,g663,,,
Sagarin Rating,2026-11-07,Rice,North Texas,False,g663,,,
SP+,2026-11-07,Iowa,Northwestern,True,g664,,,
FPI,2026-11-07,Iowa,Northwestern,True,g664,,,
TeamRankings,2026-11-07,Iowa,Northwestern,True,g664,,,
Sagarin Rating,2026-11-07,Iowa,Northwestern,False,g664,,,
SP+,2026-11-07,Miami-FL,Notre Dame,True,g665,,,
FPI,2026-11-07,Miami-FL,Notre Dame,True,g665,,,
TeamRankings,2026-11-07,Miami-FL,Notre Dame,True,g665,,,
Sagarin Rating,2026-11-07,Miami-FL,Notre Dame,False,g665,,,
SP+,2026-11-07,Oregon,Ohio State,True,g666,,,
FPI,2026-11-07,Oregon,Ohio State,True,g666,,,
TeamRankings,2026-11-07,Oregon,Ohio State,True,g666,,,
Sagarin Rating,2026-11-07,Oregon,Ohio State,False,g666,,,
SP+,2026-11-07,Georgia,Ole Miss,True,g667,,,
FPI,2026-11-07,Georgia,Ole Miss,True,g667,,,
TeamRankings,2026-11-07,Georgia,Ole Miss,True,g667,,,
Sagarin Rating,2026-11-07,Georgia,Ole Miss,False,g667,,,
SP+,2026-11-07,Texas State,Oregon State,True,g668,,,
FPI,2026-11-07,Texas State,Oregon State,True,g668,,,
TeamRankings,2026-11-07,Texas State,Oregon State,True,g668,,,
Sagarin Rating,2026-11-07,Texas State,Oregon State,False,g668,,,
SP+,2026-11-07,Maryland,Purdue,True,g669,,,
FPI,2026-11-07,Maryland,Purdue,True,g669,,,
TeamRankings,2026-11-07,Maryland,Purdue,True,g669,,,
Sagarin Rating,2026-11-07,Maryland,Purdue,False,g669,,,
SP+,2026-11-07,Virginia Tech,SMU,True,g670,,,
FPI,2026-11-07,Virginia Tech,SMU,True,g670,,,
TeamRankings,2026-11-07,Virginia Tech,SMU,True,g670,,,
Sagarin Rating,2026-11-07,Virginia Tech,SMU,False,g670,,,
SP+,2026-11-07,Northern Illinois,San Jose State,True,g671,,,
FPI,2026-11-07,Northern Illinois,San Jose State,True,g671,,,
TeamRankings,2026-11-07,Northern Illinois,San Jose State,True,g671,,,
Sagarin Rating,2026-11-07,Northern Illinois,San Jose State,False,g671,,,
SP+,2026-11-07,Texas A&M,South Carolina,True,g672,,,
FPI,2026-11-07,Texas A&M,South Carolina,True,g672,,,
TeamRankings,2026-11-07,Texas A&M,South Carolina,True,g672,,,
Sagarin Rating,2026-11-07,Texas A&M,South Carolina,False,g672,,,
SP+,2026-11-07,Clemson,Syracuse,True,g673,,,
FPI,2026-11-07,Clemson,Syracuse,True,g673,,,
TeamRankings,2026-11-07,Clemson,Syracuse,True,g673,,,
Sagarin Rating,2026-11-07,Clemson,Syracuse,False,g673,,,
SP+,2026-11-07,Kentucky,Tennessee,True,g674,,,
FPI,2026-11-07,Kentucky,Tennessee,True,g674,,,
TeamRankings,2026-11-07,Kentucky,Tennessee,True,g674,,,
Sagarin Rating,2026-11-07,Kentucky,Tennessee,False,g674,,,
SP+,2026-11-07,West Virginia,Texas Tech,True,g675,,,
FPI,2026-11-07,West Virginia,Texas Tech,True,g675,,,
TeamRankings,2026-11-07,West Virginia,Texas Tech,True,g675,,,
Sagarin Rating,2026-11-07,West Virginia,Texas Tech,False,g675,,,
SP+,2026-11-07,Louisiana Tech,Troy,True,g676,,,
FPI,2026-11-07,Louisiana Tech,Troy,True,g676,,,
TeamRankings,2026-11-07,Louisiana Tech,Troy,True,g676,,,
Sagarin Rating,2026-11-07,Louisiana Tech,Troy,False,g676,,,
SP+,2026-11-07,Tulsa,Tulane,True,g677,,,
FPI,2026-11-07,Tulsa,Tulane,True,g677,,,
TeamRankings,2026-11-07,Tulsa,Tulane,True,g677,,,
Sagarin Rating,2026-11-07,Tulsa,Tulane,False,g677,,,
SP+,2026-11-07,Charlotte,UAB,True,g678,,,
FPI,2026-11-07,Charlotte,UAB,True,g678,,,
TeamRankings,2026-11-07,Charlotte,UAB,True,g678,,,
Sagarin Rating,2026-11-07,Charlotte,UAB,False,g678,,,
SP+,2026-11-07,Wyoming,UNLV,True,g679,,,
FPI,2026-11-07,Wyoming,UNLV,True,g679,,,
TeamRankings,2026-11-07,Wyoming,UNLV,True,g679,,,
Sagarin Rating,2026-11-07,Wyoming,UNLV,False,g679,,,
SP+,2026-11-07,Hawaii,UTEP,True,g680,,,
FPI,2026-11-07,Hawaii,UTEP,True,g680,,,
TeamRankings,2026-11-07,Hawaii,UTEP,True,g680,,,
Sagarin Rating,2026-11-07,Hawaii,UTEP,False,g680,,,
SP+,2026-11-07,BYU,Utah,True,g681,,,
FPI,2026-11-07,BYU,Utah,True,g681,,,
TeamRankings,2026-11-07,BYU,Utah,True,g681,,,
Sagarin Rating,2026-11-07,BYU,Utah,False,g681,,,
SP+,2026-11-07,Fresno State,Utah State,True,g682,,,
FPI,2026-11-07,Fresno State,Utah State,True,g682,,,
TeamRankings,2026-11-07,Fresno State,Utah State,True,g682,,,
Sagarin Rating,2026-11-07,Fresno State,Utah State,False,g682,,,
SP+,2026-11-07,Merrimack,Wake Forest,False,g683,,,
FPI,2026-11-07,Merrimack,Wake Forest,False,g683,,,
TeamRankings,2026-11-07,Merrimack,Wake Forest,False,g683,,,
Sagarin Rating,2026-11-07,Merrimack,Wake Forest,False,g683,,,
SP+,2026-11-07,Penn State,Washington,True,g684,,,
FPI,2026-11-07,Penn State,Washington,True,g684,,,
TeamRankings,2026-11-07,Penn State,Washington,True,g684,,,
Sagarin Rating,2026-11-07,Penn State,Washington,False,g684,,,
SP+,2026-11-07,Rutgers,Wisconsin,True,g685,,,
FPI,2026-11-07,Rutgers,Wisconsin,True,g685,,,
TeamRankings,2026-11-07,Rutgers,Wisconsin,True,g685,,,
Sagarin Rating,2026-11-07,Rutgers,Wisconsin,False,g685,,,
SP+,2026-11-10,Western Michigan,Akron,True,g686,,,
FPI,2026-11-10,Western Michigan,Akron,True,g686,,,
TeamRankings,2026-11-10,Western Michigan,Akron,True,g686,,,
Sagarin Rating,2026-11-10,Western Michigan,Akron,False,g686,,,
SP+,2026-11-10,Kent State,Bowling Green,True,g687,,,
FPI,2026-11-10,Kent State,Bowling Green,True,g687,,,
TeamRankings,2026-11-10,Kent State,Bowling Green,True,g687,,,
Sagarin Rating,2026-11-10,Kent State,Bowling Green,False,g687,,,
SP+,2026-11-10,Ohio,Miami-OH,True,g688,,,
FPI,2026-11-10,Ohio,Miami-OH,True,g688,,,
TeamRankings,2026-11-10,Ohio,Miami-OH,True,g688,,,
Sagarin Rating,2026-11-10,Ohio,Miami-OH,False,g688,,,
SP+,2026-11-11,Buffalo,Ball State,True,g689,,,
FPI,2026-11-11,Buffalo,Ball State,True,g689,,,
TeamRankings,2026-11-11,Buffalo,Ball State,True,g689,,,
Sagarin Rating,2026-11-11,Buffalo,Ball State,False,g689,,,
SP+,2026-11-11,Sacramento State,Central Michigan,True,g690,,,
FPI,2026-11-11,Sacramento State,Central Michigan,True,g690,,,
TeamRankings,2026-11-11,Sacramento State,Central Michigan,True,g690,,,
Sagarin Rating,2026-11-11,Sacramento State,Central Michigan,False,g690,,,
SP+,2026-11-11,Massachusetts,Toledo,True,g691,,,
FPI,2026-11-11,Massachusetts,Toledo,True,g691,,,
TeamRankings,2026-11-11,Massachusetts,Toledo,True,g691,,,
Sagarin Rating,2026-11-11,Massachusetts,Toledo,False,g691,,,
SP+,2026-11-12,Memphis,South Florida,True,g692,,,
FPI,2026-11-12,Memphis,South Florida,True,g692,,,
TeamRankings,2026-11-12,Memphis,South Florida,True,g692,,,
Sagarin Rating,2026-11-12,Memphis,South Florida,False,g692,,,
SP+,2026-11-12,Louisiana,UL-Monroe,True,g693,,,
FPI,2026-11-12,Louisiana,UL-Monroe,True,g693,,,
TeamRankings,2026-11-12,Louisiana,UL-Monroe,True,g693,,,
Sagarin Rating,2026-11-12,Louisiana,UL-Monroe,False,g693,,,
