pulled_at,source,game_id,core_id,event_id,market_id,season,week,commence_time,date,away_team,home_team,away_norm,home_norm,book_id,book,market,side,team_id,point,price,line_status,period
2026-05-23T14:39:06.426196+00:00,Action Network,287967,12174660,287967,20183894,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,75,BetMGM,spread,away,275.0,6.5,-115,normal,event
2026-05-23T14:39:06.426205+00:00,Action Network,287967,12174660,287967,20183894,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,75,BetMGM,spread,home,284.0,-6.5,-105,normal,event
2026-05-23T14:39:06.426213+00:00,Action Network,287967,12174660,287967,20183895,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,75,BetMGM,total,over,,49.5,-110,normal,event
2026-05-23T14:39:06.426222+00:00,Action Network,287967,12174660,287967,20183895,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,75,BetMGM,total,under,,49.5,-110,normal,event
2026-05-23T14:39:06.426235+00:00,Action Network,287967,12174660,287967,20183894,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,spread,away,275.0,6.5,-107,normal,event
2026-05-23T14:39:06.426243+00:00,Action Network,287967,12174660,287967,20183894,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,spread,home,284.0,-6.5,-113,normal,event
2026-05-23T14:39:06.426253+00:00,Action Network,287967,12174660,287967,20183895,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,total,over,,50.5,-109,normal,event
2026-05-23T14:39:06.426262+00:00,Action Network,287967,12174660,287967,20183895,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,total,under,,50.5,-112,normal,event
2026-05-23T14:39:06.426270+00:00,Action Network,287967,12174660,287967,20183893,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,moneyline,away,275.0,0.0,205,normal,event
2026-05-23T14:39:06.426278+00:00,Action Network,287967,12174660,287967,20183893,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,North Carolina,TCU,north carolina,tcu,123,Caesars,moneyline,home,284.0,0.0,-250,normal,event
2026-05-23T14:39:06.426288+00:00,Action Network,288745,12260310,288745,22021836,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,San Jose State,USC,san jose state,usc,68,DraftKings,spread,away,342.0,35.5,-110,normal,event
2026-05-23T14:39:06.426297+00:00,Action Network,288745,12260310,288745,22021836,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,San Jose State,USC,san jose state,usc,68,DraftKings,spread,home,347.0,-35.5,-110,normal,event
2026-05-23T14:39:06.426307+00:00,Action Network,288754,12260040,288754,22021837,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,New Mexico State,Florida State,new mexico state,florida state,68,DraftKings,spread,away,369.0,28.5,-108,normal,event
2026-05-23T14:39:06.426316+00:00,Action Network,288754,12260040,288754,22021837,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,New Mexico State,Florida State,new mexico state,florida state,68,DraftKings,spread,home,262.0,-28.5,-112,normal,event
2026-05-23T14:39:06.426327+00:00,Action Network,288760,12259960,288760,22021840,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Jacksonville State,North Dakota State,jacksonville state,north dakota state,68,DraftKings,spread,away,455.0,10.0,-112,normal,event
2026-05-23T14:39:06.426337+00:00,Action Network,288760,12259960,288760,22021840,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Jacksonville State,North Dakota State,jacksonville state,north dakota state,68,DraftKings,spread,home,436.0,-10.0,-108,normal,event
2026-05-23T14:39:06.426347+00:00,Action Network,288764,12259910,288764,22021835,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Memphis,UNLV,memphis,unlv,68,DraftKings,spread,home,341.0,-3.0,-115,normal,event
2026-05-23T14:39:06.426354+00:00,Action Network,288764,12259910,288764,22021835,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Memphis,UNLV,memphis,unlv,68,DraftKings,spread,away,280.0,3.0,-105,normal,event
2026-05-23T14:39:06.426365+00:00,Action Network,288765,12259880,288765,22021841,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Sacramento State,Eastern Michigan,sacramento state,eastern michigan,68,DraftKings,spread,away,391.0,8.5,-112,normal,event
2026-05-23T14:39:06.426374+00:00,Action Network,288765,12259880,288765,22021841,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Sacramento State,Eastern Michigan,sacramento state,eastern michigan,68,DraftKings,spread,home,331.0,-8.5,-108,normal,event
2026-05-23T14:39:06.426383+00:00,Action Network,288768,12259820,288768,22021833,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Hawai'i,Stanford,hawai i,stanford,68,DraftKings,spread,home,355.0,-3.0,-110,normal,event
2026-05-23T14:39:06.426392+00:00,Action Network,288768,12259820,288768,22021833,2026,1,2026-08-29T16:00:00.000Z,2026-08-29,Hawai'i,Stanford,hawai i,stanford,68,DraftKings,spread,away,345.0,3.0,-110,normal,event
2026-05-23T14:39:06.426401+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,spread,away,266.0,3.0,-110,normal,event
2026-05-23T14:39:06.426409+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,spread,home,264.0,-3.0,-110,normal,event
2026-05-23T14:39:06.426417+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,total,under,,53.5,-112,normal,event
2026-05-23T14:39:06.426425+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,total,over,,53.5,-108,normal,event
2026-05-23T14:39:06.426433+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,moneyline,home,264.0,0.0,-142,normal,event
2026-05-23T14:39:06.426441+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,68,DraftKings,moneyline,away,266.0,0.0,120,normal,event
2026-05-23T14:39:06.426449+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,spread,away,266.0,2.5,-100,normal,event
2026-05-23T14:39:06.426457+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,spread,home,264.0,-2.5,-122,normal,event
2026-05-23T14:39:06.426467+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,total,over,,54.5,-110,normal,event
2026-05-23T14:39:06.426477+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,total,under,,54.5,-110,normal,event
2026-05-23T14:39:06.426485+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,moneyline,home,264.0,0.0,-146,normal,event
2026-05-23T14:39:06.426493+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,69,FanDuel,moneyline,away,266.0,0.0,122,normal,event
2026-05-23T14:39:06.426501+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,75,BetMGM,spread,away,266.0,3.0,-115,normal,event
2026-05-23T14:39:06.426509+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,75,BetMGM,spread,home,264.0,-3.0,-105,normal,event
2026-05-23T14:39:06.426518+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,75,BetMGM,total,over,,53.5,-110,normal,event
2026-05-23T14:39:06.426526+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,75,BetMGM,total,under,,53.5,-110,normal,event
2026-05-23T14:39:06.426534+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,spread,away,266.0,3.0,-109,normal,event
2026-05-23T14:39:06.426542+00:00,Action Network,287968,12174670,287968,20183909,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,spread,home,264.0,-3.0,-112,normal,event
2026-05-23T14:39:06.426550+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,total,under,,53.5,-107,normal,event
2026-05-23T14:39:06.426558+00:00,Action Network,287968,12174670,287968,20183910,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,total,over,,53.5,-113,normal,event
2026-05-23T14:39:06.426568+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,moneyline,away,266.0,0.0,122,normal,event
2026-05-23T14:39:06.426576+00:00,Action Network,287968,12174670,287968,20183908,2026,1,2026-08-29T19:30:00.000Z,2026-08-29,NC State,Virginia,nc state,virginia,123,Caesars,moneyline,home,264.0,0.0,-145,normal,event
2026-05-23T14:39:06.426585+00:00,Action Network,288778,12260300,288778,22021843,2026,1,2026-09-03T16:00:00.000Z,2026-09-03,Akron,Wake Forest,akron,wake forest,68,DraftKings,spread,home,258.0,-22.5,-110,normal,event
2026-05-23T14:39:06.426593+00:00,Action Network,288778,12260300,288778,22021843,2026,1,2026-09-03T16:00:00.000Z,2026-09-03,Akron,Wake Forest,akron,wake forest,68,DraftKings,spread,away,328.0,22.5,-110,normal,event
2026-05-23T14:39:06.426603+00:00,Action Network,288785,12260100,288785,22021845,2026,1,2026-09-03T16:00:00.000Z,2026-09-03,UMass,Rutgers,umass,rutgers,68,DraftKings,spread,home,293.0,-30.5,-110,normal,event
2026-05-23T14:39:06.426611+00:00,Action Network,288785,12260100,288785,22021845,2026,1,2026-09-03T16:00:00.000Z,2026-09-03,UMass,Rutgers,umass,rutgers,68,DraftKings,spread,away,323.0,30.5,-110,normal,event
2026-05-23T14:39:06.426620+00:00,Action Network,288782,12260220,288782,22023086,2026,1,2026-09-04T00:00:00.000Z,2026-09-04,Colorado,Georgia Tech,colorado,georgia tech,68,DraftKings,spread,away,352.0,7.0,-110,normal,event
2026-05-23T14:39:06.426628+00:00,Action Network,288782,12260220,288782,22023086,2026,1,2026-09-04T00:00:00.000Z,2026-09-04,Colorado,Georgia Tech,colorado,georgia tech,68,DraftKings,spread,home,271.0,-7.0,-110,normal,event
2026-05-23T14:39:06.426638+00:00,Action Network,288794,12260290,288794,22021850,2026,1,2026-09-04T16:00:00.000Z,2026-09-04,San Jose State,Eastern Michigan,san jose state,eastern michigan,68,DraftKings,spread,away,342.0,3.5,-108,normal,event
2026-05-23T14:39:06.426647+00:00,Action Network,288794,12260290,288794,22021850,2026,1,2026-09-04T16:00:00.000Z,2026-09-04,San Jose State,Eastern Michigan,san jose state,eastern michigan,68,DraftKings,spread,home,331.0,-3.5,-112,normal,event
2026-05-23T14:39:06.426657+00:00,Action Network,288839,12260960,288839,22021904,2026,1,2026-09-04T16:00:00.000Z,2026-09-04,Toledo,Michigan State,toledo,michigan state,68,DraftKings,spread,home,296.0,-10.5,-108,normal,event
2026-05-23T14:39:06.426666+00:00,Action Network,288839,12260960,288839,22021904,2026,1,2026-09-04T16:00:00.000Z,2026-09-04,Toledo,Michigan State,toledo,michigan state,68,DraftKings,spread,away,330.0,10.5,-112,normal,event
2026-05-23T14:39:06.426676+00:00,Action Network,288791,12260460,288791,22021851,2026,1,2026-09-05T01:00:00.000Z,2026-09-05,Miami (FL),Stanford,miami fl,stanford,68,DraftKings,spread,home,355.0,21.5,-110,normal,event
2026-05-23T14:39:06.426685+00:00,Action Network,288791,12260460,288791,22021851,2026,1,2026-09-05T01:00:00.000Z,2026-09-05,Miami (FL),Stanford,miami fl,stanford,68,DraftKings,spread,away,263.0,-21.5,-110,normal,event
2026-05-23T14:39:06.426694+00:00,Action Network,288845,12260890,288845,22021890,2026,1,2026-09-05T01:00:00.000Z,2026-09-05,Fresno State,USC,fresno state,usc,68,DraftKings,spread,away,337.0,23.5,-112,normal,event
2026-05-23T14:39:06.426702+00:00,Action Network,288845,12260890,288845,22021890,2026,1,2026-09-05T01:00:00.000Z,2026-09-05,Fresno State,USC,fresno state,usc,68,DraftKings,spread,home,347.0,-23.5,-108,normal,event
2026-05-23T14:39:06.426711+00:00,Action Network,287970,12174690,287970,20183927,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,68,DraftKings,spread,home,348.0,-1.5,-112,normal,event
2026-05-23T14:39:06.426719+00:00,Action Network,287970,12174690,287970,20183927,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,68,DraftKings,spread,away,350.0,1.5,-108,normal,event
2026-05-23T14:39:06.426727+00:00,Action Network,287970,12174690,287970,20183927,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,spread,away,350.0,1.5,-110,normal,event
2026-05-23T14:39:06.426734+00:00,Action Network,287970,12174690,287970,20183927,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,spread,home,348.0,-1.5,-110,normal,event
2026-05-23T14:39:06.426742+00:00,Action Network,287970,12174690,287970,20183926,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,total,over,,54.5,-110,normal,event
2026-05-23T14:39:06.426753+00:00,Action Network,287970,12174690,287970,20183926,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,total,under,,54.5,-110,normal,event
2026-05-23T14:39:06.426763+00:00,Action Network,287970,12174690,287970,20183925,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,moneyline,away,350.0,0.0,-100,normal,event
2026-05-23T14:39:06.426771+00:00,Action Network,287970,12174690,287970,20183925,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UCLA,California,ucla,california,69,FanDuel,moneyline,home,348.0,0.0,-120,normal,event
2026-05-23T14:39:06.426781+00:00,Action Network,288795,12261670,288795,22021896,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Boston College,Cincinnati,boston,cincinnati,68,DraftKings,spread,away,259.0,9.5,-115,normal,event
2026-05-23T14:39:06.426790+00:00,Action Network,288795,12261670,288795,22021896,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Boston College,Cincinnati,boston,cincinnati,68,DraftKings,spread,home,270.0,-9.5,-105,normal,event
2026-05-23T14:39:06.426800+00:00,Action Network,288799,12261540,288799,22021913,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UNLV,Hawai'i,unlv,hawai i,68,DraftKings,spread,home,345.0,1.5,-110,normal,event
2026-05-23T14:39:06.426809+00:00,Action Network,288799,12261540,288799,22021913,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UNLV,Hawai'i,unlv,hawai i,68,DraftKings,spread,away,341.0,-1.5,-110,normal,event
2026-05-23T14:39:06.426818+00:00,Action Network,288800,12261490,288800,22021898,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Coastal Carolina,West Virginia,coastal carolina,west virginia,68,DraftKings,spread,away,415.0,17.5,-115,normal,event
2026-05-23T14:39:06.426827+00:00,Action Network,288800,12261490,288800,22021898,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Coastal Carolina,West Virginia,coastal carolina,west virginia,68,DraftKings,spread,home,288.0,-17.5,-105,normal,event
2026-05-23T14:39:06.426837+00:00,Action Network,288802,12261480,288802,22021909,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Wyoming,Colorado State,wyoming,colorado state,68,DraftKings,spread,away,344.0,4.0,-110,normal,event
2026-05-23T14:39:06.426846+00:00,Action Network,288802,12261480,288802,22021909,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Wyoming,Colorado State,wyoming,colorado state,68,DraftKings,spread,home,340.0,-4.0,-110,normal,event
2026-05-23T14:39:06.426857+00:00,Action Network,288808,12261380,288808,22021916,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Sam Houston,Troy,sam houston,troy,68,DraftKings,spread,away,493.0,16.5,-108,normal,event
2026-05-23T14:39:06.426865+00:00,Action Network,288808,12261380,288808,22021916,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Sam Houston,Troy,sam houston,troy,68,DraftKings,spread,home,383.0,-16.5,-112,normal,event
2026-05-23T14:39:06.426874+00:00,Action Network,288810,12261300,288810,22021912,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Western Kentucky,Nevada,western kentucky,nevada,68,DraftKings,spread,home,346.0,4.0,-110,normal,event
2026-05-23T14:39:06.426883+00:00,Action Network,288810,12261300,288810,22021912,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Western Kentucky,Nevada,western kentucky,nevada,68,DraftKings,spread,away,312.0,-4.0,-110,normal,event
2026-05-23T14:39:06.426893+00:00,Action Network,288811,12261240,288811,22021910,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Arkansas State,Memphis,arkansas state,memphis,68,DraftKings,spread,away,381.0,10.5,-112,normal,event
2026-05-23T14:39:06.426902+00:00,Action Network,288811,12261240,288811,22021910,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Arkansas State,Memphis,arkansas state,memphis,68,DraftKings,spread,home,280.0,-10.5,-108,normal,event
2026-05-23T14:39:06.426912+00:00,Action Network,288815,12261230,288815,22021917,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,East Carolina,Alabama,east carolina,alabama,68,DraftKings,spread,away,274.0,25.5,-108,normal,event
2026-05-23T14:39:06.426921+00:00,Action Network,288815,12261230,288815,22021917,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,East Carolina,Alabama,east carolina,alabama,68,DraftKings,spread,home,362.0,-25.5,-112,normal,event
2026-05-23T14:39:06.426931+00:00,Action Network,288819,12261180,288819,22021902,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Texas,Indiana,north texas,indiana,68,DraftKings,spread,away,314.0,40.5,-112,normal,event
2026-05-23T14:39:06.426940+00:00,Action Network,288819,12261180,288819,22021902,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Texas,Indiana,north texas,indiana,68,DraftKings,spread,home,294.0,-40.5,-108,normal,event
2026-05-23T14:39:06.426949+00:00,Action Network,288820,12261170,288820,22021897,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Oregon State,Houston,oregon state,houston,68,DraftKings,spread,away,354.0,18.5,-112,normal,event
2026-05-23T14:39:06.426957+00:00,Action Network,288820,12261170,288820,22021897,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Oregon State,Houston,oregon state,houston,68,DraftKings,spread,home,277.0,-18.5,-108,normal,event
2026-05-23T14:39:06.426967+00:00,Action Network,288827,12261070,288827,22021891,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Louisiana-Monroe,Mississippi State,louisiana monroe,mississippi state,68,DraftKings,spread,away,379.0,28.5,-115,normal,event
2026-05-23T14:39:06.426976+00:00,Action Network,288827,12261070,288827,22021891,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Louisiana-Monroe,Mississippi State,louisiana monroe,mississippi state,68,DraftKings,spread,home,359.0,-28.5,-105,normal,event
2026-05-23T14:39:06.426991+00:00,Action Network,288837,12260970,288837,22021892,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UTEP,Oklahoma,utep,oklahoma,68,DraftKings,spread,away,316.0,40.5,-115,normal,event
2026-05-23T14:39:06.426999+00:00,Action Network,288837,12260970,288837,22021892,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UTEP,Oklahoma,utep,oklahoma,68,DraftKings,spread,home,289.0,-40.5,-105,normal,event
2026-05-23T14:39:06.427009+00:00,Action Network,288838,12261010,288838,22021894,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Missouri State,Texas A&M,missouri state,texas aandm,68,DraftKings,spread,home,358.0,-38.5,-110,normal,event
2026-05-23T14:39:06.427019+00:00,Action Network,288838,12261010,288838,22021894,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Missouri State,Texas A&M,missouri state,texas aandm,68,DraftKings,spread,away,435.0,38.5,-110,normal,event
2026-05-23T14:39:06.427029+00:00,Action Network,288840,12260950,288840,22021905,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Ohio,Nebraska,ohio,nebraska,68,DraftKings,spread,away,324.0,23.5,-115,normal,event
2026-05-23T14:39:06.427037+00:00,Action Network,288840,12260950,288840,22021905,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Ohio,Nebraska,ohio,nebraska,68,DraftKings,spread,home,303.0,-23.5,-105,normal,event
2026-05-23T14:39:06.427046+00:00,Action Network,288841,12260920,288841,22021895,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Oklahoma State,Tulsa,oklahoma state,tulsa,68,DraftKings,spread,away,286.0,-11.5,-112,normal,event
2026-05-23T14:39:06.427055+00:00,Action Network,288841,12260920,288841,22021895,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Oklahoma State,Tulsa,oklahoma state,tulsa,68,DraftKings,spread,home,272.0,11.5,-108,normal,event
2026-05-23T14:39:06.427064+00:00,Action Network,288842,12260930,288842,22021908,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Marshall,Penn State,marshall,penn state,68,DraftKings,spread,away,310.0,23.5,-112,normal,event
2026-05-23T14:39:06.427073+00:00,Action Network,288842,12260930,288842,22021908,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Marshall,Penn State,marshall,penn state,68,DraftKings,spread,home,292.0,-23.5,-108,normal,event
2026-05-23T14:39:06.427083+00:00,Action Network,288850,12260820,288850,22021914,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Central Michigan,New Mexico,central michigan,new mexico,68,DraftKings,spread,away,329.0,12.5,-112,normal,event
2026-05-23T14:39:06.427092+00:00,Action Network,288850,12260820,288850,22021914,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Central Michigan,New Mexico,central michigan,new mexico,68,DraftKings,spread,home,339.0,-12.5,-108,normal,event
2026-05-23T14:39:06.427103+00:00,Action Network,288856,12260760,288856,22021901,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UAB,Illinois,uab,illinois,68,DraftKings,spread,away,1326.0,27.5,-112,normal,event
2026-05-23T14:39:06.427111+00:00,Action Network,288856,12260760,288856,22021901,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,UAB,Illinois,uab,illinois,68,DraftKings,spread,home,298.0,-27.5,-108,normal,event
2026-05-23T14:39:06.427122+00:00,Action Network,288857,12260720,288857,22021915,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Liberty,James Madison,liberty,james madison,68,DraftKings,spread,away,401.0,6.0,-110,normal,event
2026-05-23T14:39:06.427131+00:00,Action Network,288857,12260720,288857,22021915,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Liberty,James Madison,liberty,james madison,68,DraftKings,spread,home,404.0,-6.0,-110,normal,event
2026-05-23T14:39:06.427141+00:00,Action Network,288858,12260680,288858,21026561,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Alabama,Arkansas,north alabama,arkansas,69,FanDuel,spread,away,566.0,40.5,-110,normal,event
2026-05-23T14:39:06.427149+00:00,Action Network,288858,12260680,288858,21026561,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Alabama,Arkansas,north alabama,arkansas,69,FanDuel,spread,home,361.0,-40.5,-110,normal,event
