pulled_at,source,game_id,core_id,event_id,market_id,season,week,commence_time,date,away_team,home_team,away_norm,home_norm,book_id,book,market,side,team_id,point,price,line_status,period
2026-05-23T14:39:06.427158+00:00,Action Network,288858,12260680,288858,21026559,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Alabama,Arkansas,north alabama,arkansas,69,FanDuel,total,under,,58.5,-110,normal,event
2026-05-23T14:39:06.427166+00:00,Action Network,288858,12260680,288858,21026559,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,North Alabama,Arkansas,north alabama,arkansas,69,FanDuel,total,over,,58.5,-110,normal,event
2026-05-23T14:39:06.427176+00:00,Action Network,288867,12260610,288867,22021903,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Northern Illinois,Iowa,northern illinois,iowa,68,DraftKings,spread,home,299.0,-29.5,-108,normal,event
2026-05-23T14:39:06.427185+00:00,Action Network,288867,12260610,288867,22021903,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Northern Illinois,Iowa,northern illinois,iowa,68,DraftKings,spread,away,333.0,29.5,-112,normal,event
2026-05-23T14:39:06.427194+00:00,Action Network,288868,12260590,288868,22021899,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Miami (OH),Pittsburgh,miami oh,pittsburgh,68,DraftKings,spread,away,327.0,16.5,-110,normal,event
2026-05-23T14:39:06.427203+00:00,Action Network,288868,12260590,288868,22021899,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Miami (OH),Pittsburgh,miami oh,pittsburgh,68,DraftKings,spread,home,268.0,-16.5,-110,normal,event
2026-05-23T14:39:06.427213+00:00,Action Network,288874,12260510,288874,22021907,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Boise State,Oregon,boise state,oregon,68,DraftKings,spread,home,357.0,-24.5,-112,normal,event
2026-05-23T14:39:06.427222+00:00,Action Network,288874,12260510,288874,22021907,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Boise State,Oregon,boise state,oregon,68,DraftKings,spread,away,338.0,24.5,-108,normal,event
2026-05-23T14:39:06.427233+00:00,Action Network,288875,12260500,288875,22021900,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Tulane,Duke,tulane,duke,68,DraftKings,spread,home,265.0,-8.5,-112,normal,event
2026-05-23T14:39:06.427241+00:00,Action Network,288875,12260500,288875,22021900,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Tulane,Duke,tulane,duke,68,DraftKings,spread,away,281.0,8.5,-108,normal,event
2026-05-23T14:39:06.427250+00:00,Action Network,288876,12260430,288876,22021911,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Florida International,South Florida,florida international,south florida,68,DraftKings,spread,home,273.0,-12.5,-110,normal,event
2026-05-23T14:39:06.427260+00:00,Action Network,288876,12260430,288876,22021911,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Florida International,South Florida,florida international,south florida,68,DraftKings,spread,away,313.0,12.5,-110,normal,event
2026-05-23T14:39:06.427271+00:00,Action Network,288878,12260440,288878,22021893,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Kent State,South Carolina,kent state,south carolina,68,DraftKings,spread,away,326.0,33.5,-110,normal,event
2026-05-23T14:39:06.427280+00:00,Action Network,288878,12260440,288878,22021893,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Kent State,South Carolina,kent state,south carolina,68,DraftKings,spread,home,368.0,-33.5,-110,normal,event
2026-05-23T14:39:06.427290+00:00,Action Network,288880,12260480,288880,22021906,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Ball State,Ohio State,ball state,ohio state,68,DraftKings,spread,away,332.0,49.5,-112,normal,event
2026-05-23T14:39:06.427299+00:00,Action Network,288880,12260480,288880,22021906,2026,1,2026-09-05T16:00:00.000Z,2026-09-05,Ball State,Ohio State,ball state,ohio state,68,DraftKings,spread,home,295.0,-49.5,-108,normal,event
2026-05-23T14:39:06.427309+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,spread,away,282.0,6.5,-110,normal,event
2026-05-23T14:39:06.427318+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,spread,home,364.0,-6.5,-110,normal,event
2026-05-23T14:39:06.427325+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,total,under,,59.5,-108,normal,event
2026-05-23T14:39:06.427333+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,total,over,,59.5,-112,normal,event
2026-05-23T14:39:06.427345+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,moneyline,home,364.0,0.0,-285,normal,event
2026-05-23T14:39:06.427353+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,68,DraftKings,moneyline,away,282.0,0.0,230,normal,event
2026-05-23T14:39:06.427361+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,spread,away,282.0,7.5,-110,normal,event
2026-05-23T14:39:06.427369+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,spread,home,364.0,-7.5,-110,normal,event
2026-05-23T14:39:06.427379+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,total,under,,58.5,-105,normal,event
2026-05-23T14:39:06.427386+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,total,over,,58.5,-115,normal,event
2026-05-23T14:39:06.427394+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,moneyline,away,282.0,0.0,235,normal,event
2026-05-23T14:39:06.427402+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,69,FanDuel,moneyline,home,364.0,0.0,-295,normal,event
2026-05-23T14:39:06.427410+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,75,BetMGM,spread,away,282.0,6.5,-105,normal,event
2026-05-23T14:39:06.427418+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,75,BetMGM,spread,home,364.0,-6.5,-115,normal,event
2026-05-23T14:39:06.427426+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,75,BetMGM,total,over,,60.5,-110,normal,event
2026-05-23T14:39:06.427434+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,75,BetMGM,total,under,,60.5,-110,normal,event
2026-05-23T14:39:06.427444+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,spread,home,364.0,-6.5,-117,normal,event
2026-05-23T14:39:06.427452+00:00,Action Network,287969,12174680,287969,20183912,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,spread,away,282.0,6.5,-104,normal,event
2026-05-23T14:39:06.427460+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,total,over,,59.5,-109,normal,event
2026-05-23T14:39:06.427468+00:00,Action Network,287969,12174680,287969,20183913,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,total,under,,59.5,-110,normal,event
2026-05-23T14:39:06.427475+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,moneyline,home,364.0,0.0,-290,normal,event
2026-05-23T14:39:06.427483+00:00,Action Network,287969,12174680,287969,20183911,2026,1,2026-09-05T19:30:00.000Z,2026-09-05,Baylor,Auburn,baylor,auburn,123,Caesars,moneyline,away,282.0,0.0,230,normal,event
2026-05-23T14:39:06.427492+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,spread,away,261.0,10.5,-110,normal,event
2026-05-23T14:39:06.427500+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,spread,home,365.0,-10.5,-110,normal,event
2026-05-23T14:39:06.427508+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,total,under,,50.5,-110,normal,event
2026-05-23T14:39:06.427516+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,total,over,,50.5,-110,normal,event
2026-05-23T14:39:06.427523+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,moneyline,home,365.0,0.0,-455,normal,event
2026-05-23T14:39:06.427531+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,68,DraftKings,moneyline,away,261.0,0.0,350,normal,event
2026-05-23T14:39:06.427541+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,spread,away,261.0,11.5,-110,normal,event
2026-05-23T14:39:06.427549+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,spread,home,365.0,-11.5,-110,normal,event
2026-05-23T14:39:06.427556+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,total,under,,50.5,-110,normal,event
2026-05-23T14:39:06.427564+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,total,over,,50.5,-110,normal,event
2026-05-23T14:39:06.427572+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,moneyline,home,365.0,0.0,-490,normal,event
2026-05-23T14:39:06.427580+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,69,FanDuel,moneyline,away,261.0,0.0,365,normal,event
2026-05-23T14:39:06.427588+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,75,BetMGM,spread,home,365.0,-10.5,-110,normal,event
2026-05-23T14:39:06.427595+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,75,BetMGM,spread,away,261.0,10.5,-110,normal,event
2026-05-23T14:39:06.427603+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,75,BetMGM,total,over,,51.5,-110,normal,event
2026-05-23T14:39:06.427611+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,75,BetMGM,total,under,,51.5,-110,normal,event
2026-05-23T14:39:06.427619+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,spread,away,261.0,11.0,-110,normal,event
2026-05-23T14:39:06.427627+00:00,Action Network,287971,12174700,287971,20183932,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,spread,home,365.0,-11.0,-109,normal,event
2026-05-23T14:39:06.427636+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,total,over,,50.5,-113,normal,event
2026-05-23T14:39:06.427644+00:00,Action Network,287971,12174700,287971,20183930,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,total,under,,50.5,-107,normal,event
2026-05-23T14:39:06.427652+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,moneyline,away,261.0,0.0,360,normal,event
2026-05-23T14:39:06.427660+00:00,Action Network,287971,12174700,287971,20183931,2026,1,2026-09-05T23:30:00.000Z,2026-09-05,Clemson,LSU,clemson,lsu,123,Caesars,moneyline,home,365.0,0.0,-480,normal,event
2026-05-23T14:39:06.427669+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,spread,home,363.0,-6.5,-112,normal,event
2026-05-23T14:39:06.427677+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,spread,away,257.0,6.5,-108,normal,event
2026-05-23T14:39:06.427686+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,total,over,,55.5,-112,normal,event
2026-05-23T14:39:06.427694+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,total,under,,55.5,-108,normal,event
2026-05-23T14:39:06.427702+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,moneyline,away,257.0,0.0,225,normal,event
2026-05-23T14:39:06.427710+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,68,DraftKings,moneyline,home,363.0,0.0,-278,normal,event
2026-05-23T14:39:06.427719+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,spread,away,257.0,6.5,-110,normal,event
2026-05-23T14:39:06.427727+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,spread,home,363.0,-6.5,-110,normal,event
2026-05-23T14:39:06.427736+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,total,under,,55.5,-105,normal,event
2026-05-23T14:39:06.427745+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,total,over,,55.5,-115,normal,event
2026-05-23T14:39:06.427754+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,moneyline,away,257.0,0.0,190,normal,event
2026-05-23T14:39:06.427763+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,69,FanDuel,moneyline,home,363.0,0.0,-235,normal,event
2026-05-23T14:39:06.427771+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,75,BetMGM,spread,away,257.0,7.5,-120,normal,event
2026-05-23T14:39:06.427780+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,75,BetMGM,spread,home,363.0,-7.5,100,normal,event
2026-05-23T14:39:06.427788+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,75,BetMGM,total,over,,54.5,-110,normal,event
2026-05-23T14:39:06.427796+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,75,BetMGM,total,under,,54.5,-110,normal,event
2026-05-23T14:39:06.427805+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,spread,home,363.0,-7.5,100,normal,event
2026-05-23T14:39:06.427813+00:00,Action Network,287972,12174710,287972,20183938,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,spread,away,257.0,7.5,-122,normal,event
2026-05-23T14:39:06.427821+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,total,over,,55.5,-108,normal,event
2026-05-23T14:39:06.427830+00:00,Action Network,287972,12174710,287972,20183939,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,total,under,,55.5,-113,normal,event
2026-05-23T14:39:06.427840+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,moneyline,away,257.0,0.0,205,normal,event
2026-05-23T14:39:06.427848+00:00,Action Network,287972,12174710,287972,20183940,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Louisville,Ole Miss,louisville,ole miss,123,Caesars,moneyline,home,363.0,0.0,-250,normal,event
2026-05-23T14:39:06.427857+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,spread,home,325.0,-20.5,-110,normal,event
2026-05-23T14:39:06.427866+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,spread,away,300.0,20.5,-110,normal,event
2026-05-23T14:39:06.427874+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,total,over,,47.5,-115,normal,event
2026-05-23T14:39:06.427883+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,total,under,,47.5,-105,normal,event
2026-05-23T14:39:06.427891+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,moneyline,home,325.0,0.0,-1800,normal,event
2026-05-23T14:39:06.427899+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,68,DraftKings,moneyline,away,300.0,0.0,1000,normal,event
2026-05-23T14:39:06.427908+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,spread,away,300.0,19.5,-110,normal,event
2026-05-23T14:39:06.427916+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,spread,home,325.0,-19.5,-110,normal,event
2026-05-23T14:39:06.427924+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,total,under,,47.5,-105,normal,event
2026-05-23T14:39:06.427932+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,total,over,,47.5,-115,normal,event
2026-05-23T14:39:06.427942+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,moneyline,away,300.0,0.0,890,normal,event
2026-05-23T14:39:06.427951+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,69,FanDuel,moneyline,home,325.0,0.0,-1700,normal,event
2026-05-23T14:39:06.427960+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,75,BetMGM,spread,home,325.0,-19.5,-110,normal,event
2026-05-23T14:39:06.427968+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,75,BetMGM,spread,away,300.0,19.5,-110,normal,event
2026-05-23T14:39:06.427976+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,75,BetMGM,total,under,,47.5,-110,normal,event
2026-05-23T14:39:06.427984+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,75,BetMGM,total,over,,47.5,-110,normal,event
2026-05-23T14:39:06.427993+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,spread,home,325.0,-19.5,-113,normal,event
2026-05-23T14:39:06.428001+00:00,Action Network,287973,12174720,287973,20183959,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,spread,away,300.0,19.5,-107,normal,event
2026-05-23T14:39:06.428010+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,total,over,,46.5,-112,normal,event
2026-05-23T14:39:06.428018+00:00,Action Network,287973,12174720,287973,20183960,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,total,under,,46.5,-109,normal,event
2026-05-23T14:39:06.428028+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,moneyline,home,325.0,0.0,-2000,normal,event
2026-05-23T14:39:06.428039+00:00,Action Network,287973,12174720,287973,20183958,2026,1,2026-09-06T23:30:00.000Z,2026-09-06,Wisconsin,Notre Dame,wisconsin,notre dame,123,Caesars,moneyline,away,300.0,0.0,950,normal,event
2026-05-23T14:39:06.428051+00:00,Action Network,288897,12261200,288897,21026542,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,spread,home,262.0,2.5,-108,normal,event
2026-05-23T14:39:06.428060+00:00,Action Network,288897,12261200,288897,21026542,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,spread,away,279.0,-2.5,-112,normal,event
2026-05-23T14:39:06.428069+00:00,Action Network,288897,12261200,288897,21026543,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,total,under,,52.5,-108,normal,event
2026-05-23T14:39:06.428077+00:00,Action Network,288897,12261200,288897,21026543,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,total,over,,52.5,-112,normal,event
2026-05-23T14:39:06.428086+00:00,Action Network,288897,12261200,288897,21026541,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,moneyline,away,279.0,0.0,-142,normal,event
2026-05-23T14:39:06.428094+00:00,Action Network,288897,12261200,288897,21026541,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,68,DraftKings,moneyline,home,262.0,0.0,120,normal,event
2026-05-23T14:39:06.428103+00:00,Action Network,288897,12261200,288897,21026542,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,75,BetMGM,spread,away,279.0,-2.5,-110,normal,event
2026-05-23T14:39:06.428111+00:00,Action Network,288897,12261200,288897,21026542,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,75,BetMGM,spread,home,262.0,2.5,-110,normal,event
2026-05-23T14:39:06.428120+00:00,Action Network,288897,12261200,288897,21026543,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,75,BetMGM,total,under,,53.5,-110,normal,event
2026-05-23T14:39:06.428128+00:00,Action Network,288897,12261200,288897,21026543,2026,1,2026-09-07T23:30:00.000Z,2026-09-07,SMU,Florida State,smu,florida state,75,BetMGM,total,over,,53.5,-110,normal,event
