market,name,spec_json,candidate_count,train_n,train_opener_n,train_direction_n,train_direction_accuracy,train_positive_clv_rate,train_average_clv,train_median_clv,train_mae,train_median_ae,train_signed_error,train_overshoot_rate,train_undershoot_rate,train_wrong_direction_rate,train_unchanged_rate,train_average_abs_adjustment,train_actual_result_mae,validation_n,validation_opener_n,validation_direction_n,validation_direction_accuracy,validation_positive_clv_rate,validation_average_clv,validation_median_clv,validation_mae,validation_median_ae,validation_signed_error,validation_overshoot_rate,validation_undershoot_rate,validation_wrong_direction_rate,validation_unchanged_rate,validation_average_abs_adjustment,validation_actual_result_mae
spread,exp_0.05_0.03,"{""base"": 0.05, ""family"": ""exp_decay"", ""k"": 0.03, ""name"": ""exp_0.05_0.03""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.944179832532619,6.171070417168437,1.087601712781313,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.15181922513147159,14.096553209437259,710,708,452,0.5553097345132744,0.37631184407796103,0.13418290854572715,0.0,7.5920076122179,5.992312858814186,1.0926365244487821,0.45132743362831856,0.05752212389380531,0.4446902654867257,0.057746478873239436,0.14455753374649688,14.537476095993279
spread,exp_0.05_0.06,"{""base"": 0.05, ""family"": ""exp_decay"", ""k"": 0.06, ""name"": ""exp_0.05_0.06""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.957765126737283,6.200217915162484,1.0862554383606586,0.4034090909090909,0.0625,0.5056818181818182,0.012130033964095099,0.12635251328215055,14.10353241031454,710,708,452,0.5530973451327433,0.3748125937031484,0.13043478260869565,0.0,7.603361885588128,6.0388529147434475,1.0918404231170034,0.45353982300884954,0.05752212389380531,0.4469026548672566,0.057746478873239436,0.12191658393224593,14.543200356164917
spread,exp_0.05_0.1,"{""base"": 0.05, ""family"": ""exp_decay"", ""k"": 0.1, ""name"": ""exp_0.05_0.1""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.11618798955613577,0.0,7.9717922261969285,6.211258385160177,1.0848888766189861,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011644832605531296,0.10022902304786466,14.110699399005558,710,708,452,0.5530973451327433,0.37369207772795215,0.13004484304932734,0.0,7.615136344461029,6.0640319710502615,1.0911510397880362,0.45353982300884954,0.05752212389380531,0.4469026548672566,0.054929577464788736,0.0984842021782782,14.549164489230613
spread,exp_0.05_0.15,"{""base"": 0.05, ""family"": ""exp_decay"", ""k"": 0.15, ""name"": ""exp_0.05_0.15""}",141,2061,407,177,0.4915254237288136,0.2265625,0.11458333333333333,0.0,7.984415230135693,6.204823336572214,1.0836727384203686,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011159631246967491,0.07659170636942741,14.117160122232029,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.62596603129314,6.107435603515905,1.0906864668867426,0.45154185022026433,0.05726872246696035,0.44933920704845814,0.05352112676056338,0.07702263847714977,14.554675988226482
spread,exp_0.05_0.2,"{""base"": 0.05, ""family"": ""exp_decay"", ""k"": 0.2, ""name"": ""exp_0.05_0.2""}",141,2061,407,176,0.4943181818181818,0.22715404699738903,0.12010443864229765,0.0,7.993340608779559,6.195753606547537,1.0828305797417073,0.4034090909090909,0.06818181818181818,0.5056818181818182,0.011644832605531296,0.05980426239237745,14.12172377726759,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.633743657552579,6.110299932100415,1.0904927760715624,0.45154185022026433,0.05726872246696035,0.44933920704845814,0.05352112676056338,0.061556606100163,14.558687639870012
spread,sqrt_0.05_0.5,"{""base"": 0.05, ""c"": 0.5, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.05_0.5""}",141,2061,407,177,0.4915254237288136,0.2265625,0.11458333333333333,0.0,7.984047305133216,6.2008944331583535,1.083888172337798,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011159631246967491,0.07666662942669963,14.116956792108688,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.626272419741361,6.061421094897723,1.0914338620302322,0.45154185022026433,0.05726872246696035,0.44933920704845814,0.05352112676056338,0.07574132712121588,14.555201364907566
spread,sqrt_0.05_1,"{""base"": 0.05, ""c"": 1, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.05_1""}",141,2061,407,177,0.4915254237288136,0.2265625,0.11458333333333333,0.0,7.9860282667821085,6.198178971368691,1.0837654778204326,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011159631246967491,0.07275355859208721,14.118128280039768,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.628425381373539,6.055809185529473,1.0918359485250015,0.45154185022026433,0.05726872246696035,0.44933920704845814,0.05352112676056338,0.07139640981026306,14.5563800849427
spread,sqrt_0.05_2,"{""base"": 0.05, ""c"": 2, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.05_2""}",141,2061,407,177,0.4915254237288136,0.2265625,0.11458333333333333,0.0,7.989081011906987,6.196639519666324,1.0835726298675599,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011159631246967491,0.06681165457368124,14.1198650789918,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.631562000074587,6.049574140902303,1.0923064410555816,0.45154185022026433,0.05726872246696035,0.44933920704845814,0.05352112676056338,0.06500236660814054,14.558098674652198
spread,sqrt_0.05_4,"{""base"": 0.05, ""c"": 4, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.05_4""}",141,2061,407,177,0.4915254237288136,0.2265625,0.11458333333333333,0.0,7.993273568534865,6.2166980071581115,1.0832895340915472,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011159631246967491,0.05874982157088773,14.122169038669625,710,708,454,0.5506607929515418,0.373134328358209,0.12686567164179105,0.0,7.635664857565323,6.045046768666449,1.092756232628269,0.45154185022026433,0.05947136563876652,0.44933920704845814,0.05352112676056338,0.05662733712360132,14.560331826612419
spread,exp_0.1_0.03,"{""base"": 0.1, ""family"": ""exp_decay"", ""k"": 0.03, ""name"": ""exp_0.1_0.03""}",141,2061,407,177,0.4858757062146893,0.2245430809399478,0.11357702349869452,0.0,7.866243077134767,6.084247061644292,1.0944902599336006,0.3898305084745763,0.05649717514124294,0.5141242937853108,0.011644832605531296,0.30363845026294317,14.057190884097492,710,708,453,0.5562913907284768,0.3778110944527736,0.13118440779610194,0.0,7.521168768019743,5.870702517776624,1.0917988900040572,0.4503311258278146,0.05518763796909492,0.44370860927152317,0.057746478873239436,0.28911506749299376,14.501009226091492
spread,exp_0.1_0.06,"{""base"": 0.1, ""family"": ""exp_decay"", ""k"": 0.06, ""name"": ""exp_0.1_0.06""}",141,2061,407,176,0.48863636363636365,0.225130890052356,0.11649214659685864,0.0,7.892748244480591,6.106127683321707,1.0917977110922918,0.3977272727272727,0.056818181818181816,0.5113636363636364,0.012130033964095099,0.2527050265643011,14.069952673160603,710,708,453,0.5562913907284768,0.3783783783783784,0.13513513513513514,0.0,7.543646704007354,5.947795715085844,1.0902066873404996,0.4503311258278146,0.05518763796909492,0.44370860927152317,0.059154929577464786,0.24383316786449186,14.511613228049002
spread,exp_0.1_0.1,"{""base"": 0.1, ""family"": ""exp_decay"", ""k"": 0.1, ""name"": ""exp_0.1_0.1""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.12140992167101827,0.0,7.920010647788505,6.144964488411426,1.089064587608947,0.3954802259887006,0.062146892655367235,0.5084745762711864,0.011644832605531296,0.20045804609572931,14.083333892894203,710,708,453,0.5562913907284768,0.3772455089820359,0.13547904191616766,0.0,7.567006413850151,6.01120798098469,1.0888279206825653,0.4503311258278146,0.05518763796909492,0.44370860927152317,0.056338028169014086,0.1969684043565564,14.523191076606835
spread,exp_0.1_0.15,"{""base"": 0.1, ""family"": ""exp_decay"", ""k"": 0.15, ""name"": ""exp_0.1_0.15""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.944939019040408,6.1691421968731355,1.0866323112117118,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.15318341273885483,14.095920021340138,710,708,451,0.5543237250554324,0.37537537537537535,0.13288288288288289,0.0,7.588420345844535,6.032127217812377,1.087898774879978,0.45454545454545453,0.057649667405764965,0.44567627494456763,0.059154929577464786,0.15404527695429954,14.534214074598573
spread,exp_0.1_0.2,"{""base"": 0.1, ""family"": ""exp_decay"", ""k"": 0.2, ""name"": ""exp_0.1_0.2""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.11618798955613577,0.0,7.962690846780998,6.188742317353277,1.0849479938543891,0.3954802259887006,0.062146892655367235,0.5084745762711864,0.011644832605531296,0.1196085247847549,14.104945663918574,710,708,451,0.5543237250554324,0.3748125937031484,0.13268365817091454,0.0,7.603810946389583,6.092798448803046,1.0875113932496177,0.45454545454545453,0.057649667405764965,0.44567627494456763,0.057746478873239436,0.123113212200326,14.542237377885634
spread,sqrt_0.1_0.5,"{""base"": 0.1, ""c"": 0.5, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.1_0.5""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.944149852851231,6.184356537338097,1.0870631790465706,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.15333325885339927,14.095494337565409,710,708,452,0.5553097345132744,0.37631184407796103,0.13418290854572715,0.0,7.588937780345018,6.022273160889572,1.0893935651669573,0.45132743362831856,0.05752212389380531,0.4446902654867257,0.057746478873239436,0.15148265424243176,14.535264827960741
spread,sqrt_0.1_1,"{""base"": 0.1, ""c"": 1, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.1_1""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.948044154138525,6.187625145037942,1.0868177900118396,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.14550711718417442,14.097816022844887,710,708,452,0.5553097345132744,0.37631184407796103,0.13418290854572715,0.0,7.593230906451658,6.0257128162052425,1.0901977381564956,0.45353982300884954,0.05752212389380531,0.4446902654867257,0.057746478873239436,0.14279281962052612,14.537622268031017
spread,sqrt_0.1_2,"{""base"": 0.1, ""c"": 2, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.1_2""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.954079211812469,6.194662750427933,1.0864320941060948,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.13362330914736248,14.101264250118627,710,708,453,0.5540838852097131,0.37574850299401197,0.1317365269461078,0.0,7.599481827365263,6.031935497909718,1.0911387232176561,0.45253863134657835,0.05739514348785872,0.445916114790287,0.056338028169014086,0.1300047332162811,14.541059447450012
spread,sqrt_0.1_4,"{""base"": 0.1, ""c"": 4, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.1_4""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.11618798955613577,0.0,7.9623398028398205,6.201032133896296,1.0858659025540685,0.4011299435028249,0.06779661016949153,0.5084745762711864,0.011644832605531296,0.11749964314177545,14.105846518218613,710,708,452,0.5530973451327433,0.3748125937031484,0.13043478260869565,0.0,7.6076366454518505,6.042316431097417,1.0920383063630306,0.45353982300884954,0.05752212389380531,0.4469026548672566,0.057746478873239436,0.11325467424720265,14.54552575137045
spread,exp_0.15_0.03,"{""base"": 0.15, ""family"": ""exp_decay"", ""k"": 0.03, ""name"": ""exp_0.15_0.03""}",141,2061,407,179,0.4860335195530726,0.22538860103626943,0.11139896373056994,0.0,7.790009236334511,5.963682276707694,1.1013788070858879,0.39106145251396646,0.055865921787709494,0.5139664804469274,0.010189228529839884,0.4554576753944147,14.021567917556792,710,708,452,0.5508849557522124,0.3727544910179641,0.11676646706586827,0.0,7.451383602053252,5.791121390424934,1.090961255559332,0.4469026548672566,0.048672566371681415,0.4491150442477876,0.056338028169014086,0.43367260123949064,14.46625848529038
spread,exp_0.15_0.06,"{""base"": 0.15, ""family"": ""exp_decay"", ""k"": 0.06, ""name"": ""exp_0.15_0.06""}",141,2061,407,179,0.4860335195530726,0.2248062015503876,0.1111111111111111,0.0,7.829244830415649,6.049256010631922,1.0973399838239253,0.39106145251396646,0.055865921787709494,0.5139664804469274,0.009704027171276079,0.3790575398464517,14.039097137693402,710,708,453,0.5540838852097131,0.37574850299401197,0.125,0.0,7.484497618133973,5.829913653481102,1.0885729515639955,0.445916114790287,0.052980132450331126,0.445916114790287,0.056338028169014086,0.36574975179673774,14.48138229676911
spread,exp_0.15_0.1,"{""base"": 0.15, ""family"": ""exp_decay"", ""k"": 0.1, ""name"": ""exp_0.15_0.1""}",141,2061,407,177,0.4858757062146893,0.22395833333333334,0.11197916666666667,0.0,7.86975237229442,6.090486950072964,1.0932402985989078,0.3954802259887006,0.05649717514124294,0.5141242937853108,0.011159631246967491,0.3006870691435939,14.057876296679693,710,708,453,0.5540838852097131,0.3768768768768769,0.12687687687687688,0.0,7.519297095819208,5.913716135673013,1.0865048015770942,0.4503311258278146,0.052980132450331126,0.445916114790287,0.059154929577464786,0.29545260653483457,14.497998123295348
spread,exp_0.15_0.15,"{""base"": 0.15, ""family"": ""exp_decay"", ""k"": 0.15, ""name"": ""exp_0.15_0.15""}",141,2061,407,178,0.4887640449438202,0.2265625,0.1171875,0.0,7.906487292360906,6.133493794823949,1.089591884003055,0.398876404494382,0.06179775280898876,0.5112359550561798,0.011159631246967491,0.22977511910828222,14.07563426785203,710,708,454,0.5550660792951542,0.3772455089820359,0.13248502994011976,0.0,7.551282543118772,6.005794727094925,1.0851110828732133,0.44713656387665196,0.05506607929515418,0.44493392070484583,0.056338028169014086,0.2310679154314493,14.513902690562396
spread,exp_0.15_0.2,"{""base"": 0.15, ""family"": ""exp_decay"", ""k"": 0.2, ""name"": ""exp_0.15_0.2""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.932650099340212,6.142713254559634,1.0870654079670712,0.4034090909090909,0.0625,0.5056818181818182,0.012130033964095099,0.17941278717713233,14.0886680737266,710,708,453,0.5562913907284768,0.37668161434977576,0.13602391629297458,0.0,7.574312365318304,6.036393652369374,1.0845300104276725,0.4481236203090508,0.05739514348785872,0.44370860927152317,0.054929577464788736,0.18466981830048898,14.525787115901252
spread,sqrt_0.15_0.5,"{""base"": 0.15, ""c"": 0.5, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.15_0.5""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.12140992167101827,0.0,7.905270951392451,6.1218882073936625,1.0902381857553431,0.4011299435028249,0.062146892655367235,0.5084745762711864,0.011644832605531296,0.2299998882800989,14.07486854962412,710,708,453,0.5562913907284768,0.3772455089820359,0.1339820359281437,0.0,7.552053035144949,5.989918981482569,1.087353268303682,0.4481236203090508,0.05518763796909492,0.44370860927152317,0.056338028169014086,0.22722398136364766,14.515328291013919
spread,sqrt_0.15_1,"{""base"": 0.15, ""c"": 1, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.15_1""}",141,2061,407,177,0.4915254237288136,0.22715404699738903,0.12140992167101827,0.0,7.910861375841393,6.1305097845796785,1.0898701022032469,0.3954802259887006,0.062146892655367235,0.5084745762711864,0.011644832605531296,0.21826067577626165,14.078083695385802,710,708,453,0.5562913907284768,0.3772455089820359,0.13547904191616766,0.0,7.558395198506578,5.995563206921487,1.0885595277879898,0.4503311258278146,0.05518763796909492,0.44370860927152317,0.056338028169014086,0.2141892294307891,14.518864451119331
spread,sqrt_0.15_2,"{""base"": 0.15, ""c"": 2, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.15_2""}",141,2061,407,177,0.4915254237288136,0.2265625,0.12109375,0.0,7.919548225409744,6.146728915002098,1.0892915583446294,0.3954802259887006,0.062146892655367235,0.5084745762711864,0.011159631246967491,0.20043496372104372,14.083054363393943,710,708,453,0.5562913907284768,0.3772455089820359,0.13547904191616766,0.0,7.567636891306867,6.00115917960588,1.0899710053797305,0.4503311258278146,0.05739514348785872,0.44370860927152317,0.056338028169014086,0.19500709982442163,14.524020220247824
spread,sqrt_0.15_4,"{""base"": 0.15, ""c"": 4, ""family"": ""sqrt_decay"", ""name"": ""sqrt_0.15_4""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.9317389063602155,6.16068107564541,1.08844227101659,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.17624946471266317,14.08973674394326,710,708,452,0.5553097345132744,0.37631184407796103,0.13418290854572715,0.0,7.579747137564852,5.980764927672527,1.0913203800977918,0.45132743362831856,0.05752212389380531,0.4446902654867257,0.057746478873239436,0.169882011370804,14.530719676128475
spread,exp_0.2_0.03,"{""base"": 0.2, ""family"": ""exp_decay"", ""k"": 0.03, ""name"": ""exp_0.2_0.03""}",141,2061,407,180,0.48333333333333334,0.2265625,0.10807291666666667,0.0,7.716700849626229,5.881774398896365,1.1082673542381756,0.3888888888888889,0.05555555555555555,0.5166666666666667,0.011159631246967491,0.6072769005258863,13.988596316816526,710,708,454,0.552863436123348,0.375186846038864,0.11061285500747384,0.0,7.38483826166277,5.639195936055023,1.090123621114607,0.44052863436123346,0.048458149779735685,0.44713656387665196,0.054929577464788736,0.5782301349859875,14.43388246994024
spread,exp_0.2_0.06,"{""base"": 0.2, ""family"": ""exp_decay"", ""k"": 0.06, ""name"": ""exp_0.2_0.06""}",141,2061,407,180,0.4888888888888889,0.22916666666666666,0.11458333333333333,0.0,7.7665820960334235,5.943858379257776,1.1028822565555585,0.3888888888888889,0.06111111111111111,0.5111111111111111,0.011159631246967491,0.5054100531286022,14.010876925690214,710,708,452,0.5508849557522124,0.3727544910179641,0.11452095808383234,0.0,7.4274479055154226,5.725659782591277,1.0869392157874918,0.4469026548672566,0.046460176991150445,0.4491150442477876,0.056338028169014086,0.4876663357289837,14.452667461293382
spread,exp_0.2_0.1,"{""base"": 0.2, ""family"": ""exp_decay"", ""k"": 0.1, ""name"": ""exp_0.2_0.1""}",141,2061,407,179,0.4860335195530726,0.22538860103626943,0.11010362694300518,0.0,7.819790652412009,6.040786589958028,1.0974160095888688,0.39106145251396646,0.055865921787709494,0.5139664804469274,0.010189228529839884,0.40091609219145863,14.034530297867516,710,708,451,0.5521064301552107,0.3738738738738739,0.11711711711711711,0.0,7.4723383759103585,5.810720002900686,1.0841816824716233,0.44789356984478934,0.04656319290465632,0.44789356984478934,0.059154929577464786,0.3939368087131128,14.473468508596197
