market,name,spec_json,candidate_count,train_n,train_opener_n,train_direction_n,train_direction_accuracy,train_positive_clv_rate,train_average_clv,train_median_clv,train_mae,train_median_ae,train_signed_error,train_overshoot_rate,train_undershoot_rate,train_wrong_direction_rate,train_unchanged_rate,train_average_abs_adjustment,train_actual_result_mae,validation_n,validation_opener_n,validation_direction_n,validation_direction_accuracy,validation_positive_clv_rate,validation_average_clv,validation_median_clv,validation_mae,validation_median_ae,validation_signed_error,validation_overshoot_rate,validation_undershoot_rate,validation_wrong_direction_rate,validation_unchanged_rate,validation_average_abs_adjustment,validation_actual_result_mae
spread,no_adjustment,"{""family"": ""none"", ""lambda"": 0.0, ""name"": ""no_adjustment""}",141,2061,407,175,0.49142857142857144,0.22572178477690288,0.10761154855643044,0.0,8.024559716558413,6.24967630510142,1.0807131656290252,0.4057142857142857,0.06285714285714286,0.5085714285714286,0.012615235322658904,0.0,14.138857344228633,710,708,453,0.5496688741721855,0.3727544910179641,0.12050898203592815,0.0,7.663839390388835,6.071583475569418,1.0934741588935073,0.4503311258278146,0.059602649006622516,0.4503311258278146,0.056338028169014086,0.0,14.575214194710492
spread,current_benchmark,"{""family"": ""constant"", ""lambda"": 0.5, ""name"": ""current_benchmark""}",141,2061,407,178,0.5168539325842697,0.23896103896103896,0.15714285714285714,0.0,7.2122743712904445,5.487715587246352,1.1667491476120047,0.398876404494382,0.06179775280898876,0.48314606741573035,0.010674429888403688,1.8399321103488107,13.80083580041166,710,708,452,0.5376106194690266,0.36160714285714285,0.06398809523809523,0.0,7.000705695282407,5.237518066370621,1.0964243120493418,0.44026548672566373,0.048672566371681415,0.46238938053097345,0.05070422535211268,1.7295271453862808,14.23182707588837
spread,constant_0.00,"{""family"": ""constant"", ""lambda"": 0.0, ""name"": ""constant_0.00""}",141,2061,407,175,0.49142857142857144,0.22572178477690288,0.10761154855643044,0.0,8.024559716558413,6.24967630510142,1.0807131656290252,0.4057142857142857,0.06285714285714286,0.5085714285714286,0.012615235322658904,0.0,14.138857344228633,710,708,453,0.5496688741721855,0.3727544910179641,0.12050898203592815,0.0,7.663839390388835,6.071583475569418,1.0934741588935073,0.4503311258278146,0.059602649006622516,0.4503311258278146,0.056338028169014086,0.0,14.575214194710492
spread,constant_0.05,"{""family"": ""constant"", ""lambda"": 0.05, ""name"": ""constant_0.05""}",141,2061,407,176,0.4943181818181818,0.22774869109947643,0.1243455497382199,0.0,7.927088862301918,6.146728915002098,1.0893167638273233,0.3977272727272727,0.0625,0.5056818181818182,0.012130033964095099,0.1839932110348811,14.08801547317076,710,708,452,0.5553097345132744,0.37631184407796103,0.13418290854572715,0.0,7.577780952227881,5.9529481556907395,1.0937691742090907,0.45132743362831856,0.05752212389380531,0.4446902654867257,0.057746478873239436,0.1729527145386281,14.530336104698357
spread,constant_0.10,"{""family"": ""constant"", ""lambda"": 0.1, ""name"": ""constant_0.10""}",141,2061,407,178,0.4887640449438202,0.22597402597402597,0.11558441558441558,0.0,7.832930425179781,6.001598153086235,1.0979203620256213,0.38764044943820225,0.056179775280898875,0.5112359550561798,0.010674429888403688,0.3679864220697622,14.04154376282468,710,708,452,0.5530973451327433,0.37537537537537535,0.12387387387387387,0.0,7.493150097341525,5.802920439963571,1.094064189524674,0.45132743362831856,0.05309734513274336,0.4469026548672566,0.059154929577464786,0.3459054290772562,14.488121607818114
spread,constant_0.15,"{""family"": ""constant"", ""lambda"": 0.15, ""name"": ""constant_0.15""}",141,2061,407,178,0.48314606741573035,0.225130890052356,0.10732984293193717,0.0,7.741630966602059,5.897879687218601,1.1065239602239192,0.39325842696629215,0.05056179775280899,0.5168539325842697,0.012130033964095099,0.5519796331046433,14.000157983796361,710,708,453,0.5518763796909493,0.37425149700598803,0.11002994011976049,0.0,7.410941177608211,5.7010779238712646,1.094359204840258,0.44370860927152317,0.04856512141280353,0.4481236203090508,0.056338028169014086,0.5188581436158842,14.448511911254316
spread,constant_0.20,"{""family"": ""constant"", ""lambda"": 0.2, ""name"": ""constant_0.20""}",141,2061,407,180,0.48333333333333334,0.2248062015503876,0.10594315245478036,0.0,7.656571661873549,5.727136435965164,1.1151275584222171,0.3888888888888889,0.05555555555555555,0.5166666666666667,0.009704027171276079,0.7359728441395244,13.962335701406822,710,708,458,0.5502183406113537,0.37333333333333335,0.10518518518518519,0.0,7.335029000902882,5.578914266539797,1.0946542201558414,0.4344978165938865,0.05458515283842795,0.4497816593886463,0.04647887323943662,0.6918108581545124,14.411863753761066
spread,constant_0.25,"{""family"": ""constant"", ""lambda"": 0.25, ""name"": ""constant_0.25""}",141,2061,407,178,0.4943820224719101,0.22916666666666666,0.12109375,0.0,7.574689669600032,5.697343678088099,1.1237311566205153,0.398876404494382,0.056179775280898875,0.5056179775280899,0.011159631246967491,0.9199660551744053,13.927759768512804,710,708,457,0.5470459518599562,0.373134328358209,0.09477611940298507,0.0,7.266921113342035,5.491703000988665,1.0949492354714248,0.437636761487965,0.05689277899343545,0.45295404814004375,0.05352112676056338,0.8647635726931404,14.377438587820404
spread,constant_0.30,"{""family"": ""constant"", ""lambda"": 0.3, ""name"": ""constant_0.30""}",141,2061,407,177,0.4915254237288136,0.22894736842105262,0.10921052631578948,0.0,7.4950447540205385,5.664538535669591,1.1323347548188134,0.3898305084745763,0.05084745762711865,0.5084745762711864,0.013100436681222707,1.1039592662092865,13.895135368320727,710,708,453,0.543046357615894,0.36936936936936937,0.08108108108108109,0.0,7.202352315985768,5.359171223189804,1.0952442507870082,0.44150110375275936,0.04856512141280353,0.45695364238410596,0.059154929577464786,1.0377162872317685,14.34496354056948
spread,constant_0.35,"{""family"": ""constant"", ""lambda"": 0.35, ""name"": ""constant_0.35""}",141,2061,407,178,0.4943820224719101,0.2297650130548303,0.1174934725848564,0.0,7.417761295155519,5.616903400649177,1.140938353017111,0.38202247191011235,0.0449438202247191,0.5056179775280899,0.011644832605531296,1.2879524772441673,13.865253437570862,710,708,452,0.5420353982300885,0.36676646706586824,0.07559880239520958,0.0,7.142897854609671,5.403798486969158,1.0955392661025918,0.4424778761061947,0.0420353982300885,0.4579646017699115,0.056338028169014086,1.2106690017703965,14.312677375954658
spread,constant_0.40,"{""family"": ""constant"", ""lambda"": 0.4, ""name"": ""constant_0.40""}",141,2061,407,177,0.5028248587570622,0.23116883116883116,0.13246753246753246,0.0,7.34505310367,5.564402014260661,1.149541951215409,0.384180790960452,0.05649717514124294,0.4971751412429379,0.010674429888403688,1.4719456882790487,13.840021859124686,710,708,454,0.5440528634361234,0.368107302533532,0.07749627421758569,0.0,7.090058917312661,5.414883286678347,1.095834281418175,0.43612334801762115,0.05066079295154185,0.45594713656387664,0.05211267605633803,1.3836217163090248,14.282274964428023
spread,constant_0.45,"{""family"": ""constant"", ""lambda"": 0.45, ""name"": ""constant_0.45""}",141,2061,407,177,0.5141242937853108,0.23697916666666666,0.15234375,0.0,7.275821633078383,5.5023476663486885,1.158145549413707,0.3954802259887006,0.062146892655367235,0.4858757062146893,0.011159631246967491,1.6559388993139297,13.818671236905942,710,708,455,0.5384615384615384,0.3624260355029586,0.06878698224852071,0.0,7.04240494886088,5.29118964044053,1.0961292967337586,0.432967032967033,0.05054945054945055,0.46153846153846156,0.04507042253521127,1.5565744308476528,14.255531452905368
spread,constant_0.50,"{""family"": ""constant"", ""lambda"": 0.5, ""name"": ""constant_0.50""}",141,2061,407,178,0.5168539325842697,0.23896103896103896,0.15714285714285714,0.0,7.2122743712904445,5.487715587246352,1.1667491476120047,0.398876404494382,0.06179775280898876,0.48314606741573035,0.010674429888403688,1.8399321103488107,13.80083580041166,710,708,452,0.5376106194690266,0.36160714285714285,0.06398809523809523,0.0,7.000705695282407,5.237518066370621,1.0964243120493418,0.44026548672566373,0.048672566371681415,0.46238938053097345,0.05070422535211268,1.7295271453862808,14.23182707588837
spread,week_bucket_monotonic,"{""family"": ""week_bucket"", ""name"": ""week_bucket_monotonic"", ""schedule"": {""Weeks 1-3"": 0.1, ""Weeks 10-12"": 0.0, ""Weeks 13+"": 0.0, ""Weeks 4-6"": 0.1, ""Weeks 7-9"": 0.0}}",141,2061,407,174,0.4942528735632184,0.22691292875989447,0.11741424802110818,0.0,7.952010940857881,6.163437474252881,1.0862859758010608,0.39655172413793105,0.05747126436781609,0.5057471264367817,0.013585638039786511,0.1440004684511612,14.10010101552594,710,708,453,0.5518763796909493,0.3748125937031484,0.1191904047976012,0.0,7.599858856623723,6.0251547711827635,1.082506397714395,0.45253863134657835,0.052980132450331126,0.4481236203090508,0.057746478873239436,0.13705858314324046,14.535401129729859
spread,games_bucket,"{""family"": ""games_bucket"", ""name"": ""games_bucket"", ""schedule"": {""0-2"": 0.1, ""3-5"": 0.45, ""6-8"": 0.5, ""9+"": 0.0}}",141,2061,407,176,0.5227272727272727,0.24210526315789474,0.15921052631578947,0.0,7.615275900224836,5.86009536855876,1.1539643045146137,0.39204545454545453,0.056818181818181816,0.4772727272727273,0.013100436681222707,0.9379395036665692,13.983285071952917,710,708,454,0.5462555066079295,0.36795252225519287,0.09718100890207715,0.0,7.309409533278847,5.55872005193503,1.102184690544912,0.45154185022026433,0.04405286343612335,0.45374449339207046,0.04788732394366197,0.8388641861372178,14.370112250762116
