model,market,season,stage,n,opener_n,direction_n,direction_accuracy,positive_clv_rate,average_clv,median_clv,mae,median_ae,signed_error,overshoot_rate,undershoot_rate,wrong_direction_rate,unchanged_rate,average_abs_adjustment,actual_result_mae
current_benchmark,spread,2024,Weeks 4-6,154,152,102,0.5588235294117647,0.3958333333333333,0.19444444444444445,0.0,7.386462060592846,6.03377179182103,1.2007174612687654,0.46078431372549017,0.0392156862745098,0.4411764705882353,0.05194805194805195,1.9579688673928952,14.312129966830508
current_benchmark,spread,2024,Weeks 7-9,167,167,106,0.5094339622641509,0.3375,-0.090625,0.0,5.78549718035307,4.3993235513574165,0.029579709015875186,0.4056603773584906,0.05660377358490566,0.49056603773584906,0.041916167664670656,1.5417025389721257,12.46100163816761
current_benchmark,spread,2025,Weeks 1-3,97,96,70,0.4142857142857143,0.30851063829787234,-0.22340425531914893,0.0,13.117797015505998,10.623176694352217,5.975643755636403,0.34285714285714286,0.02857142857142857,0.5857142857142857,0.020618556701030927,2.056256653287469,17.733350294725284
current_benchmark,spread,2025,Weeks 10-12,161,160,113,0.5309734513274337,0.3973509933774834,0.5099337748344371,0.0,5.773454457505451,4.564799205252756,0.7559311650766125,0.36283185840707965,0.08849557522123894,0.4690265486725664,0.055900621118012424,1.4508937597429046,13.60288492943929
current_benchmark,spread,2025,Weeks 13+,137,136,96,0.4895833333333333,0.376,0.288,0.0,6.121099527568954,4.557235402311976,0.6672098527131117,0.3645833333333333,0.08333333333333333,0.5104166666666666,0.08029197080291971,2.008518843407524,14.538454628702416
current_benchmark,spread,2025,Weeks 4-6,151,149,105,0.5619047619047619,0.4125874125874126,0.21678321678321677,0.0,8.195951806557288,6.410290193888941,2.494031334783079,0.49523809523809526,0.047619047619047616,0.4380952380952381,0.039735099337748346,1.6090254959723622,14.015402148477113
current_benchmark,spread,2025,Weeks 7-9,168,167,126,0.6349206349206349,0.4968944099378882,0.5962732919254659,0.0,5.761072460210682,4.893467311719044,0.6372269180111791,0.5,0.06349206349206349,0.36507936507936506,0.03571428571428571,1.5692780189044773,13.336272672605824
current_benchmark,total,2021,Weeks 1-3,97,0,0,,,,,5.016866680717687,4.456391985974761,1.275566095119666,,,,0.0,0.0,14.041369939834881
current_benchmark,total,2021,Weeks 10-12,181,0,0,,,,,4.118027550257891,3.172460769563081,-0.27100804322054656,,,,0.0,1.728979431952214,13.562823092753915
current_benchmark,total,2021,Weeks 13+,77,0,0,,,,,3.973026105230248,2.4378855564252078,0.20240527545181858,,,,0.0,2.0628663449827855,10.235932098568124
current_benchmark,total,2021,Weeks 4-6,170,0,0,,,,,5.19371611570195,4.655037297887283,0.03990544137613161,,,,0.0,0.49705974604147557,13.152118488377907
current_benchmark,total,2021,Weeks 7-9,157,1,1,0.0,0.0,-3.0,-3.0,4.677539692389597,3.892257518103115,0.6224196458725483,0.0,0.0,1.0,0.0,1.4166505979539403,12.6518445894125
current_benchmark,total,2022,Weeks 1-3,97,0,0,,,,,5.442975672254329,5.170727606035925,-0.0819386488351422,,,,0.0,1.0942402840985288,12.386252036053449
current_benchmark,total,2022,Weeks 10-12,185,2,2,0.5,0.5,-0.5,-0.5,4.88401778277263,4.43621810850405,0.20335103589597528,0.5,0.0,0.5,0.0,2.122379614213444,13.36207668923352
current_benchmark,total,2022,Weeks 13+,75,0,0,,,,,4.502820457485826,4.265673806558077,-0.37945998480014725,,,,0.0,2.034016115008368,12.221428494352603
current_benchmark,total,2022,Weeks 4-6,174,1,1,1.0,1.0,2.0,2.0,4.710616167771153,3.968769645726887,0.24844101926317874,1.0,0.0,0.0,0.0,1.5940410033292907,12.486503554779251
current_benchmark,total,2022,Weeks 7-9,150,5,5,0.6,0.6,0.9,1.0,4.734344988741495,4.219732996388473,0.15153966358841217,0.2,0.2,0.4,0.0,1.6488535360249073,14.330577642414568
current_benchmark,total,2023,Weeks 1-3,101,38,7,0.42857142857142855,0.08108108108108109,-0.06756756756756757,0.0,5.330153131196218,4.670375099704117,0.5687547454910991,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.009900990099009901,0.9282991456633976,13.062466695519493
current_benchmark,total,2023,Weeks 10-12,190,7,1,1.0,0.16666666666666666,0.4166666666666667,0.0,4.44166645878817,3.3794536258644534,0.013905993581226284,1.0,0.0,0.0,0.005263157894736842,1.9775489260550052,13.110379674065907
current_benchmark,total,2023,Weeks 13+,76,6,1,0.0,0.0,-0.25,0.0,4.143471420992467,3.2626037742532716,0.1844134172465207,0.0,0.0,1.0,0.0,1.9445348508142566,14.604958014456823
