market,snapshot_prev,snapshot_latest,season,conference,team,book,field,previous,latest,change,implied_prob_change_pct,summary
Win Total,2026-05-09,2026-05-10,2026,Big Ten,Indiana,Caesars,Over Odds,-105,+100,205,-1.22,Indiana Caesars over -105 → +100
Win Total,2026-05-09,2026-05-10,2026,Big Ten,Indiana,Caesars,Under Odds,-125,-130,-5,0.97,Indiana Caesars under -125 → -130
Win Total,2026-05-09,2026-05-10,2026,,Penn State,DraftKings,Over Odds,-150,-165,-15,2.26,Penn State DraftKings over -150 → -165
Win Total,2026-05-09,2026-05-10,2026,,Penn State,DraftKings,Under Odds,+125,+130,5,-0.97,Penn State DraftKings under +125 → +130
