model,feature,historical_source_field,historical_builder,current_2026_source,current_2026_field,join_key,cutoff_timing,transformation_needed,missing_value_rule,available_before_saturday
sp_plus_overall_movement,ats_margin,ats_margin,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,ats_margin,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,total_residual,total_residual,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,total_residual,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,final_margin,final_margin,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,final_margin,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,closing_spread,full_game_modeling_rows.closing_home_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,closing_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,raw_pbp_performance,raw_pbp_performance,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,raw_pbp_performance,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,rules_repeatable_spread,rules_repeatable_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,rules_repeatable_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,regularized_repeatable_spread,regularized_repeatable_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,regularized_repeatable_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,residualized_repeatable_spread,residualized_repeatable_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,residualized_repeatable_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,repeatable_offense_performance,repeatable_offense_performance,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,repeatable_offense_performance,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,repeatable_defense_performance,repeatable_defense_performance,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,repeatable_defense_performance,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,off_ppa,off_ppa,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_ppa,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,off_success_rate,off_success_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_success_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,off_explosiveness,off_explosiveness,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_explosiveness,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,def_ppa_allowed,def_ppa_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_ppa_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,def_success_allowed,def_success_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_success_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,def_explosiveness_allowed,def_explosiveness_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_explosiveness_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,def_havoc_rate,def_havoc_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_havoc_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,off_plays,off_plays,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_plays,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,drive_off_points_per_opportunity,drive_off_points_per_opportunity,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,drive_off_points_per_opportunity,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,drive_def_points_per_opportunity_allowed,drive_def_points_per_opportunity_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,drive_def_points_per_opportunity_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,gc_game_control_index,team_game_game_control.game_control_index,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,gc_game_control_index,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,trailing_2_game_ats,trailing_2_game_ats,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_2_game_ats,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,trailing_3_game_ats,trailing_3_game_ats,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_3_game_ats,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,trailing_2_game_ppa,trailing_2_game_ppa,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_2_game_ppa,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,trailing_3_game_ppa,trailing_3_game_ppa,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_3_game_ppa,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,recent_form_vs_season,recent_form_vs_season,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,recent_form_vs_season,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,opponent_adjusted_recent_form,opponent_adjusted_recent_form,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,opponent_adjusted_recent_form,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,current_sp_plus_overall,current_sp_plus_overall,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,current_sp_plus_overall,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,opponent_sp_plus_rating,opponent_sp_plus_rating,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,opponent_sp_plus_rating,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,games_played,games_played,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,games_played,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_overall_movement,completed_week,completed_week,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,completed_week,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,points_scored,points_scored,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,points_scored,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_ppa,off_ppa,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_ppa,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_pass_success_rate,off_pass_success_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_pass_success_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_rush_success_rate,off_rush_success_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_rush_success_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_success_rate,off_success_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_success_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_explosiveness,off_explosiveness,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_explosiveness,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,drive_off_points_per_opportunity,drive_off_points_per_opportunity,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,drive_off_points_per_opportunity,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_game_clock_seconds_per_play,off_game_clock_seconds_per_play,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_game_clock_seconds_per_play,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,repeatable_offense_performance,repeatable_offense_performance,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,repeatable_offense_performance,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,trailing_2_game_off_eff,trailing_2_game_off_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_2_game_off_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,trailing_3_game_off_eff,trailing_3_game_off_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_3_game_off_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,season_to_date_off_eff,season_to_date_off_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,season_to_date_off_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,recent_form_vs_season,recent_form_vs_season,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,recent_form_vs_season,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,opponent_sp_plus_rating,opponent_sp_plus_rating,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,opponent_sp_plus_rating,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,current_sp_offense,current_sp_offense,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,current_sp_offense,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,closing_spread,full_game_modeling_rows.closing_home_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,closing_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,closing_total,full_game_modeling_rows.closing_total,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,closing_total,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,total_residual,total_residual,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,total_residual,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,final_margin,final_margin,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,final_margin,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,gc_game_control_index,team_game_game_control.game_control_index,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,gc_game_control_index,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,game_pace,game_pace,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,game_pace,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,off_plays,off_plays,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_plays,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,games_played,games_played,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,games_played,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_offense_movement,completed_week,completed_week,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,completed_week,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,points_allowed,points_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,points_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_ppa_allowed,def_ppa_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_ppa_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_pass_success_allowed,def_pass_success_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_pass_success_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_rush_success_allowed,def_rush_success_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_rush_success_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_success_allowed,def_success_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_success_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_explosiveness_allowed,def_explosiveness_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_explosiveness_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,drive_def_points_per_opportunity_allowed,drive_def_points_per_opportunity_allowed,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,drive_def_points_per_opportunity_allowed,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,def_havoc_rate,def_havoc_rate,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,def_havoc_rate,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,repeatable_defense_performance,repeatable_defense_performance,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,repeatable_defense_performance,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,trailing_2_game_def_eff,trailing_2_game_def_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_2_game_def_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,trailing_3_game_def_eff,trailing_3_game_def_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,trailing_3_game_def_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,season_to_date_def_eff,season_to_date_def_eff,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,season_to_date_def_eff,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,recent_form_vs_season,recent_form_vs_season,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,recent_form_vs_season,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
