game_id,week,date,away_team,home_team,neutral_site,site_spread_home,site_spread_text,site_total,blend_spread_home,blend_spread_text,blend_total,spread_sources_used,total_sources_used,spread_weight_detail,total_weight_detail,source_count_spread,source_count_total,dratings_spread_home,dratings_spread_text,dratings_total,spread_disagreement_dratings,total_disagreement_dratings,spread_weight_dratings,total_weight_dratings,massey_spread_home,massey_spread_text,massey_total,spread_disagreement_massey,total_disagreement_massey,spread_weight_massey,total_weight_massey,sagarin_homeaway_spread_home,sagarin_homeaway_spread_text,sagarin_homeaway_total,spread_disagreement_sagarin_homeaway,total_disagreement_sagarin_homeaway,spread_weight_sagarin_homeaway,total_weight_sagarin_homeaway,sagarin_predictor_spread_home,sagarin_predictor_spread_text,sagarin_predictor_total,spread_disagreement_sagarin_predictor,total_disagreement_sagarin_predictor,spread_weight_sagarin_predictor,total_weight_sagarin_predictor,spread_disagreement,total_disagreement
g66,1,2026-09-05,Fordham,North Dakota State,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g67,1,2026-09-05,South Dakota State,Northwestern,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g68,1,2026-09-05,Ball State,Ohio State,False,55.85,Ohio State -55.9,49.15,55.85,Ohio State -55.9,49.15,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g69,1,2026-09-05,UTEP,Oklahoma,False,41.182,Oklahoma -41.2,47.85,41.182,Oklahoma -41.2,47.85,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g70,1,2026-09-05,Norfolk State,Old Dominion,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g71,1,2026-09-05,Boise State,Oregon,False,24.468,Oregon -24.5,53.0,24.468,Oregon -24.5,53.0,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g72,1,2026-09-05,Marshall,Penn State,False,27.023,Penn State -27.0,57.95,27.023,Penn State -27.0,57.95,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g73,1,2026-09-05,Miami-OH,Pittsburgh,False,17.395,Pittsburgh -17.4,48.2,17.395,Pittsburgh -17.4,48.2,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g74,1,2026-09-05,Indiana State,Purdue,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g75,1,2026-09-05,HCU,Rice,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g76,1,2026-09-05,MVSU,Sacramento State,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g77,1,2026-09-05,Portland State,San Diego State,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g78,1,2026-09-05,Southeastern La.,South Alabama,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g79,1,2026-09-05,Kent State,South Carolina,False,33.843,South Carolina -33.8,49.85,33.843,South Carolina -33.8,49.85,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g80,1,2026-09-05,Florida International,South Florida,False,16.605,South Florida -16.6,57.05,16.605,South Florida -16.6,57.05,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g81,1,2026-09-05,Alcorn State,Southern Miss,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g82,1,2026-09-05,New Hampshire,Syracuse,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g83,1,2026-09-05,Rhode Island,Temple,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g84,1,2026-09-05,Furman,Tennessee,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g85,1,2026-09-05,Texas State,Texas,False,31.137,Texas -31.1,60.75,31.137,Texas -31.1,60.75,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g86,1,2026-09-05,Missouri State,Texas A&M,False,38.89,Texas A&M -38.9,52.8,38.89,Texas A&M -38.9,52.8,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g87,1,2026-09-05,Abilene Christian,Texas Tech,False,,,,,,,,,,,0,0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g88,1,2026-09-05,Sam Houston,Troy,False,17.455,Troy -17.5,53.75,17.455,Troy -17.5,53.75,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g89,1,2026-09-05,Oklahoma State,Tulsa,False,-10.592,Oklahoma State -10.6,54.3,-10.592,Oklahoma State -10.6,54.3,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
g90,1,2026-09-05,Fresno State,USC,False,22.35,USC -22.4,50.85,22.35,USC -22.4,50.85,Site Projection,Site Projection,Site Projection:1,Site Projection:1,1,1,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,
