season,week,game_id,start_date,home_team_cfbd,away_team_cfbd,home_conference,away_conference,conference_game,neutral_site,venue,closing_home_margin,home_sp_plus,away_sp_plus,sp_snapshot_week,neutral_sp_plus_difference,hfa_residual,hfa_residual_clipped,cfbd_match_score,home_sp_match_score,away_sp_match_score,partition,hfa_generic_2_5,hfa_current_site,hfa_conference,hfa_conference_team,predicted_home_margin_generic_2_5,predicted_home_margin_current_site,predicted_home_margin_conference,predicted_home_margin_conference_team,absolute_error_generic_2_5,absolute_error_current_site,absolute_error_conference,absolute_error_conference_team
2021,1.0,401286187,2021-08-28T18:00:00.000Z,Fresno State,UConn,Mountain West,FBS Independents,False,False,Valley Children's Stadium,28.0,-0.5,-23.1,0.0,22.6,5.399999999999999,5.399999999999999,1.0,1.0,1.0,development,2.5,2.7,2.7033417328939717,1.7875044997646274,25.1,25.3,25.303341732893973,24.387504499764628,2.8999999999999986,2.6999999999999993,2.6966582671060273,3.6124955002353722
2021,1.0,401282714,2021-08-28T17:20:00.000Z,Illinois,Nebraska,Big Ten,Big Ten,True,False,"Memorial Stadium (Champaign, IL)",-6.5,-0.2,12.4,0.0,-12.6,6.1,6.1,1.0,1.0,1.0,development,2.5,1.5,2.4681331438047853,3.4006469752079944,-10.1,-11.1,-10.131866856195215,-9.199353024792005,3.5999999999999996,4.6,3.6318668561952148,2.6993530247920052
2021,1.0,401282049,2021-08-29T01:30:00.000Z,New Mexico State,UTEP,FBS Independents,Conference USA,False,False,Aggie Memorial Stadium,-9.5,-13.6,-19.7,0.0,6.1,-15.6,-7.199999999999999,1.0,0.8696,1.0,development,2.5,3.0,2.5529123509966944,1.072440239315928,8.6,9.1,8.652912350996694,7.172440239315928,18.1,18.6,18.152912350996694,16.67244023931593
2021,1.0,401300993,2021-09-02T23:30:00.000Z,App State,East Carolina,Sun Belt,American Athletic,False,False,Kidd Brewer Stadium,9.0,10.8,-1.5,0.0,12.3,-3.3000000000000007,-3.3000000000000007,1.0,1.0,0.8696,development,2.5,1.8,2.4417531905688947,2.9840135390242466,14.8,14.100000000000001,14.741753190568895,15.284013539024247,5.800000000000001,5.100000000000001,5.741753190568895,6.284013539024247
2021,1.0,401281943,2021-09-04T18:00:00.000Z,Arkansas,Rice,SEC,Conference USA,False,False,Razorback Stadium,19.5,7.7,-10.5,0.0,18.2,1.3000000000000007,1.3000000000000007,1.0,1.0,1.0,development,2.5,2.4,2.736456348395011,3.2239572305898214,20.7,20.599999999999998,20.936456348395012,21.42395723058982,1.1999999999999993,1.0999999999999979,1.4364563483950121,1.9239572305898207
2021,1.0,401281944,2021-09-04T23:00:00.000Z,Auburn,Akron,SEC,Mid-American,False,False,Jordan-Hare Stadium,37.0,15.7,-17.9,0.0,33.599999999999994,3.4000000000000057,3.4000000000000057,1.0,1.0,1.0,development,2.5,2.6,2.736456348395011,1.7671325939974196,36.099999999999994,36.199999999999996,36.336456348395004,35.36713259399741,0.9000000000000057,0.8000000000000043,0.6635436516049964,1.632867406002589
2021,1.0,401309837,2021-09-05T02:30:00.000Z,California,Nevada,Pac-12,Mountain West,False,False,California Memorial Stadium,3.5,6.0,2.6,0.0,3.4,0.10000000000000009,0.10000000000000009,1.0,1.0,1.0,development,2.5,2.8,2.6501574921093454,3.686979431665813,5.9,6.199999999999999,6.050157492109346,7.086979431665813,2.4000000000000004,2.6999999999999993,2.5501574921093457,3.586979431665813
2021,1.0,401300995,2021-09-02T23:00:00.000Z,UCF,Boise State,American Athletic,Mountain West,False,False,FBC Mortgage Stadium,6.0,11.5,8.9,0.0,2.5999999999999996,3.4000000000000004,3.4000000000000004,1.0,1.0,1.0,development,2.5,2.7,2.37729004745856,1.5521196682813716,5.1,5.3,4.97729004745856,4.1521196682813715,0.9000000000000004,0.7000000000000002,1.0227099525414403,1.8478803317186285
2021,1.0,401282052,2021-09-03T23:00:00.000Z,Charlotte,Duke,Conference USA,ACC,False,False,Jerry Richardson Stadium,-6.5,-12.5,-8.3,0.0,-4.199999999999999,-2.3000000000000007,-2.3000000000000007,1.0,1.0,1.0,development,2.5,1.7,2.31889552238806,3.0282173134328354,-1.6999999999999993,-2.499999999999999,-1.8811044776119394,-1.171782686567164,4.800000000000001,4.000000000000001,4.61889552238806,5.328217313432836
2021,1.0,401282614,2021-09-05T23:30:00.000Z,Florida State,Notre Dame,ACC,FBS Independents,True,False,Doak Campbell Stadium,-7.0,6.7,17.1,0.0,-10.400000000000002,3.400000000000002,3.400000000000002,1.0,1.0,1.0,development,2.5,1.9,2.6733097014925375,3.9555424267551134,-7.900000000000002,-8.500000000000002,-7.726690298507465,-6.444457573244889,0.9000000000000021,1.5000000000000018,0.7266902985074646,0.5555424267551112
2021,1.0,401309601,2021-09-04T16:00:00.000Z,Georgia State,Army,Sun Belt,FBS Independents,False,False,Center Parc Stadium,2.0,0.5,-1.3,0.0,1.8,0.19999999999999996,0.19999999999999996,1.0,1.0,1.0,development,2.5,1.7,2.4417531905688947,2.389051914341337,4.3,3.5,4.241753190568895,4.189051914341337,2.3,1.5,2.241753190568895,2.189051914341337
2021,1.0,401282179,2021-09-04T23:30:00.000Z,Illinois,UTSA,Big Ten,Conference USA,False,False,"Memorial Stadium (Champaign, IL)",5.0,-0.2,-2.2,0.0,2.0,3.0,3.0,1.0,1.0,1.0,development,2.5,1.5,2.4681331438047853,3.4006469752079944,4.5,3.5,4.468133143804785,5.400646975207994,0.5,1.5,0.5318668561952151,0.4006469752079944
2021,1.0,401282723,2021-09-04T19:30:00.000Z,Iowa,Indiana,Big Ten,Big Ten,True,False,Kinnick Stadium,3.5,18.4,13.8,0.0,4.599999999999998,-1.0999999999999979,-1.0999999999999979,1.0,1.0,1.0,development,2.5,2.4,2.4681331438047853,0.9976362774870238,7.099999999999998,6.999999999999998,7.068133143804783,5.597636277487021,3.599999999999998,3.4999999999999982,3.5681331438047827,2.0976362774870214
2021,1.0,401281947,2021-09-04T16:00:00.000Z,Kentucky,UL Monroe,SEC,Sun Belt,False,False,Kroger Field,31.0,5.1,-17.0,0.0,22.1,8.899999999999999,8.899999999999999,1.0,1.0,1.0,development,2.5,2.7,2.736456348395011,2.4148948408641724,24.6,24.8,24.83645634839501,24.514894840864173,6.399999999999999,6.199999999999999,6.163543651604989,6.485105159135827
2021,1.0,401282789,2021-09-03T00:00:00.000Z,Minnesota,Ohio State,Big Ten,Big Ten,True,False,Huntington Bank Stadium,-14.0,15.5,26.5,0.0,-11.0,-3.0,-3.0,1.0,1.0,1.0,development,2.5,2.4,2.4681331438047853,1.728812411158493,-8.5,-8.6,-8.531866856195215,-9.271187588841507,5.5,5.4,5.468133143804785,4.7288124111584935
2021,1.0,401282174,2021-09-04T19:30:00.000Z,Navy,Marshall,American Athletic,Conference USA,False,False,Navy-Marine Corps Memorial Stadium,-2.5,-9.6,0.1,0.0,-9.7,7.199999999999999,7.199999999999999,1.0,1.0,1.0,development,2.5,2.6,2.37729004745856,4.295762525424229,-7.199999999999999,-7.1,-7.322709952541439,-5.40423747457577,4.699999999999999,4.6,4.822709952541439,2.90423747457577
2021,1.0,401282782,2021-09-04T01:00:00.000Z,Northwestern,Michigan State,Big Ten,Big Ten,True,False,Ryan Field,3.0,1.0,6.6,0.0,-5.6,8.6,8.6,1.0,1.0,1.0,development,2.5,2.1,2.4681331438047853,3.449034384726613,-3.0999999999999996,-3.4999999999999996,-3.1318668561952143,-2.1509656152733867,6.1,6.5,6.131866856195215,5.150965615273387
2021,1.0,401282611,2021-09-04T23:00:00.000Z,Ohio,Syracuse,Mid-American,ACC,False,False,Peden Stadium,0.0,-1.2,-6.0,0.0,4.8,-4.8,-4.8,1.0,1.0,1.0,development,2.5,2.9,2.344403122004656,2.743302341503492,7.3,7.699999999999999,7.144403122004656,7.543302341503492,7.3,7.699999999999999,7.144403122004656,7.543302341503492
2021,1.0,401287894,2021-09-04T16:00:00.000Z,Oklahoma,Tulane,Big 12,American Athletic,False,False,"Memorial Stadium (Norman, OK)",32.0,28.6,5.8,0.0,22.8,9.2,9.2,1.0,1.0,1.0,development,2.5,3.3,2.4505879844475102,3.0186273255570892,25.3,26.1,25.25058798444751,25.818627325557088,6.699999999999999,5.899999999999999,6.74941201555249,6.181372674442912
2021,1.0,401309838,2021-09-04T18:00:00.000Z,Oregon,Fresno State,Pac-12,Mountain West,False,False,Autzen Stadium,20.0,19.0,-0.5,0.0,19.5,0.5,0.5,1.0,1.0,1.0,development,2.5,2.5,2.6501574921093454,2.8249794316658123,22.0,22.0,22.150157492109344,22.324979431665813,2.0,2.0,2.1501574921093436,2.3249794316658132
2021,1.0,401282612,2021-09-04T20:00:00.000Z,Pittsburgh,Massachusetts,ACC,FBS Independents,False,False,Acrisure Stadium,38.0,8.5,-26.2,0.0,34.7,3.299999999999997,3.299999999999997,1.0,1.0,1.0,development,2.5,1.9,2.6733097014925375,3.195985820895522,37.2,36.6,37.37330970149254,37.895985820895525,0.7999999999999972,1.3999999999999986,0.6266902985074623,0.10401417910447464
2021,1.0,401282819,2021-09-04T23:00:00.000Z,Purdue,Oregon State,Big Ten,Pac-12,False,False,Ross-Ade Stadium,7.0,6.1,0.6,0.0,5.5,1.5,1.5,1.0,1.0,1.0,development,2.5,1.3,2.4681331438047853,3.681937411158493,8.0,6.8,7.968133143804785,9.181937411158493,1.0,0.20000000000000018,0.9681331438047849,2.1819374111584935
