target,model,feature,training_mean,training_std,standardized_ridge_coefficient,training_season,training_rows,ridge_alpha,validation_freeze,next_week_market_features_used
delta_spplus_offense,OLD_SHADOW,intercept,0.0,1.0,-0.0020260492040518963,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,margin_surprise_team,-0.0658465991316932,15.141703539156,0.0463825105151985,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,scoring_surprise_team,0.3672214182344428,10.788446401781737,0.8179879089093466,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,success_rate,0.4178497413574223,0.08695435690821146,0.3613895515915491,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,ppa,0.15989992732924296,0.19145858136971397,0.09624827985989966,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,explosiveness,1.2637553136748714,0.2468221709445503,0.11109888774783154,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,def_success_rate_allowed,0.4168131301200348,0.08695216098675532,0.1800849165837879,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,def_ppa_allowed,0.15824487409115506,0.19030657472511867,-0.23483198089478186,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,OLD_SHADOW,def_explosiveness_allowed,1.2649069083337234,0.2471632253471064,0.10217336163720063,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,intercept,0.0,1.0,-0.0020260492040522654,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,margin_surprise_team,-0.0658465991316932,15.141703539156,0.4073286123127606,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,total_surprise,0.8002894356005789,15.377046848893555,0.2896264992224518,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,scoring_surprise_team,0.3672214182344428,10.788446401781737,0.49225110559597524,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,opponent_scoring_surprise,0.43306801736613604,10.792210253986944,-0.07941139039613768,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,closing_spread_team,-0.14327062228654125,13.970879313875962,-0.6630106317365108,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,closing_total,52.2163531114327,6.248348683789043,0.20434784902317013,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,favorite,0.5065123010130246,0.5001385682650797,-0.0030997999673208904,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,home_flag,0.5007235890014472,0.5001804717101925,0.060619050032784116,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,opponent_market_power_rating,0.03506448843536082,3.5106147445471447,0.22355796037381886,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,stale_spplus,1.2382778581765557,12.955715948690713,-0.18762364379354157,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,stale_spplus_offense,27.563024602026054,7.172965001028775,-0.4207706327102466,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,stale_spplus_defense,26.33068017366136,7.260087948304461,-0.11239940660745347,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,success_rate,0.4178497413574223,0.08695435690821146,0.2883897580800072,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,ppa,0.15989992732924296,0.19145858136971397,-0.049987920044439374,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,explosiveness,1.2637553136748714,0.2468221709445503,0.08657543840878505,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,def_success_rate_allowed,0.4168131301200348,0.08695216098675532,0.20919417159562578,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_offense,ENHANCED_SHADOW,def_ppa_allowed,0.15824487409115506,0.19030657472511867,-0.029520244429242993,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
