season_year,starts_at,away_team,home_team,away_tz,home_tz,tz_delta,tz_abs,travel_direction,travel_bucket,away_game_spread,traveler_role,away_final_margin,traveler_ats_margin,traveler_ats_result,game_total,final_total_points,game_total_margin,game_total_result_calc,away_1h_spread,traveler_1h_ats_margin,traveler_1h_ats_result,one_h_total,one_h_total_points,one_h_total_margin,one_h_total_result_calc
2024,2024-09-21T19:30:00.000Z,Georgia Tech,Louisville,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,10.0,Underdog,-12,-2.0,L,56.5,50,-6.5,U,6.5,3.5,W,28.5,31,2.5,O
2024,2024-09-21T19:30:00.000Z,Kent State,Penn State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,54.5,Underdog,-56,-1.5,L,53.5,56,2.5,O,29.5,1.5,W,31.5,28,-3.5,U
2024,2024-09-21T19:30:00.000Z,Memphis,Navy,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,9.5,Underdog,-12,-2.5,L,90.5,100,9.5,O,-4.5,-15.5,L,24.5,45,20.5,O
2024,2024-09-21T19:30:00.000Z,Miami (OH),Notre Dame,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,26.5,Underdog,-25,1.5,W,32.5,31,-1.5,U,15.5,4.5,W,23.5,17,-6.5,U
2024,2024-09-21T19:30:00.000Z,Rutgers,Virginia Tech,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-4.5,Favorite,3,-1.5,L,44.5,49,4.5,O,2.5,11.5,W,21.5,23,1.5,O
2024,2024-09-21T19:30:00.000Z,USC,Michigan,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,-3.5,Favorite,-3,-6.5,L,44.5,51,6.5,O,-2.5,-13.5,L,21.5,17,-4.5,U
2024,2024-09-21T20:15:00.000Z,Vanderbilt,Missouri,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-2.5,Favorite,-3,-5.5,L,48.5,57,8.5,O,10.5,13.5,W,27.5,23,-4.5,U
2024,2024-09-21T21:00:00.000Z,TCU,SMU,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,24.5,Underdog,-24,0.5,W,58.5,108,49.5,O,-0.5,-20.5,L,28.5,62,33.5,O
2024,2024-09-21T21:00:00.000Z,UTEP,Colorado State,-7.0,-7.0,0.0,0.0,Same/no major,0 TZ,10.5,Underdog,-10,0.5,W,43.5,44,0.5,O,5.5,-5.5,L,24.5,17,-7.5,U
2024,2024-09-21T23:00:00.000Z,California,Florida State,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,4.5,Underdog,-5,-0.5,L,23.5,23,-0.5,U,0.5,-0.5,L,21.5,13,-8.5,U
2024,2024-09-21T23:00:00.000Z,Northwestern,Washington,-6.0,-8.0,-2.0,2.0,Westbound,2 TZ,11.5,Underdog,-19,-7.5,L,42.5,29,-13.5,U,6.5,-8.5,L,21.5,19,-2.5,U
2024,2024-09-21T23:00:00.000Z,Tulsa,Louisiana Tech,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-2.5,Favorite,3,0.5,W,36.5,43,6.5,O,1.5,4.5,W,27.5,17,-10.5,U
2024,2024-09-21T23:00:00.000Z,Wyoming,North Texas,-7.0,-6.0,1.0,1.0,Eastbound,1 TZ,25.5,Underdog,-27,-1.5,L,72.5,61,-11.5,U,3.5,-6.5,L,27.5,44,16.5,O
2024,2024-09-21T23:30:00.000Z,Akron,South Carolina,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,43.5,Underdog,-43,0.5,W,56.5,57,0.5,O,14.5,-0.5,L,23.5,29,5.5,O
2024,2024-09-21T23:30:00.000Z,Bowling Green,Texas A&M,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,2.5,Underdog,-6,-3.5,L,49.5,46,-3.5,U,13.5,3.5,W,27.5,16,-11.5,U
2024,2024-09-21T23:30:00.000Z,Iowa,Minnesota,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-18.5,Favorite,17,-1.5,L,46.5,45,-1.5,U,-0.5,-7.5,L,17.0,21,4.0,O
2024,2024-09-21T23:45:00.000Z,Georgia Southern,Ole Miss,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,41.5,Underdog,-39,2.5,W,65.5,65,-0.5,U,21.5,4.5,W,37.5,31,-6.5,U
2024,2024-09-22T00:00:00.000Z,Baylor,Colorado,-6.0,-7.0,-1.0,1.0,Westbound,1 TZ,3.5,Underdog,-7,-3.5,L,61.5,69,7.5,O,0.5,7.5,W,24.5,41,16.5,O
2024,2024-09-22T00:00:00.000Z,Michigan State,Boston College,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-2.5,Favorite,-4,-6.5,L,35.5,42,6.5,O,3.5,10.5,W,23.5,19,-4.5,U
2024,2024-09-22T00:30:00.000Z,Purdue,Oregon State,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,13.5,Underdog,-17,-3.5,L,58.5,59,0.5,O,1.5,-8.5,L,24.5,24,-0.5,U
2024,2024-09-26T23:30:00.000Z,Army,Temple,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-30.5,Favorite,28,-2.5,L,56.5,56,-0.5,U,-6.5,7.5,W,23.5,14,-9.5,U
2024,2024-09-28T00:00:00.000Z,Washington,Rutgers,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,2.5,Underdog,-3,-0.5,L,33.5,39,5.5,O,0.5,-10.5,L,22.5,17,-5.5,U
2024,2024-09-28T16:00:00.000Z,BYU,Baylor,-7.0,-6.0,1.0,1.0,Eastbound,1 TZ,-4.5,Favorite,6,1.5,W,68.5,62,-6.5,U,1.5,18.5,W,23.5,45,21.5,O
2024,2024-09-28T16:00:00.000Z,Buffalo,UConn,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,44.5,Underdog,-44,0.5,W,52.5,50,-2.5,U,3.5,-16.5,L,22.5,26,3.5,O
2024,2024-09-28T16:00:00.000Z,Kentucky,Ole Miss,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,-2.5,Favorite,3,0.5,W,32.5,37,4.5,O,9.5,12.5,W,27.5,17,-10.5,U
2024,2024-09-28T16:00:00.000Z,Maryland,Indiana,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,16.5,Underdog,-14,2.5,W,72.5,70,-2.5,U,3.5,-3.5,L,24.5,21,-3.5,U
2024,2024-09-28T16:00:00.000Z,Minnesota,Michigan,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,3.5,Underdog,-3,0.5,W,44.5,51,6.5,O,6.5,-11.5,L,17.5,24,6.5,O
2024,2024-09-28T16:00:00.000Z,Navy,UAB,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,-22.5,Favorite,23,0.5,W,62.5,59,-3.5,U,-2.5,15.5,W,28.5,24,-4.5,U
2024,2024-09-28T16:00:00.000Z,Nebraska,Purdue,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-24.5,Favorite,18,-6.5,L,32.5,38,5.5,O,-6.5,-6.5,L,23.5,0,-23.5,U
2024,2024-09-28T16:00:00.000Z,Northern Illinois,NC State,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,5.5,Underdog,-7,-1.5,L,46.5,41,-5.5,U,4.5,1.5,W,23.5,31,7.5,O
2024,2024-09-28T16:00:00.000Z,South Florida,Tulane,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,41.5,Underdog,-35,6.5,W,61.5,55,-6.5,U,3.0,-21.0,L,30.5,38,7.5,O
2024,2024-09-28T17:30:00.000Z,Ball State,James Madison,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,54.5,Underdog,-56,-1.5,L,69.5,70,0.5,O,12.5,-9.5,L,30.5,36,5.5,O
2024,2024-09-28T19:30:00.000Z,Akron,Ohio,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,19.5,Underdog,-20,-0.5,L,39.5,40,0.5,O,6.5,2.5,W,23.5,24,0.5,O
2024,2024-09-28T19:30:00.000Z,Arkansas,Texas A&M,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,4.5,Underdog,-4,0.5,W,41.5,38,-3.5,U,3.5,3.5,W,26.5,28,1.5,O
2024,2024-09-28T19:30:00.000Z,Colorado,UCF,-7.0,-5.0,2.0,2.0,Eastbound,2 TZ,-25.5,Favorite,27,1.5,W,74.5,69,-5.5,U,7.5,20.5,W,31.5,41,9.5,O
2024,2024-09-28T19:30:00.000Z,Eastern Michigan,Kent State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-19.5,Favorite,19,-0.5,L,85.5,85,-0.5,U,-7.5,-0.5,L,23.5,35,11.5,O
2024,2024-09-28T19:30:00.000Z,Louisiana,Wake Forest,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-2.5,Favorite,3,0.5,W,75.5,79,3.5,O,2.5,6.5,W,30.5,38,7.5,O
2024,2024-09-28T19:30:00.000Z,Louisville,Notre Dame,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,6.5,Underdog,-7,-0.5,L,55.5,55,-0.5,U,3.5,-6.5,L,23.5,38,14.5,O
2024,2024-09-28T19:30:00.000Z,Oklahoma,Auburn,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-4.5,Favorite,6,1.5,W,40.5,48,7.5,O,0.5,-6.5,L,21.5,21,-0.5,U
2024,2024-09-28T19:30:00.000Z,TCU,Kansas,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-8.5,Favorite,11,2.5,W,68.5,65,-3.5,U,0.5,4.5,W,28.5,38,9.5,O
2024,2024-09-28T19:30:00.000Z,UMass,Miami (OH),-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-1.5,Favorite,-3,-4.5,L,40.5,43,2.5,O,9.5,9.5,W,22.5,20,-2.5,U
2024,2024-09-28T19:30:00.000Z,Western Michigan,Marshall,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,6.5,Underdog,-7,-0.5,L,49.5,47,-2.5,U,2.5,-11.5,L,27.5,20,-7.5,U
2024,2024-09-28T19:30:00.000Z,Wisconsin,USC,-6.0,-8.0,-2.0,2.0,Westbound,2 TZ,15.5,Underdog,-17,-1.5,L,66.5,59,-7.5,U,7.5,18.5,W,26.5,31,4.5,O
2024,2024-09-28T20:00:00.000Z,North Carolina,Duke,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-1.5,Favorite,-1,-2.5,L,41.5,41,-0.5,U,0.5,17.5,W,27.5,17,-10.5,U
2024,2024-09-28T20:00:00.000Z,UTSA,East Carolina,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,9.5,Underdog,-10,-0.5,L,49.5,50,0.5,O,1.5,4.5,W,27.5,23,-4.5,U
2024,2024-09-28T21:00:00.000Z,Old Dominion,Bowling Green,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,1.5,Underdog,3,4.5,W,53.5,57,3.5,O,6.5,9.5,W,26.5,31,4.5,O
2024,2024-09-28T23:00:00.000Z,Charlotte,Rice,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,1.5,Underdog,1,2.5,W,43.0,41,-2.0,U,3.5,-6.5,L,23.5,10,-13.5,U
2024,2024-09-28T23:00:00.000Z,Iowa State,Houston,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-20.5,Favorite,20,-0.5,L,22.5,20,-2.5,U,-7.5,-4.5,L,22.5,3,-19.5,U
2024,2024-09-28T23:00:00.000Z,Stanford,Clemson,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,26.5,Underdog,-26,0.5,W,53.5,54,0.5,O,12.5,2.5,W,30.5,24,-6.5,U
2024,2024-09-28T23:00:00.000Z,Tulsa,North Texas,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,7.0,Underdog,-32,-25.0,L,67.5,72,4.5,O,3.5,-17.5,L,34.5,27,-7.5,U
2024,2024-09-28T23:30:00.000Z,Georgia ,Alabama,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,4.5,Underdog,-7,-2.5,L,61.5,75,13.5,O,-0.5,-23.5,L,23.5,37,13.5,O
2024,2024-09-28T23:30:00.000Z,Illinois,Penn State,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,10.5,Underdog,-14,-3.5,L,21.5,28,6.5,O,9.5,9.5,W,24.5,14,-10.5,U
2024,2024-09-28T23:30:00.000Z,Ohio State,Michigan State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-31.5,Favorite,31,-0.5,L,46.0,45,-1.0,U,-13.5,3.5,W,25.5,31,5.5,O
2024,2024-09-29T00:00:00.000Z,Air Force,Wyoming,-7.0,-7.0,0.0,0.0,Same/no major,0 TZ,-4.0,Favorite,-12,-16.0,L,33.5,50,16.5,O,-2.5,3.5,W,16.5,20,3.5,O
2024,2024-09-29T00:00:00.000Z,Cincinnati,Texas Tech,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,2.5,Underdog,-3,-0.5,L,85.5,85,-0.5,U,2.5,2.5,W,29.5,48,18.5,O
2024,2024-09-29T00:00:00.000Z,Florida State,SMU,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,25.5,Underdog,-26,-0.5,L,64.5,58,-6.5,U,3.5,-1.5,L,23.5,23,-0.5,U
2024,2024-09-29T02:15:00.000Z,Arizona,Utah,-7.0,-7.0,0.0,0.0,Same/no major,0 TZ,-12.5,Favorite,13,0.5,W,33.5,33,-0.5,U,5.5,12.5,W,23.5,13,-10.5,U
2024,2024-09-29T03:00:00.000Z,Oregon,UCLA,-8.0,-8.0,0.0,0.0,Same/no major,0 TZ,-21.5,Favorite,21,-0.5,L,48.5,47,-1.5,U,-14.0,4.0,W,28.5,38,9.5,O
2024,2024-10-03T23:00:00.000Z,Texas State,Troy,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-23.5,Favorite,21,-2.5,L,55.5,55,-0.5,U,-14.5,3.5,W,36.5,38,1.5,O
2024,2024-10-04T23:30:00.000Z,Houston,TCU,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-10.5,Favorite,11,0.5,W,51.5,49,-2.5,U,-13.5,4.5,W,21.5,30,8.5,O
2024,2024-10-05T01:00:00.000Z,Michigan State,Oregon,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,23.5,Underdog,-21,2.5,W,40.5,41,0.5,O,14.5,-6.5,L,17.5,21,3.5,O
2024,2024-10-05T01:00:00.000Z,Syracuse,UNLV,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,-1.5,Favorite,3,1.5,W,69.5,85,15.5,O,4.5,0.5,W,27.5,38,10.5,O
2024,2024-10-05T16:00:00.000Z,Army,Tulsa,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,-42.5,Favorite,42,-0.5,L,57.5,56,-1.5,U,-6.5,7.5,W,24.5,28,3.5,O
2024,2024-10-05T16:00:00.000Z,Boston College,Virginia,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,12.5,Underdog,-10,2.5,W,44.5,38,-6.5,U,-13.5,-5.5,L,23.5,20,-3.5,U
2024,2024-10-05T16:00:00.000Z,Missouri,Texas A&M,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,27.5,Underdog,-31,-3.5,L,54.5,51,-3.5,U,1.5,-22.5,L,23.5,24,0.5,O
2024,2024-10-05T16:00:00.000Z,Navy,Air Force,-5.0,-7.0,-2.0,2.0,Westbound,2 TZ,-27.5,Favorite,27,-0.5,L,42.5,41,-1.5,U,-13.5,0.5,W,30.5,28,-2.5,U
2024,2024-10-05T16:00:00.000Z,Pittsburgh,North Carolina,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-8.5,Favorite,10,1.5,W,62.5,58,-4.5,U,-6.5,-6.5,L,26.5,34,7.5,O
2024,2024-10-05T16:00:00.000Z,Purdue,Wisconsin,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,46.5,Underdog,-46,0.5,W,58.5,58,-0.5,U,6.5,-8.5,L,22.5,27,4.5,O
2024,2024-10-05T16:00:00.000Z,SMU,Louisville,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-6.5,Favorite,7,0.5,W,55.5,61,5.5,O,2.5,13.5,W,27.5,37,9.5,O
2024,2024-10-05T16:00:00.000Z,UCLA,Penn State,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,23.5,Underdog,-16,7.5,W,31.5,38,6.5,O,6.5,-4.5,L,14.5,17,2.5,O
2024,2024-10-05T16:00:00.000Z,UMass,Northern Illinois,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,14.5,Underdog,-14,0.5,W,46.5,54,7.5,O,0.5,6.5,W,23.5,20,-3.5,U
2024,2024-10-05T16:00:00.000Z,Wake Forest,NC State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,2.5,Underdog,4,6.5,W,63.5,64,0.5,O,0.5,1.5,W,30.5,33,2.5,O
2024,2024-10-05T17:00:00.000Z,Tulane,UAB,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-51.5,Favorite,51,-0.5,L,90.5,91,0.5,O,-27.5,3.5,W,44.5,43,-1.5,U
2024,2024-10-05T18:00:00.000Z,Western Michigan,Ball State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-9.5,Favorite,3,-6.5,L,80.5,87,6.5,O,-6.5,-6.5,L,51.5,42,-9.5,U
2024,2024-10-05T19:30:00.000Z,Auburn,Georgia ,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,17.5,Underdog,-18,-0.5,L,44.5,44,-0.5,U,13.5,2.5,W,27.0,17,-10.0,U
2024,2024-10-05T19:30:00.000Z,Bowling Green,Akron,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-3.5,Favorite,7,3.5,W,46.5,47,0.5,O,-8.5,-1.5,L,25.5,27,1.5,O
2024,2024-10-05T19:30:00.000Z,East Carolina,Charlotte,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,31.5,Underdog,-31,0.5,W,80.5,79,-1.5,U,10.5,-10.5,L,23.5,41,17.5,O
2024,2024-10-05T19:30:00.000Z,Indiana,Northwestern,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,-14.5,Favorite,17,2.5,W,40.5,65,24.5,O,-7.5,-0.5,L,20.5,27,6.5,O
2024,2024-10-05T19:30:00.000Z,Iowa,Ohio State,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,27.5,Underdog,-28,-0.5,L,43.5,42,-1.5,U,8.5,1.5,W,23.5,7,-16.5,U
2024,2024-10-05T19:30:00.000Z,Miami (OH),Toledo,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,9.5,Underdog,-10,-0.5,L,56.5,50,-6.5,U,14.5,0.5,W,26.5,26,-0.5,U
2024,2024-10-05T19:30:00.000Z,Ole Miss,South Carolina,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-24.5,Favorite,24,-0.5,L,33.5,30,-3.5,U,-6.5,14.5,W,27.5,27,-0.5,U
2024,2024-10-05T19:30:00.000Z,Temple,UConn,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-2.5,Favorite,-9,-11.5,L,46.5,49,2.5,O,2.5,0.5,W,16.5,16,-0.5,U
2024,2024-10-05T19:30:00.000Z,Virginia Tech,Stanford,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,-21.5,Favorite,24,2.5,W,49.0,38,-11.0,U,-4.5,9.5,W,24.5,14,-10.5,U
2024,2024-10-05T20:00:00.000Z,Rutgers,Nebraska,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,7.5,Underdog,-7,0.5,W,21.5,21,-0.5,U,7.5,-6.5,L,19.5,14,-5.5,U
2024,2024-10-05T20:15:00.000Z,Alabama,Vanderbilt,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,4.5,Underdog,-5,-0.5,L,75.5,75,-0.5,U,12.5,3.5,W,36.5,37,0.5,O
2024,2024-10-05T22:30:00.000Z,Colorado State,Oregon State,-7.0,-8.0,-1.0,1.0,Westbound,1 TZ,11.0,Underdog,-8,3.0,W,47.5,70,22.5,O,6.5,2.5,W,23.5,24,0.5,O
2024,2024-10-05T23:00:00.000Z,Clemson,Florida State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-14.5,Favorite,16,1.5,W,45.5,42,-3.5,U,-8.5,7.5,W,23.5,30,6.5,O
2024,2024-10-05T23:00:00.000Z,Louisiana,Southern Miss,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-10.5,Favorite,10,-0.5,L,38.5,36,-2.5,U,-10.5,-6.5,L,27.5,30,2.5,O
2024,2024-10-05T23:00:00.000Z,Old Dominion,Coastal Carolina,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,8.5,Underdog,-8,0.5,W,79.5,82,2.5,O,-4.5,-8.5,L,29.5,38,8.5,O
2024,2024-10-05T23:30:00.000Z,Baylor,Iowa State,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,25.5,Underdog,-22,3.5,W,67.5,64,-3.5,U,5.5,0.5,W,36.5,33,-3.5,U
2024,2024-10-05T23:30:00.000Z,Michigan,Washington,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,9.5,Underdog,-10,-0.5,L,43.5,44,0.5,O,7.5,3.5,W,24.5,24,-0.5,U
2024,2024-10-05T23:30:00.000Z,USC,Minnesota,-8.0,-6.0,2.0,2.0,Eastbound,2 TZ,-7.5,Favorite,-7,-14.5,L,46.0,41,-5.0,U,-4.5,-4.5,L,23.5,20,-3.5,U
2024,2024-10-05T23:45:00.000Z,UCF,Florida,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,10.5,Underdog,-11,-0.5,L,39.5,37,-2.5,U,1.5,-19.5,L,30.5,27,-3.5,U
2024,2024-10-06T00:00:00.000Z,Duke,Georgia Tech,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,9.5,Underdog,-10,-0.5,L,38.5,38,-0.5,U,9.5,6.5,W,15.5,17,1.5,O
2024,2024-10-06T03:00:00.000Z,Texas Tech,Arizona,-6.0,-7.0,-1.0,1.0,Westbound,1 TZ,-6.5,Favorite,6,-0.5,L,53.5,50,-3.5,U,-7.5,7.5,W,16.5,21,4.5,O
2024,2024-10-10T23:30:00.000Z,Coastal Carolina,James Madison,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,30.5,Underdog,-32,-1.5,L,50.5,46,-4.5,U,22.5,0.5,W,30.5,36,5.5,O
2024,2024-10-12T01:00:00.000Z,UNLV,Utah State,-8.0,-7.0,1.0,1.0,Eastbound,1 TZ,-15.5,Favorite,16,0.5,W,84.5,84,-0.5,U,-10.5,23.5,W,34.5,48,13.5,O
2024,2024-10-12T16:00:00.000Z,Ball State,Kent State,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-7.5,Favorite,2,-5.5,L,53.5,72,18.5,O,-13.5,-0.5,L,29.5,27,-2.5,U
2024,2024-10-12T16:00:00.000Z,Clemson,Wake Forest,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-35.5,Favorite,35,-0.5,L,64.0,63,-1.0,U,-11.5,2.5,W,33.5,42,8.5,O
2024,2024-10-12T16:00:00.000Z,Georgia Tech,North Carolina,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-1.0,Favorite,7,6.0,W,77.5,75,-2.5,U,-5.5,0.5,W,31.0,34,3.0,O
2024,2024-10-12T16:00:00.000Z,Missouri,UMass,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-42.5,Favorite,42,-0.5,L,49.5,48,-1.5,U,-30.5,-9.5,L,31.5,27,-4.5,U
2024,2024-10-12T16:00:00.000Z,South Carolina,Alabama,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,1.5,Underdog,-2,-0.5,L,43.5,52,8.5,O,14.5,12.5,W,27.0,26,-1.0,U
2024,2024-10-12T16:00:00.000Z,Toledo,Buffalo,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,14.5,Underdog,-15,-0.5,L,46.0,45,-1.0,U,-6.5,-13.5,L,22.5,7,-15.5,U
2024,2024-10-12T16:00:00.000Z,UAB,Army,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,40.5,Underdog,-34,6.5,W,53.5,54,0.5,O,30.5,-0.5,L,37.5,37,-0.5,U
2024,2024-10-12T16:00:00.000Z,Washington,Iowa,-8.0,-6.0,2.0,2.0,Eastbound,2 TZ,23.5,Underdog,-24,-0.5,L,56.5,56,-0.5,U,3.5,-6.5,L,20.5,30,9.5,O
2024,2024-10-12T16:00:00.000Z,Wisconsin,Rutgers,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-35.5,Favorite,35,-0.5,L,49.5,49,-0.5,U,-10.5,3.5,W,21.5,14,-7.5,U
2024,2024-10-12T18:00:00.000Z,Miami (OH),Eastern Michigan,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-10.5,Favorite,24,13.5,W,46.5,52,5.5,O,-6.5,7.5,W,24.5,28,3.5,O
2024,2024-10-12T19:30:00.000Z,Akron,Western Michigan,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,9.5,Underdog,-10,-0.5,L,59.5,58,-1.5,U,6.5,-0.5,L,24.5,41,16.5,O
2024,2024-10-12T19:30:00.000Z,California,Pittsburgh,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,1.5,Underdog,-2,-0.5,L,38.5,32,-6.5,U,8.5,0.5,W,32.5,26,-6.5,U
2024,2024-10-12T19:30:00.000Z,Cincinnati,UCF,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-5.5,Favorite,6,0.5,W,35.5,32,-3.5,U,-6.5,0.5,W,17.5,13,-4.5,U
2024,2024-10-12T19:30:00.000Z,Louisville,Virginia,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,2.5,Underdog,4,6.5,W,44.5,44,-0.5,U,-4.5,-4.5,L,27.5,14,-13.5,U
2024,2024-10-12T19:30:00.000Z,Memphis,South Florida,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-17.5,Favorite,18,0.5,W,25.5,24,-1.5,U,-17.5,-6.5,L,20.5,17,-3.5,U
2024,2024-10-12T19:30:00.000Z,Northern Illinois,Bowling Green,-6.0,-5.0,1.0,1.0,Eastbound,1 TZ,-9.5,Favorite,10,0.5,W,25.5,24,-1.5,U,0.5,-0.5,L,16.5,13,-3.5,U
2024,2024-10-12T19:30:00.000Z,Penn State,USC,-5.0,-8.0,-3.0,3.0,Westbound,3+ TZ,-5.5,Favorite,3,-2.5,L,53.5,63,9.5,O,10.5,-3.5,L,27.5,26,-1.5,U
2024,2024-10-12T19:30:00.000Z,Purdue,Illinois,-5.0,-6.0,-1.0,1.0,Westbound,1 TZ,12.5,Underdog,-1,11.5,W,70.5,99,28.5,O,10.5,-10.5,L,18.5,27,8.5,O
2024,2024-10-12T19:30:00.000Z,Stanford,Notre Dame,-8.0,-5.0,3.0,3.0,Eastbound,3+ TZ,43.5,Underdog,-42,1.5,W,62.5,56,-6.5,U,6.5,-7.5,L,26.5,28,1.5,O
2024,2024-10-12T19:30:00.000Z,Texas,Oklahoma,-6.0,-6.0,0.0,0.0,Same/no major,0 TZ,-29.5,Favorite,31,1.5,W,37.5,37,-0.5,U,-6.5,11.5,W,13.5,24,10.5,O
2024,2024-10-12T20:00:00.000Z,Arizona,BYU,-7.0,-7.0,0.0,0.0,Same/no major,0 TZ,14.5,Underdog,-22,-7.5,L,48.5,60,11.5,O,4.5,-2.5,L,27.5,21,-6.5,U
2024,2024-10-12T20:00:00.000Z,Ohio,Central Michigan,-5.0,-5.0,0.0,0.0,Same/no major,0 TZ,-1.5,Favorite,2,0.5,W,45.5,52,6.5,O,-1.5,22.5,W,24.5,24,-0.5,U
