season_year,event_id,starts_at,away_team,home_team,away_team_id,home_team_id,completed,odds_present,odds_available,away_final_points,home_final_points,home_final_margin,final_total_points,away_1h_points,home_1h_points,home_1h_margin,one_h_total_points,away_2h_points_incl_ot,home_2h_points_incl_ot,home_2h_margin_incl_ot,two_h_total_points_incl_ot,home_game_spread,home_game_spread_book,home_game_spread_price,away_game_spread,away_game_spread_book,away_game_spread_price,game_total,game_over_book,game_over_price,game_under_price,home_game_ats_result,game_total_result,home_1h_spread,home_1h_spread_book,home_1h_spread_price,away_1h_spread,away_1h_spread_book,away_1h_spread_price,one_h_total,one_h_over_book,one_h_over_price,one_h_under_price,home_1h_ats_result,one_h_total_result,home_2h_spread,home_2h_spread_book,home_2h_spread_price,away_2h_spread,away_2h_spread_book,away_2h_spread_price,two_h_total,two_h_over_book,two_h_over_price,two_h_under_price,home_2h_ats_result,two_h_total_result,away_team_clean,home_team_clean,away_tz,home_tz,tz_delta,tz_abs,travel_direction,away_1h_margin,traveler_1h_ats_margin,traveler_1h_ats_result,one_h_total_margin,one_h_total_result_calc,traveler_role,conference_family_2024,in_2024_alignment_conf_game,involves_western_realignment_team
2024,fZ3XnBx3e5rHJ14UFTbQ,2024-10-26T16:00:00.000Z,Washington,Indiana,WASHINGTON_NCAAF,INDIANA_NCAAF,True,True,False,17,31,14,48,7,17,10,24,10,14,4,24,-14.5,sgo_book,180,14.5,sgo_book,-240,51.5,sgo_book,-106,-125,L,U,-2.5,sgo_book,-112.0,2.5,sgo_book,-117.0,27.5,sgo_book,-105.0,-125.0,W,U,-3.5,sgo_book,100.0,3.5,sgo_book,-120.0,26.5,sgo_book,-118.0,-102.0,W,U,Washington,Indiana,-8.0,-5.0,3.0,3.0,Eastbound,-10,-7.5,L,-3.5,U,Underdog,Big Ten 2024 alignment,True,True
2024,KnFnkv8AespdlUxoD4Qm,2024-10-26T19:30:00.000Z,Wake Forest,Stanford,WAKE_FOREST_NCAAF,STANFORD_NCAAF,True,True,False,27,24,-3,51,24,17,-7,41,3,7,4,10,1.5,sgo_book,475,-1.5,sgo_book,-835,55.5,sgo_book,-114,-114,L,U,6.5,sgo_book,-118.0,-6.5,sgo_book,-112.0,26.5,sgo_book,-126.0,-103.0,L,O,1.5,sgo_book,-110.0,-1.5,sgo_book,-110.0,26.5,sgo_book,-105.0,-115.0,W,U,Wake Forest,Stanford,-5.0,-8.0,-3.0,3.0,Westbound,7,0.5,W,14.5,O,Favorite,ACC 2024 alignment,True,True
2024,aLRBXgGRod8UAyRjgJnv,2024-11-02T16:00:00.000Z,Stanford,NC State,STANFORD_NCAAF,NC_STATE_NCAAF,True,True,False,28,59,31,87,14,31,17,45,14,28,14,42,-31.5,sgo_book,404,31.5,sgo_book,-635,87.5,sgo_book,100,-130,L,U,-9.5,sgo_book,-105.0,9.5,sgo_book,-125.0,41.5,sgo_book,140.0,-180.0,W,O,-24.5,sgo_book,-105.0,24.5,sgo_book,-125.0,42.5,sgo_book,100.0,-130.0,L,U,Stanford,NC State,-8.0,-5.0,3.0,3.0,Eastbound,-17,-7.5,L,3.5,O,Underdog,ACC 2024 alignment,True,True
2024,rREcgM1wLFaugeQqyxPS,2024-11-02T19:30:00.000Z,Oregon,Michigan,OREGON_NCAAF,MICHIGAN_NCAAF,True,True,False,38,17,-21,55,28,10,-18,38,10,7,-3,17,14.5,sgo_book,-400,-14.5,sgo_book,275,48.5,sgo_book,147,-192,L,O,14.5,sgo_book,-174.0,-14.5,sgo_book,132.0,31.5,sgo_book,135.0,-175.0,L,O,-3.5,sgo_book,-289.0,3.5,sgo_book,208.0,12.5,sgo_book,-115.0,-115.0,L,O,Oregon,Michigan,-8.0,-5.0,3.0,3.0,Eastbound,18,3.5,W,6.5,O,Favorite,Big Ten 2024 alignment,True,True
2024,oW9czi29ROyQrO2lBudM,2024-11-09T01:00:00.000Z,California,Wake Forest,CALIFORNIA_NCAAF,WAKE_FOREST_NCAAF,True,True,False,46,36,-10,82,29,14,-15,43,17,22,5,39,5.5,sgo_book,104,-5.5,sgo_book,-132,75.5,sgo_book,-141,110,L,O,8.5,sgo_book,114.0,-8.5,sgo_book,-145.0,37.5,sgo_book,100.0,-130.0,L,O,-5.5,sgo_book,110.0,5.5,sgo_book,-140.0,31.5,sgo_book,-130.0,100.0,L,O,Cal,Wake Forest,-8.0,-5.0,3.0,3.0,Eastbound,15,6.5,W,5.5,O,Favorite,ACC 2024 alignment,True,True
2024,oK7gNrngLjIx4ckDuExj,2024-11-10T00:00:00.000Z,Maryland,Oregon,MARYLAND_NCAAF,OREGON_NCAAF,True,True,False,18,39,21,57,10,21,11,31,8,18,10,26,-21.5,sgo_book,295,21.5,sgo_book,-427,57.5,sgo_book,377,-577,L,U,-10.5,sgo_book,-130.0,10.5,sgo_book,100.0,27.5,sgo_book,124.0,-160.0,W,O,-9.5,sgo_book,-108.0,9.5,sgo_book,-112.0,27.5,sgo_book,-108.0,-112.0,W,U,Maryland,Oregon,-5.0,-8.0,-3.0,3.0,Westbound,-11,-0.5,L,3.5,O,Underdog,Big Ten 2024 alignment,True,True
2024,k6kGfnMHD2r0YEM0ehL2,2024-11-10T01:00:00.000Z,Washington,Penn State,WASHINGTON_NCAAF,PENN_STATE_NCAAF,True,True,False,6,35,29,41,0,28,28,28,6,7,1,13,-30.5,sgo_book,540,30.5,sgo_book,-910,48.0,sgo_book,-117,-110,L,U,-6.5,sgo_book,-125.0,6.5,sgo_book,-109.0,24.5,sgo_book,100.0,-136.0,W,O,-6.5,sgo_book,-125.0,6.5,sgo_book,105.0,22.5,sgo_book,-118.0,-102.0,L,U,Washington,Penn State,-8.0,-5.0,3.0,3.0,Eastbound,-28,-21.5,L,3.5,O,Underdog,Big Ten 2024 alignment,True,True
2024,Euac3ZxbwKCS6r8Qw9sg,2024-11-16T20:00:00.000Z,Syracuse,California,SYRACUSE_NCAAF,CALIFORNIA_NCAAF,True,True,False,33,25,-8,58,27,7,-20,34,6,18,12,24,10.5,sgo_book,-148,-10.5,sgo_book,114,53.5,sgo_book,-182,139,W,O,-6.5,sgo_book,-120.0,6.5,sgo_book,100.0,29.0,sgo_book,-115.0,-105.0,L,O,-6.5,sgo_book,-188.0,6.5,sgo_book,145.0,19.5,sgo_book,-188.0,145.0,W,O,Syracuse,Cal,-5.0,-8.0,-3.0,3.0,Westbound,20,26.5,W,5.0,O,Favorite,ACC 2024 alignment,True,True
2024,ErFL8c0RkwCPTC9Czz5L,2024-11-16T20:30:00.000Z,Louisville,Stanford,LOUISVILLE_NCAAF,STANFORD_NCAAF,True,True,False,35,38,3,73,21,13,-8,34,14,25,11,39,-2.5,sgo_book,-275,2.5,sgo_book,200,75.5,sgo_book,-106,-122,W,U,11.5,sgo_book,-110.0,-11.5,sgo_book,-110.0,30.5,sgo_book,-120.0,100.0,W,O,10.5,sgo_book,100.0,-10.5,sgo_book,-120.0,27.0,sgo_book,-110.0,-110.0,W,O,Louisville,Stanford,-5.0,-8.0,-3.0,3.0,Westbound,8,-3.5,L,3.5,O,Underdog,ACC 2024 alignment,True,True
2024,jjZqi81N2AIjVr8bpQAh,2024-12-08T01:00:00.000Z,Penn State,Oregon,PENN_STATE_NCAAF,OREGON_NCAAF,True,True,False,37,45,8,82,24,31,7,55,13,14,1,27,-7.5,sgo_book,-154,7.5,sgo_book,120,51.5,sgo_book,-110,-117,W,O,-1.5,sgo_book,-115.0,1.5,sgo_book,-108.0,26.5,sgo_book,-113.0,-118.0,W,O,1.5,sgo_book,-115.0,-1.5,sgo_book,-105.0,30.5,sgo_book,-115.0,-105.0,W,U,Penn State,Oregon,-5.0,-8.0,-3.0,3.0,Westbound,-7,-5.5,L,28.5,O,Underdog,Big Ten 2024 alignment,True,True
2024,35AzA1XrmugJHsMPUKdH,2025-01-01T22:00:00.000Z,Ohio State,Oregon,OHIO_STATE_NCAAF,OREGON_NCAAF,True,True,False,41,21,-20,62,34,8,-26,42,7,13,6,20,19.5,sgo_book,135,-19.5,sgo_book,-190,68.5,sgo_book,-130,100,L,U,33.5,sgo_book,135.0,-33.5,sgo_book,-185.0,38.5,sgo_book,125.0,-165.0,W,O,-3.5,sgo_book,-110.0,3.5,sgo_book,-110.0,25.5,sgo_book,-110.0,-110.0,W,U,Ohio State,Oregon,-5.0,-8.0,-3.0,3.0,Westbound,26,-7.5,L,3.5,O,Favorite,Big Ten 2024 alignment,True,True
2025,k196FqkbXhImygAl4ZAw,2025-09-13T19:30:00.000Z,USC,Purdue,USC_NCAAF,PURDUE_NCAAF,True,True,False,33,17,-16,50,17,3,-14,20,16,14,-2,30,15.5,sgo_book,558,-15.5,sgo_book,-1112,59.5,sgo_book,-113,-115,L,U,9.5,sgo_book,-108.0,-9.5,sgo_book,-127.0,30.5,sgo_book,-132.0,100.0,L,U,10.0,sgo_book,-105.0,-10.0,sgo_book,-113.0,27.0,sgo_book,-115.0,-104.0,W,O,USC,Purdue,-8.0,-5.0,3.0,3.0,Eastbound,14,4.5,W,-10.5,U,Favorite,Big Ten 2024 alignment,True,True
2025,bbh93zd8Hq7QxwrdAvBd,2025-09-14T02:30:00.000Z,Boston College,Stanford,BOSTON_COLLEGE_NCAAF,STANFORD_NCAAF,True,True,False,20,30,10,50,20,20,0,40,0,10,10,10,-9.5,sgo_book,-897,9.5,sgo_book,514,52.5,sgo_book,-118,-110,W,U,7.5,sgo_book,-110.0,-7.5,sgo_book,-110.0,23.5,sgo_book,-109.0,-119.0,W,O,7.5,sgo_book,-110.0,-7.5,sgo_book,-114.0,24.0,sgo_book,-114.0,-105.0,W,U,Boston College,Stanford,-5.0,-8.0,-3.0,3.0,Westbound,0,-7.5,L,16.5,O,Underdog,ACC 2024 alignment,True,True
2025,knEzwjVW9IeprFcEsI96,2025-09-20T23:30:00.000Z,Stanford,Virginia,STANFORD_NCAAF,VIRGINIA_NCAAF,True,True,False,20,48,28,68,14,28,14,42,6,20,14,26,-27.5,sgo_book,-175,27.5,sgo_book,133,68.5,sgo_book,454,-644,W,U,-24.5,sgo_book,118.0,24.5,sgo_book,-158.0,41.5,sgo_book,-110.0,-120.0,L,O,-7.0,sgo_book,-125.0,7.0,sgo_book,105.0,24.0,sgo_book,-127.0,110.0,W,O,Stanford,Virginia,-8.0,-5.0,3.0,3.0,Eastbound,-14,10.5,W,0.5,O,Underdog,ACC 2024 alignment,True,True
2025,7sMBXityLskrHZlZ7OFQ,2025-09-21T03:00:00.000Z,Michigan State,USC,MICHIGAN_STATE_NCAAF,USC_NCAAF,True,True,False,31,45,14,76,10,24,14,34,21,21,0,42,-12.5,sgo_book,-1250,12.5,sgo_book,600,69.5,sgo_book,163,-216,W,O,-10.5,sgo_book,-110.0,10.5,sgo_book,-110.0,28.5,sgo_book,-110.0,-110.0,W,O,-7.5,sgo_book,-106.0,7.5,sgo_book,-120.0,27.5,sgo_book,-114.0,-104.0,L,O,Michigan State,USC,-5.0,-8.0,-3.0,3.0,Westbound,-14,-3.5,L,5.5,O,Underdog,Big Ten 2024 alignment,True,True
2025,WFn1GaaiOPAvy5HU6SGH,2025-09-27T19:30:00.000Z,California,Boston College,CALIFORNIA_NCAAF,BOSTON_COLLEGE_NCAAF,True,True,False,28,24,-4,52,14,17,3,31,14,7,-7,21,-1.5,sgo_book,-136,1.5,sgo_book,105,47.5,sgo_book,-114,-114,L,O,-3.5,sgo_book,-105.0,3.5,sgo_book,-113.0,26.5,sgo_book,-111.0,-110.0,L,O,-2.5,sgo_book,-115.0,2.5,sgo_book,-118.0,24.5,sgo_book,-115.0,-105.0,L,U,Cal,Boston College,-8.0,-5.0,3.0,3.0,Eastbound,-3,0.5,W,4.5,O,Underdog,ACC 2024 alignment,True,True
2025,KrUB2c0fP0f6kyHAITXZ,2025-09-27T19:30:00.000Z,Ohio State,Washington,OHIO_STATE_NCAAF,WASHINGTON_NCAAF,True,True,False,24,6,-18,30,7,3,-4,10,17,3,-14,20,16.5,sgo_book,575,-16.5,sgo_book,-1250,30.5,sgo_book,150,-225,L,U,5.5,sgo_book,-109.0,-5.5,sgo_book,-112.0,26.5,sgo_book,-120.0,-105.0,W,U,5.0,sgo_book,-110.0,-5.0,sgo_book,-110.0,25.5,sgo_book,-110.0,-110.0,L,U,Ohio State,Washington,-5.0,-8.0,-3.0,3.0,Westbound,4,-1.5,L,-16.5,U,Favorite,Big Ten 2024 alignment,True,True
2025,vRvNLjdA7z4w3C9k2S1h,2025-09-27T23:30:00.000Z,Oregon,Penn State,OREGON_NCAAF,PENN_STATE_NCAAF,True,True,False,30,24,-6,54,3,3,0,6,27,21,-6,48,1.5,sgo_book,-115,-1.5,sgo_book,-113,54.5,sgo_book,-143,108,L,U,-2.5,sgo_book,-120.0,2.5,sgo_book,100.0,25.5,sgo_book,-110.0,-110.0,L,U,-2.5,sgo_book,110.0,2.5,sgo_book,-130.0,22.5,sgo_book,-115.0,-105.0,L,O,Oregon,Penn State,-8.0,-5.0,3.0,3.0,Eastbound,0,2.5,W,-19.5,U,Favorite,Big Ten 2024 alignment,True,True
2025,yIC6T2ydVrVyifxgCpPm,2025-10-04T19:30:00.000Z,Penn State,UCLA,PENN_STATE_NCAAF,UCLA_NCAAF,True,True,False,37,42,5,79,7,27,20,34,30,15,-15,45,-1.5,sgo_book,-1000,1.5,sgo_book,480,77.5,sgo_book,105,-135,W,O,-13.5,sgo_book,-130.0,13.5,sgo_book,100.0,26.0,sgo_book,-105.0,-115.0,W,O,14.0,sgo_book,-105.0,-14.0,sgo_book,-116.0,28.0,sgo_book,-110.0,-115.0,L,O,Penn State,UCLA,-5.0,-8.0,-3.0,3.0,Westbound,-20,-6.5,L,8.0,O,Underdog,Big Ten 2024 alignment,True,True
2025,wNPRaqbcaL1cOTBbanXy,2025-10-04T19:30:00.000Z,Washington,Maryland,WASHINGTON_NCAAF,MARYLAND_NCAAF,True,True,False,24,20,-4,44,0,13,13,13,24,7,-17,31,3.5,sgo_book,170,-3.5,sgo_book,-235,44.5,sgo_book,1100,-3597,L,U,3.0,sgo_book,-110.0,-3.0,sgo_book,-110.0,26.0,sgo_book,-110.0,-110.0,W,U,3.0,sgo_book,-110.0,-3.0,sgo_book,-110.0,24.0,sgo_book,-115.0,-105.0,L,O,Washington,Maryland,-8.0,-5.0,3.0,3.0,Eastbound,-13,-16.0,L,-13.0,U,Favorite,Big Ten 2024 alignment,True,True
2025,ilXNkg67qu6SNCsEx3Sf,2025-10-05T02:30:00.000Z,Duke,California,DUKE_NCAAF,CALIFORNIA_NCAAF,True,True,False,45,21,-24,66,31,21,-10,52,14,0,-14,14,24.5,sgo_book,-478,-24.5,sgo_book,325,66.5,sgo_book,-109,-128,W,U,2.5,sgo_book,105.0,-2.5,sgo_book,-135.0,48.5,sgo_book,-120.0,-110.0,L,O,2.5,sgo_book,-120.0,-2.5,sgo_book,100.0,30.0,sgo_book,-113.0,-107.0,L,U,Duke,Cal,-5.0,-8.0,-3.0,3.0,Westbound,10,7.5,W,3.5,O,Favorite,ACC 2024 alignment,True,True
2025,bkSMeVt5BuwAW6ArGg1s,2025-10-11T01:00:00.000Z,Rutgers,Washington,RUTGERS_NCAAF,WASHINGTON_NCAAF,True,True,False,19,38,19,57,13,10,-3,23,6,28,22,34,-12.5,sgo_book,-177,12.5,sgo_book,135,63.5,sgo_book,-123,-111,W,U,2.5,sgo_book,121.0,-2.5,sgo_book,-156.0,30.5,sgo_book,-120.0,-102.0,L,U,-7.0,sgo_book,-115.0,7.0,sgo_book,-105.0,33.0,sgo_book,-120.0,100.0,W,O,Rutgers,Washington,-5.0,-8.0,-3.0,3.0,Westbound,3,0.5,W,-7.5,U,Underdog,Big Ten 2024 alignment,True,True
2025,9lAxhzbe28T58dXekXHy,2025-10-11T16:00:00.000Z,UCLA,Michigan State,UCLA_NCAAF,MICHIGAN_STATE_NCAAF,True,True,False,38,13,-25,51,24,7,-17,31,14,6,-8,20,25.5,sgo_book,-1185,-25.5,sgo_book,578,55.5,sgo_book,-114,-119,W,U,-4.5,sgo_book,-106.0,4.5,sgo_book,-113.0,26.5,sgo_book,-110.0,-115.0,L,O,-4.5,sgo_book,-110.0,4.5,sgo_book,-118.0,25.5,sgo_book,-113.0,-116.0,L,U,UCLA,Michigan State,-8.0,-5.0,3.0,3.0,Eastbound,17,21.5,W,4.5,O,Favorite,Big Ten 2024 alignment,True,True
2025,xY5k4b3KlF1azboyQUIw,2025-10-11T19:30:00.000Z,Indiana,Oregon,INDIANA_NCAAF,OREGON_NCAAF,True,True,False,30,20,-10,50,13,10,-3,23,17,10,-7,27,9.5,sgo_book,285,-9.5,sgo_book,-435,51.5,sgo_book,-112,-112,L,U,-5.5,sgo_book,-115.0,5.5,sgo_book,-108.0,26.5,sgo_book,-115.0,-113.0,L,U,-2.5,sgo_book,-121.0,2.5,sgo_book,-113.0,24.5,sgo_book,-115.0,-118.0,L,O,Indiana,Oregon,-5.0,-8.0,-3.0,3.0,Westbound,3,8.5,W,-3.5,U,Favorite,Big Ten 2024 alignment,True,True
2025,RXKD14u0aQSQ7NmXLHle,2025-10-11T23:30:00.000Z,Michigan,USC,MICHIGAN_NCAAF,USC_NCAAF,True,True,False,13,31,18,44,7,14,7,21,6,17,11,23,-18.5,sgo_book,500,18.5,sgo_book,-910,58.0,sgo_book,-113,-110,L,U,-3.5,sgo_book,-107.0,3.5,sgo_book,-117.0,29.5,sgo_book,-114.0,-114.0,W,U,-0.5,sgo_book,-107.0,0.5,sgo_book,-129.0,28.5,sgo_book,-112.0,-122.0,W,U,Michigan,USC,-5.0,-8.0,-3.0,3.0,Westbound,-7,-3.5,L,-8.5,U,Underdog,Big Ten 2024 alignment,True,True
2025,Uu6KUAkvRPOEPKY02IDP,2025-10-18T02:30:00.000Z,North Carolina,California,NORTH_CAROLINA_NCAAF,CALIFORNIA_NCAAF,True,True,False,18,21,3,39,10,14,4,24,8,7,-1,15,-2.5,sgo_book,-910,2.5,sgo_book,525,46.5,sgo_book,-112,-110,W,U,-3.5,sgo_book,-113.0,3.5,sgo_book,-110.0,23.5,sgo_book,-109.0,-120.0,W,O,-4.5,sgo_book,-110.0,4.5,sgo_book,-124.0,22.5,sgo_book,-125.0,-108.0,L,U,North Carolina,Cal,-5.0,-8.0,-3.0,3.0,Westbound,-4,-0.5,L,0.5,O,Underdog,ACC 2024 alignment,True,True
