season,completed_week,target_week,game_id,date,away_team,home_team,frozen_preopener_spread_baseline,away_spread_impact,home_spread_impact,applied_spread_delta,projected_spread_close,actual_opening_spread,actual_spread_close,projected_spread_move,actual_spread_move,spread_signal_class,spread_projected_close_error,spread_opener_clv,frozen_preopener_total_baseline,combined_total_adjustment_raw,applied_total_adjustment,projected_total_close,actual_opening_total,actual_total_close,projected_total_move,actual_total_move,total_signal_class,total_projected_close_error,total_opener_clv,actual_home_margin,spread_actual_result_error,actual_total,total_actual_result_error,updated_game_eligible,status,provenance
2025,13,14,401762868,2025-11-25T21:30:00.000Z,Bowling Green,Massachusetts,9.805113663513744,0.0745189206438417,4.22678689462279,4.301305815266631,14.106419478780374,15.5,14.5,-1.3935805212196257,-1.0,correct_overshot,0.3935805212196257,1.0,49.95314625269273,-5.027590184507215,-4.273451656831132,45.6796945958616,44.5,44.5,1.1796945958615979,0.0,actual_no_move,1.1796945958615979,0.0,-31.0,16.893580521219626,59.0,13.320305404138402,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401762862"", ""401762863""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401762863"", ""401762862""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401762869,2025-11-26T00:30:00.000Z,Western Michigan,Eastern Michigan,2.335016490641836,1.3296124546109582,,1.3296124546109582,3.6646289452527943,6.5,9.5,-2.8353710547472057,3.0,wrong_direction,5.835371054747206,-3.0,50.094939331624296,,0.0,50.094939331624296,45.5,49.5,4.594939331624296,4.0,correct_overshot,0.5949393316242961,4.0,-10.0,6.335371054747206,52.0,1.9050606683757039,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401762864""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401762861"", ""401762864""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401762516,2025-11-28T00:30:00.000Z,Navy,Memphis,-5.940430379362215,,,0.0,-5.940430379362215,-5.5,-3.5,-0.44043037936221463,2.0,wrong_direction,2.4404303793622146,-2.0,54.91827539083366,,0.0,54.91827539083366,57.5,57.5,-2.5817246091663435,0.0,actual_no_move,2.5817246091663435,-0.0,-11.0,16.940430379362216,45.0,9.918275390833657,False,baseline_only,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401762508"", ""401762510""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401752788,2025-11-28T17:00:00.000Z,Ole Miss,Mississippi State,6.230653398615432,,,0.0,6.230653398615432,13.5,7.5,-7.269346601384568,-6.0,correct_overshot,1.2693466013845676,6.0,54.031420647523746,,0.0,54.031420647523746,59.5,62.5,-5.4685793524762545,3.0,wrong_direction,8.468579352476254,-3.0,-19.0,12.769346601384568,57.0,2.9685793524762545,False,baseline_only,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401752770"", ""401752769""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401752916,2025-11-28T17:00:00.000Z,Iowa,Nebraska,-0.3253999616984488,1.4676026659020807,1.9452882566185168,3.4128909225205977,3.087490960822149,-2.5,5.5,5.587490960822149,8.0,correct_undershot,2.412509039177851,8.0,48.49345045021049,-2.4067127130468244,-2.0457058060898006,46.44774464412069,44.5,38.5,1.9477446441206894,-6.0,wrong_direction,7.947744644120689,-6.0,-24.0,20.912509039177852,56.0,9.55225535587931,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401752913"", ""401752908""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401752908"", ""401752913""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401756964,2025-11-28T17:00:00.000Z,Utah,Kansas,5.388107412250448,1.5909440374905006,1.4624660888494028,3.0534101263399034,8.44151753859035,13.5,10.5,-5.05848246140965,-3.0,correct_overshot,2.0584824614096497,3.0,53.51642934546368,5.128876677941721,4.359545176250463,57.87597452171414,58.5,59.5,-0.6240254782858585,1.0,wrong_direction,1.6240254782858585,-1.0,-10.0,1.5584824614096497,52.0,5.8759745217141415,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401756960"", ""401756958""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401756958"", ""401756960""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401762870,2025-11-28T17:00:00.000Z,Ohio,Buffalo,1.556141950871094,3.9706609416323877,1.024373860401526,4.9950348020339135,6.551176752905008,6.5,7.5,0.05117675290500756,1.0,unchanged_tolerance,0.9488232470949924,,50.26312268796812,-3.202959826163907,-2.722515852239321,47.5406068357288,47.5,45.5,0.04060683572880208,-2.0,unchanged_tolerance,2.040606835728802,,-5.0,1.5511767529050076,57.0,9.459393164271198,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401762863"", ""401762865""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401762865"", ""401762863""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401762871,2025-11-28T17:00:00.000Z,Kent State,Northern Illinois,-12.070192803560923,-1.1835602090050805,1.3040685488070567,0.12050833980197617,-11.949684463758947,-4.5,-5.5,-7.449684463758947,-1.0,correct_overshot,6.449684463758947,1.0,48.52433275979101,-2.862028548013461,-2.4327242658114416,46.091608493979564,44.5,44.5,1.5916084939795638,0.0,actual_no_move,1.5916084939795638,0.0,-4.0,15.949684463758947,66.0,19.908391506020436,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401762866"", ""401762864""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401762864"", ""401762866""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401760421,2025-11-28T20:00:00.000Z,Air Force,Colorado State,-0.4736278094364152,-1.1069929999631327,2.822261522075478,1.7152685221123454,1.2416407126759301,2.5,2.5,-1.2583592873240699,0.0,actual_no_move,1.2583592873240699,-0.0,54.14690579154694,-3.971270189427411,-3.3755796610132993,50.771326130533645,50.5,47.5,0.2713261305336445,-3.0,wrong_direction,3.2713261305336445,-3.0,-21.0,19.75835928732407,63.0,12.228673869466355,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401760415"", ""401760416""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401760416"", ""401760415""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
2025,13,14,401752786,2025-11-28T20:30:00.000Z,Georgia,Georgia Tech,5.141886317517792,4.754264434976165,0.4840816476060116,5.238346082582177,10.380232400099969,13.5,15.5,-3.1197675999000314,2.0,wrong_direction,5.119767599900031,-2.0,54.699905161481766,-3.6294389609986353,-3.08502311684884,51.61488204463293,53.5,59.5,-1.8851179553670718,6.0,wrong_direction,7.885117955367072,-6.0,-7.0,3.3802324000999686,25.0,26.614882044632928,True,updated,"{""frozen_spread_baseline"": ""data/research/market_implied_ratings/holdout_2025_predictions.csv"", ""frozen_total_baseline_formula"": ""scripts/research/analyze_postgame_total_market_update.py"", ""market_evaluation"": ""data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv"", ""pbp"": ""data/research/pbp_history_2021_2025/team_game_tendencies.csv"", ""spread_rating_snapshot"": ""data/ratings/market_implied_ratings_history.csv"", ""spread_source_game_ids"": [""401752776"", ""401754601""], ""spread_update"": ""data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv"", ""total_source_game_ids"": [""401754601"", ""401752776""], ""total_update"": ""data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv"", ""week14_close_used_as_input"": false, ""week14_opener_used_as_input"": false, ""week14_result_used_as_input"": false}"
