season,week,game_id,home_team,away_team,fpi_target,tr_target,actual_close,actual_result_spread,timing_unknown_opener,home_completed_week,away_completed_week,home_current_snapshot_week,away_current_snapshot_week,home_target_sp_plus_week,away_target_sp_plus_week,cutoff_valid,game_identity_valid
2021,8,401309878,California,Colorado,-5.19,-4.0,-8.5,-23,-10.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401287926,Kansas,Oklahoma,36.08,43.0,38.5,12,38.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401282779,Michigan,Northwestern,-25.22,-27.9,-23.5,-26,-19.0,6.0,7.0,5.0,6.0,6.0,7.0,True,True
2021,8,401282767,Minnesota,Maryland,-8.95,-9.0,-4.0,-18,-4.0,7.0,6.0,6.0,5.0,7.0,6.0,True,True
2021,8,401301027,Navy,Cincinnati,30.55,31.2,28.5,7,24.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401282240,North Texas,Liberty,14.06,21.4,21.0,9,22.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401282709,Notre Dame,USC,-10.43,-10.1,-7.5,-15,-5.0,6.0,6.0,5.0,5.0,6.0,6.0,True,True
2021,8,401282666,Pittsburgh,Clemson,-4.56,-1.6,-3.5,-10,3.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401282821,Purdue,Wisconsin,-1.77,-1.7,3.5,17,5.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401301025,SMU,Tulane,-15.16,-10.7,-14.0,-29,-13.0,6.0,6.0,5.0,5.0,6.0,6.0,True,True
2021,8,401282114,Texas A&M,South Carolina,-18.19,-18.1,-19.5,-30,-19.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401282238,UAB,Rice,-27.76,-27.1,-23.5,6,-19.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401309879,UCLA,Oregon,1.07,0.01,-1.0,3,3.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,8,401310726,Wyoming,New Mexico,-21.33,-19.2,-20.0,11,-17.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,9,401282669,BYU,Virginia,0.86,2.9,-2.5,-17,-1.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401287929,Baylor,Texas,1.25,2.0,-2.5,-7,-0.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,9,401282117,Florida,Georgia,11.84,16.1,14.0,27,14.0,7.0,7.0,6.0,6.0,7.0,7.0,True,True
2021,9,401301034,Houston,SMU,0.01,-2.9,1.0,-7,-4.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401282719,Illinois,Rutgers,1.1,-0.01,1.5,6,-2.0,8.0,7.0,7.0,6.0,8.0,7.0,True,True
2021,9,401282726,Maryland,Indiana,-1.43,-2.2,-3.5,-3,-3.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401282801,Nebraska,Purdue,-9.31,-7.3,-7.5,5,-7.0,7.0,8.0,6.0,7.0,7.0,8.0,True,True
2021,9,401310734,Nevada,UNLV,-18.29,-24.1,-19.0,-31,-20.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401282795,Northwestern,Minnesota,6.07,9.8,7.5,27,4.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401282673,Notre Dame,North Carolina,-5.78,-7.8,-3.5,-10,-4.0,8.0,7.0,7.0,6.0,8.0,7.0,True,True
2021,9,401287931,Oklahoma,Texas Tech,-17.48,-19.4,-19.0,-31,-22.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401309884,Oregon,Colorado,-21.57,-19.3,-24.5,-23,-26.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401282246,Rice,North Texas,2.24,-1.3,-1.5,6,-3.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
2021,9,401309883,Stanford,Washington,-2.5,-0.3,-2.5,7,-2.0,7.0,8.0,6.0,7.0,7.0,8.0,True,True
2021,9,401301032,Tulane,Cincinnati,19.65,22.9,28.0,19,23.0,8.0,8.0,7.0,7.0,8.0,8.0,True,True
