season,week,game_id,home_team,away_team,tr_target,actual_close,actual_result_spread,timing_unknown_opener,saturday_baseline,predicted_market_spread,predicted_updated_sp_spread,feature_coverage,source_coverage,prediction,prediction_split,model
2024,9,401628528,Minnesota,Maryland,-3.8,-5.5,-25,-5.5,-2.6222354231518263,-0.8731654602332857,-4.371305386070367,1.0,1.0,-2.584683485133396,2024_selection,elastic_net
2024,9,401628983,Navy,Notre Dame,16.7,14.5,37,13.0,13.58874176259536,10.942366588646014,16.235116936544706,0.967741935483871,1.0,13.401692454477335,2024_selection,elastic_net
2024,9,401645354,North Texas,Tulane,13.9,7.5,8,7.5,3.212951088435286,3.26987055099422,3.156031625876352,1.0,1.0,4.306689526175718,2024_selection,elastic_net
2024,9,401644755,Ohio,Buffalo,-5.2,-4.5,-31,-5.0,-5.10830830114011,-6.067735590021519,-4.148881012258702,0.967741935483871,0.6666666666666666,-3.782471801805865,2024_selection,elastic_net
2024,9,401628525,Oregon,Illinois,-17.3,-22.5,-29,-21.5,-16.955865273641642,-15.113901760663971,-18.797828786619316,1.0,1.0,-17.35829543540524,2024_selection,elastic_net
2024,9,401634770,Pittsburgh,Syracuse,-5.4,-4.5,-28,-5.0,-6.7214328324476975,-6.07001419758103,-7.372851467314365,1.0,1.0,-7.099048387051854,2024_selection,elastic_net
2024,9,401635599,Stanford,Wake Forest,-0.7,2.5,3,2.5,1.8469870173962233,0.6238716573668239,3.0701023774256226,1.0,1.0,2.626886073771678,2024_selection,elastic_net
2024,9,401636910,TCU,Texas Tech,-5.4,-4.5,-1,-6.5,-5.71226363177284,-4.467921970297846,-6.956605293247834,1.0,1.0,-4.0596133671968575,2024_selection,elastic_net
2024,9,401628404,Texas A&M,LSU,-0.3,-1.5,-15,-3.0,-1.109595660709419,-2.209780180826447,-0.00941114059239112,0.967741935483871,1.0,-0.918353265450147,2024_selection,elastic_net
2024,9,401628532,USC,Rutgers,-15.5,-13.5,-22,-14.5,-10.269268289878994,-10.031351578571474,-10.507185001186512,1.0,1.0,-11.597264975884308,2024_selection,elastic_net
2024,9,401628405,Vanderbilt,Texas,22.3,16.5,3,19.0,21.331656245190636,21.660756468039285,21.002556022341984,1.0,1.0,22.25351979351613,2024_selection,elastic_net
2024,9,401635598,Virginia,North Carolina,-3.1,-3.5,27,-5.5,0.19117760127782302,1.3849955506992329,-1.0026403481435868,0.967741935483871,1.0,-2.8474756490017223,2024_selection,elastic_net
2024,10,401644757,Akron,Buffalo,1.3,2.5,11,1.0,4.073186437328318,0.9341969399778698,7.212175934678767,0.967741935483871,0.6666666666666666,2.9415438334121227,2024_selection,elastic_net
2024,10,401643746,Army,Air Force,-27.3,-18.5,-17,-23.5,-22.714415098015444,-16.54424816520949,-28.884582030821395,0.967741935483871,1.0,-31.039255613403178,2024_selection,elastic_net
2024,10,401628407,Auburn,Vanderbilt,-7.1,-7.5,10,-7.0,-8.876108953519324,-9.8499510498679,-7.902266857170748,1.0,1.0,-6.276515066075611,2024_selection,elastic_net
2024,10,401636912,Baylor,TCU,-3.6,-2.5,-3,-2.5,0.2738676494421849,1.500301683809807,-0.9525663849254373,1.0,1.0,-1.4976853018046545,2024_selection,elastic_net
2024,10,401645356,Charlotte,Tulane,19.5,14.5,31,16.5,15.856850633292254,14.016482526574324,17.697218740010186,1.0,1.0,17.863683646420395,2024_selection,elastic_net
2024,10,401635600,Clemson,Louisville,-6.9,-11.5,12,-11.0,-8.978020218757297,-8.409514495393012,-9.546525942121583,0.967741935483871,1.0,-9.857541233485547,2024_selection,elastic_net
2024,10,401628408,Georgia,Florida,-14.2,-14.5,-14,-17.0,-15.95418905880827,-17.430652231807684,-14.477725885808855,1.0,1.0,-14.131343882620538,2024_selection,elastic_net
2024,10,401628533,Illinois,Minnesota,0.4,2.5,8,-1.5,-0.2676607239333775,-2.493905028006898,1.958583580140143,1.0,1.0,1.5076219192044937,2024_selection,elastic_net
2024,10,401628535,Iowa,Wisconsin,-4.4,-2.5,-32,-4.0,-4.953169093649492,-5.723593978414474,-4.182744208884509,1.0,1.0,-3.2121664215168093,2024_selection,elastic_net
2024,10,401628536,Michigan,Oregon,11.1,14.5,21,14.0,9.60602677650207,6.781350983019186,12.430702569984955,1.0,1.0,14.883727145969754,2024_selection,elastic_net
2024,10,401628537,Nebraska,UCLA,-7.8,-8.5,7,-7.5,-12.244776139587483,-10.23547634550511,-14.254075933669856,1.0,1.0,-12.378536005719942,2024_selection,elastic_net
2024,10,401643750,New Mexico,Wyoming,-0.8,-7.5,4,-6.0,-2.547374452251386,-1.5193343419441625,-3.57541456255861,1.0,1.0,-5.635130894099375,2024_selection,elastic_net
2024,10,401628538,Purdue,Northwestern,6.8,-3.5,6,-1.0,1.0056264978105678,-0.4224925745896817,2.4337455702108173,1.0,1.0,4.870500423440718,2024_selection,elastic_net
2024,10,401645360,Rice,Navy,8.4,13.5,-14,13.0,7.3500994536682445,2.6399982283519625,12.060200678984526,1.0,1.0,12.975486122036791,2024_selection,elastic_net
2024,10,401635627,SMU,Pittsburgh,-7.9,-7.5,-23,-7.0,-6.690500006396752,-7.681995299602816,-5.699004713190687,1.0,1.0,-6.0077138665902545,2024_selection,elastic_net
2024,10,401628411,South Carolina,Texas A&M,0.8,3.5,-24,3.0,4.421500784906162,4.613892093846118,4.229109475966206,1.0,1.0,4.178473913857499,2024_selection,elastic_net
2024,10,401628412,Tennessee,Kentucky,-20.2,-17.5,-10,-15.5,-13.906966449908161,-11.34523554883254,-16.468697350983785,1.0,1.0,-16.195055823323482,2024_selection,elastic_net
2024,10,401645358,UAB,Tulsa,-6.2,-2.5,-38,-3.0,-1.8483857308426783,0.0562047953264492,-3.752976257011806,0.967741935483871,1.0,-0.02438766909141735,2024_selection,elastic_net
2024,10,401628540,Washington,USC,8.2,2.5,-5,3.0,1.8599554357925685,3.674084779192432,0.045826092392704965,1.0,1.0,4.252937119506605,2024_selection,elastic_net
2024,11,401643753,Hawaii,UNLV,16.5,12.5,2,14.0,10.735587881655771,9.366931787116291,12.10424397619525,1.0,0.6666666666666666,13.10007303643672,2024_selection,elastic_net
2024,11,401628541,Indiana,Michigan,-15.8,-14.5,-5,-13.5,-8.88231394054706,-4.9039662050460375,-12.860661676048082,1.0,1.0,-14.43179154134658,2024_selection,elastic_net
2024,11,401628413,LSU,Alabama,7.2,2.5,29,3.0,6.1043854233671935,8.068620023509324,4.1401508232250634,1.0,1.0,7.517962165074575,2024_selection,elastic_net
2024,11,401645362,Memphis,Rice,-10.8,-7.5,-7,-11.0,-15.81216018222775,-15.159291327737204,-16.465029036718295,1.0,1.0,-16.459969444823987,2024_selection,elastic_net
2024,11,401628415,Missouri,Oklahoma,-0.8,3.5,-7,-2.5,-7.247017644636758,-6.31418228063026,-8.179853008643256,1.0,1.0,-5.8963383226215065,2024_selection,elastic_net
2024,11,401629045,North Texas,Army,7.4,6.5,11,6.0,8.818179592014925,6.132279720889347,11.504079463140503,1.0,1.0,12.153946485137114,2024_selection,elastic_net
2024,11,401628543,Oregon,Maryland,-22.6,-24.0,-21,-24.0,-22.630375981412826,-18.170619748507992,-27.09013221431766,1.0,1.0,-26.43377926553811,2024_selection,elastic_net
2024,11,401635610,Pittsburgh,Virginia,-11.8,-7.5,5,-8.0,-8.76920932014313,-5.172489745168569,-12.365928895117692,1.0,1.0,-11.614898123552198,2024_selection,elastic_net
2024,11,401628544,Rutgers,Minnesota,5.7,6.5,-7,5.5,1.2210275035669604,-2.0663017038296188,4.50835671096354,1.0,1.0,7.117930194414038,2024_selection,elastic_net
2024,11,401628417,Texas,Florida,-16.2,-24.5,-32,-21.0,-20.310932101724184,-23.346831034719287,-17.275033168729085,1.0,1.0,-18.89580208851147,2024_selection,elastic_net
2024,11,401636921,Texas Tech,Colorado,2.0,4.5,14,3.0,0.3395866988288061,-2.816483934489608,3.4956573321472204,1.0,1.0,3.311034148179878,2024_selection,elastic_net
2024,11,401645364,Tulane,Temple,-35.6,-25.5,-46,-26.0,-25.45376591588758,-23.40200061133773,-27.505531220437433,0.967741935483871,1.0,-28.85963053728743,2024_selection,elastic_net
2024,11,401628542,UCLA,Iowa,9.4,6.5,-3,5.5,12.027087499711886,8.227174132836806,15.827000866586967,1.0,1.0,14.597607085540373,2024_selection,elastic_net
2024,11,401636922,Utah,BYU,3.2,3.5,1,4.5,-2.236898192083733,-7.823354681212897,3.349558297045431,1.0,1.0,6.17364690659775,2024_selection,elastic_net
2024,11,401628418,Vanderbilt,South Carolina,8.2,5.5,21,4.0,4.124039327260151,3.0437359834484283,5.204342671071873,1.0,1.0,5.730110136429432,2024_selection,elastic_net
2024,11,401634773,Wake Forest,California,8.7,7.5,10,6.5,6.73766126043904,3.959225305982173,9.516097214895908,1.0,1.0,12.109042117171196,2024_selection,elastic_net
2024,12,401636923,Arizona,Houston,1.3,-1.5,-24,-2.5,-6.976011038906976,-10.343864457299484,-3.6081576205144685,1.0,1.0,-0.8583868579466849,2024_selection,elastic_net
2024,12,401628419,Arkansas,Texas,16.2,13.5,10,15.0,17.60065304266742,16.665563841830824,18.535742243504018,1.0,1.0,21.578599429789588,2024_selection,elastic_net
2024,12,401636924,BYU,Kansas,-4.7,-2.5,4,-3.5,-5.109837014688278,-2.525480339071334,-7.694193690305222,1.0,1.0,-8.042357660405054,2024_selection,elastic_net
2024,12,401635581,California,Syracuse,-6.9,-10.5,8,-6.5,-6.918416506338506,-5.0915392366905525,-8.74529377598646,0.967741935483871,1.0,-8.373081621302738,2024_selection,elastic_net
2024,12,401636925,Colorado,Utah,-5.8,-13.5,-25,-9.0,-1.2437548639282987,1.4412996139475325,-3.92880934180413,1.0,1.0,-5.539059794983488,2024_selection,elastic_net
2024,12,401628420,Florida,LSU,3.0,2.5,-11,5.0,5.147991489451462,5.564556402450249,4.731426576452675,1.0,1.0,3.96142048966796,2024_selection,elastic_net
2024,12,401628421,Georgia,Tennessee,-5.0,-7.5,-14,-8.5,-4.451530744393578,-3.7457641930828345,-5.157297295704321,0.967741935483871,1.0,-3.168009025411382,2024_selection,elastic_net
2024,12,401628548,Maryland,Rutgers,-2.9,-4.5,14,-4.5,-2.091788212798822,-1.6747754188221708,-2.5088010067754727,1.0,1.0,-2.5334903044691552,2024_selection,elastic_net
2024,12,401645367,Memphis,UAB,-17.7,-17.5,-35,-14.0,-19.901812354568897,-18.968442153921853,-20.835182555215937,1.0,1.0,-21.319736036721245,2024_selection,elastic_net
2024,12,401645370,Navy,Tulane,8.5,7.5,35,6.0,2.9524461929995542,3.03812283199803,2.8667695540010785,0.9354838709677419,1.0,5.695123063282919,2024_selection,elastic_net
2024,12,401635583,North Carolina,Wake Forest,-12.1,-10.5,-7,-10.0,-11.06661856014162,-7.19101740092473,-14.942219719358512,1.0,1.0,-12.798218561322628,2024_selection,elastic_net
2024,12,401628985,Notre Dame,Virginia,-28.9,-21.5,-21,-22.5,-22.45950818601021,-17.36667313716594,-27.552343234854483,1.0,1.0,-27.613720799029206,2024_selection,elastic_net
2024,12,401635582,Pittsburgh,Clemson,8.7,12.5,4,9.0,7.1017583752675435,8.144903927541911,6.058612822993176,0.967741935483871,1.0,7.597843915855881,2024_selection,elastic_net
2024,12,401628423,South Carolina,Missouri,-10.1,-10.5,-4,-12.0,-0.5519370320625505,2.039354950317845,-3.1432290144429462,1.0,1.0,-5.2348324824144,2024_selection,elastic_net
2024,12,401635517,Stanford,Louisville,21.8,20.5,-3,19.5,17.148619441623165,12.226291716183107,22.070947167063224,1.0,1.0,22.027010245417245,2024_selection,elastic_net
2024,12,401628549,USC,Nebraska,-10.6,-6.5,-8,-9.5,-9.043554992942603,-9.034896905093785,-9.05221308079142,1.0,1.0,-9.425071212298993,2024_selection,elastic_net
2024,12,401628553,Washington,UCLA,-3.8,-5.5,-12,-4.5,-10.613607604712879,-10.019300778012486,-11.207914431413272,1.0,1.0,-9.75509258060967,2024_selection,elastic_net
2024,12,401628551,Wisconsin,Oregon,12.0,13.5,3,13.5,15.124230253850865,12.264597824114624,17.983862683587105,1.0,1.0,19.319064316804045,2024_selection,elastic_net
2024,13,401628428,Auburn,Texas A&M,3.5,2.5,-2,2.5,3.9629280518947487,3.3085706273589803,4.617285476430517,0.967741935483871,0.6666666666666666,4.838805065431184,2024_selection,elastic_net
2024,13,401635613,California,Stanford,-13.7,-15.5,-3,-14.0,-17.393858308519068,-14.420566066014352,-20.367150551023784,1.0,1.0,-20.793402994535874,2024_selection,elastic_net
2024,13,401636931,Houston,Baylor,7.3,6.5,10,7.0,6.815158848802862,2.9651202652639146,10.66519743234181,0.967741935483871,0.6666666666666666,8.684797441215212,2024_selection,elastic_net
2024,13,401636932,Kansas,Colorado,-0.5,1.5,-16,2.0,0.17800736908647674,-1.5960381155232404,1.9520528536961939,1.0,1.0,3.4016918476472933,2024_selection,elastic_net
2024,13,401628431,LSU,Vanderbilt,-11.6,-9.5,-7,-9.5,-13.530205900484276,-13.101587807319044,-13.958823993649506,1.0,1.0,-11.027969397705796,2024_selection,elastic_net
2024,13,401635617,Louisville,Pittsburgh,-10.1,-7.5,-28,-8.0,-8.161562575337635,-9.98810249587024,-6.335022654805031,1.0,1.0,-7.084787369648154,2024_selection,elastic_net
2024,13,401628556,Maryland,Iowa,9.9,4.5,16,2.5,7.746265461434123,2.9917945265135675,12.500736396354679,1.0,1.0,10.991260606902925,2024_selection,elastic_net
2024,13,401628557,Michigan,Northwestern,-11.5,-10.5,-44,-13.0,-14.83766199177917,-14.16984030788403,-15.50548367567431,1.0,1.0,-13.195809069440799,2024_selection,elastic_net
2024,13,401628560,Nebraska,Wisconsin,0.3,-1.5,-19,-2.5,-1.8746488554807053,-2.8972206622649908,-0.8520770486964198,1.0,1.0,0.6683070101096252,2024_selection,elastic_net
2024,13,401643763,Nevada,Air Force,-3.8,-2.5,3,-4.5,-3.063656280836007,-1.2871873639876237,-4.84012519768439,1.0,1.0,-2.6885501897712434,2024_selection,elastic_net
2024,13,401640959,Notre Dame,Army,-22.4,-14.5,-35,-17.0,-14.519439353546314,-12.10713655758714,-16.93174214950549,1.0,1.0,-16.08659293104852,2024_selection,elastic_net
2024,13,401628433,Oklahoma,Alabama,14.0,14.5,-21,13.0,13.023575757214818,11.461069719342207,14.58608179508743,1.0,1.0,18.021128354164556,2024_selection,elastic_net
2024,13,401628554,Rutgers,Illinois,-0.01,-2.5,7,-1.5,-1.3909896947457563,-2.4935375059089706,-0.28844188358254197,1.0,1.0,0.5560265441945562,2024_selection,elastic_net
2024,13,401636935,TCU,Arizona,-11.2,-10.5,-21,-11.5,-8.809668377090048,-4.544077215557898,-13.075259538622198,1.0,1.0,-11.046374697913846,2024_selection,elastic_net
2024,13,401628435,Tennessee,UTEP,-47.9,-41.5,-56,-42.0,-37.92781072328899,-29.39916684596805,-46.45645460060993,0.967741935483871,1.0,-41.132953532363075,2024_selection,elastic_net
2024,13,401628436,Texas,Kentucky,-21.6,-18.5,-17,-19.5,-21.13512223798018,-19.036364280076533,-23.233880195883827,1.0,1.0,-23.623594770996466,2024_selection,elastic_net
2024,13,401644773,Toledo,Ohio,-4.4,0.5,17,-3.0,-6.328367031230453,-7.491429326772497,-5.16530473568841,0.967741935483871,0.3333333333333333,-5.685251854485291,2024_selection,elastic_net
2024,13,401645373,UAB,Rice,6.4,6.5,-26,6.5,2.2529002879706113,1.2940916490791103,3.211708926862112,1.0,1.0,2.336005827298201,2024_selection,elastic_net
2024,13,401628561,UCLA,USC,9.0,4.5,6,5.5,11.568821980329103,10.91048347558533,12.227160485072876,1.0,1.0,12.671040375036377,2024_selection,elastic_net
2024,13,401635619,Virginia,SMU,12.4,10.5,26,10.0,11.641119506572949,7.62030212769991,15.66193688544599,0.967741935483871,1.0,14.744475914261134,2024_selection,elastic_net
2024,14,401644775,Akron,Toledo,11.7,9.5,-7,9.0,14.025101022328055,9.94547719086959,18.10472485378652,1.0,0.6666666666666666,16.90008658038463,2024_selection,elastic_net
2024,14,401628437,Alabama,Auburn,-18.0,-10.5,-14,-13.0,-15.830767178408149,-16.945076151097236,-14.71645820571906,1.0,1.0,-16.312624966361575,2024_selection,elastic_net
2024,14,401636942,BYU,Houston,-15.2,-9.5,-12,-11.5,-14.447864665803882,-8.676382050547428,-20.219347281060337,1.0,1.0,-17.58159751186717,2024_selection,elastic_net
2024,14,401636941,Baylor,Kansas,0.5,2.5,-28,-1.5,-1.963489391081062,-2.48982138128818,-1.4371574008739438,1.0,1.0,-1.424145333508023,2024_selection,elastic_net
2024,14,401645377,Charlotte,UAB,-2.0,-1.5,-2,-3.0,-1.8187801750178902,-4.837635217801601,1.2000748677658208,0.967741935483871,1.0,-2.1979861596014616,2024_selection,elastic_net
2024,14,401636943,Cincinnati,TCU,1.4,2.5,7,1.0,3.2067169424188555,1.0663055036135949,5.347128381224116,1.0,1.0,4.707419120618073,2024_selection,elastic_net
2024,14,401628444,Clemson,South Carolina,-0.7,-2.5,3,-3.0,-7.12884851650498,-11.24147394718652,-3.016223085823439,1.0,1.0,-2.3302249668677932,2024_selection,elastic_net
2024,14,401643771,Hawaii,New Mexico,-4.8,6.5,-8,1.5,-2.805638422868876,-2.181697784749135,-3.429579060988617,0.967741935483871,0.6666666666666666,-0.6152771358774111,2024_selection,elastic_net
2024,14,401628564,Indiana,Purdue,-32.7,-28.5,-66,-27.5,-28.314608172871477,-20.145479961357587,-36.48373638438537,1.0,1.0,-36.481963282228705,2024_selection,elastic_net
2024,14,401628562,Iowa,Nebraska,-8.7,-3.5,-3,-3.5,-8.056920591463966,-4.80933163806596,-11.304509544861972,1.0,1.0,-8.663933340400938,2024_selection,elastic_net
2024,14,401628440,Kentucky,Louisville,4.0,3.5,27,3.0,4.386834943402246,3.4077535613454755,5.3659163254590165,1.0,1.0,5.940603855624008,2024_selection,elastic_net
2024,14,401628441,LSU,Oklahoma,-2.9,-4.5,-20,-6.5,-5.13927959608029,-6.359401402076793,-3.919157790083787,1.0,1.0,-3.7973413927482293,2024_selection,elastic_net
2024,14,401628443,Missouri,Arkansas,-5.8,-3.5,-7,-4.5,-6.159564464233991,-5.256819831069989,-7.062309097397993,0.967741935483871,1.0,-5.309445618963131,2024_selection,elastic_net
2024,14,401628563,Northwestern,Illinois,8.1,8.5,10,9.0,7.038450288519524,3.853632646674612,10.223267930364436,1.0,1.0,10.56561011462113,2024_selection,elastic_net
2024,14,401628569,Oregon,Washington,-18.4,-17.5,-28,-19.5,-19.99749900578263,-16.495372485963813,-23.49962552560145,1.0,1.0,-20.585752539712704,2024_selection,elastic_net
2024,14,401635621,SMU,California,-14.2,-11.5,-32,-12.0,-9.968775193239912,-6.884827419427867,-13.052722967051956,1.0,1.0,-11.138975457868964,2024_selection,elastic_net
2024,14,401645381,Temple,North Texas,10.9,10.5,7,10.0,11.54499168125209,8.442576951766167,14.647406410738014,0.967741935483871,1.0,13.382373453957296,2024_selection,elastic_net
2024,14,401628445,Texas A&M,Texas,9.9,4.5,10,4.5,7.6503151066842126,7.2332466648724605,8.067383548495965,1.0,1.0,11.106912601580913,2024_selection,elastic_net
2024,14,401645376,Tulane,Memphis,-14.9,-12.5,10,-12.5,-4.90849539373128,-2.8228351248463825,-6.994155662616177,1.0,1.0,-7.997237641122632,2024_selection,elastic_net
2024,14,401643772,UNLV,Nevada,-21.8,-17.5,-24,-17.5,-19.32317682749729,-14.611644575288926,-24.03470907970565,0.967741935483871,0.6666666666666666,-22.648719084563144,2024_selection,elastic_net
2024,14,401628571,USC,Notre Dame,10.4,6.5,14,6.5,7.563504306283443,3.324053982809975,11.802954629756911,1.0,1.0,12.949203899692217,2024_selection,elastic_net
2024,14,401628446,Vanderbilt,Tennessee,14.2,9.5,13,12.5,16.349650444923817,15.274588348458916,17.424712541388722,1.0,1.0,17.65799545991702,2024_selection,elastic_net
2024,14,401635622,Wake Forest,Duke,4.6,3.5,6,4.0,5.305812648748944,1.1041055100684636,9.507519787429423,0.967741935483871,0.6666666666666666,6.981817774115778,2024_selection,elastic_net
2024,14,401628568,Wisconsin,Minnesota,-0.2,1.5,17,-3.0,-1.2548884416302042,-4.080008958625193,1.5702320753647845,1.0,1.0,1.3264186335417394,2024_selection,elastic_net
2024,15,401673462,Army,Tulane,7.0,4.5,-21,4.0,-1.5437320349528116,-0.5831776991616255,-2.5042863707439977,1.0,1.0,1.238127920411405,2024_selection,elastic_net
2024,15,401673463,SMU,Clemson,-1.1,-2.5,3,1.0,-4.168471832908163,1.6343756272068557,-9.971319293023182,1.0,1.0,-6.058745189139924,2024_selection,elastic_net
2024,15,401673469,Texas,Georgia,-3.6,-2.5,3,-2.0,-4.6753569591734045,-3.5018951417136037,-5.848818776633205,0.967741935483871,1.0,-5.938144481489022,2024_selection,elastic_net
2025,3,401752696,Alabama,Wisconsin,-24.9,-18.5,-24,-20.5,-9.041638002743905,-2.6208384708708268,-15.462437534616983,0.9354838709677419,0.3333333333333333,-12.229640579672912,2025_locked_holdout,elastic_net
2025,4,401762468,Charlotte,Rice,7.2,1.5,11,4.5,4.218659723625178,-0.6790003031971694,9.116319750447525,1.0,1.0,7.5023079561646995,2025_locked_holdout,elastic_net
2025,4,401754537,Clemson,Syracuse,-14.8,-17.5,13,-20.0,-15.439518034219608,-15.89640699197859,-14.982629076460626,0.967741935483871,1.0,-14.31268501952196,2025_locked_holdout,elastic_net
2025,4,401756897,Colorado,Wyoming,-15.5,-12.5,-17,-14.0,-11.050011771465016,-8.292331201337644,-13.807692341592386,1.0,1.0,-10.956820415249927,2025_locked_holdout,elastic_net
2025,4,401752843,Indiana,Illinois,-4.6,-7.5,-53,-5.0,-1.1414290810429972,-7.621204198191948,5.338346036105953,0.967741935483871,0.6666666666666666,3.0474270586356775,2025_locked_holdout,elastic_net
2025,4,401752708,Memphis,Arkansas,9.3,7.5,-1,6.0,1.0789700533047817,1.0651362999279157,1.0928038066816477,1.0,0.6666666666666666,0.8335027624734558,2025_locked_holdout,elastic_net
2025,4,401752713,Missouri,South Carolina,-13.0,-10.5,-9,-10.5,-6.733923994457624,-5.178813206445987,-8.28903478246926,1.0,0.6666666666666666,-11.941669483547406,2025_locked_holdout,elastic_net
2025,4,401752846,Nebraska,Michigan,-2.9,1.5,3,1.0,3.6210886699520213,1.441776114320426,5.800401225583617,0.967741935483871,0.6666666666666666,1.8449287781282209,2025_locked_holdout,elastic_net
2025,4,401752848,Notre Dame,Purdue,-27.6,-24.5,-26,-26.5,-12.840366778965858,-5.609412226471198,-20.071321331460517,1.0,1.0,-11.17092722802978,2025_locked_holdout,elastic_net
2025,4,401752714,Oklahoma,Auburn,-6.8,-6.5,-7,-6.5,-2.3014657188040966,3.119271956156128,-7.722203393764321,1.0,1.0,-4.334295165898329,2025_locked_holdout,elastic_net
2025,4,401752844,Rutgers,Iowa,-1.8,2.5,10,2.0,0.5690718204125025,-5.030798505582078,6.168942146407083,0.967741935483871,1.0,3.395210229038748,2025_locked_holdout,elastic_net
2025,4,401752715,Tennessee,UAB,-38.5,-38.5,-32,-38.0,-24.016542211411544,-12.598882234873216,-35.43420218794987,1.0,1.0,-28.726351371453035,2025_locked_holdout,elastic_net
2025,4,401756901,Utah,Texas Tech,-2.5,-3.5,24,-4.5,2.8412592670532053,7.644834504655137,-1.962315970548726,1.0,1.0,0.2794581323576575,2025_locked_holdout,elastic_net
2025,4,401754539,Virginia,Stanford,-11.3,-16.5,-28,-15.0,-13.29759899176117,-11.85625507202475,-14.738942911497592,0.967741935483871,1.0,-15.32078992604216,2025_locked_holdout,elastic_net
2025,4,401752845,Wisconsin,Maryland,-10.3,-10.5,17,-7.0,-5.791791664849416,-6.254675205075372,-5.328908124623461,0.967741935483871,0.6666666666666666,-4.747905312115466,2025_locked_holdout,elastic_net
2025,5,401760378,Air Force,Hawaii,-5.2,-6.5,9,-5.5,-3.6849084630994176,-4.639406486115632,-2.7304104400832028,1.0,0.6666666666666666,-1.301067860612042,2025_locked_holdout,elastic_net
