season,week,game_id,home_team,away_team,home_completed_week,away_completed_week,feature_week_gap_home,feature_week_gap_away,cutoff_valid,game_identity_valid,feature_coverage,source_coverage
2022,3,401426561,New Mexico,UTEP,2.0,2.0,1.0,1.0,True,True,0.8709677419354839,0.8333333333333334
2022,3,,Northern Ill.,Vanderbilt,,,,,False,False,0.0,0.0
2022,3,401403987,Notre Dame,California,2.0,2.0,1.0,1.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401405088,Ohio St.,Toledo,,2.0,,1.0,False,False,0.0,0.3333333333333333
2022,3,401403989,Oregon,BYU,1.0,2.0,2.0,1.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,,Rice,Louisiana-Lafayette,,,,,False,False,0.0,0.0
2022,3,401403888,South Carolina,Georgia,2.0,1.0,1.0,2.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401405084,Syracuse,Purdue,2.0,1.0,1.0,2.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401405089,Temple,Rutgers,1.0,1.0,2.0,2.0,True,True,0.8387096774193549,0.8333333333333334
2022,3,401403889,Tennessee,Akron,2.0,2.0,1.0,1.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401426562,Texas,Texas-San Antonio,2.0,,1.0,,False,False,0.0,0.3333333333333333
2022,3,,Texas A&M,Miami (Fla.),,,,,False,False,0.0,0.0
2022,3,401426560,UAB,Georgia Southern,2.0,,1.0,,False,False,0.0,0.3333333333333333
2022,3,401403991,UCLA,South Alabama,1.0,2.0,2.0,1.0,True,True,0.8709677419354839,0.5
2022,3,401426558,UNLV,North Texas,2.0,1.0,1.0,2.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401403992,USC,Fresno St.,2.0,,1.0,,False,False,0.0,0.3333333333333333
2022,3,401403993,Utah,San Diego St.,1.0,,2.0,,False,False,0.0,0.3333333333333333
2022,3,401411113,Virginia,Old Dominion,2.0,,1.0,,False,False,0.0,0.3333333333333333
2022,3,401404159,Wake Forest,Liberty,2.0,2.0,1.0,1.0,True,True,0.9032258064516129,0.8333333333333334
2022,3,401403994,Washington,Michigan St.,1.0,,2.0,,False,False,0.0,0.0
2022,3,401403995,Washington St.,Colorado St.,,,,,False,False,0.0,0.0
2022,3,,Western Mich.,Pittsburgh,,,,,False,False,0.0,0.0
2022,3,401405085,Wisconsin,New Mexico St.,2.0,,1.0,,False,False,0.0,0.3333333333333333
2022,3,401415217,Wyoming,Air Force,1.0,2.0,2.0,1.0,True,True,0.9032258064516129,0.8333333333333334
2022,4,401415220,Air Force,Nevada,3.0,3.0,1.0,1.0,True,True,1.0,1.0
2022,4,401403892,Alabama,Vanderbilt,3.0,3.0,1.0,1.0,True,True,0.967741935483871,0.3333333333333333
2022,4,,Appalachian St.,James Madison,,,,,False,False,0.0,0.0
2022,4,401403997,Arizona St.,Utah,,3.0,,1.0,False,False,0.0,0.3333333333333333
2022,4,401403894,Auburn,Missouri,3.0,2.0,1.0,2.0,True,True,1.0,1.0
2022,4,401415223,BYU,Wyoming,3.0,3.0,1.0,1.0,True,True,1.0,1.0
2022,4,401403996,California,Arizona,3.0,2.0,1.0,2.0,True,True,0.967741935483871,1.0
2022,4,401411122,Central Florida,Georgia Tech,,,,,False,False,0.0,0.0
2022,4,401405096,Cincinnati,Indiana,3.0,3.0,1.0,1.0,True,True,0.967741935483871,1.0
2022,4,401403998,Colorado,UCLA,3.0,3.0,1.0,1.0,True,True,1.0,1.0
2022,4,401415624,East Carolina,Navy,,2.0,,2.0,False,False,0.0,0.3333333333333333
2022,4,,Eastern Mich.,Buffalo,,,,,False,False,0.0,0.0
2022,4,401411118,Florida St.,Boston College,,,,,False,False,0.0,0.0
2022,4,,Georgia,Kent,,,,,False,False,0.0,0.0
2022,4,401416605,Georgia Southern,Ball St.,,,,,False,False,0.0,0.0
2022,4,401426334,Georgia St.,Coastal Carolina,,,,,False,False,0.0,0.0
2022,4,401426570,Houston,Rice,3.0,3.0,1.0,1.0,True,True,1.0,0.6666666666666666
2022,4,401404080,Iowa St.,Baylor,,3.0,,1.0,False,False,0.0,0.3333333333333333
2022,4,401404079,Kansas,Duke,3.0,2.0,1.0,2.0,True,True,1.0,1.0
2022,4,,Kentucky,Northern Ill.,,,,,False,False,0.0,0.0
2022,4,401403897,LSU,New Mexico,3.0,3.0,1.0,1.0,True,True,0.967741935483871,1.0
2022,4,401404160,Liberty,Akron,3.0,3.0,1.0,1.0,True,True,1.0,1.0
2022,4,,Louisiana-Monroe,Louisiana-Lafayette,,,,,False,False,0.0,0.0
2022,4,401411119,Louisville,South Florida,3.0,,1.0,,False,False,0.0,0.5
2022,4,401426569,Memphis,North Texas,3.0,3.0,1.0,1.0,True,True,1.0,1.0
2022,4,,Miami (Fla.),Middle Tenn.,,,,,False,False,0.0,0.0
