rating_date,season,team,spplus,fpi,teamrankings,kford,bradpowers,power_rating,spplus_weight,fpi_weight,teamrankings_weight,kford_weight,bradpowers_weight,source_count,composite_status,power_rank
2026-07-21,2026,Ohio State,31.8,28.7,32.3,0.0,29.257941176470595,30.514485294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,1
2026-07-21,2026,Notre Dame,25.8,25.9,29.1,0.0,28.38794117647059,27.29698529411765,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,2
2026-07-21,2026,Indiana,24.5,23.1,29.0,0.0,32.507941176470595,27.276985294117647,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,3
2026-07-21,2026,Oregon,28.3,25.3,29.5,0.0,25.60794117647059,27.176985294117646,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,4
2026-07-21,2026,Georgia,25.5,24.8,28.4,0.0,22.85794117647059,25.389485294117645,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,5
2026-07-21,2026,Texas,23.7,26.9,28.4,0.0,20.167941176470592,24.791985294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,6
2026-07-21,2026,Miami-FL,21.0,21.8,25.3,0.0,24.697941176470593,23.199485294117647,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,7
2026-07-21,2026,Texas Tech,23.1,20.0,23.8,0.0,25.57794117647059,23.11948529411765,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,8
2026-07-21,2026,Texas A&M,20.3,20.0,22.7,0.0,21.507941176470595,21.12698529411765,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,9
2026-07-21,2026,Alabama,18.2,20.1,21.6,0.0,18.207941176470584,19.526985294117644,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,10
2026-07-21,2026,Oklahoma,17.2,17.8,22.0,0.0,17.74794117647059,18.686985294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,11
2026-07-21,2026,Ole Miss,15.9,16.0,22.3,0.0,19.96794117647059,18.541985294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,12
2026-07-21,2026,LSU,20.2,20.0,22.1,0.0,9.757941176470595,18.014485294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,13
2026-07-21,2026,USC,16.8,17.0,20.9,0.0,17.13794117647059,17.95948529411765,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,14
2026-07-21,2026,Michigan,16.1,15.9,19.8,0.0,14.587941176470594,16.596985294117648,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,15
2026-07-21,2026,Tennessee,16.0,15.1,16.8,0.0,15.177941176470584,15.769485294117647,0.25,0.25,0.25,0.0,0.25,4,official_full_coverage,16
