snapshot_prev,snapshot_latest,source_prev,source_latest,game_id,date,week,away_team,home_team,market,book,previous,latest,change,previous_price,latest_price,summary
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Coastal Carolina,West Virginia,Spread,DraftKings,-18.5,-19.5,-1.0,-110.0,-112.0,Coastal Carolina at West Virgini spread -18.5 → -19.5 at DraftKings
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Oregon State,Houston,Total,Caesars,50.5,51.5,1.0,,,Oregon State at Houston total 50.5 → 51.5 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Liberty,James Madison,Total,Caesars,51.5,52.5,1.0,,,Liberty at James Madison total 51.5 → 52.5 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Oregon State,Houston,Total Over Price,Caesars,-114.0,100.0,214.0,,,Oregon State at Houston total over price -114 → +100 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Liberty,James Madison,Total Over Price,Caesars,-106.0,-109.0,-3.0,,,Liberty at James Madison total over price -106 → -109 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Northern Illinois,Iowa,Total Over Price,Caesars,100.0,101.0,1.0,,,Northern Illinois at Iow total over price +100 → +101 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Oregon State,Houston,Total Under Price,Caesars,-107.0,-121.0,-14.0,,,Oregon State at Houston total under price -107 → -121 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Liberty,James Madison,Total Under Price,Caesars,-115.0,-112.0,3.0,,,Liberty at James Madison total under price -115 → -112 at Caesars
2026-07-16T12:01:35+00:00,2026-07-17T17:09:44+00:00,Action Network,Action Network,,2026-09-05,1.0,Northern Illinois,Iowa,Total Under Price,Caesars,-120.0,-122.0,-2.0,,,Northern Illinois at Iow total under price -120 → -122 at Caesars
